handwashing,p20,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,2014,NAM,656024.053821825,1418797.96620785,0.46238017635114,Not P20
no soap and water,P20,2015,NAM,419761.884132461,523643.043871654,0.8016183716084,P20
no soap and water,Not P20,2015,NAM,678934.281815499,1462427.432579,0.464251604346748,Not P20
no soap and water,P20,2016,NAM,444491.340870707,559340.222041873,0.794670798477697,P20
no soap and water,Not P20,2016,NAM,674678.441482293,1463739.61727768,0.4609279092528,Not P20
no soap and water,P20,2017,NAM,478122.153333026,607347.073807268,0.787230520986672,P20
no soap and water,Not P20,2017,NAM,662197.576727082,1453964.706263,0.455442676066789,Not P20
no soap and water,P20,2018,NAM,521269.799590055,661361.828665536,0.788176421735509,P20
no soap and water,Not P20,2018,NAM,640717.212295933,1439117.05699136,0.44521549458626,Not P20
no soap and water,Not P20,2000,NGA,13924674.2448057,21333247.5506851,0.652721729859576,Not P20
no soap and water,P20,2000,NGA,23472251.0159064,25494285.0102147,0.920686773780941,P20
no soap and water,Not P20,2001,NGA,14878984.2201718,22605707.6705142,0.658195905080169,Not P20
no soap and water,P20,2001,NGA,23469103.1715835,25412847.2899974,0.923513327875738,P20
no soap and water,Not P20,2002,NGA,15918198.2151261,23905169.7856441,0.665889360245648,Not P20
no soap and water,P20,2002,NGA,23409136.0403201,25339574.6028745,0.923817246626731,P20
no soap and water,Not P20,2003,NGA,16068714.1108955,24252159.1905419,0.662568391731579,Not P20
no soap and water,P20,2003,NGA,24269221.2693509,26258035.6794734,0.924258827491914,P20
no soap and water,Not P20,2004,NGA,16108714.5216497,24474979.672884,0.658170700729801,Not P20
no soap and water,P20,2004,NGA,25275063.5306608,27344794.2985742,0.924309879777688,P20
no soap and water,Not P20,2005,NGA,16291616.2663097,24789773.1203847,0.657191019344709,Not P20
no soap and water,P20,2005,NGA,26176171.7913904,28387372.1715723,0.922106196839304,P20
no soap and water,Not P20,2006,NGA,16123422.7664671,24702936.8093978,0.652692547889012,Not P20
no soap and water,P20,2006,NGA,27467733.8013409,29880863.578352,0.919241632000241,P20
no soap and water,Not P20,2007,NGA,15941679.9931958,24617199.8018809,0.647582995689776,Not P20
no soap and water,P20,2007,NGA,28812105.4210133,31422416.5328095,0.916928377896376,P20
no soap and water,Not P20,2008,NGA,15858401.406163,24681437.643573,0.642523407071164,Not P20
no soap and water,P20,2008,NGA,30097150.8624839,32863002.3126978,0.915836921292331,P20
no soap and water,Not P20,2009,NGA,15541709.6267989,24462555.6024002,0.635326491614555,Not P20
no soap and water,P20,2009,NGA,31654040.1411827,34634829.9069387,0.913936641994051,P20
no soap and water,Not P20,2010,NGA,44280832.5348283,97746816.6994858,0.453015597131577,Not P20
no soap and water,P20,2010,NGA,80891547.9709042,121453795.523573,0.666027336751317,P20
no soap and water,Not P20,2011,NGA,40367894.4206251,90585836.2651853,0.445631415295987,Not P20
no soap and water,P20,2011,NGA,88201741.2787406,134564015.041716,0.655463061587432,P20
no soap and water,Not P20,2012,NGA,38695329.6788893,87271055.5257373,0.443392479279429,Not P20
no soap and water,P20,2012,NGA,93367765.8965801,143996507.536143,0.648402989031832,P20
no soap and water,Not P20,2013,NGA,39015308.6794878,88013046.0011718,0.443290062691028,Not P20
no soap and water,P20,2013,NGA,96630726.2400969,149528924.358988,0.646234343317462,P20
no soap and water,Not P20,2014,NGA,39536735.3694486,89774983.9508242,0.440398133527993,Not P20
no soap and water,P20,2014,NGA,99772893.2951424,154182634.882244,0.647108498122005,P20
no soap and water,Not P20,2015,NGA,40117107.4760645,91631548.6951545,0.43780889930747,Not P20
no soap and water,P20,2015,NGA,102929884.597498,158870903.303479,0.647883800351276,P20
no soap and water,Not P20,2016,NGA,40332166.41829,92884628.6839691,0.434217878563269,Not P20
no soap and water,P20,2016,NGA,106523496.396284,164287529.162014,0.648396728221744,P20
no soap and water,Not P20,2017,NGA,40543591.2068271,94094560.982404,0.430881347269465,Not P20
no soap and water,P20,2017,NGA,110191959.653267,169872017.737407,0.648676345409665,P20
no soap and water,Not P20,2018,NGA,34845037.4004282,80769063.7047881,0.431415641114614,Not P20
no soap and water,P20,2018,NGA,119840217.854968,190114197.577521,0.630359117740809,P20
no soap and water,Not P20,2000,NPL,11869827.8945403,26137640.6749695,0.454127747876928,Not P20
no soap and water,P20,2000,NPL,15770841.152362,21696147.8184668,0.726895911860378,P20
no soap and water,Not P20,2001,NPL,11929994.0572702,26330861.5261686,0.453080277886606,Not P20
no soap and water,P20,2001,NPL,16210911.1491769,22301388.9841016,0.726901412317121,P20
no soap and water,Not P20,2002,NPL,12031582.5317632,26578512.7574703,0.452680804285466,Not P20
no soap and water,P20,2002,NPL,16575797.3533388,22809448.0402614,0.726707517169222,P20
no soap and water,Not P20,2003,NPL,12243904.0012947,26920181.4684367,0.454822491284112,Not P20
no soap and water,P20,2003,NPL,16828741.7888315,23176178.1153485,0.726122387611728,P20
no soap and water,Not P20,2004,NPL,12439882.3889864,27289545.7971868,0.455847908991906,Not P20
no soap and water,P20,2004,NPL,17030873.3475293,23481751.9731163,0.725281204189003,P20
no soap and water,Not P20,2005,NPL,12491949.5503779,27646937.4962425,0.451838455961918,Not P20
no soap and water,P20,2005,NPL,17281973.7218581,23772292.9864336,0.726979670481116,P20
no soap and water,Not P20,2006,NPL,13432583.1925982,29101327.0633278,0.461579747321054,Not P20
no soap and water,P20,2006,NPL,16717672.560683,22976673.6597305,0.727593245578569,P20
no soap and water,Not P20,2007,NPL,14165961.4676905,30539063.0398149,0.463863657153522,Not P20
no soap and water,P20,2007,NPL,16327580.198855,22067306.0115059,0.739899115476161,P20
no soap and water,Not P20,2008,NPL,15016835.7934134,32008860.388903,0.469146217983429,Not P20
no soap and water,P20,2008,NPL,15837337.5512311,21163525.2266816,0.748331734982617,P20
no soap and water,Not P20,2009,NPL,17031903.4694731,35136732.2660448,0.484732141296254,Not P20
no soap and water,P20,2009,NPL,14322972.2095167,18466103.1224898,0.775635883462215,P20
no soap and water,Not P20,2010,NPL,25334186.509642,58638468.1985572,0.432040387273714,Not P20
no soap and water,P20,2010,NPL,13522094.4187838,22233566.7367184,0.608183769113941,P20
no soap and water,Not P20,2011,NPL,23389466.9639004,55386725.3764364,0.422293732025745,Not P20
no soap and water,P20,2011,NPL,15474572.5959467,25572313.1326911,0.605129951117498,P20
no soap and water,Not P20,2012,NPL,21021594.1389939,50058137.7418613,0.419943591337689,Not P20
no soap and water,P20,2012,NPL,8611694.51085795,14826774.7580159,0.580820485331926,P20
no soap and water,Not P20,2013,NPL,20197922.989771,48901982.9256756,0.413028711340175,Not P20
no soap and water,P20,2013,NPL,9012618.47502566,15667956.2204263,0.575226171699148,P20
no soap and water,Not P20,2014,NPL,20192897.966977,49012680.9781833,0.411993336499289,Not P20
no soap and water,P20,2014,NPL,8634455.5067516,15253444.7532677,0.566065937656599,P20
no soap and water,Not P20,2015,NPL,20243272.4600271,49329582.432055,0.410367804915226,Not P20
no soap and water,P20,2015,NPL,8303439.76132908,14899984.0887932,0.557278431429629,P20
no soap and water,Not P20,2016,NPL,19933669.4610316,48934219.789392,0.407356437822533,Not P20
no soap and water,P20,2016,NPL,8471687.00484849,15614317.2134205,0.542558914940391,P20
no soap and water,Not P20,2017,NPL,24168087.9381105,62225235.3131471,0.388396891011904,Not P20
no soap and water,P20,2017,NPL,12332588.5889934,20500630.0485595,0.601571198532992,P20
no soap and water,Not P20,2018,NPL,23774372.5034615,61699328.7243227,0.385326274937077,Not P20
no soap and water,P20,2018,NPL,13391457.2166321,22406589.5699501,0.597657094348338,P20
no soap and water,Not P20,2000,PAK,64448785.8923569,219228761.634486,0.293979610211048,Not P20
no soap and water,P20,2000,PAK,23071652.3420335,30611424.86849,0.753694166186378,P20
no soap and water,Not P20,2001,PAK,62260079.7717833,220256565.923446,0.28267070954617,Not P20
no soap and water,P20,2001,PAK,27314248.0842854,36452218.8842349,0.749316472915685,P20
no soap and water,Not P20,2002,PAK,60068560.4445924,219240644.312361,0.273984600952962,Not P20
no soap and water,P20,2002,PAK,31460095.3909958,43702863.0793409,0.719863486606843,P20
no soap and water,Not P20,2003,PAK,63239313.8438863,226539014.635993,0.279154184304634,Not P20
no soap and water,P20,2003,PAK,30917517.8018478,42693329.0244424,0.724176786123827,P20
no soap and water,Not P20,2004,PAK,65678174.456578,234264993.229445,0.280358467354323,Not P20
no soap and water,P20,2004,PAK,30927366.6291634,41715833.5040711,0.74138196534285,P20
no soap and water,Not P20,2005,PAK,67256361.5532522,241248679.776243,0.278784371444569,Not P20
no soap and water,P20,2005,PAK,30713719.7918669,41044690.1511109,0.748299467697057,P20
no soap and water,Not P20,2006,PAK,66674923.0337083,244680144.943556,0.272498297927236,Not P20
no soap and water,P20,2006,PAK,33223204.4502083,44199660.9477716,0.751661975178189,P20
no soap and water,Not P20,2007,PAK,67452356.1999601,247189510.757116,0.272877097387185,Not P20
no soap and water,P20,2007,PAK,35326667.8138999,48136160.6964907,0.733890432945879,P20
no soap and water,Not P20,2008,PAK,67319564.5901448,246437740.799518,0.273170677396003,Not P20
no soap and water,P20,2008,PAK,37393987.5092767,50507009.3850834,0.740372236735928,P20
no soap and water,Not P20,2009,PAK,67919670.9058879,249998875.328194,0.271679905826473,Not P20
no soap and water,P20,2009,PAK,39978329.5278011,53792230.7202586,0.74319895257188,P20
no soap and water,Not P20,2010,PAK,68461226.6062715,253617328.899324,0.269939072788862,Not P20
no soap and water,P20,2010,PAK,40980754.0813967,56661576.3116511,0.723254747732281,P20
no soap and water,Not P20,2011,PAK,65787657.207114,252515803.45875,0.260528871088502,Not P20
no soap and water,P20,2011,PAK,46275853.3329188,64678440.1523981,0.715475716852195,P20
no soap and water,Not P20,2012,PAK,67373931.1554293,258709426.75036,0.260423178241747,Not P20
no soap and water,P20,2012,PAK,47256392.6337945,65397358.1989476,0.722604000149887,P20
no soap and water,Not P20,2013,PAK,61841298.6749898,252906853.523094,0.244522035735749,Not P20
no soap and water,P20,2013,PAK,55411563.5489123,78164147.7582603,0.708912783393797,P20
no soap and water,Not P20,2014,PAK,39565708.7918253,171025152.180217,0.231344385825385,Not P20
no soap and water,P20,2014,PAK,39708714.6428431,51777662.4446906,0.766908214237373,P20
no soap and water,Not P20,2015,PAK,41320764.70476,184131698.485174,0.224408752239295,Not P20
no soap and water,P20,2015,PAK,44099558.6959871,57830251.8192232,0.762569024147462,P20
no soap and water,Not P20,2016,PAK,47758255.9684897,204721111.161996,0.233284470260121,Not P20
no soap and water,P20,2016,PAK,43714764.3977959,55991918.517359,0.780733462173532,P20
no soap and water,Not P20,2017,PAK,54876003.2123042,226831816.992949,0.241923747469739,Not P20
no soap and water,P20,2017,PAK,42897723.6705133,53618861.6690952,0.800049130756512,P20
no soap and water,Not P20,2018,PAK,76793762.1307862,306522538.120462,0.250532187948302,Not P20
no soap and water,P20,2018,PAK,49765951.0135562,60631265.5588979,0.820796837321711,P20
no soap and water,Not P20,2000,PHL,7029773.99253492,64066678.8686219,0.109725899901109,Not P20
no soap and water,P20,2000,PHL,2280440.40011172,8294635.94472641,0.274929534618284,P20
no soap and water,Not P20,2001,PHL,7125409.61067574,65303865.9739984,0.109111604717442,Not P20
no soap and water,P20,2001,PHL,2385487.13614202,8617202.28811366,0.276828494490897,P20
no soap and water,Not P20,2002,PHL,7241246.22184008,66516080.1307446,0.108864596464594,Not P20
no soap and water,P20,2002,PHL,2471677.86985406,8975195.18428454,0.275389873880619,P20
no soap and water,Not P20,2003,PHL,7152626.33692657,67107973.1149049,0.106583852930256,Not P20
no soap and water,P20,2003,PHL,2761648.00837918,9948246.73038609,0.277601479258045,P20
no soap and water,Not P20,2004,PHL,7025360.08543078,67424609.8259848,0.104195784055146,Not P20
no soap and water,P20,2004,PHL,3086905.08076913,11170444.198269,0.276345776943006,P20
no soap and water,Not P20,2005,PHL,6966309.44774198,67666729.3819587,0.102950290510115,Not P20
no soap and water,P20,2005,PHL,3338829.79695398,12427390.2196044,0.268667011975444,P20
no soap and water,Not P20,2006,PHL,6956393.253009,68344094.3074135,0.101784848032647,Not P20
no soap and water,P20,2006,PHL,3535259.44714685,13199654.5183829,0.267829695256293,P20
no soap and water,Not P20,2007,PHL,6878839.94734095,68790662.5959946,0.0999967101311432,Not P20
no soap and water,P20,2007,PHL,3793880.58956593,14160390.7434403,0.267922026892049,P20
no soap and water,Not P20,2008,PHL,6820500.61874456,69349583.431071,0.098349554262625,Not P20
no soap and water,P20,2008,PHL,4030861.59079748,14989917.6676921,0.268904851924919,P20
no soap and water,Not P20,2009,PHL,6755566.48052833,69586261.0454924,0.0970819006371365,Not P20
no soap and water,P20,2009,PHL,4276312.77255324,16156263.664312,0.264684512546011,P20
no soap and water,Not P20,2010,PHL,6594720.17385784,69483942.0105967,0.0949099890281428,Not P20
no soap and water,P20,2010,PHL,4622502.30801426,17699116.6290844,0.261171357016669,P20
no soap and water,Not P20,2011,PHL,6036324.85383311,68204168.8663338,0.0885037521044068,Not P20
no soap and water,P20,2011,PHL,5372286.57035289,20466412.5008054,0.262492831615774,P20
no soap and water,Not P20,2012,PHL,5937307.85377852,67801053.9029406,0.0875695510910195,Not P20
no soap and water,P20,2012,PHL,5667386.78932508,22393535.2834941,0.253081378959508,P20
no soap and water,Not P20,2013,PHL,5474498.73678791,66423255.1341073,0.0824184049055561,Not P20
no soap and water,P20,2013,PHL,6328227.67260896,25310486.4691728,0.250023944830792,P20
no soap and water,Not P20,2014,PHL,5359565.9673514,66598745.1700311,0.0804754797356626,Not P20
no soap and water,P20,2014,PHL,6639123.6897499,26658071.8062701,0.249047408154567,P20
no soap and water,Not P20,2015,PHL,5264803.48595901,66643063.9456926,0.0790000215213589,Not P20
no soap and water,P20,2015,PHL,6924893.9511839,28098313.269555,0.246452300704012,P20
no soap and water,Not P20,2016,PHL,5587403.29732804,69110389.1295839,0.080847516092718,Not P20
no soap and water,P20,2016,PHL,6787409.72173623,27069752.687137,0.250737781027511,P20
no soap and water,Not P20,2017,PHL,6045716.28254057,71630344.4358644,0.0844016084266315,Not P20
no soap and water,P20,2017,PHL,6509272.84694402,25950171.1744253,0.250837376107913,P20
no soap and water,Not P20,2018,PHL,6439029.58796853,74019777.5636884,0.086990663845595,Not P20
no soap and water,P20,2018,PHL,6292473.36651464,24932647.6419075,0.252378867133953,P20
no soap and water,Not P20,2000,RWA,685729.108306323,1717324.55482686,0.399300823119867,Not P20
no soap and water,P20,2000,RWA,1190575.19982329,1663336.47359434,0.715775321904984,P20
no soap and water,Not P20,2001,RWA,735411.154611226,1804755.682601,0.407485158074891,Not P20
no soap and water,P20,2001,RWA,1214722.57667213,1705453.9798155,0.712257610612007,P20
no soap and water,Not P20,2002,RWA,754082.886229613,1859552.03082151,0.405518573146069,Not P20
no soap and water,P20,2002,RWA,1243171.46315734,1737607.30541727,0.71545018214504,P20
no soap and water,Not P20,2003,RWA,774345.565588912,1899684.98518402,0.407617879610655,Not P20
no soap and water,P20,2003,RWA,1263067.5002616,1769999.8991239,0.713597498444369,P20
no soap and water,Not P20,2004,RWA,768474.078165324,1920690.57804357,0.400103008235765,Not P20
no soap and water,P20,2004,RWA,1308611.80754703,1843318.66538988,0.709921638682183,P20
no soap and water,Not P20,2005,RWA,746161.379074178,1953858.8586424,0.381891135981355,Not P20
no soap and water,P20,2005,RWA,1382882.71754425,1944036.21206608,0.711346171928843,P20
no soap and water,Not P20,2006,RWA,772552.569234369,2022968.46236507,0.381890565081362,Not P20
no soap and water,P20,2006,RWA,1403361.4860438,1984660.80324516,0.707103946301119,P20
no soap and water,Not P20,2007,RWA,779599.888111206,2035737.44207695,0.382956992388872,Not P20
no soap and water,P20,2007,RWA,1429660.65917766,2009083.28555988,0.71159850338372,P20
no soap and water,Not P20,2008,RWA,796762.484697033,2074280.26017871,0.384115155503812,Not P20
no soap and water,P20,2008,RWA,1456935.35334932,2043193.03650909,0.713067892908727,P20
no soap and water,Not P20,2009,RWA,804545.151638114,2086375.13679204,0.385618644245906,Not P20
no soap and water,P20,2009,RWA,1495892.40242855,2106607.81996697,0.710095342972762,P20
no soap and water,Not P20,2010,RWA,793350.418785666,2091641.91734925,0.379295524824385,Not P20
no soap and water,P20,2010,RWA,1556911.17299971,2186369.34155021,0.712098886227434,P20
no soap and water,Not P20,2011,RWA,779542.325406935,2061307.16695796,0.378178632424478,Not P20
no soap and water,P20,2011,RWA,1669705.53982452,2335624.35706744,0.714886165137006,P20
no soap and water,Not P20,2012,RWA,330725.473107163,681311.79035203,0.485424555674106,Not P20
no soap and water,P20,2012,RWA,827622.612696455,982623.652922646,0.842257979680046,P20
no soap and water,Not P20,2013,RWA,317031.48858555,678545.080413794,0.467222440684731,Not P20
no soap and water,P20,2013,RWA,881502.39777229,1041774.49122145,0.846154715056189,P20
no soap and water,Not P20,2014,RWA,320158.777237179,693930.011509358,0.461370414778294,Not P20
no soap and water,P20,2014,RWA,918048.373519103,1082619.3681849,0.847988129990954,P20
no soap and water,Not P20,2015,RWA,1147445.80994856,2090400.54848379,0.548911934978598,Not P20
no soap and water,P20,2015,RWA,2289498.28966269,2640171.57167315,0.867177843374691,P20
no soap and water,Not P20,2016,RWA,1169339.57485529,2142571.86445806,0.545764459177692,Not P20
no soap and water,P20,2016,RWA,2354752.05356042,2709601.99935132,0.8690398272972,P20
no soap and water,Not P20,2017,RWA,1182297.16430248,2186658.91750873,0.540686594894037,Not P20
no soap and water,P20,2017,RWA,2443320.70010786,2809265.61425853,0.869736449165468,P20
no soap and water,Not P20,2018,RWA,1204215.95401142,2228604.19099818,0.540345369032113,Not P20
no soap and water,P20,2018,RWA,2508548.41286238,2882132.86199072,0.870379171600611,P20
no soap and water,Not P20,2010,SDN,21414266.3845147,30623529.611042,0.699274925408771,Not P20
no soap and water,P20,2010,SDN,3020070.4555877,3921483.38895796,0.770134705680906,P20
no soap and water,Not P20,2011,SDN,21913075.7178067,31336853.2483803,0.699274925408771,Not P20
no soap and water,P20,2011,SDN,3090417.9194418,4012827.75161968,0.770134705680906,P20
no soap and water,Not P20,2012,SDN,22436329.9740347,32085134.4139349,0.699274925408771,Not P20
no soap and water,P20,2012,SDN,3164212.86957548,4108648.58606506,0.770134705680906,P20
no soap and water,Not P20,2013,SDN,19159305.7047842,27492952.7550771,0.696880610659254,Not P20
no soap and water,P20,2013,SDN,7062805.55108767,9579597.2449229,0.737275834308263,P20
no soap and water,Not P20,2014,SDN,19186368.4991723,27498960.7663356,0.697712494017605,Not P20
no soap and water,P20,2014,SDN,7675940.53128603,10478694.2336644,0.732528343715374,P20
no soap and water,Not P20,2015,SDN,19108088.1782479,27395054.9018301,0.697501364633931,Not P20
no soap and water,P20,2015,SDN,8408699.39319292,11507895.0981699,0.730689611041912,P20
no soap and water,Not P20,2016,SDN,19041184.7123469,27370799.9691804,0.695675125819753,Not P20
no soap and water,P20,2016,SDN,9143658.38427521,12476640.0308196,0.732862241892746,P20
no soap and water,Not P20,2017,SDN,19502768.8597852,28034305.2898492,0.695675125819753,Not P20
no soap and water,P20,2017,SDN,9365313.06719187,12779090.7101508,0.732862241892746,P20
no soap and water,Not P20,2018,SDN,19974952.2456716,28713046.5131033,0.695675125819753,Not P20
no soap and water,P20,2018,SDN,9592057.54976999,13088486.4868967,0.732862241892746,P20
no soap and water,Not P20,2000,SEN,5659553.17589868,13856109.5996954,0.408451819407023,Not P20
no soap and water,P20,2000,SEN,2334515.37870002,4010705.89183536,0.582070947523831,P20
no soap and water,Not P20,2001,SEN,5766930.68868483,14120183.0347828,0.408417559069802,Not P20
no soap and water,P20,2001,SEN,2450803.15690264,4201111.8990927,0.583370120998664,P20
no soap and water,Not P20,2002,SEN,5888363.98259116,14452158.5867378,0.407438373115743,Not P20
no soap and water,P20,2002,SEN,2567594.65557556,4390239.18089918,0.584841633855966,P20
no soap and water,Not P20,2003,SEN,6015416.0462796,14816588.6491972,0.405991972153828,Not P20
no soap and water,P20,2003,SEN,2611739.38666363,4475624.66508394,0.583547455853214,P20
no soap and water,Not P20,2004,SEN,6071590.87255038,15215973.1404712,0.39902744415349,Not P20
no soap and water,P20,2004,SEN,2660133.13009195,4600991.64784404,0.578165172575015,P20
no soap and water,Not P20,2005,SEN,6256043.00136002,15629507.5998183,0.400271279271316,Not P20
no soap and water,P20,2005,SEN,2767616.60297032,4788007.28918746,0.578030991978711,P20
no soap and water,Not P20,2006,SEN,6395306.4775634,16144131.0331323,0.39613816714188,Not P20
no soap and water,P20,2006,SEN,2928228.44809199,5077289.82905508,0.576730607603892,P20
no soap and water,Not P20,2007,SEN,6380558.70807564,16110326.2508656,0.396053972385123,Not P20
no soap and water,P20,2007,SEN,3124690.54367441,5395130.9004307,0.579168624699165,P20
no soap and water,Not P20,2008,SEN,6396660.63912665,16171934.4804492,0.395540845584044,Not P20
no soap and water,P20,2008,SEN,3340786.06877064,5784735.05536601,0.577517559023153,P20
no soap and water,Not P20,2009,SEN,6199116.76568554,15929046.2368731,0.389170617845004,Not P20
no soap and water,P20,2009,SEN,3819412.57777034,6619834.28411705,0.576964983388518,P20
no soap and water,Not P20,2010,SEN,6120436.35588551,15856458.2119317,0.38599012932661,Not P20
no soap and water,P20,2010,SEN,4172587.90246362,7225835.55561285,0.577454035640551,P20
no soap and water,Not P20,2011,SEN,5836410.5311296,15230451.6928814,0.383206660499602,Not P20
no soap and water,P20,2011,SEN,4893308.46725419,8578284.33482198,0.570429735861132,P20
no soap and water,Not P20,2012,SEN,4281364.16472028,10847350.2764143,0.394692164963951,Not P20
no soap and water,P20,2012,SEN,3717725.33657715,6345005.41357698,0.58592941916519,P20
no soap and water,Not P20,2013,SEN,5422957.27256601,13214743.576037,0.410371736792515,Not P20
no soap and water,P20,2013,SEN,4971778.96384307,8421584.87641936,0.590361438707834,P20
no soap and water,Not P20,2014,SEN,4839406.34237319,11122067.9987202,0.435117492801702,Not P20
no soap and water,P20,2014,SEN,4444216.90789008,7015522.94224281,0.633483340369392,P20
no soap and water,Not P20,2015,SEN,6430307.49891968,14338488.7327887,0.448464801190316,Not P20
no soap and water,P20,2015,SEN,5545724.79842281,8760840.77918255,0.633012850958384,P20
no soap and water,Not P20,2016,SEN,5404215.72916297,11908444.8478999,0.4538137261572,Not P20
no soap and water,P20,2016,SEN,4442498.39124729,7092212.8623643,0.626391011869082,P20
no soap and water,Not P20,2017,SEN,7383732.99179714,17023169.205291,0.433746084689225,Not P20
no soap and water,P20,2017,SEN,5798148.55112004,9991937.56335639,0.580282704365937,P20
no soap and water,Not P20,2018,SEN,7691309.40449998,17678419.2817792,0.435067710631079,Not P20
no soap and water,P20,2018,SEN,5881296.74992967,10126532.1382852,0.580780929701923,P20
no soap and water,Not P20,2000,SLE,402778.911611706,848689.235938907,0.474589395688648,Not P20
no soap and water,P20,2000,SLE,1361397.48344014,1549174.5989838,0.878788926911898,P20
no soap and water,Not P20,2001,SLE,454161.662038572,919934.28682347,0.493689243398886,Not P20
no soap and water,P20,2001,SLE,1360632.12615368,1546728.57339505,0.8796838369431,P20
no soap and water,Not P20,2002,SLE,487508.527727421,978373.488924563,0.4982846870302,Not P20
no soap and water,P20,2002,SLE,1398547.92952238,1585149.40036612,0.882281461418942,P20
no soap and water,Not P20,2003,SLE,510769.357375931,1026515.15254672,0.497576052441842,Not P20
no soap and water,P20,2003,SLE,1478039.41750148,1676668.41188099,0.881533526264342,P20
no soap and water,Not P20,2004,SLE,535768.964966029,1080365.53090474,0.495914530443559,Not P20
no soap and water,P20,2004,SLE,1564293.58377147,1774033.86521985,0.881772109563204,P20
no soap and water,Not P20,2005,SLE,564589.467869772,1137167.2245704,0.496487636708896,Not P20
no soap and water,P20,2005,SLE,1650956.34112161,1874196.7098387,0.880887439645379,P20
no soap and water,Not P20,2006,SLE,618214.61172959,1217939.91059707,0.507590404379247,Not P20
no soap and water,P20,2006,SLE,1663267.44745522,1883044.39861848,0.883286367902688,P20
no soap and water,Not P20,2007,SLE,633786.712931526,1235040.24889605,0.513170897465115,Not P20
no soap and water,P20,2007,SLE,1629462.35307739,1841161.82478937,0.885018541628626,P20
no soap and water,Not P20,2008,SLE,665143.549133229,1271608.22021791,0.523072703178377,Not P20
no soap and water,P20,2008,SLE,1609786.62542072,1820470.78494131,0.884269409175174,P20
no soap and water,Not P20,2009,SLE,267213.673704303,510853.791606057,0.523072703178377,Not P20
no soap and water,P20,2009,SLE,646713.027013908,731352.93418908,0.884269409175174,P20
no soap and water,Not P20,2010,SLE,2366047.00625946,3362747.88538495,0.703605232061163,Not P20
no soap and water,P20,2010,SLE,3212956.61980392,4323391.71951395,0.743156491072046,P20
no soap and water,Not P20,2011,SLE,2087072.32190341,2987703.80894685,0.698553958278445,Not P20
no soap and water,P20,2011,SLE,3620288.75242289,4875272.61714865,0.742581807566745,P20
no soap and water,Not P20,2012,SLE,3218942.27021909,4533555.43478954,0.710026008619551,Not P20
no soap and water,P20,2012,SLE,2618284.99979729,3508336.3993132,0.746303860801333,P20
no soap and water,Not P20,2013,SLE,3340125.70730278,4691121.67119351,0.712010035427836,Not P20
no soap and water,P20,2013,SLE,2628757.38503487,3532151.12230343,0.744236951934426,P20
no soap and water,Not P20,2014,SLE,2615829.84152346,3714247.43836765,0.704269137942267,Not P20
no soap and water,P20,2014,SLE,3486243.90841444,4692520.8423165,0.742936265082932,P20
no soap and water,Not P20,2015,SLE,1872357.73239248,2707587.8760863,0.691522424416706,Not P20
no soap and water,P20,2015,SLE,4364303.24481022,5884599.93237176,0.741648250512624,P20
no soap and water,Not P20,2016,SLE,1937193.67941795,2798053.71166472,0.692336130411668,Not P20
no soap and water,P20,2016,SLE,4435927.6328064,5982134.18709761,0.7415292760189,P20
no soap and water,Not P20,2017,SLE,2006919.44979203,2890203.51974498,0.694386895622185,Not P20
no soap and water,P20,2017,SLE,4504983.14666618,6081182.0187151,0.740807154398915,P20
no soap and water,Not P20,2018,SLE,2065987.39572489,2971054.17876277,0.695371834849955,Not P20
no soap and water,P20,2018,SLE,4586548.7224426,6194080.80913957,0.740472858486929,P20
no soap and water,Not P20,2010,SUR,60119.021843845,436841.114833104,0.137622169256696,Not P20
no soap and water,P20,2010,SUR,35363.7769210587,92289.8851668963,0.383181503120381,P20
no soap and water,Not P20,2011,SUR,60806.1859754336,441834.235747415,0.137622169256696,Not P20
no soap and water,P20,2011,SUR,35767.9870747231,93344.7642525847,0.383181503120381,P20
no soap and water,Not P20,2012,SUR,61495.3952383661,446842.217140639,0.137622169256696,Not P20
no soap and water,P20,2012,SUR,36173.4002347971,94402.7828593615,0.383181503120381,P20
no soap and water,Not P20,2013,SUR,62182.3321331387,451833.686890627,0.137622169256696,Not P20
no soap and water,P20,2013,SUR,36577.4767210826,95457.3131093734,0.383181503120381,P20
no soap and water,Not P20,2014,SUR,62861.9974497992,456772.319382262,0.137622169256696,Not P20
no soap and water,P20,2014,SUR,36977.2758512446,96500.6806177378,0.383181503120381,P20
no soap and water,Not P20,2015,SUR,63528.9375047636,461618.486671781,0.137622169256696,Not P20
no soap and water,P20,2015,SUR,37369.5896081907,97524.5133282191,0.383181503120381,P20
no soap and water,Not P20,2016,SUR,55157.7580370227,439921.930966984,0.125380787258734,Not P20
no soap and water,P20,2016,SUR,46777.4663756632,124966.069033016,0.374321339685451,P20
no soap and water,Not P20,2017,SUR,54075.2656227838,431310.479984862,0.125374337355962,Not P20
no soap and water,P20,2017,SUR,48871.9341522862,139185.520015138,0.351128006325448,P20
no soap and water,Not P20,2018,SUR,54596.1169251544,435464.849318769,0.125374337355962,Not P20
no soap and water,P20,2018,SUR,49342.66712529,140526.150681231,0.351128006325448,P20
no soap and water,Not P20,2010,SWZ,247731.45628404,417982.618605205,0.592683631464658,Not P20
no soap and water,P20,2010,SWZ,442319.485773003,646854.381394795,0.683800710786315,P20
