sleeping.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Urban,2016,MLI,1365948.49107505,9301086.97423609,0.146859017108292,Not P20 Urban
5 people per room or more,P20,Rural,2016,MLI,2702136.52044021,20708547.1955463,0.130484118220585,P20 Rural
5 people per room or more,P20,Urban,2016,MLI,673660.323949586,3139892.24836409,0.214548866860182,P20 Urban
5 people per room or more,Not P20,Rural,2017,MLI,777170.22518588,5435916.61771916,0.142969489754972,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,MLI,1384950.26705196,9572555.19196194,0.144679266849765,Not P20 Urban
5 people per room or more,P20,Rural,2017,MLI,2772273.88249879,21064161.7083987,0.131610928594108,P20 Rural
5 people per room or more,P20,Urban,2017,MLI,687288.089792115,3292077.4287213,0.208770329578509,P20 Urban
5 people per room or more,Not P20,Rural,2018,MLI,1185751.77117269,9586318.14596393,0.12369209462049,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,MLI,1894851.22564762,14194035.329064,0.133496301912656,Not P20 Urban
5 people per room or more,P20,Rural,2018,MLI,4078232.22895233,28705039.2003825,0.14207373835943,P20 Rural
5 people per room or more,P20,Urban,2018,MLI,932494.358331011,4445785.46327595,0.209747943537493,P20 Urban
5 people per room or more,Not P20,Rural,2000,MMR,415308.432448217,2971048.91136038,0.139785121295111,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,MMR,1176416.38250583,6084646.95656475,0.193341765085744,Not P20 Urban
5 people per room or more,P20,Rural,2000,MMR,11271048.3062563,32740727.5849132,0.344251613743915,P20 Rural
5 people per room or more,P20,Urban,2000,MMR,1424829.43834892,4127668.1553833,0.345189919516824,P20 Urban
5 people per room or more,Not P20,Rural,2001,MMR,602352.463453997,4054708.17816428,0.148556304667702,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,MMR,1333076.34225766,6763622.68781715,0.197095019013825,Not P20 Urban
5 people per room or more,P20,Rural,2001,MMR,11210428.6018214,32043402.3480503,0.349851382198916,P20 Rural
5 people per room or more,P20,Urban,2001,MMR,1296310.04956372,3559170.40196653,0.364216911010352,P20 Urban
5 people per room or more,Not P20,Rural,2002,MMR,932969.237784272,5535146.34805182,0.168553671234483,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,MMR,1528593.34932824,7493897.05114454,0.203978429233263,Not P20 Urban
5 people per room or more,P20,Rural,2002,MMR,10999140.2488899,30927614.1721626,0.355641407955422,P20 Rural
5 people per room or more,P20,Urban,2002,MMR,1127354.14826915,2933173.14299112,0.384346267100865,P20 Urban
5 people per room or more,Not P20,Rural,2003,MMR,1322617.8018561,7236514.11589943,0.182770016153242,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,MMR,1676865.95283169,8054766.48558692,0.208183062269062,Not P20 Urban
5 people per room or more,P20,Rural,2003,MMR,10721235.9323303,29567720.2854504,0.3625993424189,P20 Rural
5 people per room or more,P20,Urban,2003,MMR,1003954.50246713,2469953.2577673,0.406467004713541,P20 Urban
5 people per room or more,Not P20,Rural,2004,MMR,1809613.01578216,9054585.86393334,0.199855967238689,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,MMR,1806498.45244586,8444199.25454394,0.213933660018001,Not P20 Urban
5 people per room or more,P20,Rural,2004,MMR,10338193.4279086,28067312.6316254,0.368335706506502,P20 Rural
5 people per room or more,P20,Urban,2004,MMR,897460.655660749,2171361.27434643,0.41331705887169,P20 Urban
5 people per room or more,Not P20,Rural,2005,MMR,2497592.47394601,10921259.2392476,0.22869088804068,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,MMR,1932101.93571059,8769272.71805933,0.220326359759761,Not P20 Urban
5 people per room or more,P20,Rural,2005,MMR,9746627.02986614,26495263.2979488,0.367862999520397,P20 Rural
5 people per room or more,P20,Urban,2005,MMR,793317.587761045,1930539.94970387,0.410930417618519,P20 Urban
5 people per room or more,Not P20,Rural,2006,MMR,3394559.31876619,13545157.4205249,0.250610547620689,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,MMR,2048536.39656868,9207484.2872465,0.222486005151934,Not P20 Urban
5 people per room or more,P20,Rural,2006,MMR,8937490.02146196,24139760.0970681,0.370239388690009,P20 Rural
5 people per room or more,P20,Urban,2006,MMR,696433.017431872,1569079.92813464,0.443848018793925,P20 Urban
5 people per room or more,Not P20,Rural,2007,MMR,4279507.40854632,16284021.1221504,0.262804093438881,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,MMR,2183133.62748667,9535686.04152782,0.22894353043705,Not P20 Urban
5 people per room or more,P20,Rural,2007,MMR,8132692.29176223,21645824.0327966,0.375716455951966,P20 Rural
5 people per room or more,P20,Urban,2007,MMR,579676.315761854,1310918.88472486,0.442190834624765,P20 Urban
5 people per room or more,Not P20,Rural,2008,MMR,5362035.10465273,19093089.8557847,0.280836425384977,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,MMR,2314954.79992703,9879194.0659004,0.234326280512847,Not P20 Urban
5 people per room or more,P20,Rural,2008,MMR,7127248.76828562,19072313.1214937,0.373696086200133,P20 Rural
5 people per room or more,P20,Urban,2008,MMR,465013.175237738,1034772.13287207,0.449387029729018,P20 Urban
5 people per room or more,Not P20,Rural,2009,MMR,5896919.47737436,20697746.5865617,0.28490635213415,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,MMR,2347471.74332356,10034744.4740039,0.233934381628244,Not P20 Urban
5 people per room or more,P20,Rural,2009,MMR,6672589.79694276,17712813.3431715,0.376709767537584,P20 Rural
5 people per room or more,P20,Urban,2009,MMR,450353.464401282,949328.011713286,0.474391842276425,P20 Urban
5 people per room or more,Not P20,Rural,2010,MMR,6546731.46925262,22496214.9235353,0.291014799223113,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,MMR,2472700.90851547,10280367.4762553,0.240526509799062,Not P20 Urban
5 people per room or more,P20,Rural,2010,MMR,6110438.7985592,16182224.0276176,0.377601916036432,P20 Rural
5 people per room or more,P20,Urban,2010,MMR,344636.607286085,780309.010915139,0.441666830018916,P20 Urban
5 people per room or more,Not P20,Rural,2011,MMR,6485284.48967738,22246926.6649001,0.291513726249185,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,MMR,2458396.77200573,10284436.1800446,0.239040500516294,Not P20 Urban
5 people per room or more,P20,Rural,2011,MMR,6269388.68804556,16729466.7475392,0.374751256728953,P20 Rural
5 people per room or more,P20,Urban,2011,MMR,380643.746930023,861444.829168766,0.441866657087393,P20 Urban
5 people per room or more,Not P20,Rural,2012,MMR,6810014.07151138,23461395.3766471,0.290264665088501,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,MMR,2513330.47570051,10454476.5575783,0.240407108080282,Not P20 Urban
5 people per room or more,P20,Rural,2012,MMR,6050488.09831237,15838395.7719072,0.382013947968405,P20 Rural
5 people per room or more,P20,Urban,2012,MMR,349266.334522829,783884.85758857,0.445558210675559,P20 Urban
5 people per room or more,Not P20,Rural,2013,MMR,6995194.19731056,24004832.7752173,0.291407745382523,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,MMR,2534778.67587092,10587461.1193725,0.239413268893416,Not P20 Urban
5 people per room or more,P20,Rural,2013,MMR,5975056.62176452,15630334.0015558,0.382273124884585,P20 Rural
5 people per room or more,P20,Urban,2013,MMR,352246.895307834,746805.958639103,0.471671243691909,P20 Urban
5 people per room or more,Not P20,Rural,2014,MMR,7525310.49993825,25458224.7001482,0.295594472457242,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,MMR,2625420.77443244,10764891.1788041,0.24388734923785,Not P20 Urban
5 people per room or more,P20,Rural,2014,MMR,5552088.28712501,14504370.4078302,0.382787265562917,P20 Rural
5 people per room or more,P20,Urban,2014,MMR,285454.676582616,663008.91394137,0.430544251487785,P20 Urban
5 people per room or more,Not P20,Rural,2015,MMR,7873362.07379553,26950472.8323177,0.292141890154676,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,MMR,2694400.48878496,10911273.0470855,0.246937316769344,Not P20 Urban
5 people per room or more,P20,Rural,2015,MMR,5304071.5165852,13317813.8284515,0.398268933993793,P20 Rural
5 people per room or more,P20,Urban,2015,MMR,238741.535113994,604044.104413286,0.395238581702383,P20 Urban
5 people per room or more,Not P20,Rural,2016,MMR,8584234.47694048,28812651.9563935,0.297932814026709,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,MMR,2726453.46651355,11038617.4063764,0.246992296783349,Not P20 Urban
5 people per room or more,P20,Rural,2016,MMR,4684374.29093673,11734252.5519705,0.39920517052022,P20 Rural
5 people per room or more,P20,Urban,2016,MMR,226983.081567002,556374.674084506,0.407968033305065,P20 Urban
5 people per room or more,Not P20,Rural,2017,MMR,9188476.32720667,30590201.2321113,0.300373190012274,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,MMR,2786640.21946172,11227586.6089517,0.248195833754686,Not P20 Urban
5 people per room or more,P20,Rural,2017,MMR,4164517.63135456,10214571.9291343,0.407703588583718,P20 Rural
5 people per room or more,P20,Urban,2017,MMR,185579.481445402,441146.858779408,0.4206750603617,P20 Urban
5 people per room or more,Not P20,Rural,2018,MMR,9746138.16391191,32135627.3537256,0.303281403429083,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,MMR,2861192.34392014,11444838.5105709,0.249998489823812,Not P20 Urban
5 people per room or more,P20,Rural,2018,MMR,3688354.14658578,8918192.70846992,0.413576412526141,P20 Rural
5 people per room or more,P20,Urban,2018,MMR,129167.933397688,295113.632893673,0.437688805261755,P20 Urban
5 people per room or more,Not P20,Rural,2000,MOZ,269770.35173228,2838311.5417856,0.0950460679741188,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,MOZ,924158.485205811,9833714.46134917,0.0939785763394047,Not P20 Urban
5 people per room or more,P20,Rural,2000,MOZ,3321897.30804338,17096605.1321217,0.194301575217532,P20 Rural
5 people per room or more,P20,Urban,2000,MOZ,809531.086555122,4832187.88948148,0.167528892723165,P20 Urban
5 people per room or more,Not P20,Rural,2001,MOZ,276268.135589368,2695587.03185872,0.102489043137617,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,MOZ,942580.392525783,10092100.334489,0.0933978420036698,Not P20 Urban
5 people per room or more,P20,Rural,2001,MOZ,3432741.78275907,17800170.1814527,0.192848818172306,P20 Rural
5 people per room or more,P20,Urban,2001,MOZ,841092.507643145,5005789.87169696,0.168023934124509,P20 Urban
5 people per room or more,Not P20,Rural,2002,MOZ,308824.364259548,2752114.16685517,0.112213500434991,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,MOZ,967832.570000445,10220722.1731497,0.0946931688000465,Not P20 Urban
5 people per room or more,P20,Rural,2002,MOZ,3531078.75001657,18384178.6530564,0.192071607693474,P20 Rural
5 people per room or more,P20,Urban,2002,MOZ,864113.297264507,5297508.63657501,0.163116920904763,P20 Urban
5 people per room or more,Not P20,Rural,2003,MOZ,292808.101771503,2830967.49832944,0.103430400364642,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,MOZ,1009887.03166922,10307294.36415,0.0979778975927695,Not P20 Urban
5 people per room or more,P20,Rural,2003,MOZ,3686920.44084691,19067416.3632656,0.193362350231674,P20 Rural
5 people per room or more,P20,Urban,2003,MOZ,898778.34654125,5550615.7471686,0.161924079684262,P20 Urban
5 people per room or more,Not P20,Rural,2004,MOZ,308851.706350801,2813092.63267813,0.109790805593475,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,MOZ,928878.616520709,10290869.1146427,0.090262407010796,Not P20 Urban
5 people per room or more,P20,Rural,2004,MOZ,3856662.02546708,19887744.0359004,0.193921543766112,P20 Rural
5 people per room or more,P20,Urban,2004,MOZ,964690.187002904,5869149.53069735,0.164366264985633,P20 Urban
5 people per room or more,Not P20,Rural,2005,MOZ,327665.585937651,2751446.76506268,0.119088470145337,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,MOZ,948008.672699625,10267638.2517193,0.092329769461919,Not P20 Urban
5 people per room or more,P20,Rural,2005,MOZ,4034421.89598243,20666677.3384765,0.195213861904704,P20 Rural
5 people per room or more,P20,Urban,2005,MOZ,1015391.67479272,6307343.67851575,0.160985626683287,P20 Urban
5 people per room or more,Not P20,Rural,2006,MOZ,314968.587394138,3038588.54568879,0.10365621493605,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,MOZ,996775.435456234,10566381.3164554,0.0943346076204837,Not P20 Urban
5 people per room or more,P20,Rural,2006,MOZ,4155716.27670846,21330200.0139055,0.194827815679145,P20 Rural
5 people per room or more,P20,Urban,2006,MOZ,1032276.26798363,6189305.6142042,0.166783857887806,P20 Urban
5 people per room or more,Not P20,Rural,2007,MOZ,340136.497155096,3475850.13198288,0.0978570663980431,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,MOZ,1048315.82449663,10811579.0448739,0.0969623234631646,Not P20 Urban
5 people per room or more,P20,Rural,2007,MOZ,4226514.00912743,21675743.6889405,0.194988189091934,P20 Rural
5 people per room or more,P20,Urban,2007,MOZ,1024033.19706704,6334186.38963524,0.161667676647894,P20 Urban
5 people per room or more,Not P20,Rural,2008,MOZ,402245.958317335,4005697.33845411,0.100418460090789,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,MOZ,1138735.63517307,11190362.0845928,0.101760392252268,Not P20 Urban
5 people per room or more,P20,Rural,2008,MOZ,4365614.62755554,22037958.1248199,0.198095241075843,P20 Rural
5 people per room or more,P20,Urban,2008,MOZ,1000950.47961653,6238372.89063377,0.160450568948731,P20 Urban
5 people per room or more,Not P20,Rural,2009,MOZ,379676.100118033,3915363.75259697,0.0969708369666043,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,MOZ,1068812.71132455,11147572.4528187,0.0958785166769017,Not P20 Urban
5 people per room or more,P20,Rural,2009,MOZ,4544263.25004553,23018369.2789597,0.197418991544257,P20 Rural
5 people per room or more,P20,Urban,2009,MOZ,1123320.14644944,6617391.27237381,0.169752716775123,P20 Urban
5 people per room or more,Not P20,Rural,2010,MOZ,380015.885128107,3855301.96734741,0.0985696810124507,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,MOZ,1087979.10638593,11368257.9391011,0.0957032389847378,Not P20 Urban
5 people per room or more,P20,Rural,2010,MOZ,4684340.87781197,23901851.4400548,0.195982344278232,P20 Rural
5 people per room or more,P20,Urban,2010,MOZ,1137797.52387242,6823430.50719188,0.166748605803662,P20 Urban
5 people per room or more,Not P20,Rural,2011,MOZ,334661.331464386,3477883.19327375,0.0962255811556934,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,MOZ,1049887.80088775,11250554.3027832,0.0933187621367267,Not P20 Urban
5 people per room or more,P20,Rural,2011,MOZ,4910368.04018491,25188213.0475017,0.194947058408812,P20 Rural
5 people per room or more,P20,Urban,2011,MOZ,1198434.05612522,7321959.88940073,0.163676675948481,P20 Urban
5 people per room or more,Not P20,Rural,2012,MOZ,115659.349550562,1751228.40147095,0.0660446972270516,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,MOZ,458819.026873306,5698039.33807002,0.0805222638264045,Not P20 Urban
5 people per room or more,P20,Rural,2012,MOZ,3451080.17296252,19832187.1676476,0.174014098585772,P20 Rural
5 people per room or more,P20,Urban,2012,MOZ,613622.636089878,3988006.69064845,0.153867002662953,P20 Urban
5 people per room or more,Not P20,Rural,2013,MOZ,108866.186250823,1557002.87273936,0.0699203502812339,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,MOZ,472713.185659693,5974910.01061665,0.0791163690866878,Not P20 Urban
5 people per room or more,P20,Rural,2013,MOZ,3954008.8565439,22579800.4409366,0.175112657301231,P20 Rural
5 people per room or more,P20,Urban,2013,MOZ,667815.076268412,4311032.23505642,0.154908393130972,P20 Urban
5 people per room or more,Not P20,Rural,2014,MOZ,111259.303866703,1614152.68187924,0.0689273729280505,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,MOZ,505663.015859787,6413007.41851992,0.0788495915971496,Not P20 Urban
5 people per room or more,P20,Rural,2014,MOZ,4487607.75238901,25238151.6160157,0.177810476007334,P20 Rural
5 people per room or more,P20,Urban,2014,MOZ,713179.882661028,4491518.1183794,0.158783703831156,P20 Urban
5 people per room or more,Not P20,Rural,2015,MOZ,148604.432676956,2406176.92485522,0.0617595618767303,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,MOZ,679542.537415958,8980757.03133127,0.0756665095208823,Not P20 Urban
5 people per room or more,P20,Rural,2015,MOZ,6212644.51203717,35473654.2338085,0.175134043735369,P20 Rural
5 people per room or more,P20,Urban,2015,MOZ,1008170.89592739,6156557.20657588,0.163755628689773,P20 Urban
5 people per room or more,Not P20,Rural,2016,MOZ,141067.339056354,2322619.47674403,0.0607363110784338,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,MOZ,692312.95357273,9052374.18095359,0.076478605472294,Not P20 Urban
5 people per room or more,P20,Rural,2016,MOZ,6399786.85724432,36642201.953087,0.174656175560573,P20 Rural
5 people per room or more,P20,Urban,2016,MOZ,1046336.98069798,6543410.62096067,0.159906972267066,P20 Urban
5 people per room or more,Not P20,Rural,2017,MOZ,129006.282939017,2266835.54093081,0.0569102965828938,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,MOZ,698010.929484873,9169145.97195354,0.0761260570635411,Not P20 Urban
5 people per room or more,P20,Rural,2017,MOZ,6626355.44137453,37847381.2763361,0.175080949273434,P20 Rural
5 people per room or more,P20,Urban,2017,MOZ,1085803.08654971,6884487.52299173,0.15771734394514,P20 Urban
5 people per room or more,Not P20,Rural,2018,MOZ,101275.771048633,2173280.10215948,0.0466004225355033,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,MOZ,698088.473447148,9277393.90004368,0.075246182383596,Not P20 Urban
5 people per room or more,P20,Rural,2018,MOZ,6851566.33047065,39133755.3709115,0.175080726741689,P20 Rural
5 people per room or more,P20,Urban,2018,MOZ,1142073.94031764,7241859.13619607,0.157704522946236,P20 Urban
5 people per room or more,Not P20,Rural,2000,MWI,226070.437725001,2709264.39673226,0.0834434756525324,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,MWI,64632.5504161105,1288227.19465405,0.0501717016100313,Not P20 Urban
5 people per room or more,P20,Rural,2000,MWI,1282416.6707859,7006498.01353067,0.183032474755484,P20 Rural
5 people per room or more,P20,Urban,2000,MWI,10536.8257312154,144768.395083029,0.072784019779816,P20 Urban
5 people per room or more,Not P20,Rural,2001,MWI,179320.610210905,2325342.40002544,0.0771157874250878,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,MWI,64612.373056019,1288631.59781282,0.0501402985660796,Not P20 Urban
5 people per room or more,P20,Rural,2001,MWI,1367490.66908107,7637255.75432734,0.179055240922924,P20 Rural
5 people per room or more,P20,Urban,2001,MWI,12466.7337033375,180770.2478344,0.0689645218319221,P20 Urban
5 people per room or more,Not P20,Rural,2002,MWI,146302.811939054,1939317.46397427,0.0754403622185888,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,MWI,62608.8369725609,1279849.22135671,0.0489189163284345,Not P20 Urban
5 people per room or more,P20,Rural,2002,MWI,1438619.12622018,8268741.26128014,0.173982844638854,P20 Rural
5 people per room or more,P20,Urban,2002,MWI,16369.3608930121,225756.053388864,0.0725090674083321,P20 Urban
5 people per room or more,Not P20,Rural,2003,MWI,126161.004420283,1789824.86316786,0.0704879047198996,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,MWI,60172.4700712792,1275770.65796685,0.0471655855192452,Not P20 Urban
5 people per room or more,P20,Rural,2003,MWI,1497528.2296897,8667923.65699479,0.17276666119241,P20 Rural
5 people per room or more,P20,Urban,2003,MWI,20737.539763448,266661.821870507,0.0777671869860632,P20 Urban
5 people per room or more,Not P20,Rural,2004,MWI,109872.840398232,1625635.70174717,0.0675876152819138,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,MWI,61524.2252437356,1290730.68935073,0.0476661984962052,Not P20 Urban
5 people per room or more,P20,Rural,2004,MWI,1554632.21334763,9094996.60703056,0.170932687555471,P20 Rural
5 people per room or more,P20,Urban,2004,MWI,21419.6764828484,290475.001871551,0.0737401715976931,P20 Urban
5 people per room or more,Not P20,Rural,2005,MWI,98358.8707672057,1480695.80564098,0.0664274663252841,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,MWI,62566.0624181048,1297561.53662807,0.0482181851511207,Not P20 Urban
5 people per room or more,P20,Rural,2005,MWI,1610000.55587722,9522390.80143973,0.169075244804467,P20 Rural
5 people per room or more,P20,Urban,2005,MWI,22563.1452574122,325303.856291213,0.0693602145226756,P20 Urban
5 people per room or more,Not P20,Rural,2006,MWI,93209.1370954145,1464491.68749752,0.0636460677046842,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,MWI,64289.2719240263,1321116.76293798,0.0486628235501726,Not P20 Urban
5 people per room or more,P20,Rural,2006,MWI,1662202.33485517,9841644.57147105,0.168894773915485,P20 Rural
5 people per room or more,P20,Urban,2006,MWI,23184.584818867,346445.978093459,0.0669212122087692,P20 Urban
5 people per room or more,Not P20,Rural,2007,MWI,90246.3980017257,1432791.42469619,0.0629864168965569,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,MWI,66113.37243847,1346535.07558321,0.0490988861985902,Not P20 Urban
5 people per room or more,P20,Rural,2007,MWI,1714971.93710371,10194137.5318585,0.168231194816052,P20 Rural
5 people per room or more,P20,Urban,2007,MWI,23842.4086179176,368341.967862132,0.064729003746979,P20 Urban
5 people per room or more,Not P20,Rural,2008,MWI,89691.2216183671,1401550.77169047,0.0639942722233221,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,MWI,67843.8735939642,1374850.458979,0.0493463657453676,Not P20 Urban
5 people per room or more,P20,Rural,2008,MWI,1767766.36173359,10561837.2249119,0.167372998095825,P20 Rural
5 people per room or more,P20,Urban,2008,MWI,24715.0398849286,389651.544418658,0.06342856903545,P20 Urban
5 people per room or more,Not P20,Rural,2009,MWI,86405.3499692209,1323261.92802121,0.0652972386944059,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,MWI,69387.9542556112,1398468.71317312,0.0496170944705442,Not P20 Urban
5 people per room or more,P20,Rural,2009,MWI,1825210.24744027,10988943.3665388,0.166095154607678,P20 Rural
5 people per room or more,P20,Urban,2009,MWI,25869.7056077317,417480.992266869,0.0619661878910042,P20 Urban
5 people per room or more,Not P20,Rural,2010,MWI,82001.6880719803,1250306.09517438,0.0655852901849156,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,MWI,70789.1093235515,1413883.04756134,0.0500671603960797,Not P20 Urban
5 people per room or more,P20,Rural,2010,MWI,1885286.26137947,11420469.9436819,0.165079569463992,P20 Rural
5 people per room or more,P20,Urban,2010,MWI,27242.7578552116,454952.913582329,0.0598803899082661,P20 Urban
5 people per room or more,Not P20,Rural,2011,MWI,68910.6265697228,1105924.15302919,0.0623104454143375,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,MWI,68951.4908635098,1399831.7166662,0.0492569857094844,Not P20 Urban
5 people per room or more,P20,Rural,2011,MWI,1955543.8524042,11933046.2280432,0.163876332583761,P20 Rural
5 people per room or more,P20,Urban,2011,MWI,31929.0399441746,523309.90226141,0.0610136361001344,P20 Urban
5 people per room or more,Not P20,Rural,2012,MWI,48893.0021593659,896291.095806705,0.0545503602435768,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,MWI,58513.8467297661,1344538.05267147,0.0435196658164523,Not P20 Urban
5 people per room or more,P20,Rural,2012,MWI,2034269.5407059,12520802.238466,0.162471182114535,P20 Rural
5 people per room or more,P20,Urban,2012,MWI,45292.1638600332,634373.613055766,0.0713966705548512,P20 Urban
5 people per room or more,Not P20,Rural,2013,MWI,41969.4926986983,829484.377169148,0.0505970863995428,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,MWI,55673.562042587,1335973.62704513,0.0416726505041304,Not P20 Urban
5 people per room or more,P20,Rural,2013,MWI,2101169.06091745,12973898.417241,0.16195356193981,P20 Rural
5 people per room or more,P20,Urban,2013,MWI,51121.1113514967,699912.578544689,0.0730392807881686,P20 Urban
5 people per room or more,Not P20,Rural,2014,MWI,40093.6317577918,797827.155070184,0.0502535311100871,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,MWI,51135.7180602114,1326789.56984484,0.0385409406453139,Not P20 Urban
5 people per room or more,P20,Rural,2014,MWI,2163969.01751423,13397951.4610299,0.161514916948945,P20 Rural
5 people per room or more,P20,Urban,2014,MWI,58694.8621288026,766971.81405511,0.0765280562508195,P20 Urban
5 people per room or more,Not P20,Rural,2015,MWI,38919.9935962727,746142.540682475,0.0521616064950186,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,MWI,52309.7251181184,1337370.69264922,0.039113856319445,Not P20 Urban
5 people per room or more,P20,Rural,2015,MWI,2226809.84856274,13846817.9878233,0.160817441994324,P20 Rural
5 people per room or more,P20,Urban,2015,MWI,60593.7911218022,814971.778844998,0.0743507845237015,P20 Urban
5 people per room or more,Not P20,Rural,2016,MWI,37230.193645187,705802.160463688,0.0527487669076105,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,MWI,52311.9613601054,1340858.97957164,0.0390137681568999,Not P20 Urban
5 people per room or more,P20,Rural,2016,MWI,2290738.23608524,14288020.4809382,0.160325794545251,P20 Rural
5 people per room or more,P20,Urban,2016,MWI,63692.9640822128,870607.379026487,0.0731592283922912,P20 Urban
5 people per room or more,Not P20,Rural,2017,MWI,35278.732921925,662973.939724389,0.053212850171141,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,MWI,53013.6485051494,1325464.7002897,0.0399962733776028,Not P20 Urban
5 people per room or more,P20,Rural,2017,MWI,2355602.78177558,14736055.0720788,0.159853011559306,P20 Rural
5 people per room or more,P20,Urban,2017,MWI,66126.2969991881,945766.28790713,0.0699182217051929,P20 Urban
5 people per room or more,Not P20,Rural,2018,MWI,35163.6949590763,609290.495092654,0.0577125283297402,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,MWI,44982.0310823415,1312339.33015326,0.0342762196093662,Not P20 Urban
5 people per room or more,P20,Rural,2018,MWI,2419724.71352127,15201989.8174372,0.159171578364417,P20 Rural
5 people per room or more,P20,Urban,2018,MWI,77347.4400385151,1019695.35731691,0.0758534786723332,P20 Urban
5 people per room or more,Not P20,Rural,2000,NAM,128121.98729497,1126425.90164526,0.113742046509971,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,NAM,157664.229540832,1265282.9367422,0.124607884104388,Not P20 Urban
5 people per room or more,P20,Rural,2000,NAM,150524.507644104,1129880.94348929,0.133221565078578,P20 Rural
5 people per room or more,P20,Urban,2000,NAM,22987.0158875143,60632.0087102841,0.379123442822955,P20 Urban
5 people per room or more,Not P20,Rural,2001,NAM,128632.549043512,1125935.67806809,0.11424502442646,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,NAM,160201.835534991,1285979.56926301,0.124575723723824,Not P20 Urban
5 people per room or more,P20,Rural,2001,NAM,154556.07860832,1166687.96806682,0.132474220047385,P20 Rural
5 people per room or more,P20,Urban,2001,NAM,23390.8705675864,61696.0884306168,0.379130527762578,P20 Urban
5 people per room or more,Not P20,Rural,2002,NAM,129206.785704639,1128279.21312208,0.11451667654774,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,NAM,161656.441967703,1304134.50084525,0.123956878575736,Not P20 Urban
5 people per room or more,P20,Rural,2002,NAM,158315.642513546,1199838.44110262,0.131947466500621,P20 Rural
5 people per room or more,P20,Urban,2002,NAM,24748.5560211422,63641.0101160238,0.38887748601135,P20 Urban
5 people per room or more,Not P20,Rural,2003,NAM,132175.634638906,1164229.08701347,0.113530606745077,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,NAM,165035.016093974,1321899.68068811,0.124846853740116,Not P20 Urban
