sleeping.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,P20,Rural,2004,COG,577700.633475802,3072716.24175478,0.188009756848191,P20 Rural
5 people per room or more,P20,Urban,2004,COG,298013.889591332,957462.267306587,0.311253925890644,P20 Urban
5 people per room or more,Not P20,Rural,2005,COG,31433.6831659178,376271.697661103,0.0835398552729554,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,COG,403484.36597124,2573354.70920464,0.156793140303595,Not P20 Urban
5 people per room or more,P20,Rural,2005,COG,609348.642384581,3249114.29286298,0.187543000171794,P20 Rural
5 people per room or more,P20,Urban,2005,COG,292315.024833877,1046809.30027127,0.279243817148096,P20 Urban
5 people per room or more,Not P20,Rural,2006,COG,22056.6071095804,218586.359918253,0.100905688341346,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,COG,244011.06455584,1747577.28342195,0.139628196630046,Not P20 Urban
5 people per room or more,P20,Rural,2006,COG,325279.06157151,2077103.16917496,0.156602265308137,P20 Rural
5 people per room or more,P20,Urban,2006,COG,126380.598900058,557859.186950141,0.226545698012057,P20 Urban
5 people per room or more,Not P20,Rural,2007,COG,25568.072779433,235570.75659018,0.108536701029973,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,COG,258551.078540101,1863708.13786566,0.138729382185451,Not P20 Urban
5 people per room or more,P20,Rural,2007,COG,329108.268243708,2078833.94977008,0.158313879894115,P20 Rural
5 people per room or more,P20,Urban,2007,COG,148356.55950621,625795.537570836,0.237068739866841,P20 Urban
5 people per room or more,Not P20,Rural,2008,COG,27759.9875498885,252931.452340438,0.10975300735839,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,COG,280499.746660581,2006278.24679651,0.139810989382188,Not P20 Urban
5 people per room or more,P20,Rural,2008,COG,336106.687997665,2076642.13343689,0.161851039515123,P20 Rural
5 people per room or more,P20,Urban,2008,COG,163142.781648144,689636.215779963,0.236563535839882,P20 Urban
5 people per room or more,Not P20,Rural,2009,COG,32832.5884603582,314165.411649829,0.104507330351674,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,COG,326353.290895137,2227084.44362819,0.146538355035819,Not P20 Urban
5 people per room or more,P20,Rural,2009,COG,342397.10773775,2047606.02523759,0.167218255620253,P20 Rural
5 people per room or more,P20,Urban,2009,COG,140495.768529162,662586.777198164,0.21204131045788,P20 Urban
5 people per room or more,Not P20,Rural,2010,COG,46789.8779982618,407464.123929904,0.11483189623416,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,COG,369797.179998524,2467202.68252708,0.149885205061366,Not P20 Urban
5 people per room or more,P20,Rural,2010,COG,342808.697736985,2016041.91096691,0.17004046189326,P20 Rural
5 people per room or more,P20,Urban,2010,COG,122314.948343964,615503.325104817,0.198723456649295,P20 Urban
5 people per room or more,Not P20,Rural,2011,COG,32644.611973144,360673.805540983,0.0905100716260213,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,COG,376101.317141374,2550450.92648518,0.147464635855466,Not P20 Urban
5 people per room or more,P20,Rural,2011,COG,366234.337936997,2083384.76539744,0.175788142459193,P20 Rural
5 people per room or more,P20,Urban,2011,COG,155265.844913187,746587.85007176,0.20796728060638,P20 Urban
5 people per room or more,Not P20,Rural,2012,COG,76669.8748953027,695345.367787827,0.110261574243631,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,COG,563540.842877995,4026271.9081134,0.139965917786723,Not P20 Urban
5 people per room or more,P20,Rural,2012,COG,503894.560541634,3152164.85959304,0.159856664542187,P20 Rural
5 people per room or more,P20,Urban,2012,COG,223231.923544009,1146613.86450574,0.194687968159391,P20 Urban
5 people per room or more,Not P20,Rural,2013,COG,70981.2381571978,570254.013539291,0.124473018114597,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,COG,557346.400790934,3973571.69989824,0.140263330545969,Not P20 Urban
5 people per room or more,P20,Rural,2013,COG,537731.26558204,3384224.86168587,0.158893480060946,P20 Rural
5 people per room or more,P20,Urban,2013,COG,271432.770515878,1317471.4248766,0.20602554665753,P20 Urban
5 people per room or more,Not P20,Rural,2014,COG,72222.4796267968,565404.027539027,0.127736054412544,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,COG,562119.600937131,4010474.74754061,0.140162857597307,Not P20 Urban
5 people per room or more,P20,Rural,2014,COG,570199.039418355,3502533.38330384,0.162796175515821,P20 Rural
5 people per room or more,P20,Urban,2014,COG,288706.998395783,1395535.84161653,0.206878956302088,P20 Urban
5 people per room or more,Not P20,Rural,2015,COG,73954.2402678103,552148.608989854,0.133939013996808,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,COG,566698.891914276,4062381.31600979,0.139499187257711,Not P20 Urban
5 people per room or more,P20,Rural,2015,COG,585291.155706822,3614184.52490699,0.161942798347266,P20 Rural
5 people per room or more,P20,Urban,2015,COG,314772.779707368,1483475.55009336,0.21218602469556,P20 Urban
5 people per room or more,Not P20,Rural,2016,COG,58239.0745790174,467711.166035564,0.124519316211042,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,COG,552263.915040751,3971393.42929976,0.139060489692689,Not P20 Urban
5 people per room or more,P20,Rural,2016,COG,575457.509123044,3730699.22921248,0.154249236876841,P20 Rural
5 people per room or more,P20,Urban,2016,COG,352877.082227931,1792194.17545219,0.196896679534681,P20 Urban
5 people per room or more,Not P20,Rural,2017,COG,45022.8125177936,384172.067548555,0.117194393660864,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,COG,556874.765845389,3894465.24589988,0.142991330178558,Not P20 Urban
5 people per room or more,P20,Rural,2017,COG,604744.884024247,3786534.4516885,0.159709330983263,P20 Rural
5 people per room or more,P20,Urban,2017,COG,444888.004090542,2156232.23486307,0.206326571367112,P20 Urban
5 people per room or more,Not P20,Rural,2018,COG,47248.9274387902,333682.363143639,0.141598516006826,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,COG,524763.229276632,3821673.25866086,0.137312426719733,Not P20 Urban
5 people per room or more,P20,Rural,2018,COG,638496.019349999,3875135.39242228,0.164767409313894,P20 Rural
5 people per room or more,P20,Urban,2018,COG,510471.118098159,2458234.98577323,0.207657575883695,P20 Urban
5 people per room or more,Not P20,Rural,2000,COL,196284.118327695,3972428.1726118,0.0494116217584475,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,COL,1187523.67029102,28105130.2320919,0.0422529146986499,Not P20 Urban
5 people per room or more,P20,Rural,2000,COL,1287680.33595945,7081721.81947038,0.18183153317589,P20 Rural
5 people per room or more,P20,Urban,2000,COL,135903.059843277,446947.835907802,0.304069175247806,P20 Urban
5 people per room or more,Not P20,Rural,2001,COL,214501.996886544,4515461.37055207,0.0475038936852466,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,COL,1235758.07712725,28662656.3287083,0.0431138713368143,Not P20 Urban
5 people per room or more,P20,Rural,2001,COL,1292903.31065638,6713301.0976465,0.19258830966328,P20 Rural
5 people per room or more,P20,Urban,2001,COL,108573.636065255,340433.264672509,0.318927811504264,P20 Urban
5 people per room or more,Not P20,Rural,2002,COL,266694.548258462,5164168.14407634,0.0516432735762834,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,COL,1280925.63953097,29178289.4752256,0.0438999565282456,Not P20 Urban
5 people per room or more,P20,Rural,2002,COL,1263904.24748598,6237364.16148484,0.202634352390465,P20 Rural
5 people per room or more,P20,Urban,2002,COL,84090.4520253553,271052.239549138,0.310237067825853,P20 Urban
5 people per room or more,Not P20,Rural,2003,COL,276061.21704788,5548852.88973061,0.0497510426990763,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,COL,1302676.2320052,29658513.6484344,0.0439225056065467,Not P20 Urban
5 people per room or more,P20,Rural,2003,COL,1277323.50994217,6022413.33430188,0.212094959119945,P20 Rural
5 people per room or more,P20,Urban,2003,COL,82660.7711432639,229238.626578015,0.360588319591649,P20 Urban
5 people per room or more,Not P20,Rural,2004,COL,296074.259983218,5906949.90906387,0.0501230354990668,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,COL,1324258.55073026,30116345.4141127,0.0439714225787072,Not P20 Urban
5 people per room or more,P20,Rural,2004,COL,1279481.4306039,5829469.2984939,0.219485062033772,P20 Rural
5 people per room or more,P20,Urban,2004,COL,80850.9245771124,197985.194118895,0.408368539561394,P20 Urban
5 people per room or more,Not P20,Rural,2005,COL,316667.586714884,6242748.52736642,0.0507256676008498,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,COL,1354724.33146027,30548531.277951,0.044346627310298,Not P20 Urban
5 people per room or more,P20,Rural,2005,COL,1280298.24955035,5653156.28039858,0.226474943561985,P20 Rural
5 people per room or more,P20,Urban,2005,COL,69479.1046253537,177739.218114597,0.390904750017283,P20 Urban
5 people per room or more,Not P20,Rural,2006,COL,303990.0962411,6092588.0459915,0.0498950682282064,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,COL,1364548.77310903,30928589.3463019,0.0441193343100915,Not P20 Urban
5 people per room or more,P20,Rural,2006,COL,1313689.62384649,5957615.8610743,0.220505929633671,P20 Rural
5 people per room or more,P20,Urban,2006,COL,78127.6846559304,196224.677055637,0.398154227226876,P20 Urban
5 people per room or more,Not P20,Rural,2007,COL,296809.418887459,5922619.92082624,0.0501145477601494,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,COL,1373445.24302078,31278082.2263664,0.0439107881704786,Not P20 Urban
5 people per room or more,P20,Rural,2007,COL,1340964.27456633,6277265.33129141,0.213622366396045,P20 Rural
5 people per room or more,P20,Urban,2007,COL,87151.3889037409,233347.995640947,0.373482483380063,P20 Urban
5 people per room or more,Not P20,Rural,2008,COL,294501.996882777,5770381.41722134,0.0510368337184531,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,COL,1387287.13692585,31608483.6506951,0.0438897086066112,Not P20 Urban
5 people per room or more,P20,Rural,2008,COL,1362648.21392149,6573840.80233349,0.207283421502662,P20 Rural
5 people per room or more,P20,Urban,2008,COL,90589.8287185689,275758.625184881,0.328511315494968,P20 Urban
5 people per room or more,Not P20,Rural,2009,COL,309000.578100653,6159435.67588899,0.0501670273642488,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,COL,1405516.94916073,32019330.0576946,0.0438958887218492,Not P20 Urban
5 people per room or more,P20,Rural,2009,COL,1366688.11948876,6322880.96564293,0.216149588599727,P20 Rural
5 people per room or more,P20,Urban,2009,COL,88892.9791680949,221600.224035633,0.40114119719392,P20 Urban
5 people per room or more,Not P20,Rural,2010,COL,331350.039586991,6530770.06160315,0.0507367487235728,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,COL,1429167.79827168,32384482.7040171,0.0441312529625308,Not P20 Urban
5 people per room or more,P20,Rural,2010,COL,1362037.1296101,6083383.67293771,0.223894661727354,P20 Rural
5 people per room or more,P20,Urban,2010,COL,81025.9517925246,196973.350797943,0.411354893767542,P20 Urban
5 people per room or more,Not P20,Rural,2011,COL,348012.129750232,6839955.23369834,0.0508792993316219,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,COL,1464116.92365843,32729330.3352448,0.044734093507614,Not P20 Urban
5 people per room or more,P20,Rural,2011,COL,1361866.00561932,5897040.80549346,0.230940576899291,P20 Rural
5 people per room or more,P20,Urban,2011,COL,60783.7726370836,169418.598259114,0.358778630337379,P20 Urban
5 people per room or more,Not P20,Rural,2012,COL,346067.401655061,6768560.69875873,0.0511286545333818,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,COL,1477318.02005958,33018576.2753924,0.0447420266621423,Not P20 Urban
5 people per room or more,P20,Rural,2012,COL,1379303.77698409,6083844.05095926,0.226715833843014,P20 Rural
5 people per room or more,P20,Urban,2012,COL,61399.6565112171,178265.095343867,0.344428932611734,P20 Urban
5 people per room or more,Not P20,Rural,2013,COL,342361.746960314,6790794.8056726,0.0504155635323169,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,COL,1474043.73019162,33302993.5744174,0.0442615984925736,Not P20 Urban
5 people per room or more,P20,Rural,2013,COL,1398752.23651549,6178879.14510859,0.226376370805503,P20 Rural
5 people per room or more,P20,Urban,2013,COL,78713.668602939,196745.74741661,0.400078119280831,P20 Urban
5 people per room or more,Not P20,Rural,2014,COL,365367.890483646,7053514.62771699,0.051799409197781,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,COL,1505995.32869527,33665544.0481955,0.0447340261764162,Not P20 Urban
5 people per room or more,P20,Rural,2014,COL,1393418.20295917,6047800.04645726,0.230400838694299,P20 Rural
5 people per room or more,P20,Urban,2014,COL,62522.38203981,174213.838063423,0.3588829838939,P20 Urban
5 people per room or more,Not P20,Rural,2015,COL,399089.707871941,7309473.23288333,0.0545989697419706,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,COL,1541114.43993748,34094551.3057764,0.0452011943526115,Not P20 Urban
5 people per room or more,P20,Rural,2015,COL,1380346.01289413,5945661.88965296,0.232160193181569,P20 Rural
5 people per room or more,P20,Urban,2015,COL,45818.9873519614,142513.78666615,0.321505648146843,P20 Urban
5 people per room or more,Not P20,Rural,2016,COL,388718.381463935,7366106.22992962,0.0527712157998092,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,COL,1557459.24895344,34541666.9298545,0.0450892903378477,Not P20 Urban
5 people per room or more,P20,Rural,2016,COL,1415084.0702951,6070538.29361346,0.233106851790038,P20 Rural
5 people per room or more,P20,Urban,2016,COL,51204.8761495038,164223.951213407,0.311799075416008,P20 Urban
5 people per room or more,Not P20,Rural,2017,COL,391123.407193928,7403716.38434381,0.0528279835274367,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,COL,1570718.06650917,35053156.4896542,0.0448096041499933,Not P20 Urban
5 people per room or more,P20,Rural,2017,COL,1440002.06130884,6236459.10953269,0.23090058573586,P20 Rural
5 people per room or more,P20,Urban,2017,COL,62313.2262857545,178440.317095725,0.349210465997581,P20 Urban
5 people per room or more,Not P20,Rural,2018,COL,386211.21560163,7451656.84940191,0.051828905088756,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,COL,1591908.59879848,35586079.2078165,0.0447340261764162,Not P20 Urban
5 people per room or more,P20,Rural,2018,COL,1472909.22936313,6397055.08747475,0.23024801400367,P20 Rural
5 people per room or more,P20,Urban,2018,COL,66089.1276952137,184152.302174216,0.3588829838939,P20 Urban
5 people per room or more,Not P20,Rural,2000,COM,44853.1711896693,331107.855895041,0.135463929324248,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,COM,18780.1035830387,141109.188361977,0.133089161670065,Not P20 Urban
5 people per room or more,P20,Rural,2000,COM,13422.3153568144,60177.2983245369,0.223046160770258,P20 Rural
5 people per room or more,P20,Urban,2000,COM,1936.47334064538,9578.46843392178,0.202169412991689,P20 Urban
5 people per room or more,Not P20,Rural,2001,COM,46306.0782537021,339702.391330697,0.136313665830582,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,COM,19248.6392183898,145459.548801759,0.132329842742899,Not P20 Urban
5 people per room or more,P20,Rural,2001,COM,13423.2949549995,61344.7451657672,0.218817356217338,P20 Rural
5 people per room or more,P20,Urban,2001,COM,1984.78546858376,8987.54077384948,0.220837436905852,P20 Urban
5 people per room or more,Not P20,Rural,2002,COM,47438.2234152204,348930.334352548,0.135953279909709,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,COM,19719.2524635347,149015.913982811,0.132329842742899,Not P20 Urban
5 people per room or more,P20,Rural,2002,COM,13751.483370172,61922.0716084903,0.222077249887849,P20 Rural
5 people per room or more,P20,Urban,2002,COM,2033.31182515832,9207.27868266814,0.220837436905852,P20 Urban
5 people per room or more,Not P20,Rural,2003,COM,46461.0479468639,350171.204005991,0.132680949819246,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,COM,19992.2795564782,151489.586212592,0.131971312723913,Not P20 Urban
5 people per room or more,P20,Rural,2003,COM,16204.1426642305,70588.1963106902,0.229558814520615,P20 Rural
5 people per room or more,P20,Urban,2003,COM,2284.81015424508,10548.8847716359,0.216592578619167,P20 Urban
5 people per room or more,Not P20,Rural,2004,COM,44626.0813444706,351261.289151218,0.127045258679954,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,COM,20422.8905316644,154681.464940576,0.132031918236036,Not P20 Urban
5 people per room or more,P20,Rural,2004,COM,19545.2159360723,79610.7196626269,0.245509851172062,P20 Rural
5 people per room or more,P20,Urban,2004,COM,2389.61083363189,11251.4683356623,0.21238213203319,P20 Urban
5 people per room or more,Not P20,Rural,2005,COM,41198.170310756,349762.994934625,0.117788819593269,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,COM,20915.2807088923,156974.682697741,0.133239834280571,Not P20 Urban
5 people per room or more,P20,Rural,2005,COM,24520.2789947129,91497.2174713321,0.267989340794933,P20 Rural
5 people per room or more,P20,Urban,2005,COM,2447.22368231525,12958.84717853,0.188845786095059,P20 Urban
5 people per room or more,Not P20,Rural,2006,COM,38834.0634666651,350587.196089873,0.11076863017185,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,COM,21421.3151447988,159946.289628111,0.133928177981529,Not P20 Urban
5 people per room or more,P20,Rural,2006,COM,28474.4098449749,101349.079706326,0.280953807646637,P20 Rural
5 people per room or more,P20,Urban,2006,COM,2506.43299787996,14098.6944107619,0.177777666843161,P20 Urban
5 people per room or more,Not P20,Rural,2007,COM,35326.5167126544,350453.041419321,0.100802425824537,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,COM,21940.9254471099,162186.57584846,0.135282006740252,Not P20 Urban
5 people per room or more,P20,Rural,2007,COM,33614.6376892523,112445.714658992,0.29894102937754,P20 Rural
5 people per room or more,P20,Urban,2007,COM,2567.23077798578,16080.164238575,0.159652024686862,P20 Urban
5 people per room or more,Not P20,Rural,2008,COM,34575.806382073,350656.202745931,0.0986031506396168,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,COM,22474.6929501552,165018.540003974,0.136194956940075,Not P20 Urban
5 people per room or more,P20,Rural,2008,COM,36042.5128199636,123503.715209547,0.29183342994023,P20 Rural
5 people per room or more,P20,Urban,2008,COM,2629.68504252488,17584.981271333,0.149541532171649,P20 Urban
5 people per room or more,Not P20,Rural,2009,COM,34256.811776636,347746.00241665,0.0985110153346679,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,COM,22889.3308794197,167893.324577822,0.136332584615716,Not P20 Urban
5 people per room or more,P20,Rural,2009,COM,38083.1559353936,137973.759011043,0.276017383365959,P20 Rural
5 people per room or more,P20,Urban,2009,COM,2827.0825660123,19162.0030258639,0.147535858448433,P20 Urban
5 people per room or more,Not P20,Rural,2010,COM,33983.3411409881,345486.847687705,0.0983636319831968,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,COM,22256.0382521133,169651.461500684,0.13118683479201,Not P20 Urban
5 people per room or more,P20,Rural,2010,COM,40123.0811366214,152093.603166639,0.263805185104736,P20 Rural
5 people per room or more,P20,Urban,2010,COM,4088.33892315975,21971.5310869972,0.186074375380205,P20 Urban
5 people per room or more,Not P20,Rural,2011,COM,31585.4198373011,333239.143473268,0.0947830423163805,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,COM,21681.5112474121,170529.764606568,0.12714209333153,Not P20 Urban
5 people per room or more,P20,Rural,2011,COM,44334.412032966,176517.271824724,0.251161892401037,P20 Rural
5 people per room or more,P20,Urban,2011,COM,5307.52188093428,25782.3083907771,0.205859064304456,P20 Urban
5 people per room or more,Not P20,Rural,2012,COM,31313.0390139254,334411.759028057,0.0936361780606475,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,COM,20592.0494657647,172790.77697551,0.119173313681455,Not P20 Urban
5 people per room or more,P20,Rural,2012,COM,46465.8680931825,187827.238293044,0.247386207216056,P20 Rural
5 people per room or more,P20,Urban,2012,COM,7057.87347120146,28328.4577951371,0.249144288836402,P20 Urban
5 people per room or more,Not P20,Rural,2013,COM,28848.7440206937,327000.863680315,0.0882222257642017,Not P20 Rural
5 people per room or more,Not P20,Urban,2013,COM,19833.1708578884,172745.838157993,0.114811280372203,Not P20 Urban
5 people per room or more,P20,Rural,2013,COM,50824.9112500052,207960.238102437,0.244397254560604,P20 Rural
5 people per room or more,P20,Urban,2013,COM,8490.32339367721,33272.8007688444,0.25517309025657,P20 Urban
5 people per room or more,Not P20,Rural,2014,COM,29226.3505087676,326471.615339625,0.0895218730680881,Not P20 Rural
5 people per room or more,Not P20,Urban,2014,COM,20164.6681381409,175094.222155427,0.11516466899885,Not P20 Urban
5 people per room or more,P20,Rural,2014,COM,52369.022517734,221392.675639943,0.236543609070895,P20 Rural
5 people per room or more,P20,Urban,2014,COM,8841.98495212342,35893.5583917721,0.246339046566926,P20 Urban
5 people per room or more,Not P20,Rural,2015,COM,28868.7917200255,324530.851244544,0.088955461735969,Not P20 Rural
5 people per room or more,Not P20,Urban,2015,COM,19566.6952858767,175792.369601512,0.111305714407461,Not P20 Urban
5 people per room or more,P20,Rural,2015,COM,54664.3088998864,236344.125447932,0.231291168317739,P20 Rural
5 people per room or more,P20,Urban,2015,COM,10128.8080418543,40205.9505029474,0.251923108772463,P20 Urban
5 people per room or more,Not P20,Rural,2016,COM,29543.4405705491,328326.632126029,0.0899818585511781,Not P20 Rural
5 people per room or more,Not P20,Urban,2016,COM,19959.3624131337,177790.174493722,0.112263585262629,Not P20 Urban
5 people per room or more,P20,Rural,2016,COM,55941.7857517628,245655.704998526,0.227724350029235,P20 Rural
5 people per room or more,P20,Urban,2016,COM,10430.1095912245,43255.9155273572,0.241125623260199,P20 Urban
5 people per room or more,Not P20,Rural,2017,COM,28979.7391745579,332186.293037867,0.087239418910203,Not P20 Rural
5 people per room or more,Not P20,Urban,2017,COM,20147.0802904184,180297.72336298,0.111743398167362,Not P20 Urban
5 people per room or more,P20,Rural,2017,COM,58471.7960619943,254998.636331683,0.229302387272137,P20 Rural
5 people per room or more,P20,Urban,2017,COM,10941.4024351132,45832.8112570716,0.238724226924331,P20 Urban
5 people per room or more,Not P20,Rural,2018,COM,28162.5730193093,334438.84078307,0.0842084398850571,Not P20 Rural
5 people per room or more,Not P20,Urban,2018,COM,20603.2964588442,184033.41811712,0.111954104149346,Not P20 Urban
5 people per room or more,P20,Rural,2018,COM,61269.2394461746,266042.469738132,0.230298716992375,P20 Rural
5 people per room or more,P20,Urban,2018,COM,11189.1626377926,47217.6801072522,0.236969766671658,P20 Urban
5 people per room or more,Not P20,Rural,2000,DOM,1020615.98888317,6431286.65872314,0.158695459095864,Not P20 Rural
5 people per room or more,Not P20,Urban,2000,DOM,760226.270307719,8543488.98657211,0.0889831158561303,Not P20 Urban
5 people per room or more,P20,Rural,2000,DOM,107913.091149802,450542.814246568,0.239517949765246,P20 Rural
5 people per room or more,P20,Urban,2000,DOM,120469.50882574,376709.467880352,0.319794215695166,P20 Urban
5 people per room or more,Not P20,Rural,2001,DOM,1076242.81552419,6529300.62606715,0.164832786413213,Not P20 Rural
5 people per room or more,Not P20,Urban,2001,DOM,777506.992376414,8682203.63031771,0.0895518033764387,Not P20 Urban
5 people per room or more,P20,Rural,2001,DOM,111753.649903347,470139.626677297,0.237703106826293,P20 Rural
5 people per room or more,P20,Urban,2001,DOM,90575.2337488679,360767.71953582,0.251062467189154,P20 Urban
5 people per room or more,Not P20,Rural,2002,DOM,1068180.33210897,6666696.60622101,0.160226330250607,Not P20 Rural
5 people per room or more,Not P20,Urban,2002,DOM,767146.886405445,8763437.32385077,0.0875394959826506,Not P20 Urban
5 people per room or more,P20,Rural,2002,DOM,106782.347149978,517354.508081152,0.206400728092676,P20 Rural
5 people per room or more,P20,Urban,2002,DOM,60646.4719740812,334678.632177489,0.181208078865097,P20 Urban
5 people per room or more,Not P20,Rural,2003,DOM,1035295.85372779,6680596.15788807,0.154970578861495,Not P20 Rural
5 people per room or more,Not P20,Urban,2003,DOM,765251.293104955,8882072.06730252,0.0861568435052522,Not P20 Urban
5 people per room or more,P20,Rural,2003,DOM,107933.318694093,571925.76759136,0.188719104489118,P20 Rural
5 people per room or more,P20,Urban,2003,DOM,62291.7541001959,393804.430997137,0.158179413935159,P20 Urban
5 people per room or more,Not P20,Rural,2004,DOM,926372.418999128,6648984.12631422,0.139325406919365,Not P20 Rural
5 people per room or more,Not P20,Urban,2004,DOM,769572.390154362,9089783.37668611,0.084663446670049,Not P20 Urban
5 people per room or more,P20,Rural,2004,DOM,122650.718079336,662750.737357995,0.18506311825208,P20 Rural
5 people per room or more,P20,Urban,2004,DOM,66557.1313923094,389404.438297715,0.170920320485469,P20 Urban
5 people per room or more,Not P20,Rural,2005,DOM,876417.592304823,6609821.24803966,0.132593236551556,Not P20 Rural
5 people per room or more,Not P20,Urban,2005,DOM,817395.79686855,9311810.93178723,0.0877805405260377,Not P20 Urban
5 people per room or more,P20,Rural,2005,DOM,130649.385472744,714556.150064491,0.182839914625258,P20 Rural
5 people per room or more,P20,Urban,2005,DOM,69264.3623585115,389384.084248174,0.177881852804148,P20 Urban
5 people per room or more,Not P20,Rural,2006,DOM,858560.669238042,6715857.28213125,0.127840815129052,Not P20 Rural
5 people per room or more,Not P20,Urban,2006,DOM,816139.713996462,9293474.80812518,0.0878185749514187,Not P20 Urban
5 people per room or more,P20,Rural,2006,DOM,129292.342547144,754451.979583579,0.171372527405265,P20 Rural
5 people per room or more,P20,Urban,2006,DOM,71692.0339809081,462817.134169718,0.154903586509436,P20 Urban
5 people per room or more,Not P20,Rural,2007,DOM,873798.765049165,6913038.90981485,0.126398647027515,Not P20 Rural
5 people per room or more,Not P20,Urban,2007,DOM,829073.44948733,9281214.35431951,0.0893281221440033,Not P20 Urban
5 people per room or more,P20,Rural,2007,DOM,156280.766018399,721841.310294381,0.21650294017485,P20 Rural
5 people per room or more,P20,Urban,2007,DOM,72360.0442739528,524286.385679422,0.138016256478187,P20 Urban
5 people per room or more,Not P20,Rural,2008,DOM,228008.731444369,3029954.57451198,0.0752515345815353,Not P20 Rural
5 people per room or more,Not P20,Urban,2008,DOM,334411.991962016,5983583.17239701,0.0558882499544251,Not P20 Urban
5 people per room or more,P20,Rural,2008,DOM,64887.3679087076,308422.318585307,0.210384800316454,P20 Rural
5 people per room or more,P20,Urban,2008,DOM,12870.3056484164,61015.3870697094,0.210935409353582,P20 Urban
5 people per room or more,Not P20,Rural,2009,DOM,237558.941456627,3150321.1955565,0.0754078478701478,Not P20 Rural
5 people per room or more,Not P20,Urban,2009,DOM,335968.980235145,6001000.78195692,0.0559854918275125,Not P20 Urban
5 people per room or more,P20,Rural,2009,DOM,57596.0998397788,281462.533586429,0.204631497861838,P20 Rural
5 people per room or more,P20,Urban,2009,DOM,12554.5097210458,57943.9226548161,0.216666548377051,P20 Urban
5 people per room or more,Not P20,Rural,2010,DOM,245691.359834144,3271589.52499626,0.0750984675665953,Not P20 Rural
5 people per room or more,Not P20,Urban,2010,DOM,338059.221604519,6011095.02387375,0.056239207708725,Not P20 Urban
5 people per room or more,P20,Rural,2010,DOM,53790.3398238203,256883.543080383,0.209395818738721,P20 Rural
5 people per room or more,P20,Urban,2010,DOM,10976.6973183597,57118.0252874763,0.192175714463407,P20 Urban
5 people per room or more,Not P20,Rural,2011,DOM,238934.983985496,3308132.97045559,0.0722265356681204,Not P20 Rural
5 people per room or more,Not P20,Urban,2011,DOM,335956.556882579,5998767.18063219,0.0560042666712019,Not P20 Urban
5 people per room or more,P20,Rural,2011,DOM,61155.1569721507,319802.402974095,0.191227947017973,P20 Rural
5 people per room or more,P20,Urban,2011,DOM,15130.4389902726,87205.8864709659,0.173502496248462,P20 Urban
5 people per room or more,Not P20,Rural,2012,DOM,239424.933812062,3385907.92518823,0.0707121809281781,Not P20 Rural
5 people per room or more,Not P20,Urban,2012,DOM,336031.543170413,5990602.8936521,0.0560931093473892,Not P20 Urban
