birth.reg,p20,povcal_year,iso3,value,total,percentage,demographic
Registered,Not P20,2006,ALB,5646083.43353398,5857298.58053006,0.963939836070817,Not P20
Registered,P20,2006,ALB,119156.889240238,127795.419469934,0.932403443992546,P20
Registered,Not P20,2007,ALB,5622192.03662526,5837895.39019351,0.963051178695222,Not P20
Registered,P20,2007,ALB,98571.7333156893,102138.60980649,0.965078078724994,P20
Registered,Not P20,2008,ALB,5595055.72886546,5809610.30175148,0.963069024987556,Not P20
Registered,P20,2008,ALB,81472.8720559735,85017.6982485164,0.95830484398459,P20
Registered,Not P20,2009,ALB,5522008.9380781,5733722.66533063,0.963075694516466,Not P20
Registered,P20,2009,ALB,117808.915172663,121315.33466937,0.971096650672704,P20
Registered,Not P20,2010,ALB,3477012.89343345,3555670.21175045,0.977878342581642,Not P20
Registered,P20,2010,ALB,58768.5954879563,62109.1792000932,0.946214331679143,P20
Registered,Not P20,2011,ALB,3409565.63860275,3487389.69785894,0.977684151758559,Not P20
Registered,P20,2011,ALB,89941.8436280703,93972.3482937563,0.957109673868246,P20
Registered,Not P20,2012,ALB,3324782.06541256,3402323.99607394,0.977209128010483,Not P20
Registered,P20,2012,ALB,132458.031431919,136481.885170777,0.970517305400474,P20
Registered,Not P20,2013,ALB,3225885.11422712,3300227.26537071,0.977473626763933,Not P20
Registered,P20,2013,ALB,230671.014529521,237591.920719758,0.970870616436488,P20
Registered,Not P20,2014,ALB,3190744.44485396,3264779.72330283,0.977323040228277,Not P20
Registered,P20,2014,ALB,228606.843844153,235513.435329964,0.970674320655488,P20
Registered,Not P20,2015,ALB,3161895.53054478,3235562.86406158,0.977231988185103,Not P20
Registered,P20,2015,ALB,225269.030426459,232155.538774012,0.970336661430004,P20
Registered,Not P20,2016,ALB,3125113.79689165,3198511.02523417,0.977052688653104,Not P20
Registered,P20,2016,ALB,228112.682048792,234988.189015289,0.970741053006502,P20
Registered,Not P20,2017,ALB,5097256.05860071,5312271.39133173,0.95952478386517,Not P20
Registered,P20,2017,ALB,416993.413552752,434642.608668264,0.959393776027644,P20
Registered,Not P20,2018,ALB,5079387.50562042,5293872.98056305,0.959484204526604,Not P20
Registered,P20,2018,ALB,421273.31686392,438879.019436961,0.959884838888796,P20
Registered,Not P20,2000,ARM,5163676.34680058,5183424.48720208,0.996190136376008,Not P20
Registered,P20,2000,ARM,955757.512797913,955757.512797913,1,P20
Registered,Not P20,2001,ARM,5127059.64314965,5146734.93351053,0.996177131596039,Not P20
Registered,P20,2001,ARM,954639.066489477,954639.066489477,1,P20
Registered,Not P20,2002,ARM,5082520.54807456,5102254.71733914,0.99613226497738,Not P20
Registered,P20,2002,ARM,965701.282660859,965701.282660859,1,P20
Registered,Not P20,2003,ARM,5195927.85265634,5216202.63320172,0.996113114851726,Not P20
Registered,P20,2003,ARM,819661.366798281,819661.366798281,1,P20
Registered,Not P20,2004,ARM,5286654.60800491,5307259.63296511,0.996117577359091,Not P20
Registered,P20,2004,ARM,694180.367034892,694180.367034892,1,P20
Registered,Not P20,2005,ARM,5448441.46776887,5469241.24212495,0.996196954305859,Not P20
Registered,P20,2005,ARM,493296.75787505,493296.75787505,1,P20
Registered,Not P20,2006,ARM,5531242.25095727,5552183.78116481,0.996228235405574,Not P20
Registered,P20,2006,ARM,364430.218835192,364430.218835192,1,P20
Registered,Not P20,2007,ARM,5572174.4688848,5593223.07367629,0.996236766437844,Not P20
Registered,P20,2007,ARM,272012.926323714,272012.926323714,1,P20
Registered,Not P20,2008,ARM,5595578.10564584,5616240.59198438,0.996320939959726,Not P20
Registered,P20,2008,ARM,198995.40801562,198995.40801562,1,P20
Registered,Not P20,2009,ARM,5450105.80317376,5470949.68972829,0.996190078919266,Not P20
Registered,P20,2009,ARM,305234.310271703,305234.310271703,1,P20
Registered,Not P20,2010,ARM,5234646.78544266,5255428.66924729,0.996045634882985,Not P20
Registered,P20,2010,ARM,499209.330752715,499209.330752715,1,P20
Registered,Not P20,2011,ARM,3261870.76485905,3275481.30176747,0.995844721537233,Not P20
Registered,P20,2011,ARM,226942.763719705,226942.763719705,1,P20
Registered,Not P20,2012,ARM,3260276.62394659,3273923.5513492,0.995831629178699,Not P20
Registered,P20,2012,ARM,263837.60094634,263837.60094634,1,P20
Registered,Not P20,2013,ARM,3234234.52417619,3247944.6416776,0.995778832765349,Not P20
Registered,P20,2013,ARM,348819.138746586,348819.138746586,1,P20
Registered,Not P20,2014,ARM,3275651.45784623,3289431.69246288,0.995810755198769,Not P20
Registered,P20,2014,ARM,366601.21023215,366601.21023215,1,P20
Registered,Not P20,2015,ARM,3300605.93256168,3314448.38730556,0.995823602263079,Not P20
Registered,P20,2015,ARM,372456.615550348,372456.615550348,1,P20
Registered,Not P20,2016,ARM,4914767.63628514,4961697.52635111,0.990541565700704,Not P20
Registered,P20,2016,ARM,910594.47364889,910594.47364889,1,P20
Registered,Not P20,2017,ARM,4892158.33482556,4938902.85020956,0.990535445461937,Not P20
Registered,P20,2017,ARM,950715.149790445,950715.149790445,1,P20
Registered,Not P20,2018,ARM,4831313.12879116,4877896.44230343,0.990450122493732,Not P20
Registered,P20,2018,ARM,1025655.55769658,1025655.55769658,1,P20
Registered,Not P20,2000,AZE,7504027.93995048,8048600,0.93233952984997,Not P20
Registered,Not P20,2001,AZE,7562392.39451907,8111199.99999999,0.93233952984997,Not P20
Registered,Not P20,2002,AZE,7619032.02095746,8171950,0.93233952984997,Not P20
Registered,Not P20,2003,AZE,7676976.92273763,8234099.99999999,0.93233952984997,Not P20
Registered,Not P20,2004,AZE,7744478.30469877,8306499.99999999,0.93233952984997,Not P20
Registered,Not P20,2005,AZE,7824053.48357148,8391850.00000001,0.93233952984997,Not P20
Registered,Not P20,2006,AZE,7910481.35798857,8484550,0.93233952984997,Not P20
Registered,Not P20,2007,AZE,8000685.20750155,8581300,0.93233952984997,Not P20
Registered,Not P20,2008,AZE,8170464.23588722,8763399.99999999,0.93233952984997,Not P20
Registered,Not P20,2009,AZE,8341868.33207343,8947242.99999999,0.93233952984997,Not P20
Registered,Not P20,2010,AZE,8441711.63998555,9054332.00000001,0.932339529849971,Not P20
Registered,Not P20,2011,AZE,8552426.95915523,9173082,0.93233952984997,Not P20
Registered,Not P20,2012,AZE,8666826.88414688,9295784,0.93233952984997,Not P20
Registered,Not P20,2013,AZE,8779655.81703073,9416801,0.93233952984997,Not P20
Registered,Not P20,2014,AZE,8889931.07194232,9535078.99999999,0.93233952984997,Not P20
Registered,Not P20,2015,AZE,8996462.05130205,9649341,0.93233952984997,Not P20
Registered,Not P20,2016,AZE,9097593.8524444,9757812,0.93233952984997,Not P20
Registered,Not P20,2017,AZE,9187304.49434609,9854033,0.93233952984997,Not P20
Registered,Not P20,2018,AZE,9267268.45880272,9939799.99999999,0.93233952984997,Not P20
Registered,Not P20,2000,BDI,3754284.4975018,4184014.79106919,0.897292357932231,Not P20
Registered,P20,2000,BDI,6812929.72564255,8573727.20893081,0.794628702269169,P20
Registered,Not P20,2001,BDI,3841832.26387948,4288048.27161486,0.895939602478557,Not P20
Registered,P20,2001,BDI,6963860.43132179,8763041.72838512,0.794685298458018,P20
Registered,Not P20,2002,BDI,3967177.49021972,4422923.23579981,0.896958251074489,Not P20
Registered,P20,2002,BDI,7140092.1359776,8985302.76420017,0.794641240629711,P20
Registered,Not P20,2003,BDI,3902393.32179889,4343788.01760447,0.898384844284135,Not P20
Registered,P20,2003,BDI,7546015.77861006,9474519.98239549,0.796453624313552,P20
Registered,Not P20,2004,BDI,3851088.34773769,4264974.0579623,0.90295703922233,Not P20
Registered,P20,2004,BDI,7967287.21545776,9998411.94203769,0.796855266780897,P20
Registered,Not P20,2005,BDI,3754427.43517466,4141950.02929501,0.906439577643503,Not P20
Registered,P20,2005,BDI,8447565.01597566,10587773.970705,0.797860347165418,P20
Registered,Not P20,2006,BDI,3855907.55492405,4258125.97436231,0.905540976979082,Not P20
Registered,P20,2006,BDI,8746177.7688383,10957572.0256377,0.798185743007179,P20
Registered,Not P20,2007,BDI,3970887.94297606,4389448.34110719,0.904643963066769,Not P20
Registered,P20,2007,BDI,9054421.18579048,11334979.6588928,0.798803478988765,P20
Registered,Not P20,2008,BDI,4092142.90208095,4525590.84235617,0.90422290583177,Not P20
Registered,P20,2008,BDI,9370189.24768402,11726613.1576439,0.799053326115407,P20
Registered,Not P20,2009,BDI,4098184.72189949,4524039.72742245,0.905868420442542,Not P20
Registered,P20,2009,BDI,9811499.44051719,12271296.2725776,0.799548737360597,P20
Registered,Not P20,2010,BDI,4125201.54013259,4554783.75513567,0.905685486271723,Not P20
Registered,P20,2010,BDI,10245191.2185663,12796420.2448644,0.800629474690634,P20
Registered,Not P20,2011,BDI,3908355.2159827,4304732.23353426,0.907920633375579,Not P20
Registered,P20,2011,BDI,10934111.8652673,13612079.7664657,0.803265338791522,P20
Registered,Not P20,2012,BDI,2276136.00405059,2537034.3867836,0.897164033687471,Not P20
Registered,P20,2012,BDI,7812740.07430756,10012958.5561141,0.780262899374225,P20
Registered,Not P20,2013,BDI,2163053.78447984,2403136.56390822,0.900096073176162,Not P20
Registered,P20,2013,BDI,8014299.37495665,10112717.6190715,0.792497098884926,P20
Registered,Not P20,2014,BDI,1923855.27852538,2120861.07167781,0.907110467638233,Not P20
Registered,P20,2014,BDI,8283225.66725181,10288759.6732896,0.805075240386427,P20
Registered,Not P20,2015,BDI,1728410.76882456,1901846.11794496,0.908806844316189,Not P20
Registered,P20,2015,BDI,8522291.83514723,10406640.212005,0.818928267099689,P20
Registered,Not P20,2016,BDI,1564450.70962616,1720382.46745471,0.909362155928474,Not P20
Registered,P20,2016,BDI,8726841.98399249,10461555.076915,0.834182100063649,P20
Registered,Not P20,2017,BDI,3731983.23038645,4323144.00171751,0.863256747613263,Not P20
Registered,P20,2017,BDI,12445668.028588,17330903.9982825,0.718119956686698,P20
Registered,Not P20,2018,BDI,3517554.16512265,4044084.17643156,0.869802410548854,Not P20
Registered,P20,2018,BDI,13073198.4551551,18306671.8235685,0.714122074244229,P20
Registered,Not P20,2000,BEN,10330338.119004,12724367.2470042,0.811854760120682,Not P20
Registered,P20,2000,BEN,4587485.57220435,7873485.75299583,0.5826498854664,P20
Registered,Not P20,2001,BEN,10586936.2584408,13061832.6348987,0.810524568363747,Not P20
Registered,P20,2001,BEN,4765107.13127915,8168366.36510135,0.583361093062337,P20
Registered,Not P20,2002,BEN,10874627.3378537,13416316.2111574,0.810552402514932,Not P20
Registered,P20,2002,BEN,4945799.60667416,8469865.78884251,0.583928922839526,P20
Registered,Not P20,2003,BEN,10760236.1944934,13155512.4372392,0.817926040192432,Not P20
Registered,P20,2003,BEN,5556900.17997986,9406152.56276075,0.590772916227173,P20
Registered,Not P20,2004,BEN,10616064.6875769,12924853.1233558,0.821368303860503,Not P20
Registered,P20,2004,BEN,6196375.73595506,10325158.8766442,0.600124008742513,P20
Registered,Not P20,2005,BEN,10376932.114919,12562824.4227635,0.82600311567805,Not P20
Registered,P20,2005,BEN,6960931.21315663,11383850.5772365,0.6114742253448,P20
Registered,Not P20,2006,BEN,10332639.7130612,12470906.6085626,0.828539579148701,Not P20
Registered,P20,2006,BEN,7499204.12197684,12179784.3914374,0.61570910296646,P20
Registered,Not P20,2007,BEN,7677679.77246213,9386164.66581314,0.817978380501489,Not P20
Registered,P20,2007,BEN,6048046.76931406,9912323.66359407,0.610154286176842,P20
Registered,Not P20,2008,BEN,7703122.61236329,9322629.37851724,0.826282189240957,Not P20
Registered,P20,2008,BEN,6512255.58205288,10266656.380403,0.634311244163531,P20
Registered,Not P20,2009,BEN,7484130.80722735,8883237.08155463,0.842500401432219,Not P20
Registered,P20,2009,BEN,7156155.24978216,10915039.7820117,0.655623377715552,P20
Registered,Not P20,2010,BEN,7296540.03401355,8518185.56738751,0.856583831884209,Not P20
Registered,P20,2010,BEN,7830334.29270817,11530169.79332,0.679116997673764,P20
Registered,Not P20,2011,BEN,6854774.74375236,7890034.34632582,0.868788961222261,Not P20
Registered,P20,2011,BEN,8806690.1711741,12432617.9142784,0.708353641356576,P20
Registered,Not P20,2012,BEN,8480712.76233111,11317362.3000314,0.749354181433917,Not P20
Registered,P20,2012,BEN,10423245.289165,16420659.4321696,0.634764111162608,P20
Registered,Not P20,2013,BEN,5833848.91547839,8289560.83573564,0.703758501937657,Not P20
Registered,P20,2013,BEN,7759248.01623303,12958120.7186524,0.59879423758293,P20
Registered,Not P20,2014,BEN,5846588.97868654,8296562.52519195,0.704700164789185,Not P20
Registered,P20,2014,BEN,8098008.05829585,13380040.5581498,0.605230456746512,P20
Registered,Not P20,2015,BEN,5854270.51421088,8308896.12688386,0.704578613670364,Not P20
Registered,P20,2015,BEN,8330818.2857133,13728149.2719948,0.606842052825578,P20
Registered,Not P20,2016,BEN,5957080.43682869,8437253.08291186,0.70604500994449,Not P20
Registered,P20,2016,BEN,8560745.58320978,14001532.7758366,0.611414887231749,P20
Registered,Not P20,2017,BEN,6058331.14485198,8558872.82073314,0.707842174050792,Not P20
Registered,P20,2017,BEN,8777532.47454399,14269360.427886,0.615131457285949,P20
Registered,Not P20,2018,BEN,9646473.31764593,13251374.4374242,0.727960209953967,Not P20
Registered,P20,2018,BEN,13033783.1777051,21203769.5625758,0.614691795213124,P20
Registered,Not P20,2000,BFA,3362302.661716,3712406.50238701,0.905693560108275,Not P20
Registered,P20,2000,BFA,5554956.02582301,7895535.49761299,0.70355658935387,P20
Registered,Not P20,2001,BFA,3772686.87435148,4194821.78493287,0.899367617452157,Not P20
Registered,P20,2001,BFA,5403183.59388617,7749765.21506714,0.697206101596635,P20
Registered,Not P20,2002,BFA,4175518.39318454,4679636.33630122,0.892274119848566,Not P20
Registered,P20,2002,BFA,5268080.89183822,7613463.66369878,0.691942737831217,P20
Registered,Not P20,2003,BFA,4410288.4104552,4953942.10038445,0.890258368201949,Not P20
Registered,P20,2003,BFA,5311032.47913604,7700678.89961554,0.689683669241317,P20
Registered,Not P20,2004,BFA,4643221.74344437,5237911.16024652,0.886464394181484,Not P20
Registered,P20,2004,BFA,5366903.61890034,7792657.83975348,0.688712853722592,P20
Registered,Not P20,2005,BFA,4896729.15435034,5535033.35412304,0.884679249620559,Not P20
Registered,P20,2005,BFA,5414040.99733032,7886896.64587696,0.686460244177363,P20
Registered,Not P20,2006,BFA,4980234.10594438,5622021.53203498,0.885844011369644,Not P20
Registered,P20,2006,BFA,5643383.74358535,8207154.46796501,0.687617586048023,P20
Registered,Not P20,2007,BFA,5052676.0732276,5696434.4272309,0.886989245250341,Not P20
Registered,P20,2007,BFA,5895772.67653686,8555586.5727691,0.689113788562674,P20
Registered,Not P20,2008,BFA,5138835.05569392,5779933.92948083,0.889081971937958,Not P20
Registered,P20,2008,BFA,6145859.32629116,8909791.07051915,0.689787142891225,P20
Registered,Not P20,2009,BFA,5040803.27688249,5634561.87657881,0.894622046451491,Not P20
Registered,P20,2009,BFA,6590637.30745015,9506536.12342119,0.693274313786369,P20
Registered,Not P20,2010,BFA,4943010.25610426,5497011.25238962,0.899217780199279,Not P20
Registered,P20,2010,BFA,7044968.04910965,10108205.7476104,0.696955347468576,P20
Registered,Not P20,2011,BFA,4839990.20274262,5369909.99820278,0.901316819902473,Not P20
Registered,P20,2011,BFA,7514185.97913172,10712001.0017972,0.701473606833217,P20
Registered,Not P20,2012,BFA,4996015.20155496,5542804.86346012,0.901351450145798,Not P20
Registered,P20,2012,BFA,7734069.71417308,11028441.1365399,0.701284036285803,P20
Registered,Not P20,2013,BFA,4866385.42719824,5363229.36629217,0.907361049628682,Not P20
Registered,P20,2013,BFA,8248975.69272712,11709545.6337078,0.704465907625067,P20
Registered,Not P20,2014,BFA,4833512.16619403,5318075.0775863,0.908883777621997,Not P20
Registered,P20,2014,BFA,8676123.12251249,12267941.9224137,0.707219122602879,P20
Registered,Not P20,2015,BFA,4832040.82903378,5288305.58855028,0.913721937608076,Not P20
Registered,P20,2015,BFA,9080599.25830921,12822318.4114497,0.708187003857326,P20
Registered,Not P20,2016,BFA,5035564.12959589,5522814.15718305,0.911775045525761,Not P20
Registered,P20,2016,BFA,9288643.91793193,13123563.842817,0.707783650019425,P20
Registered,Not P20,2017,BFA,5247411.84899532,5769329.12077149,0.909535881754934,Not P20
Registered,P20,2017,BFA,9496931.1612819,13423954.8792285,0.707461493034138,P20
Registered,Not P20,2018,BFA,5461644.21752718,6011154.46742623,0.908584906131296,Not P20
Registered,P20,2018,BFA,9711549.02128988,13740380.5325738,0.706788942145169,P20
Registered,Not P20,2000,BGD,62055109.5837902,204133151.061507,0.303993296831501,Not P20
Registered,P20,2000,BGD,14037805.8619429,51182556.9384937,0.274269335133299,P20
Registered,Not P20,2001,BGD,62526002.7582056,207148367.856651,0.301841638460189,Not P20
Registered,P20,2001,BGD,14042766.1891804,53029036.1433485,0.264812774481134,P20
Registered,Not P20,2002,BGD,62627500.3052098,209947210.444263,0.298301178532859,Not P20
Registered,P20,2002,BGD,14593020.5222914,55008961.5557372,0.265284421112098,P20
Registered,Not P20,2003,BGD,63760823.6247165,212451712.560175,0.300119132278854,Not P20
Registered,P20,2003,BGD,15069039.7220495,57131493.4398245,0.263760647845159,P20
Registered,Not P20,2004,BGD,64548406.771049,213910881.761563,0.301753731458124,Not P20
Registered,P20,2004,BGD,15657951.592333,60061982.2384375,0.260696550609555,P20
Registered,Not P20,2005,BGD,64248256.4863002,214479276.346567,0.2995546123649,Not P20
Registered,P20,2005,BGD,16557719.7138431,63591733.6534325,0.260375346960672,P20
Registered,Not P20,2006,BGD,65455843.7045058,213015992.835008,0.307281358706268,Not P20
Registered,P20,2006,BGD,17274189.396644,68826341.164992,0.250982241744246,P20
Registered,Not P20,2007,BGD,64291841.7036244,208978474.085845,0.307648153642917,Not P20
Registered,P20,2007,BGD,18914286.8868746,76342277.9141545,0.247756386155302,P20
Registered,Not P20,2008,BGD,64169186.3411938,208113736.262065,0.308337102075711,Not P20
Registered,P20,2008,BGD,20784882.0438038,80494597.7379354,0.258214620954722,P20
Registered,Not P20,2009,BGD,63358899.8612971,205294783.948666,0.3086240119824,Not P20
Registered,P20,2009,BGD,23106655.9681336,86554810.0513344,0.266959813722997,P20
Registered,Not P20,2010,BGD,65028196.8354769,203032550.509905,0.320284588220767,Not P20
Registered,P20,2010,BGD,23671704.2409112,92118309.490095,0.256970675774901,P20
Registered,Not P20,2011,BGD,62065134.6686559,199051020.419843,0.311805156978078,Not P20
Registered,P20,2011,BGD,26530949.3074117,99496535.5801567,0.266651990973473,P20
Registered,Not P20,2012,BGD,37044161.0854962,117946707.671159,0.314075414370846,Not P20
Registered,P20,2012,BGD,15748606.559717,64358965.0209091,0.244699499977984,P20
Registered,Not P20,2013,BGD,37726932.9803894,126729326.999033,0.29769694098255,Not P20
Registered,P20,2013,BGD,16878196.5469104,71699132.2125469,0.235403079870983,P20
Registered,Not P20,2014,BGD,67880253.4369772,209529705.970892,0.323964819796993,Not P20
Registered,P20,2014,BGD,28424312.674607,99510628.0291077,0.285640973608293,P20
Registered,Not P20,2015,BGD,69313057.3913207,211582557.174518,0.327593438310463,Not P20
Registered,P20,2015,BGD,28018989.5042424,100929994.825482,0.277608153579024,P20
Registered,Not P20,2016,BGD,71315960.2983717,219296385.40879,0.325203537511262,Not P20
Registered,P20,2016,BGD,26550756.7260493,96645294.59121,0.274723739405561,P20
Registered,Not P20,2017,BGD,73303984.3311199,226492064.416105,0.323649239191215,Not P20
Registered,P20,2017,BGD,24532069.2920932,92849121.5838955,0.264214339065413,P20
Registered,Not P20,2018,BGD,73174532.1086609,229560932.733727,0.318758646069528,Not P20
Registered,P20,2018,BGD,25415142.9854521,93151145.2662729,0.272837686673661,P20
Registered,Not P20,2000,BOL,5824737.9387662,6319019.20730073,0.92177879947517,Not P20
Registered,P20,2000,BOL,1828254.83760932,2099244.79269927,0.870910740837662,P20
Registered,Not P20,2001,BOL,5953814.67794173,6459682.35799061,0.921688458965304,Not P20
Registered,P20,2001,BOL,1846424.95277128,2120552.64200941,0.870728184810179,P20
Registered,Not P20,2002,BOL,6087081.99988107,6605014.73676683,0.921584923345789,Not P20
Registered,P20,2002,BOL,1860957.2142841,2137799.26323318,0.87050138256181,P20
