birth.reg,p20,povcal_year,iso3,value,total,percentage,demographic
Registered,P20,2003,COM,67262.4759200346,81137.081082326,0.828997975066253,P20
Registered,Not P20,2004,COM,443298.406613295,506365.812001711,0.875450901515042,Not P20
Registered,P20,2004,COM,75454.5985478468,90862.1879982893,0.830429028951707,P20
Registered,Not P20,2005,COM,443349.908895606,507170.935350138,0.874162689527011,Not P20
Registered,P20,2005,COM,87910.0860940678,104456.064649862,0.841598679681676,P20
Registered,Not P20,2006,COM,446710.641782213,510977.225882912,0.874228085234809,Not P20
Registered,P20,2006,COM,97402.9149466539,115447.774117088,0.843696777106046,P20
Registered,Not P20,2007,COM,448356.04630837,512736.034151176,0.874438339506632,Not P20
Registered,P20,2007,COM,108955.90686779,128883.965848825,0.845379843413495,P20
Registered,Not P20,2008,COM,450485.813875221,515773.505213443,0.873417904025132,Not P20
Registered,P20,2008,COM,120384.136678088,141455.494786557,0.851038956526477,P20
Registered,Not P20,2009,COM,450778.173305848,515740.497250352,0.874040676869766,Not P20
Registered,P20,2009,COM,134009.375554467,157511.502749648,0.850791042019738,P20
Registered,Not P20,2010,COM,452275.703289367,515241.949899622,0.877792857079044,Not P20
Registered,P20,2010,COM,146791.650611653,174450.050100379,0.841453760128979,P20
Registered,Not P20,2011,COM,445127.075152164,503875.08491485,0.883407591441807,Not P20
Registered,P20,2011,COM,168599.662548852,202693.91508515,0.831794395396747,P20
Registered,Not P20,2012,COM,450378.781809031,507202.536003567,0.887966344485831,Not P20
Registered,P20,2012,COM,178376.495235918,216668.463996434,0.823269302536128,P20
Registered,Not P20,2013,COM,444427.902590756,499746.701838308,0.889306324495864,Not P20
Registered,P20,2013,COM,199644.289423034,241758.298161692,0.825801186313399,P20
Registered,Not P20,2014,COM,446382.791020495,501565.837495053,0.889978458759959,Not P20
Registered,P20,2014,COM,213224.33488338,257824.162504948,0.82701455446127,P20
Registered,Not P20,2015,COM,446156.125966141,500323.220846057,0.891735796734921,Not P20
Registered,P20,2015,COM,229115.355418515,277100.779153943,0.826830426525903,P20
Registered,Not P20,2016,COM,451570.232507232,506116.806619752,0.892225325460293,Not P20
Registered,P20,2016,COM,239481.996929705,289475.193380249,0.827297130829188,P20
Registered,Not P20,2017,COM,456974.169217232,512484.016400847,0.891684724972578,Not P20
Registered,P20,2017,COM,249973.463640925,301407.983599153,0.829352496426799,P20
Registered,Not P20,2018,COM,462131.037043832,518472.25890019,0.891332234484692,Not P20
Registered,P20,2018,COM,260824.917401926,313849.74109981,0.831050286955562,P20
Registered,Not P20,2000,DOM,13606026.6222512,15797670.4136587,0.861267912671949,Not P20
Registered,P20,2000,DOM,713201.31442268,1144971.58634137,0.622898701531658,P20
Registered,Not P20,2001,DOM,13766132.9079675,16021859.8456318,0.85920942016733,Not P20
Registered,P20,2001,DOM,745877.235471014,1175342.15436818,0.634604342828127,P20
Registered,Not P20,2002,DOM,13954082.2455829,16236582.0007683,0.859422398440916,Not P20
Registered,P20,2002,DOM,791176.100118891,1213367.9992317,0.652049584808452,P20
Registered,Not P20,2003,DOM,14057040.273779,16367585.5248931,0.858834081080557,Not P20
Registered,P20,2003,DOM,902310.188351463,1333048.47510694,0.676877251803676,P20
Registered,Not P20,2004,DOM,14301372.3701975,16522374.9616227,0.865576069022516,Not P20
Registered,P20,2004,DOM,950693.634953674,1426513.03837725,0.666445808329343,P20
Registered,Not P20,2005,DOM,14555895.956859,16697999.0643561,0.871714982181927,Not P20
Registered,P20,2005,DOM,984752.911848454,1496514.93564392,0.658030794343348,P20
Registered,Not P20,2006,DOM,14665438.2174286,16786788.2999886,0.873629782859567,Not P20
Registered,P20,2006,DOM,1102151.73279732,1650583.70001135,0.667734530996363,P20
Registered,Not P20,2007,DOM,14823885.3392108,16992455.0867979,0.872380433756631,Not P20
Registered,P20,2007,DOM,1158837.35031929,1685266.9132021,0.687628375802761,P20
Registered,Not P20,2008,DOM,8746427.21571787,9379596.71550285,0.932495018816912,Not P20
Registered,P20,2008,DOM,342584.476862389,453326.464985012,0.755712501527383,P20
Registered,Not P20,2009,DOM,8902064.46909828,9560492.7931815,0.931130294397292,Not P20
Registered,P20,2009,DOM,326952.901048865,434847.953883441,0.751878669610812,P20
Registered,Not P20,2010,DOM,9052314.70384548,9735630.06769104,0.929812928480794,Not P20
Registered,P20,2010,DOM,312789.849515659,419089.249338851,0.746356175943696,P20
Registered,Not P20,2011,DOM,9096429.8511281,9780441.59485393,0.930063306744173,Not P20
Registered,P20,2011,DOM,415436.414751498,549516.354489559,0.756003731931498,P20
Registered,Not P20,2012,DOM,9189710.37773971,9884188.99428231,0.929738432061109,Not P20
Registered,P20,2012,DOM,461897.623564406,608971.688012857,0.758487845422879,P20
Registered,Not P20,2013,DOM,15181532.5002361,18006370.5936619,0.843120073602165,Not P20
Registered,P20,2013,DOM,1447922.54905923,2090077.40633815,0.692760251208119,P20
Registered,Not P20,2014,DOM,15423168.2207548,18336686.1839044,0.841109896634049,Not P20
Registered,P20,2014,DOM,1385140.47332163,1993669.81609561,0.694769245207453,P20
Registered,Not P20,2015,DOM,15684335.9754157,18659527.0885599,0.840553777219344,Not P20
Registered,P20,2015,DOM,1283618.77506614,1903832.91144013,0.674228692734998,P20
Registered,Not P20,2016,DOM,16068956.3753389,19179865.9848257,0.837803370891745,Not P20
Registered,P20,2016,DOM,1158683.79121762,1615620.01517433,0.717175932666692,P20
Registered,Not P20,2017,DOM,16522022.9917327,19753671.3599448,0.836402645901813,Not P20
Registered,P20,2017,DOM,920599.224095162,1272590.64005521,0.723405622451556,P20
Registered,Not P20,2018,DOM,16956102.7706055,20326284.7684275,0.834195868245588,Not P20
Registered,P20,2018,DOM,654131.264640643,928045.231572487,0.704848473314472,P20
Registered,Not P20,2000,EGY,67935183.6838006,68291644.091482,0.99478032177401,Not P20
Registered,P20,2000,EGY,485200.631229312,539916.908518038,0.898657966762124,P20
Registered,Not P20,2001,EGY,69144478.2831975,69507780.3175651,0.994773217721704,Not P20
Registered,P20,2001,EGY,589114.223036875,644880.682435028,0.913524376032504,P20
Registered,Not P20,2002,EGY,70297215.8638368,70667417.9513778,0.994761346908194,Not P20
Registered,P20,2002,EGY,760799.438713711,817625.048622289,0.930499181740664,P20
Registered,Not P20,2003,EGY,71302234.9691516,71677336.0542848,0.994766810462249,Not P20
Registered,P20,2003,EGY,1088823.3260925,1148760.9457153,0.947824114454485,P20
Registered,Not P20,2004,EGY,72086381.6903655,72453256.0108723,0.994936399815466,Not P20
Registered,P20,2004,EGY,1642612.195193,1718816.98912767,0.955664393349203,P20
Registered,Not P20,2005,EGY,72830287.3017565,73189205.1363305,0.995096027701005,Not P20
Registered,P20,2005,EGY,2242129.19948584,2334363.86366937,0.960488308776958,P20
Registered,Not P20,2006,EGY,73826704.4361716,74186801.2644233,0.995146079597525,Not P20
Registered,P20,2006,EGY,2587741.05583331,2686861.73557692,0.963109125255259,P20
Registered,Not P20,2007,EGY,74802620.7459199,75160402.876521,0.995239752357517,Not P20
Registered,P20,2007,EGY,2962172.74324474,3071723.12347901,0.964335854557687,P20
Registered,Not P20,2008,EGY,75811721.3849342,76171966.6060927,0.995270632527825,Not P20
Registered,P20,2008,EGY,3348638.3593708,3464112.39390726,0.966665621259991,P20
Registered,Not P20,2009,EGY,77603650.560458,77974707.5977463,0.995241315437789,Not P20
Registered,P20,2009,EGY,3046475.3386528,3160090.40225379,0.964046894506575,P20
Registered,Not P20,2010,EGY,79510848.1442505,79904162.2268102,0.995077677162258,Not P20
Registered,P20,2010,EGY,2755998.96512251,2857072.77318949,0.964623299407895,P20
Registered,Not P20,2011,EGY,80865333.4208013,81251914.4420445,0.995242191843751,Not P20
Registered,P20,2011,EGY,3158967.15929535,3277335.55795574,0.963882734444739,P20
Registered,Not P20,2012,EGY,82735195.5429206,83140020.4634452,0.995130805618425,Not P20
Registered,P20,2012,EGY,3170786.94911899,3282219.53655489,0.966049623983148,P20
Registered,Not P20,2013,EGY,83691233.6751741,84085121.9798409,0.995315600484457,Not P20
Registered,P20,2013,EGY,4185306.62342315,4319518.02015902,0.968929080487797,P20
Registered,Not P20,2014,EGY,85019977.9405887,85422866.4503336,0.99528359880104,Not P20
Registered,P20,2014,EGY,4864509.47113199,5001787.54966608,0.97255419644058,P20
Registered,Not P20,2015,EGY,86170921.8983834,86582801.1630567,0.995242943643073,Not P20
Registered,P20,2015,EGY,5719404.29660416,5859745.8369429,0.976049892905943,P20
Registered,Not P20,2016,EGY,85746606.6031363,86155502.0179949,0.995253983723835,Not P20
Registered,P20,2016,EGY,8136270.23107249,8291569.98200557,0.981270163398475,P20
Registered,Not P20,2017,EGY,84487872.2683517,84872760.7683056,0.995465111580327,Not P20
Registered,P20,2017,EGY,11378604.9919564,11569832.2316944,0.983471909020933,P20
Registered,Not P20,2018,EGY,81731391.1767464,82077351.6573552,0.995784945863592,Not P20
Registered,P20,2018,EGY,16104254.241303,16346243.3426446,0.985196041911948,P20
Registered,Not P20,2000,ETH,1401153.18858848,31925676.3786514,0.043887971924862,Not P20
Registered,P20,2000,ETH,385196.286634613,34299127.6213486,0.0112304980723433,P20
Registered,Not P20,2001,ETH,1464879.03990711,34353185.199836,0.0426417239445413,Not P20
Registered,P20,2001,ETH,373654.895316906,33806237.800164,0.0110528387549558,P20
Registered,Not P20,2002,ETH,1534580.37801918,37181168.9494234,0.0412730535746907,Not P20
Registered,P20,2002,ETH,357434.092101422,32960922.0505766,0.0108441775855955,P20
Registered,Not P20,2003,ETH,1579154.56647966,39501698.6633936,0.0399768774486418,Not P20
Registered,P20,2003,ETH,367576.523203056,32668885.3366064,0.0112515783570729,P20
Registered,Not P20,2004,ETH,1624948.59924129,41637520.4155033,0.0390260655059627,Not P20
Registered,P20,2004,ETH,377589.615859691,32601984.5844967,0.0115817984908578,P20
Registered,Not P20,2005,ETH,1690549.94897258,44125733.4855007,0.0383121098605211,Not P20
Registered,P20,2005,ETH,368817.302458914,32220577.5144993,0.0114466384810435,P20
Registered,Not P20,2006,ETH,1738000.45424852,44384970.9190491,0.0391574088764943,Not P20
Registered,P20,2006,ETH,379169.299078013,34104235.0809508,0.0111179534793261,P20
Registered,Not P20,2007,ETH,1765793.94996376,44754715.8426493,0.0394549248434963,Not P20
Registered,P20,2007,ETH,410317.876864226,35919632.1573508,0.0114232204569015,P20
Registered,Not P20,2008,ETH,1814055.23325826,45280718.9009059,0.0400624212090848,Not P20
Registered,P20,2008,ETH,422529.308082548,37635516.0990941,0.0112268769470314,P20
Registered,Not P20,2009,ETH,1848750.59078608,44609495.5381698,0.0414429835729528,Not P20
Registered,P20,2009,ETH,450351.053346549,40624417.4618302,0.0110857233527026,P20
Registered,Not P20,2010,ETH,1854826.9326539,43858142.0565342,0.0422915072476847,Not P20
Registered,P20,2010,ETH,509175.589723834,43781821.9434658,0.0116298401282002,P20
Registered,Not P20,2011,ETH,1856941.15812592,40722556.7393334,0.0455998175657848,Not P20
Registered,P20,2011,ETH,574495.427071041,49417370.2606666,0.011625374317587,P20
Registered,Not P20,2012,ETH,1836470.92156493,40239131.4033354,0.0456389305016834,Not P20
Registered,P20,2012,ETH,664748.651465099,52487839.5966646,0.0126648125846533,P20
Registered,Not P20,2013,ETH,1740212.53373932,37907039.9297713,0.0459073706879603,Not P20
Registered,P20,2013,ETH,832725.952850885,57478745.0702286,0.0144875458194754,P20
Registered,Not P20,2014,ETH,1778307.16412085,37795568.1297099,0.0470506795404665,Not P20
Registered,P20,2014,ETH,867689.60423428,60298684.8702902,0.0143898595151915,P20
Registered,Not P20,2015,ETH,1804984.0272217,37807090.9165927,0.0477419442612955,Not P20
Registered,P20,2015,ETH,914954.07153327,63028367.0834073,0.0145165441192929,P20
Registered,Not P20,2016,ETH,1890136.05097945,41052462.3576231,0.0460419653884286,Not P20
Registered,P20,2016,ETH,904467.307040693,62551038.642377,0.0144596688827472,P20
Registered,Not P20,2017,ETH,1980036.69577613,44076357.3313697,0.0449228751117078,Not P20
Registered,P20,2017,ETH,890000.141722476,62323666.6686302,0.0142802917301791,P20
Registered,Not P20,2018,ETH,2128555.6635836,47319744.9889381,0.0449823992940196,Not P20
Registered,P20,2018,ETH,817670.249763373,61904814.011062,0.0132085083014265,P20
Registered,Not P20,2000,GAB,1062916.39471205,1190580.38131129,0.892771635915387,Not P20
Registered,P20,2000,GAB,33720.3145076386,37779.6186887065,0.892553066389699,P20
Registered,Not P20,2001,GAB,1080416.53463084,1210265.36407173,0.892710447398056,Not P20
Registered,P20,2001,GAB,42684.4049214819,47737.635928273,0.894145763431108,P20
Registered,Not P20,2002,GAB,1097080.58048291,1229491.17370667,0.892304559759817,Not P20
Registered,P20,2002,GAB,53081.8491292219,58823.8262933285,0.90238688086229,P20
Registered,Not P20,2003,GAB,1114573.03846564,1249748.45425775,0.891837901193974,Not P20
Registered,P20,2003,GAB,63834.6874816804,70204.5457422533,0.909267153668952,P20
Registered,Not P20,2004,GAB,1131944.08651807,1269432.70039402,0.891692868922251,Not P20
Registered,P20,2004,GAB,76676.5896339281,84362.2996059754,0.908896390829263,P20
Registered,Not P20,2005,GAB,1150719.17134641,1290923.1721581,0.89139245166906,Not P20
Registered,P20,2005,GAB,90714.1864385402,99625.8278418938,0.910548884798264,P20
Registered,Not P20,2006,GAB,1173935.38805555,1317502.89472471,0.891030594889767,Not P20
Registered,P20,2006,GAB,102854.138601093,112649.10527529,0.913048872867125,P20
Registered,Not P20,2007,GAB,1201174.06546634,1347564.42995369,0.891366704824366,Not P20
Registered,P20,2007,GAB,113489.227118225,125010.570046312,0.90783704990851,P20
Registered,Not P20,2008,GAB,1228836.37850369,1379013.4646674,0.891098172707165,Not P20
Registered,P20,2008,GAB,126862.853332624,139526.5353326,0.909238182043377,P20
Registered,Not P20,2009,GAB,1265881.55136167,1420872.56154237,0.890918429720071,Not P20
Registered,P20,2009,GAB,134802.318939082,148055.438457629,0.910485425887682,P20
Registered,Not P20,2010,GAB,1306615.83252726,1466937.88346775,0.89070972074053,Not P20
Registered,P20,2010,GAB,143359.374180917,157202.116532249,0.911943028143059,P20
Registered,Not P20,2011,GAB,1352680.82233962,1518838.98393661,0.890601858818287,Not P20
Registered,P20,2011,GAB,151302.197814331,165796.016063394,0.912580419040218,P20
Registered,Not P20,2012,GAB,1410024.29694705,1582871.60458322,0.890801435103336,Not P20
Registered,P20,2012,GAB,152030.402539189,166810.395416778,0.911396451997723,P20
Registered,Not P20,2013,GAB,1465004.36633597,1644508.88780545,0.890846122632379,Not P20
Registered,P20,2013,GAB,157212.867910121,172562.112194553,0.911050901676916,P20
Registered,Not P20,2014,GAB,1529105.44829604,1715595.46198146,0.891297209733799,Not P20
Registered,P20,2014,GAB,152685.095866946,168204.538018542,0.907734700059724,P20
Registered,Not P20,2015,GAB,1590920.5702255,1784596.90346907,0.891473344559162,Not P20
Registered,P20,2015,GAB,147905.153205137,163089.096530927,0.906897863506709,P20
Registered,Not P20,2016,GAB,1640082.87686022,1839744.15709676,0.891473344559162,Not P20
Registered,P20,2016,GAB,152475.688422804,168128.842903241,0.906897863506709,P20
Registered,Not P20,2017,GAB,1687199.56666912,1892523.90921561,0.891507662573421,Not P20
Registered,P20,2017,GAB,156201.960441112,172299.090784395,0.906574490497887,P20
Registered,Not P20,2018,GAB,1731899.90304744,1942638.90878798,0.891519208851827,Not P20
Registered,P20,2018,GAB,160114.459135921,176636.091212017,0.90646513992282,P20
Registered,Not P20,2000,GHA,21021760.5019893,28163681.2525693,0.746413805548646,Not P20
Registered,P20,2000,GHA,6255372.27866788,10394030.7474307,0.601823530319471,P20
Registered,Not P20,2001,GHA,21518003.272186,28799201.4233541,0.747173609291001,Not P20
Registered,P20,2001,GHA,6447771.83299374,10714654.5766459,0.601771320472389,P20
Registered,Not P20,2002,GHA,21993206.8153199,29444396.436011,0.746940317255811,Not P20
Registered,P20,2002,GHA,6644172.26761978,11048365.563989,0.601371508675978,P20
Registered,Not P20,2003,GHA,22523697.6688078,30179330.1611603,0.746328614602419,Not P20
Registered,P20,2003,GHA,6811993.40373603,11321267.8388397,0.601698811538246,P20
Registered,Not P20,2004,GHA,23091961.1217781,30916771.7473843,0.746907255080142,Not P20
Registered,P20,2004,GHA,6997510.92111943,11627874.2526157,0.60178763281219,P20
Registered,Not P20,2005,GHA,23680499.5264156,31673829.7350684,0.747636131294763,Not P20
Registered,P20,2005,GHA,7193081.87238883,11955454.2649315,0.601656926871279,P20
Registered,Not P20,2006,GHA,24437013.983627,32712520.9835938,0.747023257421303,Not P20
Registered,P20,2006,GHA,7234943.42410919,12045589.0164062,0.600630107357565,P20
Registered,Not P20,2007,GHA,25142740.208984,33693882.1490984,0.746210843194772,Not P20
Registered,P20,2007,GHA,7401188.51259657,12234009.8509016,0.604968330318217,P20
Registered,Not P20,2008,GHA,25931075.2154579,34805915.6409501,0.745019193948437,Not P20
Registered,P20,2008,GHA,7360941.22319103,12321734.35905,0.597394896586504,P20
Registered,Not P20,2009,GHA,20563639.0672207,27528158.8435797,0.747003792882308,Not P20
Registered,P20,2009,GHA,5940305.52739543,10030151.7179518,0.59224483282377,P20
Registered,Not P20,2010,GHA,20350758.5854199,27284613.5324033,0.745869409557562,Not P20
Registered,P20,2010,GHA,5892674.61859081,9957345.44518177,0.591791723108512,P20
Registered,Not P20,2011,GHA,20447621.0745723,27633296.8301694,0.73996313940536,Not P20
Registered,P20,2011,GHA,5474156.99812732,9251442.90493968,0.591708456116015,P20
Registered,Not P20,2012,GHA,20370887.315372,27675297.5789976,0.736067507755768,Not P20
Registered,P20,2012,GHA,5153645.04615172,8686301.48588717,0.59330718079783,P20
Registered,Not P20,2013,GHA,19877517.7130732,27020453.6910024,0.735647074634143,Not P20
Registered,P20,2013,GHA,5258429.4783475,8831537.33426168,0.595414963366296,P20
Registered,Not P20,2014,GHA,28750108.5459438,39678750.4144399,0.724571924409218,Not P20
Registered,P20,2014,GHA,8926261.97252589,14770193.5855601,0.604342923524886,P20
Registered,Not P20,2015,GHA,28899260.6933086,39648571.1139021,0.728885301068911,Not P20
Registered,P20,2015,GHA,9649767.94420235,16049838.8860979,0.601237682987636,P20
Registered,Not P20,2016,GHA,29505898.35903,40491146.1031989,0.728700004782006,Not P20
Registered,P20,2016,GHA,9938585.61394986,16472745.8968011,0.603335089135315,P20
Registered,Not P20,2017,GHA,30218848.3377532,41472230.721362,0.728652590230402,Not P20
Registered,P20,2017,GHA,10130995.9288151,16770711.278638,0.604088625729286,P20
Registered,Not P20,2018,GHA,30878526.0761612,42387140.4307091,0.728488068843398,Not P20
Registered,P20,2018,GHA,10360328.2606253,17147075.5692909,0.604203802494454,P20
Registered,Not P20,2000,GIN,6575014.20247902,8945102.03681404,0.735040715625066,Not P20
Registered,P20,2000,GIN,4020006.33060656,7536357.96318597,0.53341499305682,P20
Registered,Not P20,2001,GIN,6560262.17600109,8802490.08878145,0.745273452152134,Not P20
Registered,P20,2001,GIN,4291670.56756813,8031671.91121856,0.534343361507779,P20
Registered,Not P20,2002,GIN,6479062.37419889,8573246.97276709,0.755730284544424,Not P20
Registered,P20,2002,GIN,4612613.6003556,8598901.02723293,0.536418966301314,P20
Registered,Not P20,2003,GIN,6404485.90991311,8407361.70325058,0.761771187676737,Not P20
Registered,P20,2003,GIN,4898123.08200157,9098824.29674942,0.538324834314191,P20
Registered,Not P20,2004,GIN,6245765.30298026,8157824.27305776,0.765616553375351,Not P20
Registered,P20,2004,GIN,5291730.84883344,9693661.72694222,0.545895967684306,P20
Registered,Not P20,2005,GIN,6146792.81206973,7942599.97597139,0.773901849604098,Not P20
Registered,P20,2005,GIN,5608877.98330838,10276562.0240286,0.545793230283994,P20
Registered,Not P20,2006,GIN,6327980.73348036,8203664.10413713,0.771360291347027,Not P20
Registered,P20,2006,GIN,5685112.22273573,10411185.8958629,0.546058084026224,P20
Registered,Not P20,2007,GIN,6450214.56917017,8417496.24096917,0.766286599306816,Not P20
Registered,P20,2007,GIN,5826868.5269365,10618827.7590308,0.548729921905081,P20
Registered,Not P20,2008,GIN,6651536.33350238,8680491.54204243,0.766262636313489,Not P20
Registered,P20,2008,GIN,5874116.07263446,10797092.4579576,0.544046102736221,P20
Registered,Not P20,2009,GIN,6509166.41865949,8407726.32100481,0.774188665299179,Not P20
Registered,P20,2009,GIN,6332623.97983051,11521211.6789952,0.549649130340674,P20
Registered,Not P20,2010,GIN,6302991.1384941,8084695.67490875,0.779620086140749,Not P20
Registered,P20,2010,GIN,6834960.65540943,12299656.3250913,0.555703385099154,P20
Registered,Not P20,2011,GIN,6957041.36682643,9062635.05519544,0.767662089939072,Not P20
Registered,P20,2011,GIN,6441089.25518531,11778306.9448046,0.546860366720744,P20
Registered,Not P20,2012,GIN,7842610.00028798,10551029.3075248,0.74330283536363,Not P20
Registered,P20,2012,GIN,5750810.30411765,10753028.6924752,0.534808421755816,P20
Registered,Not P20,2013,GIN,5399142.20299256,7028747.75846835,0.76815136757292,Not P20
Registered,P20,2013,GIN,4345322.21738993,8517940.43273911,0.510137661997315,P20
Registered,Not P20,2014,GIN,5333647.42052257,6925884.01102539,0.770103486000038,Not P20
Registered,P20,2014,GIN,4495231.9381364,8754924.49901202,0.513451822302258,P20
Registered,Not P20,2015,GIN,5285518.05717726,6859085.06467033,0.770586456844197,Not P20
Registered,P20,2015,GIN,4653496.61275052,9016294.51027929,0.516120742001624,P20
Registered,Not P20,2016,GIN,5567939.9302135,7314784.202011,0.761189910248173,Not P20
Registered,P20,2016,GIN,4486870.49101219,8735190.56243472,0.513654562993482,P20
Registered,Not P20,2017,GIN,5814857.83013064,7772616.39547271,0.74812103598958,Not P20
Registered,P20,2017,GIN,4310249.34663574,8427575.04669404,0.511445976185826,P20
Registered,Not P20,2018,GIN,9982903.48506724,13592071.4241329,0.734465202069379,Not P20
Registered,P20,2018,GIN,5672384.82742,11236564.5758671,0.50481486482111,P20
Registered,Not P20,2000,GMB,443111.149904514,588919.752497728,0.752413462148603,Not P20
Registered,P20,2000,GMB,528524.113316356,728783.247502271,0.725214410632716,P20
Registered,Not P20,2001,GMB,421232.238320259,559131.94426314,0.753368221297723,Not P20
Registered,P20,2001,GMB,581646.148531604,800942.055736859,0.72620253158825,P20
Registered,Not P20,2002,GMB,394051.497368051,524231.623532982,0.751674411994452,Not P20
Registered,P20,2002,GMB,641409.07786461,880029.376467018,0.72884962140653,P20
Registered,Not P20,2003,GMB,469166.591638695,622727.276684498,0.753406200763542,Not P20
Registered,P20,2003,GMB,599965.268139663,827197.723315502,0.725298500260535,P20
Registered,Not P20,2004,GMB,548712.20234108,727264.41212463,0.754487904527148,Not P20
Registered,P20,2004,GMB,554782.595471583,769262.58787537,0.721187542739912,P20
Registered,Not P20,2005,GMB,633182.774484664,843333.917124393,0.750809094271573,Not P20
Registered,P20,2005,GMB,505126.232081953,700407.082875608,0.721189497410699,P20
Registered,Not P20,2006,GMB,674638.572733195,898858.38532366,0.750550457945911,Not P20
Registered,P20,2006,GMB,498845.954111272,692586.614676338,0.72026508098831,P20
Registered,Not P20,2007,GMB,719724.264844171,958588.850398125,0.750816436624787,Not P20
Registered,P20,2007,GMB,489451.204227555,681259.149601876,0.7184508340381,P20
Registered,Not P20,2008,GMB,761152.376790162,1013917.74711125,0.750704264679021,Not P20
Registered,P20,2008,GMB,484476.475561292,675367.252888747,0.717352630719126,P20
Registered,Not P20,2009,GMB,824414.831415086,1098297.36731998,0.750629889450423,Not P20
Registered,P20,2009,GMB,458815.490017553,641981.632680022,0.714686319143086,P20
Registered,Not P20,2010,GMB,888942.473552358,1184797.75557101,0.750290477317735,Not P20
Registered,P20,2010,GMB,433307.280350163,608398.244428986,0.712209945242108,P20
Registered,Not P20,2011,GMB,834410.766523538,1110946.43745107,0.75108100480343,Not P20
Registered,P20,2011,GMB,528358.231358277,737200.562548931,0.716708936753161,P20
Registered,Not P20,2012,GMB,921232.297189222,1229654.42767177,0.749179831713765,Not P20
Registered,P20,2012,GMB,483466.534356013,675356.57232823,0.715868556204772,P20
Registered,Not P20,2013,GMB,978387.881337179,1304135.12950616,0.750219712053665,Not P20
Registered,P20,2013,GMB,469594.596030422,659575.870493842,0.71196448663112,P20
Registered,Not P20,2014,GMB,1040224.46467455,1384526.10519731,0.751321669392656,Not P20
Registered,P20,2014,GMB,452244.30973068,639515.894802693,0.707166644966986,P20
Registered,Not P20,2015,GMB,1098644.77984866,1463762.26303961,0.750562306181636,Not P20
Registered,P20,2015,GMB,439406.761463672,622097.736960388,0.706330750551583,P20
Registered,Not P20,2016,GMB,1130864.55875391,1506706.12183106,0.750554167377779,Not P20
Registered,P20,2016,GMB,453847.047703108,642432.87816894,0.706450530671253,P20
Registered,Not P20,2017,GMB,1161962.39839417,1548856.36080175,0.750206686559811,Not P20
Registered,P20,2017,GMB,470497.632001985,665037.639198246,0.707475192786391,P20
Registered,Not P20,2018,GMB,1195099.09532026,1592867.91913444,0.750281351619961,Not P20
Registered,P20,2018,GMB,486180.758288959,687234.080865558,0.707445645996811,P20
Registered,Not P20,2000,GUY,1099082.92603111,1237768.46783174,0.887955182730122,Not P20
Registered,P20,2000,GUY,217968.211127436,255661.532168264,0.852565535686379,P20
Registered,Not P20,2001,GUY,1088734.70827537,1225445.99307826,0.888439567655301,Not P20
Registered,P20,2001,GUY,225018.091642639,264966.006921738,0.849233810241561,P20
Registered,Not P20,2002,GUY,1083076.79441978,1220626.51870399,0.887312194044202,Not P20
Registered,P20,2002,GUY,228735.363586402,268951.481296006,0.850470733547131,P20
Registered,Not P20,2003,GUY,1066603.07519419,1204367.21603351,0.885612843819321,Not P20
Registered,P20,2003,GUY,244978.555283756,285918.783966491,0.856811685770412,P20
Registered,Not P20,2004,GUY,1056256.51601598,1192864.56263751,0.885478996610078,Not P20
Registered,P20,2004,GUY,254698.4858298,298609.437362492,0.852948547371638,P20
Registered,Not P20,2005,GUY,1041053.55341994,1177135.80869484,0.88439545015135,Not P20
Registered,P20,2005,GUY,269078.706011102,315190.191305165,0.853702664086338,P20
Registered,Not P20,2006,GUY,812499.116077896,898238.294315363,0.904547402643508,Not P20
Registered,P20,2006,GUY,204965.545949673,232321.068231314,0.882251220305149,P20
Registered,Not P20,2007,GUY,786847.798546513,873095.059545044,0.90121664295813,Not P20
Registered,P20,2007,GUY,190553.982580487,216711.912879896,0.879296297320274,P20
Registered,Not P20,2008,GUY,763992.995791788,849841.61867004,0.898982797509257,Not P20
Registered,P20,2008,GUY,178768.538066843,204667.070115011,0.873460190573818,P20
Registered,Not P20,2009,GUY,1074519.05030652,1186470.78523072,0.905643074976823,Not P20
Registered,P20,2009,GUY,280218.371369928,308965.214769275,0.906957670232184,P20
Registered,Not P20,2010,GUY,1076987.92724733,1189196.8889343,0.905643074976823,Not P20
Registered,P20,2010,GUY,280862.217261044,309675.111065705,0.906957670232184,P20
Registered,Not P20,2011,GUY,1076819.98136193,1188193.91550413,0.906266197218366,Not P20
Registered,P20,2011,GUY,286484.568796225,315862.084495873,0.906992585873244,P20
Registered,Not P20,2012,GUY,1086105.26441855,1197568.93950408,0.906925045056955,Not P20
Registered,P20,2012,GUY,283776.099565898,313229.060495916,0.905969896652032,P20
Registered,Not P20,2013,GUY,1089114.03842653,1200552.29507244,0.907177507299523,Not P20
Registered,P20,2013,GUY,288495.471777441,318017.704927562,0.907167957341098,P20
Registered,Not P20,2014,GUY,1095529.47359672,1207334.69442502,0.907395007080823,Not P20
Registered,P20,2014,GUY,289687.103026998,319425.305574973,0.906900918527898,P20
Registered,Not P20,2015,GUY,1098036.4849231,1210094.82604049,0.907397057894997,Not P20
Registered,P20,2015,GUY,292805.940600094,324769.173959509,0.901581689635974,P20
Registered,Not P20,2016,GUY,1100925.54924969,1213272.1770749,0.907401958152481,Not P20
