educ.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Urban,2001,EGY,17174176.0674575,21787538.529911,0.788256830567618,Not P20 Urban
Completed secondary education,P20,Rural,2001,EGY,100629.370027146,508170.09110961,0.198023008019653,P20 Rural
Completed secondary education,P20,Urban,2001,EGY,92978.7518854485,136710.591325418,0.680113742351733,P20 Urban
Completed secondary education,Not P20,Rural,2002,EGY,33472754.9051947,48450217.8139092,0.69086902836555,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,EGY,17499757.5301127,22193882.7799249,0.788494636276163,Not P20 Urban
Completed secondary education,P20,Rural,2002,EGY,151664.061593959,670860.035097154,0.226074074560121,P20 Rural
Completed secondary education,P20,Urban,2002,EGY,95345.5943203159,146765.013525135,0.649647978290052,P20 Urban
Completed secondary education,Not P20,Rural,2003,EGY,33987842.8920042,49044546.5060274,0.69299943242063,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,EGY,17826848.0743852,22609034.7588498,0.788483376868061,Not P20 Urban
Completed secondary education,P20,Rural,2003,EGY,267367.631461365,998039.048216225,0.267892956632534,P20 Rural
Completed secondary education,P20,Urban,2003,EGY,98337.8538790146,150721.897499074,0.652445699733968,P20 Urban
Completed secondary education,Not P20,Rural,2004,EGY,34400406.7200929,49402523.402539,0.6963289393093,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,EGY,18156324.8780614,23026538.7815787,0.788495615875474,Not P20 Urban
Completed secondary education,P20,Rural,2004,EGY,487910.521140873,1564952.01823091,0.311773470021418,P20 Rural
Completed secondary education,P20,Urban,2004,EGY,100155.339597255,153864.970896756,0.650930091583089,P20 Urban
Completed secondary education,Not P20,Rural,2005,EGY,34762934.2243738,49738155.3020725,0.698918848382085,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,EGY,18484839.4004189,23426415.1696146,0.789059669035272,Not P20 Urban
Completed secondary education,P20,Rural,2005,EGY,761086.176973279,2158003.06330479,0.352680767657365,P20 Rural
Completed secondary education,P20,Urban,2005,EGY,104293.782032027,176360.800364581,0.591366005463948,P20 Urban
Completed secondary education,Not P20,Rural,2006,EGY,35191984.9327664,50318122.9370266,0.699389859530519,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,EGY,18814220.7161701,23843603.2821754,0.789067847401862,Not P20 Urban
Completed secondary education,P20,Rural,2006,EGY,967079.169967936,2505754.98609754,0.385943228820654,P20 Rural
Completed secondary education,P20,Urban,2006,EGY,107220.347213048,181106.74947938,0.59202844466741,P20 Urban
Completed secondary education,Not P20,Rural,2007,EGY,35607681.2118492,50873199.9660765,0.699930046381853,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,EGY,19144180.0799606,24261684.7548026,0.789070514823625,Not P20 Urban
Completed secondary education,P20,Rural,2007,EGY,1190363.11871933,2884148.2884286,0.412726045846933,P20 Rural
Completed secondary education,P20,Urban,2007,EGY,111628.783631165,187574.835050416,0.595115989845662,P20 Urban
Completed secondary education,Not P20,Rural,2008,EGY,36079409.4559202,51471967.9801817,0.700952593648875,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,EGY,19477978.1062031,24674022.5216871,0.789412350138006,Not P20 Urban
Completed secondary education,P20,Rural,2008,EGY,1379012.23333128,3250109.14228171,0.424297207558747,P20 Rural
Completed secondary education,P20,Urban,2008,EGY,123395.322788076,214003.251625537,0.576604896658269,P20 Urban
Completed secondary education,Not P20,Rural,2009,EGY,36947260.7098646,52786368.7032628,0.699939427876971,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,EGY,19854492.8162022,25161873.9304182,0.789070514823624,Not P20 Urban
Completed secondary education,P20,Rural,2009,EGY,1216113.42054988,2965555.91712809,0.410079409909622,P20 Rural
Completed secondary education,P20,Urban,2009,EGY,115770.582674697,194534.485125699,0.595115989845662,P20 Urban
Completed secondary education,Not P20,Rural,2010,EGY,37897972.4658445,54205723.0239472,0.699150760319197,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,EGY,20256300.8847653,25671443.7192453,0.789059669035273,Not P20 Urban
Completed secondary education,P20,Rural,2010,EGY,1030428.820126,2663810.75131972,0.386825084933491,P20 Rural
Completed secondary education,P20,Urban,2010,EGY,114288.589881013,193262.021869772,0.591366005463948,P20 Urban
Completed secondary education,Not P20,Rural,2011,EGY,38502567.8993926,55009182.2455306,0.699929835850649,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,EGY,20685732.9837648,26215160.0127054,0.789075213492469,Not P20 Urban
Completed secondary education,P20,Rural,2011,EGY,1257454.58458944,3075246.26587318,0.408895573191567,P20 Rural
Completed secondary education,P20,Urban,2011,EGY,120030.129240294,202089.292082561,0.593946012692535,P20 Urban
Completed secondary education,Not P20,Rural,2012,EGY,39409761.37681,56309595.4905175,0.699876478129674,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,EGY,21148979.5603159,26802235.3239432,0.789075213492469,Not P20 Urban
Completed secondary education,P20,Rural,2012,EGY,1240666.79469383,3075604.55651202,0.403389568423857,P20 Rural
Completed secondary education,P20,Urban,2012,EGY,122718.143559013,206614.980042875,0.593946012692535,P20 Urban
Completed secondary education,Not P20,Rural,2013,EGY,39821388.3604452,56677729.1543874,0.702593222321481,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,EGY,21617744.4527503,27378556.5470814,0.789586712344583,Not P20 Urban
Completed secondary education,P20,Rural,2013,EGY,1761501.27939344,4069680.6730555,0.432835256843608,P20 Rural
Completed secondary education,P20,Urban,2013,EGY,141894.937525763,249837.347103522,0.56794926447473,P20 Urban
Completed secondary education,Not P20,Rural,2014,EGY,40497928.3735834,57447325.2551846,0.704957597132488,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,EGY,22106159.126961,27946046.018262,0.79102994078358,Not P20 Urban
Completed secondary education,P20,Rural,2014,EGY,2035115.23139691,4688140.88146519,0.434098565476743,P20 Rural
Completed secondary education,P20,Urban,2014,EGY,150680.141096456,313646.668200898,0.480413651325451,P20 Urban
Completed secondary education,Not P20,Rural,2015,EGY,40981110.7755122,57987553.7915196,0.706722530887404,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,EGY,22598197.1331956,28565093.987974,0.791112297502311,Not P20 Urban
Completed secondary education,P20,Rural,2015,EGY,2501089.139861,5534511.20531381,0.451907864502948,P20 Rural
Completed secondary education,P20,Urban,2015,EGY,155319.956389873,325234.631629088,0.477562784786729,P20 Urban
Completed secondary education,Not P20,Rural,2016,EGY,40678353.8716045,57100179.6380307,0.712403255637244,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,EGY,23038538.2556212,29024515.1501665,0.793761347482458,Not P20 Urban
Completed secondary education,P20,Rural,2016,EGY,3746714.44813411,7799298.37337249,0.480391218385199,P20 Rural
Completed secondary education,P20,Urban,2016,EGY,208366.298115337,492271.608633075,0.423275066977603,P20 Urban
Completed secondary education,Not P20,Rural,2017,EGY,40029244.6071485,55389161.8089789,0.722690925441294,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,EGY,23445485.3977079,29452140.8202666,0.796053690656488,Not P20 Urban
Completed secondary education,P20,Rural,2017,EGY,5334456.90556482,10881542.1019502,0.490229864074944,P20 Rural
Completed secondary education,P20,Urban,2017,EGY,292590.404005292,688290.12974418,0.42509748630863,P20 Urban
Completed secondary education,Not P20,Rural,2018,EGY,38881743.0583342,52188374.7271603,0.745026900370189,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,EGY,23863610.2636137,29856872.617754,0.799266908129671,Not P20 Urban
Completed secondary education,P20,Rural,2018,EGY,7413762.34546787,15443578.3259289,0.480054699047342,P20 Rural
Completed secondary education,P20,Urban,2018,EGY,362063.125187858,902665.016715567,0.401104638468498,P20 Urban
Completed secondary education,Not P20,Rural,2000,ETH,958390.415892577,25118009.9378883,0.0381555074730236,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,ETH,2458181.57189993,6718696.34265598,0.365871807048833,Not P20 Urban
Completed secondary education,P20,Rural,2000,ETH,172510.283190488,33625495.4438631,0.00513034175149892,P20 Rural
Completed secondary education,P20,Urban,2000,ETH,9144.65078209705,603066.889789073,0.0151635762747569,P20 Urban
Completed secondary education,Not P20,Rural,2001,ETH,986387.785397871,27333909.8894367,0.0360865968091548,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,ETH,2529992.20005139,6927706.1371445,0.365199122186527,Not P20 Urban
Completed secondary education,P20,Rural,2001,ETH,177549.809944779,33125664.0160983,0.00535988681943082,P20 Rural
Completed secondary education,P20,Urban,2001,ETH,9411.79260937086,607947.079225442,0.0154812695561627,P20 Urban
Completed secondary education,Not P20,Rural,2002,ETH,1015080.50918603,29917279.7396423,0.0339295724083157,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,ETH,2603586.34675201,7169656.40967021,0.363139625943632,Not P20 Urban
Completed secondary education,P20,Rural,2002,ETH,182714.50047603,32300983.6793902,0.00565662341090285,P20 Rural
Completed secondary education,P20,Urban,2002,ETH,9685.56928188225,585199.050990939,0.0165508971101052,P20 Urban
Completed secondary education,Not P20,Rural,2003,ETH,1046892.36472378,32027163.4002097,0.0326876392904944,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,ETH,2679457.5224635,7377577.2723541,0.363189353841701,Not P20 Urban
Completed secondary education,P20,Rural,2003,ETH,185542.598750526,31990437.7633685,0.00579993934821942,P20 Rural
Completed secondary education,P20,Urban,2003,ETH,9389.61114938879,601546.80924056,0.0156091113860997,P20 Urban
Completed secondary education,Not P20,Rural,2004,ETH,1076903.72777603,33921596.5947434,0.0317468467254547,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,ETH,2756269.78626384,7613208.8245838,0.36203785417833,Not P20 Urban
Completed secondary education,P20,Rural,2004,ETH,190861.56608699,31931203.233944,0.00597727447627458,P20 Rural
Completed secondary education,P20,Urban,2004,ETH,9658.78402581729,594653.566430892,0.0162427076386496,P20 Urban
Completed secondary education,Not P20,Rural,2005,ETH,1108358.10001369,36178599.6672211,0.0306357379834658,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,ETH,2834488.59609184,7841503.92429775,0.361472572539162,Not P20 Urban
Completed secondary education,P20,Rural,2005,ETH,195384.474782203,31543004.0253375,0.00619422533837476,P20 Rural
Completed secondary education,P20,Urban,2005,ETH,9932.88585527179,599285.312505641,0.0165745524677418,P20 Urban
Completed secondary education,Not P20,Rural,2006,ETH,1138780.26175432,36227363.5340332,0.03143425716543,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,ETH,2914047.27234697,8049012.66184057,0.36203785417833,Not P20 Urban
Completed secondary education,P20,Rural,2006,ETH,201555.874776559,33395056.1120921,0.00603550040760606,P20 Rural
Completed secondary education,P20,Urban,2006,ETH,10211.682972723,628693.392745938,0.0162427076386496,P20 Urban
Completed secondary education,Not P20,Rural,2007,ETH,1170246.30076804,36393474.8482973,0.0321553878997842,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,ETH,2995174.44141007,8249622.99061755,0.363068038965724,Not P20 Urban
Completed secondary education,P20,Rural,2007,ETH,207404.836580293,35167235.1827552,0.00589767252109705,P20 Rural
Completed secondary education,P20,Urban,2007,ETH,10495.9765525865,669670.677475085,0.0156733405024695,P20 Urban
Completed secondary education,Not P20,Rural,2008,ETH,1199945.03790297,36693282.1912634,0.0327020360742947,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,ETH,3078408.36655973,8476042.4114785,0.363189353841701,Not P20 Urban
Completed secondary education,P20,Rural,2008,ETH,215990.117251824,36856052.8427378,0.00586037029449241,P20 Rural
Completed secondary education,P20,Urban,2008,ETH,10787.6528284895,691112.553536916,0.0156091113860997,P20 Urban
Completed secondary education,Not P20,Rural,2009,ETH,1233485.95079604,35805712.089196,0.0344494182303453,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,ETH,3163775.8299371,8689275.45282067,0.364101224217732,Not P20 Urban
Completed secondary education,P20,Rural,2009,ETH,222027.481864097,39799476.9729449,0.00557865325755483,P20 Rural
Completed secondary education,P20,Urban,2009,ETH,11769.5232314563,734120.203598627,0.0160321472883631,P20 Urban
Completed secondary education,Not P20,Rural,2010,ETH,1268305.77779846,34833873.540116,0.0364101275253764,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,ETH,3253085.42199344,8906528.09705512,0.365247309225808,Not P20 Urban
Completed secondary education,P20,Rural,2010,ETH,228295.051027167,42905559.2091375,0.00532087345405226,P20 Rural
Completed secondary education,P20,Urban,2010,ETH,12101.7627373508,782878.701461146,0.0154580303625125,P20 Urban
Completed secondary education,Not P20,Rural,2011,ETH,1265283.81049515,31483780.9274137,0.0401884326857783,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,ETH,3345449.05563005,9117676.80272429,0.366919022028776,Not P20 Urban
Completed secondary education,P20,Rural,2011,ETH,274008.120962981,48473198.4369221,0.00565277575647388,P20 Rural
Completed secondary education,P20,Urban,2011,ETH,12878.8240227614,848123.976148223,0.0151850724480764,P20 Urban
Completed secondary education,Not P20,Rural,2012,ETH,1301597.85022406,30781666.7284109,0.0422848399246266,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,ETH,3441464.48624687,9332890.08642054,0.368745849825687,Not P20 Urban
Completed secondary education,P20,Rural,2012,ETH,281872.239438343,51470102.8649277,0.00547642658065123,P20 Rural
Completed secondary education,P20,Urban,2012,ETH,13248.4502863276,918932.280978204,0.014417221552196,P20 Urban
Completed secondary education,Not P20,Rural,2013,ETH,1333645.9635071,28188587.0260212,0.0473115577689649,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,ETH,3540143.58530356,9590306.31611385,0.369137696817393,Not P20 Urban
Completed secondary education,P20,Rural,2013,ETH,295227.878672745,56421635.0667476,0.00523252965504254,P20 Rural
Completed secondary education,P20,Urban,2013,ETH,13628.330753895,955472.475634753,0.014263446725497,P20 Urban
Completed secondary education,Not P20,Rural,2014,ETH,1371514.68173894,27817826.941175,0.0493034443214854,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,ETH,3640665.54060539,9846475.18387756,0.369743027085119,Not P20 Urban
Completed secondary education,P20,Rural,2014,ETH,303610.839111693,59194892.3267354,0.00512900399304497,P20 Rural
Completed secondary education,P20,Urban,2014,ETH,14015.3055818564,998749.740148821,0.0140328502911731,P20 Urban
Completed secondary education,Not P20,Rural,2015,ETH,1409555.52955196,27554209.0657256,0.051155724564248,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,ETH,3742402.49540166,10117947.6697643,0.369877629095195,Not P20 Urban
