birth.reg,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Registered,P20,Male,2011,HTI,5073289.12204099,6831829.47990783,0.742595982080839,P20 Male
Registered,Not P20,Female,2011,HTI,4302006.38587972,4823522.36404522,0.891880675820453,Not P20 Female
Registered,P20,Female,2011,HTI,5280293.32191799,6818234.36182473,0.774437052425527,P20 Female
Registered,Not P20,Male,2012,HTI,7677226.77998912,9693715.8566228,0.791979762305907,Not P20 Male
Registered,P20,Male,2012,HTI,3303259.35281742,4897398.38446977,0.674492678253916,P20 Male
Registered,Not P20,Female,2012,HTI,8204252.21281156,9898284.69877039,0.828855954590873,Not P20 Female
Registered,P20,Female,2012,HTI,3483591.81038703,5061027.75761105,0.688317072584361,P20 Female
Registered,Not P20,Male,2013,HTI,5839346.69630542,7343901.99154747,0.795128625494495,Not P20 Male
Registered,P20,Male,2013,HTI,2798223.61323404,4053937.49106946,0.690248337424622,P20 Male
Registered,Not P20,Female,2013,HTI,5857565.38615773,7096576.43979186,0.825407213725374,Not P20 Female
Registered,P20,Female,2013,HTI,2872580.5940776,4186876.62661855,0.686091530811974,P20 Female
Registered,Not P20,Male,2014,HTI,5801100.4502285,7256768.46060578,0.799405476655408,Not P20 Male
Registered,P20,Male,2014,HTI,2940770.17020539,4255898.54627805,0.690986906343716,P20 Male
Registered,Not P20,Female,2014,HTI,5884235.89435576,7102960.44305802,0.828420197680622,Not P20 Female
Registered,P20,Female,2014,HTI,2978865.11516999,4341336.24083277,0.686163187995448,P20 Female
Registered,Not P20,Male,2015,HTI,5768233.25799151,7155609.62377231,0.806113463600408,Not P20 Male
Registered,P20,Male,2015,HTI,3128946.63460883,4511650.47531404,0.693525939504663,P20 Male
Registered,Not P20,Female,2015,HTI,5801903.17448702,6991063.18141576,0.829902837941751,Not P20 Female
Registered,P20,Female,2015,HTI,3162837.46077334,4578420.81649083,0.690814057410635,P20 Female
Registered,Not P20,Male,2016,HTI,5801757.79718616,7145642.09919422,0.811929525247339,Not P20 Male
Registered,P20,Male,2016,HTI,3284792.86949566,4701447.35957533,0.698676943134458,P20 Male
Registered,Not P20,Female,2016,HTI,5840249.34364375,7045244.02358614,0.828963386376924,Not P20 Female
Registered,P20,Female,2016,HTI,3278851.9656592,4726962.59634894,0.69364880699326,P20 Female
Registered,Not P20,Male,2017,HTI,7939106.30163853,9906423.05667392,0.801409979789828,Not P20 Male
Registered,P20,Male,2017,HTI,4685519.78090211,6656125.94305703,0.703940974222332,P20 Male
Registered,Not P20,Female,2017,HTI,7863042.51998564,9745177.42527458,0.806864993508734,Not P20 Female
Registered,P20,Female,2017,HTI,4517456.26481518,6639371.57499446,0.680404193949477,P20 Female
Registered,Not P20,Male,2018,HTI,7907746.83814542,9857910.33994768,0.802172728849082,Not P20 Male
Registered,P20,Male,2018,HTI,4896736.21460078,7029008.4625619,0.696646794591573,P20 Male
Registered,Not P20,Female,2018,HTI,7811953.24746819,9599192.6486526,0.813813570932418,Not P20 Female
Registered,P20,Female,2018,HTI,4669238.04885979,6883416.54883782,0.678331467481528,P20 Female
Registered,Not P20,Male,2000,IDN,149694810.768113,219658833.135816,0.681487780987871,Not P20 Male
Registered,P20,Male,2000,IDN,40368138.1330903,93332487.7267738,0.43251968437042,P20 Male
Registered,Not P20,Female,2000,IDN,153793163.378562,230982578.543359,0.665821484669646,Not P20 Female
Registered,P20,Female,2000,IDN,46864363.6750105,90565025.4654477,0.517466466046434,P20 Female
Registered,Not P20,Male,2001,IDN,159300545.418894,238707997.495183,0.667344819153404,Not P20 Male
Registered,P20,Male,2001,IDN,38177525.2097088,86299035.9207554,0.442386462402263,P20 Male
Registered,Not P20,Female,2001,IDN,163270295.53583,240277968.717772,0.679505892309274,Not P20 Female
Registered,P20,Female,2001,IDN,36929068.3391837,77994669.8185969,0.473481949793169,P20 Female
Registered,Not P20,Male,2002,IDN,166085985.660776,256301111.916309,0.648011178800539,Not P20 Male
Registered,P20,Male,2002,IDN,32724437.5944213,78780570.2803094,0.415387163078211,P20 Male
Registered,Not P20,Female,2002,IDN,164323521.26289,241999881.910876,0.67902314647991,Not P20 Female
Registered,P20,Female,2002,IDN,31701335.8121974,74989200.4933802,0.422745350045383,P20 Female
Registered,Not P20,Male,2003,IDN,168029313.580192,254229190.698149,0.660936350852396,Not P20 Male
Registered,P20,Male,2003,IDN,37190532.1307774,87115312.9686564,0.426911536714084,P20 Male
Registered,Not P20,Female,2003,IDN,163533389.899491,241471627.844441,0.677236457795537,Not P20 Female
Registered,P20,Female,2003,IDN,36006362.1083647,78109625.6940797,0.460972150210852,P20 Female
Registered,Not P20,Male,2004,IDN,166284411.950539,249782054.848866,0.665718007849489,Not P20 Male
Registered,P20,Male,2004,IDN,39001703.4079491,94074470.3699123,0.414583289755335,P20 Male
Registered,Not P20,Female,2004,IDN,162118888.587017,239139825.177448,0.677925094520415,Not P20 Female
Registered,P20,Female,2004,IDN,42121629.5547433,86857992.0989288,0.484948230287985,P20 Female
Registered,Not P20,Male,2005,IDN,162143843.915277,240895847.718211,0.673086918895114,Not P20 Male
Registered,P20,Male,2005,IDN,43749447.6739935,100263175.381381,0.4363461211714,P20 Male
Registered,Not P20,Female,2005,IDN,165410150.1225,240262205.400901,0.688456804292198,Not P20 Female
Registered,P20,Female,2005,IDN,50679189.5252494,97444459.4183201,0.52008282284874,P20 Female
Registered,Not P20,Male,2006,IDN,159712328.628494,235551075.099227,0.678036933438806,Not P20 Male
Registered,P20,Male,2006,IDN,53036981.9268805,112705154.125762,0.470581690236626,P20 Male
Registered,Not P20,Female,2006,IDN,153663160.928117,224564479.116497,0.684271891675268,Not P20 Female
Registered,P20,Female,2006,IDN,61801788.7286419,115131319.143384,0.536793890563123,P20 Female
Registered,Not P20,Male,2007,IDN,153435367.379363,224285637.657104,0.684106967267963,Not P20 Male
Registered,P20,Male,2007,IDN,58433384.8277791,125524435.640189,0.465514021471294,P20 Male
Registered,Not P20,Female,2007,IDN,148072327.979946,214304408.397619,0.690943919852611,Not P20 Female
Registered,P20,Female,2007,IDN,72970482.3085365,133005458.366788,0.548627727046405,P20 Female
Registered,Not P20,Male,2008,IDN,152823046.568528,221989172.022673,0.688425679397188,Not P20 Male
Registered,P20,Male,2008,IDN,60943127.5639675,131104242.328369,0.464844817235791,P20 Male
Registered,Not P20,Female,2008,IDN,148063970.064117,210763106.352467,0.702513701883406,Not P20 Female
Registered,P20,Female,2008,IDN,74759583.3548782,142549933.021285,0.52444488587529,P20 Female
Registered,Not P20,Male,2009,IDN,153711733.760752,225068591.578497,0.682955061311354,Not P20 Male
Registered,P20,Male,2009,IDN,63817663.3268576,140792804.618855,0.453273613659593,P20 Male
Registered,Not P20,Female,2009,IDN,149040743.860568,215204527.901238,0.692553940728265,Not P20 Female
Registered,P20,Female,2009,IDN,68842860.2238582,134480025.838147,0.511918850363055,P20 Female
Registered,Not P20,Male,2010,IDN,160438240.923518,234235390.674954,0.684944493064059,Not P20 Male
Registered,P20,Male,2010,IDN,62860454.2865706,138793212.796154,0.452907264124607,P20 Male
Registered,Not P20,Female,2010,IDN,153926969.501399,222842374.545689,0.6907437143192,Not P20 Female
Registered,P20,Female,2010,IDN,66815260.1728529,129216926.249255,0.517078235121988,P20 Female
Registered,Not P20,Male,2011,IDN,154870052.468135,229159195.201284,0.675818626139366,Not P20 Male
Registered,P20,Male,2011,IDN,65300508.6137048,146473159.426384,0.445818939588889,P20 Male
Registered,Not P20,Female,2011,IDN,154198867.689514,223577777.449827,0.689687809979764,Not P20 Female
Registered,P20,Female,2011,IDN,65952179.365085,135625307.160609,0.486282248835639,P20 Female
Registered,Not P20,Male,2012,IDN,158327694.801685,233581591.542287,0.677826081054947,Not P20 Male
Registered,P20,Male,2012,IDN,66471140.9835528,148481867.382606,0.44767177403737,P20 Male
Registered,Not P20,Female,2012,IDN,155217709.367055,225792272.682458,0.687435878664214,Not P20 Female
Registered,P20,Female,2012,IDN,66551717.294708,136599032.164836,0.487204896257239,P20 Female
Registered,Not P20,Male,2013,IDN,130636520.781998,189503265.241415,0.689362901560434,Not P20 Male
Registered,P20,Male,2013,IDN,27119411.2741327,73141963.1629292,0.370777732800557,P20 Male
Registered,Not P20,Female,2013,IDN,125917987.063034,181030453.35144,0.695562457762755,Not P20 Female
Registered,P20,Female,2013,IDN,25811325.6123225,68099105.0000193,0.379025915425984,P20 Female
Registered,Not P20,Male,2014,IDN,135850305.860099,195773403.816794,0.693916043811696,Not P20 Male
Registered,P20,Male,2014,IDN,27029453.9309962,70919791.7020719,0.381127091356171,P20 Male
Registered,Not P20,Female,2014,IDN,130192252.458041,185966371.846034,0.70008491947044,Not P20 Female
Registered,P20,Female,2014,IDN,26006688.5175188,66731391.033607,0.389721960155475,P20 Female
Registered,Not P20,Male,2015,IDN,140790814.668007,201507597.105476,0.698687377996533,Not P20 Male
Registered,P20,Male,2015,IDN,27232814.5162447,69237508.618809,0.393324587488792,P20 Male
Registered,Not P20,Female,2015,IDN,134472319.234144,190899098.529416,0.704415684882992,Not P20 Female
Registered,P20,Female,2015,IDN,26429624.0586518,65525958.6173869,0.403345858898109,P20 Female
Registered,Not P20,Male,2016,IDN,146881533.638716,209687425.197441,0.700478502706649,Not P20 Male
Registered,P20,Male,2016,IDN,26365757.6679279,65034588.737291,0.405411307733999,P20 Male
Registered,Not P20,Female,2016,IDN,140349524.072823,198292323.640834,0.707791010241208,Not P20 Female
Registered,P20,Female,2016,IDN,25265841.8604699,61820774.6337899,0.408695006009519,P20 Female
Registered,Not P20,Male,2017,IDN,187742518.17048,303110156.759783,0.619387090744266,Not P20 Male
Registered,P20,Male,2017,IDN,42781158.8675667,98041149.1473446,0.436359214876924,P20 Male
Registered,Not P20,Female,2017,IDN,196964124.104508,291924479.968888,0.674709171788197,Not P20 Female
Registered,P20,Female,2017,IDN,40829416.5522673,100797392.137425,0.405064215318204,P20 Female
Registered,Not P20,Male,2018,IDN,192354713.327492,309931655.153827,0.620635905138575,Not P20 Male
Registered,P20,Male,2018,IDN,42563665.8238593,97879579.045202,0.434857467094366,P20 Male
Registered,Not P20,Female,2018,IDN,202324075.937468,300430481.413137,0.673447231405397,Not P20 Female
Registered,P20,Female,2018,IDN,38058167.6808343,94683351.9311837,0.401952052864533,P20 Female
Registered,Not P20,Male,2000,IND,508481972.099746,752449446.635002,0.675768949493826,Not P20 Male
Registered,P20,Male,2000,IND,156840186.896372,347062952.004198,0.451907027214114,P20 Male
Registered,Not P20,Female,2000,IND,464243405.293288,684429514.043593,0.678292498741834,Not P20 Female
Registered,P20,Female,2000,IND,152359009.785565,329209185.317205,0.462803034000288,P20 Female
Registered,Not P20,Male,2001,IND,508605408.439804,748042447.581657,0.679915170701974,Not P20 Male
Registered,P20,Male,2001,IND,168339165.274569,370647545.541796,0.454175853312337,P20 Male
Registered,Not P20,Female,2001,IND,464202711.223523,680712985.206653,0.681936030767209,Not P20 Female
Registered,P20,Female,2001,IND,163150171.715692,350597191.669895,0.465349339903745,P20 Female
Registered,Not P20,Male,2002,IND,507971315.727946,742782573.560216,0.683876189088819,Not P20 Male
Registered,P20,Male,2002,IND,180542919.908501,394988222.020044,0.457084312502208,P20 Male
Registered,Not P20,Female,2002,IND,462789628.826984,675874362.970174,0.68472730167368,Not P20 Female
Registered,P20,Female,2002,IND,175225315.752127,372989219.449563,0.469786542385098,P20 Female
Registered,Not P20,Male,2003,IND,503640320.849508,730911747.119471,0.689057636348517,Not P20 Male
Registered,P20,Male,2003,IND,196265021.670078,425736314.312956,0.461001364158483,P20 Male
Registered,Not P20,Female,2003,IND,457984876.12999,664623126.730722,0.689089587331718,Not P20 Female
Registered,P20,Female,2003,IND,190694075.495689,401775099.836854,0.47462890451181,P20 Female
Registered,Not P20,Male,2004,IND,497595732.468091,716738077.054044,0.694250449917942,Not P20 Male
Registered,P20,Male,2004,IND,213748490.884296,458789535.510027,0.465896613458448,P20 Male
Registered,Not P20,Female,2004,IND,451285132.630712,650418993.369324,0.693837568138884,Not P20 Female
Registered,P20,Female,2004,IND,207933512.471687,433300306.066603,0.479883142385147,P20 Female
Registered,Not P20,Male,2005,IND,489673570.33374,700570098.262969,0.698964417048149,Not P20 Male
Registered,P20,Male,2005,IND,232981224.986681,493682282.254838,0.471925433342607,P20 Male
Registered,Not P20,Female,2005,IND,444200423.958742,634597745.225072,0.699971639201457,Not P20 Female
Registered,P20,Female,2005,IND,225485340.796419,466369728.257126,0.483490516503037,P20 Female
Registered,Not P20,Male,2006,IND,493341283.033843,704593338.643405,0.700178749892388,Not P20 Male
Registered,P20,Male,2006,IND,240579408.700174,508266222.043747,0.473333458463558,P20 Male
Registered,Not P20,Female,2006,IND,447323147.366634,638438559.610555,0.700651833497494,Not P20 Female
Registered,P20,Female,2006,IND,232784618.530208,479674461.702293,0.485297086078108,P20 Female
Registered,Not P20,Male,2007,IND,473435057.702789,675760750.400346,0.70059567298383,Not P20 Male
Registered,P20,Male,2007,IND,236612763.664092,492044337.070063,0.480876916647453,P20 Male
Registered,Not P20,Female,2007,IND,428968269.462254,612544452.251528,0.700305533558417,Not P20 Female
Registered,P20,Female,2007,IND,229289085.796782,465047962.739939,0.493043952812676,P20 Female
Registered,Not P20,Male,2008,IND,462700203.69766,656580421.555054,0.704712154836714,Not P20 Male
Registered,P20,Male,2008,IND,237668338.498926,483807357.265956,0.491245812883074,P20 Male
Registered,Not P20,Female,2008,IND,419116819.722134,595995575.465314,0.703221360988989,Not P20 Female
Registered,P20,Female,2008,IND,230386164.538879,457545087.360726,0.50352669256668,P20 Female
Registered,Not P20,Male,2009,IND,453729755.472336,641215554.047921,0.707608779306726,Not P20 Male
Registered,P20,Male,2009,IND,236181778.477975,470490795.260811,0.501990221396468,P20 Male
Registered,Not P20,Female,2009,IND,411159962.453169,583782799.679805,0.704302974802758,Not P20 Female
Registered,P20,Female,2009,IND,228869158.629245,445585505.668669,0.513636901823798,P20 Female
Registered,Not P20,Male,2010,IND,444114290.355862,624850779.508087,0.710752558723684,Not P20 Male
Registered,P20,Male,2010,IND,234649816.178737,456939642.859224,0.513524750687978,P20 Male
Registered,Not P20,Female,2010,IND,402697963.921203,570586524.479737,0.705761434321263,Not P20 Female
Registered,P20,Female,2010,IND,227361750.997789,430930255.134907,0.527606841916011,P20 Female
Registered,Not P20,Male,2011,IND,445084750.213503,625826865.092249,0.711194701026292,Not P20 Male
Registered,P20,Male,2011,IND,221951778.502072,422514719.299089,0.525311352158971,P20 Male
Registered,Not P20,Female,2011,IND,404630813.843438,573501750.280371,0.705544165550713,Not P20 Female
Registered,P20,Female,2011,IND,214680723.18716,398864014.495652,0.538230362692947,P20 Female
Registered,Not P20,Male,2012,IND,434192585.955747,607376901.880606,0.714865159691401,Not P20 Male
Registered,P20,Male,2012,IND,219904344.467453,406008716.302573,0.54162468843051,P20 Male
Registered,Not P20,Female,2012,IND,395076963.461759,558221846.293037,0.707741852249839,Not P20 Female
Registered,P20,Female,2012,IND,212551940.679513,383322726.159899,0.55449866698185,P20 Female
Registered,Not P20,Male,2013,IND,413669920.161804,575541418.226981,0.718749176099541,Not P20 Male
Registered,P20,Male,2013,IND,226567200.042935,402181496.276914,0.563345658963226,P20 Male
Registered,Not P20,Female,2013,IND,376285027.435222,529504797.533917,0.710635728302574,Not P20 Female
Registered,P20,Female,2013,IND,218729842.817991,381451453.789599,0.573414626278073,P20 Female
Registered,Not P20,Male,2014,IND,408430645.446155,565464459.756001,0.722292335794887,Not P20 Male
Registered,P20,Male,2014,IND,217503521.760008,374108215.174268,0.581391995518434,P20 Male
Registered,Not P20,Female,2014,IND,372239196.309566,522326076.486981,0.712656735066996,Not P20 Female
Registered,P20,Female,2014,IND,209911240.756703,354658905.558515,0.591867953875672,P20 Female
Registered,Not P20,Male,2015,IND,402730330.213883,554012671.923414,0.726933427020161,Not P20 Male
Registered,P20,Male,2015,IND,207840378.981542,345243767.531807,0.602010516996209,P20 Male
Registered,Not P20,Female,2015,IND,367488482.291573,514343518.822338,0.714480631802243,Not P20 Female
Registered,P20,Female,2015,IND,200859423.285306,326890866.009895,0.614454070672095,P20 Female
Registered,Not P20,Male,2016,IND,511543032.672168,922458120.376895,0.554543367739192,Not P20 Male
Registered,P20,Male,2016,IND,220381295.90449,427803317.995597,0.515146298857733,P20 Male
Registered,Not P20,Female,2016,IND,473493354.181922,896337590.768287,0.528253371339778,Not P20 Female
Registered,P20,Female,2016,IND,212156221.8214,402420148.859223,0.527200793555737,P20 Female
Registered,Not P20,Male,2017,IND,519276318.652424,935986392.889194,0.554790456995349,Not P20 Male
Registered,P20,Male,2017,IND,220433514.249746,429993558.318218,0.512643759390027,P20 Male
Registered,Not P20,Female,2017,IND,480627057.244611,911952126.151471,0.52703101781549,Not P20 Female
Registered,P20,Female,2017,IND,211701333.65767,399385592.64112,0.530067527618355,P20 Female
Registered,Not P20,Male,2018,IND,526488802.409387,951205872.553946,0.553496164816337,Not P20 Male
Registered,P20,Male,2018,IND,220147159.540577,431520772.974204,0.510165844446468,P20 Male
Registered,Not P20,Female,2018,IND,486764864.360847,923704906.086128,0.526970097434408,Not P20 Female
Registered,P20,Female,2018,IND,209946094.943694,398803104.385719,0.526440473092796,P20 Female
Registered,Not P20,Male,2000,JOR,4708103.14073471,5067422.18863769,0.929092340340489,Not P20 Male
Registered,P20,Male,2000,JOR,149444.002430466,165795.912804385,0.901373260068162,P20 Male
Registered,Not P20,Female,2000,JOR,4298218.97261993,4814573.21200312,0.892751814824234,Not P20 Female
Registered,P20,Female,2000,JOR,170907.72907876,197194.686554814,0.866695406781425,P20 Female
Registered,Not P20,Male,2001,JOR,4771663.90517098,5136979.79068086,0.928885084155361,Not P20 Male
Registered,P20,Male,2001,JOR,139834.819049401,156543.099707438,0.89326721721198,P20 Male
Registered,Not P20,Female,2001,JOR,4412888.23693466,4951479.33393543,0.891226225401066,Not P20 Female
Registered,P20,Female,2001,JOR,164163.137940352,189669.77567628,0.865520810340063,P20 Female
Registered,Not P20,Male,2002,JOR,4868876.28795137,5242064.72301239,0.928808884517824,Not P20 Male
Registered,P20,Male,2002,JOR,132499.20298906,149630.520776503,0.885509201608468,P20 Male
Registered,Not P20,Female,2002,JOR,4512799.93519562,5063300.05059787,0.891276418560806,Not P20 Female
Registered,P20,Female,2002,JOR,155474.127723071,180016.70561324,0.863664998164681,P20 Female
Registered,Not P20,Male,2003,JOR,4984127.14624357,5379103.15107255,0.92657214525618,Not P20 Male
Registered,P20,Male,2003,JOR,93869.5541315586,108534.869735796,0.864879226004173,P20 Male
Registered,Not P20,Female,2003,JOR,4639669.38324643,5209907.38939574,0.890547381454424,Not P20 Female
Registered,P20,Female,2003,JOR,146195.755991003,170514.589795907,0.857379747774004,P20 Female
Registered,Not P20,Male,2004,JOR,5136666.52922022,5559386.20049781,0.923962887982176,Not P20 Male
Registered,P20,Male,2004,JOR,105457.981849463,120221.208876488,0.877199479484588,P20 Male
Registered,Not P20,Female,2004,JOR,4708071.5778717,5315833.45406543,0.885669503861352,Not P20 Female
Registered,P20,Female,2004,JOR,142674.619921517,165047.136560268,0.864447714119647,P20 Female
Registered,Not P20,Male,2005,JOR,5297355.22439219,5748237.16565688,0.921561701740752,Not P20 Male
Registered,P20,Male,2005,JOR,94535.1791739122,107537.480439771,0.87909051604439,P20 Male
Registered,Not P20,Female,2005,JOR,4878383.86801127,5528536.24627907,0.88240063023818,Not P20 Female
Registered,P20,Female,2005,JOR,131958.782090136,146959.107624301,0.897928574984868,P20 Female
Registered,Not P20,Male,2006,JOR,5589788.3754363,6054347.20818935,0.923268551211488,Not P20 Male
Registered,P20,Male,2006,JOR,77228.2082085848,85180.8839415848,0.906637788139721,P20 Male
Registered,Not P20,Female,2006,JOR,5055724.22317959,5740769.85734554,0.880670075409937,Not P20 Female
Registered,P20,Female,2006,JOR,87659.8081828827,102782.050523526,0.852870785671065,P20 Female
Registered,Not P20,Male,2007,JOR,5865003.54777527,6356906.84823167,0.922619079970752,Not P20 Male
Registered,P20,Male,2007,JOR,64274.2631306797,69330.5043467139,0.927070468278314,P20 Male
Registered,Not P20,Female,2007,JOR,5272656.41278532,5999542.69622614,0.878843051838258,Not P20 Female
Registered,P20,Female,2007,JOR,75910.0875828118,84779.9511954737,0.895377816481505,P20 Female
Registered,Not P20,Male,2008,JOR,6125113.32134678,6653842.65559362,0.920537746139465,Not P20 Male
Registered,P20,Male,2008,JOR,50791.6545349605,53564.9353491892,0.948225816083791,P20 Male
Registered,Not P20,Female,2008,JOR,5560336.68243393,6339207.45869267,0.877134360827597,Not P20 Female
Registered,P20,Female,2008,JOR,58370.4770342565,66340.9503645292,0.879855906699005,P20 Female
Registered,Not P20,Male,2009,JOR,6426078.56458023,6969179.33645032,0.922071058061376,Not P20 Male
Registered,P20,Male,2009,JOR,82144.0263298587,88584.6608786424,0.927294020376652,P20 Male
Registered,Not P20,Female,2009,JOR,5817487.37175968,6619199.58765912,0.878880791358194,Not P20 Female
Registered,P20,Female,2009,JOR,96450.4476824509,109556.415011918,0.880372433434946,P20 Female
Registered,Not P20,Male,2010,JOR,6735777.5860779,7292121.09386801,0.923706216527596,Not P20 Male
Registered,P20,Male,2010,JOR,124241.034579664,140915.402186064,0.881671078194967,P20 Male
Registered,Not P20,Female,2010,JOR,6090528.91109282,6922101.74823469,0.879867001759409,Not P20 Female
Registered,P20,Female,2010,JOR,148676.507343761,167939.755711225,0.885296675073251,P20 Female
Registered,Not P20,Male,2011,JOR,7045219.51088213,7641053.05442142,0.922022064328619,Not P20 Male
Registered,P20,Male,2011,JOR,154834.511404823,175613.04324971,0.881680019545348,P20 Male
Registered,Not P20,Female,2011,JOR,6403490.91295718,7259958.19566257,0.882028620603204,Not P20 Female
Registered,P20,Female,2011,JOR,218075.826818637,249637.706666314,0.87356926055299,P20 Female
Registered,Not P20,Male,2012,JOR,7438615.66872712,8073992.38417763,0.921305757397587,Not P20 Male
Registered,P20,Male,2012,JOR,155932.622211663,178077.925151481,0.875642627119674,P20 Male
Registered,Not P20,Female,2012,JOR,6755610.48759628,7668843.22094378,0.880916494569423,Not P20 Female
Registered,P20,Female,2012,JOR,227163.052964396,260830.469727104,0.870922224700459,P20 Female
Registered,Not P20,Male,2013,JOR,4673391.2444309,4764298.68730524,0.980919029464594,Not P20 Male
Registered,P20,Male,2013,JOR,59588.3691356559,64409.9809254862,0.925141853474413,P20 Male
Registered,Not P20,Female,2013,JOR,4320412.91489708,4455048.94515917,0.969779000877559,Not P20 Female
Registered,P20,Female,2013,JOR,47336.1856701026,52425.2037446653,0.902928024860933,P20 Female
Registered,Not P20,Male,2014,JOR,4827587.69089206,4923505.33711827,0.980518423428308,Not P20 Male
Registered,P20,Male,2014,JOR,99625.8063295742,104792.790313215,0.950693325674436,P20 Male
Registered,Not P20,Female,2014,JOR,4506995.26670652,4644396.34397136,0.970415729604302,Not P20 Female
Registered,P20,Female,2014,JOR,82286.9239875638,90499.9089644272,0.909248693497673,P20 Female
Registered,Not P20,Male,2015,JOR,4937186.13751054,5034287.16486233,0.980712060283425,Not P20 Male
Registered,P20,Male,2015,JOR,150210.002821582,160376.238622291,0.936610087079969,P20 Male
Registered,Not P20,Female,2015,JOR,4664062.34632439,4803932.11720069,0.970884315709731,Not P20 Female
Registered,P20,Female,2015,JOR,134433.200534463,146707.353586443,0.916335802180846,P20 Female
Registered,Not P20,Male,2016,JOR,5044790.46166661,5145355.43409543,0.980455194258801,Not P20 Male
Registered,P20,Male,2016,JOR,170612.505495492,182162.096177226,0.936597179522479,P20 Male
Registered,Not P20,Female,2016,JOR,4814064.97076987,4954795.10020393,0.971597184830456,Not P20 Female
Registered,P20,Female,2016,JOR,143461.868755218,157532.625174119,0.910680366029901,P20 Female
Registered,Not P20,Male,2017,JOR,5115321.05171893,5220308.12592595,0.979888720804504,Not P20 Male
Registered,P20,Male,2017,JOR,195239.548789256,207378.336154465,0.941465499288378,P20 Male
Registered,Not P20,Female,2017,JOR,4929689.15033049,5070374.02520727,0.972253550886508,Not P20 Female
Registered,P20,Female,2017,JOR,163681.174769851,180802.270773241,0.905304861879406,P20 Female
Registered,Not P20,Male,2018,JOR,8580769.12152944,8984136.56185,0.955102258570578,Not P20 Male
Registered,P20,Male,2018,JOR,708029.401311007,748096.026514862,0.946441868712346,P20 Male
Registered,Not P20,Female,2018,JOR,8955668.09235718,9438639.80776061,0.948830369074332,Not P20 Female
Registered,P20,Female,2018,JOR,683804.103841604,741149.603874538,0.922626282557331,P20 Female
Registered,Not P20,Male,2000,KEN,15483573.2776115,21552526.0658478,0.718411068396609,Not P20 Male
Registered,P20,Male,2000,KEN,5796954.59058543,11066509.9952203,0.523828613816746,P20 Male
Registered,Not P20,Female,2000,KEN,14592794.2529149,20710364.5103431,0.704613105463547,Not P20 Female
Registered,P20,Female,2000,KEN,5481791.06153915,10599713.4285888,0.517164081696211,P20 Female
Registered,Not P20,Male,2001,KEN,15235603.9241571,20949694.2869972,0.727247076517644,Not P20 Male
Registered,P20,Male,2001,KEN,6634954.765951,12574706.0990392,0.527642929679125,P20 Male
Registered,Not P20,Female,2001,KEN,14418010.8222445,20204962.1901499,0.713587617069308,Not P20 Female
Registered,P20,Female,2001,KEN,6210859.00818719,11967765.4238138,0.518965637129604,P20 Female
Registered,Not P20,Male,2002,KEN,14932513.7273897,20372147.0662345,0.7329867430684,Not P20 Male
Registered,P20,Male,2002,KEN,7539934.56868823,14073239.9713972,0.535763945190486,P20 Male
Registered,Not P20,Female,2002,KEN,14258414.4124715,19703950.8962742,0.723632254644301,Not P20 Female
Registered,P20,Female,2002,KEN,6938180.43126131,13354140.0660941,0.519552767675189,P20 Female
Registered,Not P20,Male,2003,KEN,14850660.7442362,20040535.9719436,0.741031116384655,Not P20 Male
Registered,P20,Male,2003,KEN,8239094.19197281,15351041.5246234,0.536712390410589,P20 Male
Registered,Not P20,Female,2003,KEN,14116734.3485925,19361096.8363888,0.729128854004818,Not P20 Female
Registered,P20,Female,2003,KEN,7661927.58100774,14604883.6670442,0.52461407811805,P20 Female
Registered,Not P20,Male,2004,KEN,14577100.1123274,19586684.7885654,0.744235191901255,Not P20 Male
Registered,P20,Male,2004,KEN,9149587.70262673,16779244.8972445,0.545291981770244,P20 Male
Registered,Not P20,Female,2004,KEN,13836074.091796,18894602.9653017,0.732276519236989,Not P20 Female
Registered,P20,Female,2004,KEN,8544424.99539813,16010009.3488883,0.533692692440021,P20 Female
Registered,Not P20,Male,2005,KEN,14283845.5988163,19025959.4182625,0.750755601060816,Not P20 Male
Registered,P20,Male,2005,KEN,10103333.0514921,18351648.5143881,0.550540897923742,P20 Male
Registered,Not P20,Female,2005,KEN,13573763.9274165,18446734.3934876,0.735835603086938,Not P20 Female
Registered,P20,Female,2005,KEN,9427140.4715753,17425447.6738618,0.540998466611335,P20 Female
Registered,Not P20,Male,2006,KEN,14524678.3453144,19322811.5589544,0.75168555574841,Not P20 Male
Registered,P20,Male,2006,KEN,10544610.2088166,19100114.6932504,0.552070517803899,P20 Male
Registered,Not P20,Female,2006,KEN,13848806.1075087,18754816.1987144,0.7384133206519,Not P20 Female
Registered,P20,Female,2006,KEN,9795178.7916652,18120323.5490809,0.540563128750648,P20 Female
Registered,Not P20,Male,2007,KEN,14742587.5371215,19566041.4580426,0.753478293947987,Not P20 Male
Registered,P20,Male,2007,KEN,11030277.5730909,19935372.83854,0.553301794876223,P20 Male
Registered,Not P20,Female,2007,KEN,14071121.2633305,19015643.8411227,0.739976062914086,Not P20 Female
Registered,P20,Female,2007,KEN,10236701.0964573,18894805.8622947,0.541773287911095,P20 Female
Registered,Not P20,Male,2008,KEN,14958408.4589769,19819969.1385723,0.754714013649289,Not P20 Male
