birth.reg,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Registered,Not P20,Female,2014,BEN,2825465.79497658,4049719.41377665,0.697694211940879,Not P20 Female
Registered,P20,Female,2014,BEN,4004731.82308646,6638847.44461077,0.60322696921397,P20 Female
Registered,Not P20,Male,2015,BEN,3021299.56339136,4282497.92689409,0.705499363915064,Not P20 Male
Registered,P20,Male,2015,BEN,4237048.49593385,6927163.93453506,0.611657026739361,P20 Male
Registered,Not P20,Female,2015,BEN,2832970.95081951,4026398.19998976,0.703599298953272,Not P20 Female
Registered,P20,Female,2015,BEN,4093769.78977945,6800985.33745976,0.601937746760165,P20 Female
Registered,Not P20,Male,2016,BEN,3053301.18392023,4335520.15307953,0.704252563963164,Not P20 Male
Registered,P20,Male,2016,BEN,4360706.54404943,7089763.09975452,0.615070839842366,P20 Male
Registered,Not P20,Female,2016,BEN,2903779.25290848,4101732.92983236,0.707939620297795,Not P20 Female
Registered,P20,Female,2016,BEN,4200039.03916037,6911769.67608211,0.607664785719703,P20 Female
Registered,Not P20,Male,2017,BEN,3093249.97701293,4397448.61364015,0.703419243471814,Not P20 Male
Registered,P20,Male,2017,BEN,4462918.86243981,7196693.55102848,0.620134625824386,P20 Male
Registered,Not P20,Female,2017,BEN,2965081.16783907,4161424.20709301,0.712515960950385,Not P20 Female
Registered,P20,Female,2017,BEN,4314613.61210419,7072666.87685757,0.610040552909682,P20 Female
Registered,Not P20,Male,2018,BEN,4855183.96851613,6708632.05997759,0.723721904124273,Not P20 Male
Registered,P20,Male,2018,BEN,6733056.99485124,10784529.3295495,0.624325530498833,P20 Male
Registered,Not P20,Female,2018,BEN,4791289.34912982,6542742.3774466,0.732305977023612,Not P20 Female
Registered,P20,Female,2018,BEN,6300726.18285386,10419240.2330263,0.604720309920699,P20 Female
Registered,Not P20,Male,2000,BFA,1717579.685684,1893565.86704399,0.907060966601224,Not P20 Male
Registered,P20,Male,2000,BFA,2806783.13014557,3986972.43218239,0.703988597335043,P20 Male
Registered,Not P20,Female,2000,BFA,1644722.97603199,1818840.63534302,0.90426997509972,Not P20 Female
Registered,P20,Female,2000,BFA,2748172.89567744,3908563.0654306,0.703115914895613,P20 Female
Registered,Not P20,Male,2001,BFA,1929221.06132252,2138045.52375701,0.902329272172118,Not P20 Male
Registered,P20,Male,2001,BFA,2726353.99868737,3913035.82399107,0.696736273655335,P20 Male
Registered,Not P20,Female,2001,BFA,1843465.81302897,2056776.26117586,0.89628893906771,Not P20 Female
Registered,P20,Female,2001,BFA,2676829.5951988,3836729.39107606,0.697685273666914,P20 Female
Registered,Not P20,Male,2002,BFA,2118419.69455754,2370812.22039943,0.893541747562205,Not P20 Male
Registered,P20,Male,2002,BFA,2672993.33380481,3856824.45854157,0.693055481922447,P20 Male
Registered,Not P20,Female,2002,BFA,2057098.69862699,2308824.11590178,0.890972458429788,Not P20 Female
Registered,P20,Female,2002,BFA,2595087.55803343,3756639.20515722,0.690800318132978,P20 Female
Registered,Not P20,Male,2003,BFA,2240635.58333943,2505829.76678273,0.894169114375321,Not P20 Male
Registered,P20,Male,2003,BFA,2691685.46898974,3904952.04559145,0.689300518306891,P20 Male
Registered,Not P20,Female,2003,BFA,2169652.82711576,2448112.33360172,0.886255421099783,Not P20 Female
Registered,P20,Female,2003,BFA,2619347.0101463,3795726.8540241,0.690077845661987,P20 Female
Registered,Not P20,Male,2004,BFA,2368285.58260848,2662291.44582664,0.889566612371068,Not P20 Male
Registered,P20,Male,2004,BFA,2710566.62501812,3938944.16210558,0.688145480988279,P20 Male
Registered,Not P20,Female,2004,BFA,2274936.1608359,2575619.71441989,0.883257783786721,Not P20 Female
Registered,P20,Female,2004,BFA,2656336.99388223,3853713.6776479,0.689292774730351,P20 Female
Registered,Not P20,Male,2005,BFA,2495292.37604048,2811492.73157176,0.887532927977904,Not P20 Male
Registered,P20,Male,2005,BFA,2736098.42593522,3988004.83781095,0.686082022768329,P20 Male
Registered,Not P20,Female,2005,BFA,2401436.77830986,2723540.62255128,0.88173341657754,Not P20 Female
Registered,P20,Female,2005,BFA,2677942.57139511,3898891.80806602,0.686847110210905,P20 Female
Registered,Not P20,Male,2006,BFA,2540885.83942044,2857331.14274837,0.889251442160972,Not P20 Male
Registered,P20,Male,2006,BFA,2849234.96476368,4148475.66734271,0.686814915462371,P20 Male
Registered,Not P20,Female,2006,BFA,2439348.26652394,2764690.38928662,0.882322402528904,Not P20 Female
Registered,P20,Female,2006,BFA,2794148.77882167,4058678.80062231,0.688438015443166,P20 Female
Registered,Not P20,Male,2007,BFA,2571522.32166661,2887127.52121175,0.890685396739013,Not P20 Male
Registered,P20,Male,2007,BFA,2983408.4199603,4332890.9223572,0.688549163461805,P20 Male
Registered,Not P20,Female,2007,BFA,2481153.75156098,2809306.90601915,0.883190706663244,Not P20 Female
Registered,P20,Female,2007,BFA,2912364.25657657,4222695.65041191,0.689693148094269,P20 Female
Registered,Not P20,Male,2008,BFA,2611547.18214751,2926443.68958282,0.89239618429829,Not P20 Male
Registered,P20,Male,2008,BFA,3113985.0064835,4515313.89910974,0.689649728914189,P20 Male
Registered,Not P20,Female,2008,BFA,2527287.87354642,2853490.23989802,0.885683027125665,Not P20 Female
Registered,P20,Female,2008,BFA,3031874.31980766,4394477.17140941,0.689928335396327,P20 Female
Registered,Not P20,Male,2009,BFA,2563528.23438635,2862691.82588828,0.895495704847973,Not P20 Male
Registered,P20,Male,2009,BFA,3337933.09114675,4807729.57019898,0.694284701834552,P20 Male
Registered,Not P20,Female,2009,BFA,2477275.04249613,2771870.05069052,0.893719762179685,Not P20 Female
Registered,P20,Female,2009,BFA,3252704.2163034,4698806.55322222,0.692240503936654,P20 Female
Registered,Not P20,Male,2010,BFA,2526128.20171345,2801445.98930356,0.901722971407862,Not P20 Male
Registered,P20,Male,2010,BFA,3556230.19805728,5104096.28823698,0.696740421267729,P20 Male
Registered,Not P20,Female,2010,BFA,2416882.05439081,2695565.26308606,0.896614186081254,Not P20 Female
Registered,P20,Female,2010,BFA,3488737.85105236,5004109.45937339,0.69717456809772,P20 Female
Registered,Not P20,Male,2011,BFA,2469633.39180521,2732862.6201552,0.903680036307481,Not P20 Male
Registered,P20,Male,2011,BFA,3798523.36982235,5414170.98496188,0.701589103922453,P20 Male
Registered,Not P20,Female,2011,BFA,2370356.81093742,2637047.37804759,0.898867737709129,Not P20 Female
Registered,P20,Female,2011,BFA,3715662.60930939,5297830.01683534,0.701355573414365,P20 Female
Registered,Not P20,Male,2012,BFA,2551823.3947653,2823062.07388607,0.903920398481567,Not P20 Male
Registered,P20,Male,2012,BFA,3907058.74079021,5571866.74027426,0.701211806188656,P20 Male
Registered,Not P20,Female,2012,BFA,2444191.80678966,2719742.78957404,0.898684910999418,Not P20 Female
Registered,P20,Female,2012,BFA,3827010.97338288,5456574.39626563,0.701357792537751,P20 Female
Registered,Not P20,Male,2013,BFA,2483408.50436358,2731436.27633532,0.909195109503154,Not P20 Male
Registered,P20,Male,2013,BFA,4170951.79249393,5917565.17987239,0.704842560362617,P20 Male
Registered,Not P20,Female,2013,BFA,2382976.92283467,2631793.08995686,0.905457549808266,Not P20 Female
Registered,P20,Female,2013,BFA,4078023.9002332,5791980.45383544,0.704081088107392,P20 Female
Registered,Not P20,Male,2014,BFA,2473339.24756754,2718326.08550956,0.90987584629822,Not P20 Male
Registered,P20,Male,2014,BFA,4381064.52127854,6190681.77301921,0.707686920747969,P20 Male
Registered,Not P20,Female,2014,BFA,2360172.91862649,2599748.99207674,0.907846459723456,Not P20 Female
Registered,P20,Female,2014,BFA,4295058.60123397,6077260.14939451,0.706742593808806,P20 Female
Registered,Not P20,Male,2015,BFA,2489498.59603708,2718438.81739746,0.915782463119933,Not P20 Male
Registered,P20,Male,2015,BFA,4569378.31746495,6456332.90827867,0.707735859098256,P20 Male
Registered,Not P20,Female,2015,BFA,2342542.2329967,2569866.77115283,0.911542286663308,Not P20 Female
Registered,P20,Female,2015,BFA,4511220.94084426,6365985.50317105,0.708644551357699,P20 Female
Registered,Not P20,Male,2016,BFA,2590042.7384553,2834493.93663307,0.913758433200906,Not P20 Male
Registered,P20,Male,2016,BFA,4677652.02372585,6611688.68306404,0.70748219523822,P20 Male
Registered,Not P20,Female,2016,BFA,2445521.39114059,2688320.22054998,0.909683813872545,Not P20 Female
Registered,P20,Female,2016,BFA,4610991.89420608,6511875.15975291,0.708089725476409,P20 Female
Registered,Not P20,Male,2017,BFA,2684740.05203967,2948238.26917659,0.910625196107196,Not P20 Male
Registered,P20,Male,2017,BFA,4796119.21166586,6775004.80439569,0.707913772777562,P20 Male
Registered,Not P20,Female,2017,BFA,2562671.79695565,2821090.85159491,0.908397471675484,Not P20 Female
Registered,P20,Female,2017,BFA,4700811.94961603,6648950.07483281,0.707000638703733,P20 Female
Registered,Not P20,Male,2018,BFA,2790414.13367624,3067167.49018761,0.909769076062278,Not P20 Male
Registered,P20,Male,2018,BFA,4908031.50893261,6938883.37016388,0.707322957759513,P20 Male
Registered,Not P20,Female,2018,BFA,2671230.08385094,2943986.97723861,0.907351188882121,Not P20 Female
Registered,P20,Female,2018,BFA,4803517.51235728,6801497.1624099,0.706244139732215,P20 Female
Registered,Not P20,Male,2000,BGD,31953526.5270727,106783845.506892,0.29923558545202,Not P20 Male
Registered,P20,Male,2000,BGD,7060615.46070784,23296249.1191515,0.303079496814937,P20 Male
Registered,Not P20,Female,2000,BGD,30101583.0567174,97349305.5546148,0.309212098486207,Not P20 Female
Registered,P20,Female,2000,BGD,6977190.40123506,27886307.8193422,0.250201297584316,P20 Female
Registered,Not P20,Male,2001,BGD,32198062.3046366,109562178.242376,0.293879355277214,Not P20 Male
Registered,P20,Male,2001,BGD,7335562.64486793,24546554.8459876,0.298842859655599,P20 Male
Registered,Not P20,Female,2001,BGD,30327940.453569,97586189.6142755,0.310781070287147,Not P20 Female
Registered,P20,Female,2001,BGD,6707203.54431251,28482481.2973609,0.235485225963581,P20 Female
Registered,Not P20,Male,2002,BGD,32465138.0549895,109135410.71937,0.297475749080838,Not P20 Male
Registered,P20,Male,2002,BGD,7601683.8310105,25607547.8565293,0.296853250986788,P20 Male
Registered,Not P20,Female,2002,BGD,30162362.2502203,100811799.724893,0.299194760261505,Not P20 Female
Registered,P20,Female,2002,BGD,6991336.69128092,29401413.6992079,0.237789133638471,P20 Female
Registered,Not P20,Male,2003,BGD,33988549.5328803,112532975.608575,0.302031909749753,Not P20 Male
Registered,P20,Male,2003,BGD,7873151.76420545,26835369.1245015,0.293387123824468,P20 Male
Registered,Not P20,Female,2003,BGD,29772274.0918361,99918736.9516006,0.29796487625997,Not P20 Female
Registered,P20,Female,2003,BGD,7195887.9578441,30296124.3153229,0.237518432488232,P20 Female
Registered,Not P20,Male,2004,BGD,34384656.3738515,114754701.332826,0.29963614539961,Not P20 Male
Registered,P20,Male,2004,BGD,8165971.6496309,28089677.2788603,0.290710767822756,P20 Male
Registered,Not P20,Female,2004,BGD,30163750.3971975,99156180.4287364,0.304204440578227,Not P20 Female
Registered,P20,Female,2004,BGD,7491979.94270211,31972304.9595772,0.234327176353856,P20 Female
Registered,Not P20,Male,2005,BGD,35019613.0310281,114839701.33852,0.304943435265462,Not P20 Male
Registered,P20,Male,2005,BGD,8607885.42038277,29558925.7484526,0.291211037019279,P20 Male
Registered,Not P20,Female,2005,BGD,29228643.4552721,99639575.008047,0.293343718626977,Not P20 Female
Registered,P20,Female,2005,BGD,7949834.29346036,34032807.9049799,0.233593252594861,P20 Female
Registered,Not P20,Male,2006,BGD,36185443.0741839,116057315.028239,0.311789421161253,Not P20 Male
Registered,P20,Male,2006,BGD,8933106.84103568,31638659.6925691,0.282347827873814,P20 Male
Registered,Not P20,Female,2006,BGD,29270400.6303219,96958677.8067687,0.301885311273073,Not P20 Female
Registered,P20,Female,2006,BGD,8341082.55560829,37187681.4724229,0.224296923748627,P20 Female
Registered,Not P20,Male,2007,BGD,35354212.4516544,113620834.929867,0.311159590346937,Not P20 Male
Registered,P20,Male,2007,BGD,9545061.8481245,34683173.4367512,0.27520728071585,P20 Male
Registered,Not P20,Female,2007,BGD,28937629.2519701,95357639.1559784,0.303464195507569,Not P20 Female
Registered,P20,Female,2007,BGD,9369225.03875014,41659104.4774033,0.224902219005504,P20 Female
Registered,Not P20,Male,2008,BGD,35245457.7431851,113124986.697691,0.311562094034742,Not P20 Male
Registered,P20,Male,2008,BGD,10155037.9573939,36696931.4322705,0.276727169303964,P20 Male
Registered,Not P20,Female,2008,BGD,28923728.5980088,94988749.5643731,0.30449636120757,Not P20 Female
Registered,P20,Female,2008,BGD,10629844.0864099,43797666.305665,0.242703435663078,P20 Female
Registered,Not P20,Male,2009,BGD,34727968.5794761,112207978.924829,0.309496427190273,Not P20 Male
Registered,P20,Male,2009,BGD,10413860.4232669,38686857.5460392,0.269183414829542,P20 Male
Registered,Not P20,Female,2009,BGD,28630931.281821,93086805.0238363,0.307572391967794,Not P20 Female
Registered,P20,Female,2009,BGD,12692795.5448667,47867952.5052952,0.265162700315261,P20 Female
Registered,Not P20,Male,2010,BGD,35559251.5867157,110913698.74411,0.320602883046527,Not P20 Male
Registered,P20,Male,2010,BGD,10496363.2811529,41853434.6951324,0.250788575838762,P20 Male
Registered,Not P20,Female,2010,BGD,29468945.2487612,92118851.7657948,0.319901352262659,Not P20 Female
Registered,P20,Female,2010,BGD,13175340.9597583,50264874.7949626,0.262118248846781,P20 Female
Registered,Not P20,Male,2011,BGD,33468233.7194559,106915127.621432,0.313035530743237,Not P20 Male
Registered,P20,Male,2011,BGD,12156907.1130521,44084490.087793,0.275763813732267,P20 Male
Registered,Not P20,Female,2011,BGD,28596900.9491999,92135892.7984113,0.310377422746296,Not P20 Female
Registered,P20,Female,2011,BGD,14374042.1943596,55412045.4923637,0.259402844032179,P20 Female
Registered,Not P20,Male,2012,BGD,18841117.5661716,60801872.327599,0.309877259447803,Not P20 Male
Registered,P20,Male,2012,BGD,8125403.65628326,32008531.7259684,0.25385118336094,P20 Male
Registered,Not P20,Female,2012,BGD,18203043.5193246,57144835.3435599,0.318542234129931,Not P20 Female
Registered,P20,Female,2012,BGD,7623202.90343379,32350433.2949408,0.235644537862371,P20 Female
Registered,Not P20,Male,2013,BGD,19015283.0544473,65030514.7433525,0.292405544220163,Not P20 Male
Registered,P20,Male,2013,BGD,8770050.10238711,36531191.9578376,0.240070187485506,P20 Male
Registered,Not P20,Female,2013,BGD,18711649.925942,61698812.2556804,0.303274070307882,Not P20 Female
Registered,P20,Female,2013,BGD,8108146.44452329,35167940.2547093,0.230555056275652,P20 Female
Registered,Not P20,Male,2014,BGD,33644810.3443649,107528098.353363,0.312893195914245,Not P20 Male
Registered,P20,Male,2014,BGD,14760636.2010022,51697950.4636118,0.285516854510348,P20 Male
Registered,Not P20,Female,2014,BGD,34235443.0926123,102001607.61753,0.335636308998023,Not P20 Female
Registered,P20,Female,2014,BGD,13663676.4736048,47812677.5654959,0.285775178662348,P20 Female
Registered,Not P20,Male,2015,BGD,34547840.4590212,108660348.105298,0.317943399422413,Not P20 Male
Registered,P20,Male,2015,BGD,15477119.5381761,52725125.9700779,0.293543528885251,P20 Male
Registered,Not P20,Female,2015,BGD,34765216.9322995,102922209.06922,0.337781488045191,Not P20 Female
Registered,P20,Female,2015,BGD,12541869.9660663,48204868.8554037,0.260178489514973,P20 Female
Registered,Not P20,Male,2016,BGD,34965309.9960825,111497250.018225,0.313597958607653,Not P20 Male
Registered,P20,Male,2016,BGD,14620514.5717483,50556860.654027,0.289189526062547,P20 Male
Registered,Not P20,Female,2016,BGD,36350650.3022891,107799135.390565,0.337207252828029,Not P20 Female
Registered,P20,Female,2016,BGD,11930242.154301,46088433.937183,0.2588554466954,P20 Female
Registered,Not P20,Male,2017,BGD,36132472.8479892,115264692.406587,0.313473901622319,Not P20 Male
Registered,P20,Male,2017,BGD,13261840.8089383,48596468.6925339,0.272897211788061,P20 Male
Registered,Not P20,Female,2017,BGD,37171511.4831307,111227372.009518,0.334193920179557,Not P20 Female
Registered,P20,Female,2017,BGD,11270228.4831548,44252652.8913617,0.254679160384412,P20 Female
Registered,Not P20,Male,2018,BGD,36158854.8742751,117295469.172555,0.308271539637062,Not P20 Male
Registered,P20,Male,2018,BGD,14791772.6175494,46963344.5395401,0.314964207991952,P20 Male
Registered,Not P20,Female,2018,BGD,37015677.2343858,112265463.561172,0.329715622776692,Not P20 Female
Registered,P20,Female,2018,BGD,10623370.3679027,46187800.7267327,0.230003814876469,P20 Female
Registered,Not P20,Male,2000,BOL,2959816.45775246,3203998.9018372,0.92378822478849,Not P20 Male
Registered,P20,Male,2000,BOL,942471.910237714,1082250.5599741,0.870844465315197,P20 Male
Registered,Not P20,Female,2000,BOL,2864921.48101373,3115020.30546352,0.919711976191253,Not P20 Female
Registered,P20,Female,2000,BOL,885782.927371609,1016994.23272517,0.870981268987175,P20 Female
Registered,Not P20,Male,2001,BOL,3023822.88626586,3273078.03144303,0.923846867449328,Not P20 Male
Registered,P20,Male,2001,BOL,953547.179002022,1095640.70331802,0.870310108153444,P20 Male
Registered,Not P20,Female,2001,BOL,2929991.79167586,3186604.32654757,0.919471478547283,Not P20 Female
Registered,P20,Female,2001,BOL,892877.773769261,1024911.93869139,0.87117511277046,P20 Female
Registered,Not P20,Male,2002,BOL,3094077.60147587,3348378.66739761,0.924052476980034,Not P20 Male
Registered,P20,Male,2002,BOL,958655.999620704,1103118.91003834,0.869041397891898,P20 Male
Registered,Not P20,Female,2002,BOL,2993004.39840519,3256636.06936921,0.919047856331369,Not P20 Female
Registered,P20,Female,2002,BOL,902301.2146634,1034680.35319485,0.872057937388402,P20 Female
Registered,Not P20,Male,2003,BOL,3194528.56764451,3457305.74821721,0.923993652945444,Not P20 Male
Registered,P20,Male,2003,BOL,933767.895887561,1077189.61100847,0.866855645788641,P20 Male
Registered,Not P20,Female,2003,BOL,3084910.9260105,3358183.87227168,0.918624781532191,Not P20 Female
Registered,P20,Female,2003,BOL,883022.318468365,1013143.76850263,0.871566648209686,P20 Female
Registered,Not P20,Male,2004,BOL,3292002.35444326,3562560.18172369,0.924055226163359,Not P20 Male
Registered,P20,Male,2004,BOL,911952.926425715,1055038.35556329,0.864378931454888,P20 Male
Registered,Not P20,Female,2004,BOL,3180978.27852152,3464277.33977469,0.91822275370378,Not P20 Female
Registered,P20,Female,2004,BOL,859674.82491153,987163.122938333,0.870853868966126,P20 Female
Registered,Not P20,Male,2005,BOL,3390143.31475762,3669362.13741021,0.923905351339986,Not P20 Male
Registered,P20,Male,2005,BOL,889494.424510939,1031365.54513541,0.86244341660081,P20 Male
Registered,Not P20,Female,2005,BOL,3277342.75271081,3570360.15725414,0.917930575169569,Not P20 Female
Registered,P20,Female,2005,BOL,836052.932404607,961218.160200225,0.869784786661183,P20 Female
Registered,Not P20,Male,2006,BOL,3591854.27063785,3898510.21309357,0.921340223394625,Not P20 Male
Registered,P20,Male,2006,BOL,763407.056148738,885281.951297701,0.862332113548332,P20 Male
Registered,Not P20,Female,2006,BOL,3451903.83256473,3762962.79435129,0.917336689522018,Not P20 Female
Registered,P20,Female,2006,BOL,734177.85018441,848691.041257442,0.86507081434091,P20 Female
Registered,Not P20,Male,2007,BOL,3781704.97876214,4108458.52144267,0.920468092600872,Not P20 Male
Registered,P20,Male,2007,BOL,649111.793655984,758323.278166619,0.85598294598753,P20 Male
Registered,Not P20,Female,2007,BOL,3630270.37615066,3959743.5072175,0.916794325070221,Not P20 Female
Registered,P20,Female,2007,BOL,628431.80930972,731913.693173199,0.858614636085252,P20 Female
Registered,Not P20,Male,2008,BOL,3944448.66748611,4289861.01689084,0.919481692286833,Not P20 Male
Registered,P20,Male,2008,BOL,561933.748669005,659921.619472583,0.851515895354525,P20 Male
Registered,Not P20,Female,2008,BOL,3781493.57336895,4127020.88905371,0.91627681929083,Not P20 Female
Registered,P20,Female,2008,BOL,549838.91676387,644650.474582872,0.852925637136386,P20 Female
Registered,Not P20,Male,2009,BOL,4048254.00987132,4402172.4708267,0.919603681295813,Not P20 Male
Registered,P20,Male,2009,BOL,533838.677698273,630769.860439291,0.846328766131102,P20 Male
Registered,Not P20,Female,2009,BOL,3881887.27705281,4237458.43827112,0.916088578472671,Not P20 Female
Registered,P20,Female,2009,BOL,522214.527383807,614380.2304629,0.849985890643565,P20 Female
Registered,Not P20,Male,2010,BOL,4148947.82637583,4517104.02861955,0.918497293861034,Not P20 Male
Registered,P20,Male,2010,BOL,509078.563827945,599243.413021907,0.849535518898284,P20 Male
Registered,Not P20,Female,2010,BOL,3978083.35463524,4343860.40413776,0.915794474160795,Not P20 Female
Registered,P20,Female,2010,BOL,499002.516163905,588382.154220793,0.848092540849993,P20 Female
Registered,Not P20,Male,2011,BOL,4271525.66987008,4652182.56078571,0.918176708256406,Not P20 Male
Registered,P20,Male,2011,BOL,462691.693355732,547852.575437575,0.844555112269348,P20 Male
Registered,Not P20,Female,2011,BOL,4096057.59048908,4474562.91682921,0.915409542032242,Not P20 Female
Registered,P20,Female,2011,BOL,454259.623420684,538355.946947514,0.84379048099374,P20 Female
Registered,Not P20,Male,2012,BOL,4275738.63076095,4651347.63432576,0.919247273458359,Not P20 Male
Registered,P20,Male,2012,BOL,534835.656475801,632557.476021449,0.845513137936046,P20 Male
Registered,Not P20,Female,2012,BOL,4101808.83652143,4477469.06295957,0.916099872236787,Not P20 Female
Registered,P20,Female,2012,BOL,521899.22514008,616301.826693209,0.846824076346407,P20 Female
Registered,Not P20,Male,2013,BOL,4388864.72922667,4778128.25636059,0.918532214656285,Not P20 Male
Registered,P20,Male,2013,BOL,498056.28391558,589635.626574473,0.844684855304743,P20 Male
Registered,Not P20,Female,2013,BOL,4211478.50115631,4600118.38735744,0.91551524254914,Not P20 Female
Registered,P20,Female,2013,BOL,485610.606295767,574493.729707509,0.845284432508959,P20 Female
Registered,Not P20,Male,2014,BOL,4457711.58321886,4853231.49487397,0.918503802657496,Not P20 Male
Registered,P20,Male,2014,BOL,505297.031240018,598106.53979963,0.844827798420823,P20 Male
Registered,Not P20,Female,2014,BOL,4277676.9738955,4672367.84324891,0.915526584679395,Not P20 Female
Registered,P20,Female,2014,BOL,492544.12042426,582811.122077484,0.845117915163562,P20 Female
Registered,Not P20,Male,2015,BOL,4526731.13692101,4928280.45957326,0.918521414122802,Not P20 Male
Registered,P20,Male,2015,BOL,511934.904224033,606159.22567943,0.844555163950886,P20 Male
Registered,Not P20,Female,2015,BOL,4343536.70426948,4744655.02730558,0.915458906763998,Not P20 Female
Registered,P20,Female,2015,BOL,499402.912373392,590635.287441712,0.84553517710822,P20 Female
Registered,Not P20,Male,2016,BOL,4596606.47338148,5004143.46259615,0.918560090800587,Not P20 Male
Registered,P20,Male,2016,BOL,517193.182669087,612822.521608309,0.843952636257151,P20 Male
Registered,Not P20,Female,2016,BOL,4410322.41369782,4817421.97648438,0.915494311112093,Not P20 Female
Registered,P20,Female,2016,BOL,504832.260898122,597425.039311161,0.845013562672566,P20 Female
Registered,Not P20,Male,2017,BOL,4664351.61499647,5078297.78759323,0.918487219554538,Not P20 Male
Registered,P20,Male,2017,BOL,524098.636600808,620663.950080049,0.844416107191683,P20 Male
Registered,Not P20,Female,2017,BOL,4476483.43386018,4889525.7841732,0.915525069598776,Not P20 Female
Registered,P20,Female,2017,BOL,510422.042163571,604366.478153512,0.844557169555525,P20 Female
Registered,Not P20,Male,2018,BOL,4734178.30342746,5154052.4193453,0.918535148315162,Not P20 Male
Registered,P20,Male,2018,BOL,528573.490379526,626521.673765492,0.843663535536957,P20 Male
Registered,Not P20,Female,2018,BOL,4543548.29286438,4962505.64325218,0.915575441015874,Not P20 Female
Registered,P20,Female,2018,BOL,514772.490188385,610062.263637026,0.843803199888895,P20 Female
Registered,Not P20,Male,2000,CIV,9332562.73215413,13442692.6123579,0.694248020190143,Not P20 Male
Registered,P20,Male,2000,CIV,1180075.11065116,3139699.44416717,0.37585607528245,P20 Male
Registered,Not P20,Female,2000,CIV,9163326.81008036,13374351.882697,0.685141746714125,Not P20 Female
Registered,P20,Female,2000,CIV,1140634.37388324,2952592.06077794,0.386316277495751,P20 Female
Registered,Not P20,Male,2001,CIV,9531689.05195371,13680851.670966,0.696717520312147,Not P20 Male
Registered,P20,Male,2001,CIV,1235453.67577447,3302990.51113157,0.374040940054416,P20 Male
Registered,Not P20,Female,2001,CIV,9364857.24898955,13630795.7636051,0.687036722683071,Not P20 Female
Registered,P20,Female,2001,CIV,1188556.87862027,3091414.05429733,0.384470296681246,P20 Female
Registered,Not P20,Male,2002,CIV,9712995.75719522,13945105.0725852,0.696516498559058,Not P20 Male
Registered,P20,Male,2002,CIV,1295973.18591408,3420188.19466886,0.378918677028986,P20 Male
Registered,Not P20,Female,2002,CIV,9554823.62452508,13898151.74318,0.687488797149861,Not P20 Female
Registered,P20,Female,2002,CIV,1235616.44974168,3199632.98956584,0.386174431183542,P20 Female
Registered,Not P20,Male,2003,CIV,9707070.5550151,13730694.382462,0.706961373156322,Not P20 Male
Registered,P20,Male,2003,CIV,1537053.36803301,4005526.91728952,0.383733126695129,P20 Male
Registered,Not P20,Female,2003,CIV,9562878.18135188,13695755.6194747,0.698236625057323,Not P20 Female
Registered,P20,Female,2003,CIV,1458049.02865912,3767243.0807738,0.387033434635609,P20 Female
Registered,Not P20,Male,2004,CIV,9656577.48075468,13450796.8231489,0.717918619076579,Not P20 Male
Registered,P20,Male,2004,CIV,1824561.08182814,4659267.82856562,0.391598240101567,P20 Male
Registered,Not P20,Female,2004,CIV,9549220.59563546,13406704.7842012,0.712272012350752,Not P20 Female
Registered,P20,Female,2004,CIV,1703855.40303298,4424218.56408432,0.385120079027025,P20 Female
Registered,Not P20,Male,2005,CIV,9616443.06285548,13127931.1832819,0.732517784302661,Not P20 Male
Registered,P20,Male,2005,CIV,2109849.95745414,5369053.02840805,0.392965006359738,P20 Male
Registered,Not P20,Female,2005,CIV,9470090.75264842,13034704.7474214,0.726528980606319,Not P20 Female
Registered,P20,Female,2005,CIV,2023436.28754975,5177339.04088854,0.390825532492554,P20 Female
Registered,Not P20,Male,2006,CIV,9071259.58135458,12240019.5302347,0.74111479634058,Not P20 Male
Registered,P20,Male,2006,CIV,2328083.925899,5555543.96749161,0.41905598075037,P20 Male
Registered,Not P20,Female,2006,CIV,9112167.26697113,12316367.1539354,0.739842126585157,Not P20 Female
Registered,P20,Female,2006,CIV,2178388.39557992,5301243.67894408,0.410920253342103,P20 Female
Registered,Not P20,Male,2007,CIV,8633537.64485266,11465481.5124064,0.753002622306846,Not P20 Male
Registered,P20,Male,2007,CIV,2481011.04791438,5685098.42402411,0.436405997375544,P20 Male
Registered,Not P20,Female,2007,CIV,8770690.58633216,11565627.0211035,0.758341123255011,Not P20 Female
Registered,P20,Female,2007,CIV,2350372.9954388,5505300.50920804,0.426929100692618,P20 Female
Registered,Not P20,Male,2008,CIV,8153034.87635372,10645210.9184563,0.765887584455306,Not P20 Male
Registered,P20,Male,2008,CIV,2667315.51316927,5866384.75764957,0.454677901869832,P20 Male
Registered,Not P20,Female,2008,CIV,8410211.99627358,10853609.2895119,0.774876980729402,Not P20 Female
Registered,P20,Female,2008,CIV,2529741.26658112,5674049.3721659,0.445844070196285,P20 Female
Registered,Not P20,Male,2009,CIV,7417743.88656336,9505822.04344887,0.780336919064822,Not P20 Male
Registered,P20,Male,2009,CIV,3144591.83382674,6432700.63640654,0.488844734360806,P20 Male
Registered,Not P20,Female,2009,CIV,7856301.74373407,9857876.58303597,0.796956796685167,Not P20 Female
Registered,P20,Female,2009,CIV,2883184.45483448,6163138.21913867,0.467811097580319,P20 Female
Registered,Not P20,Male,2010,CIV,6733472.62422876,8420983.70693702,0.799606418746764,Not P20 Male
