sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,2004,BGD,25728321.8962402,213701211.42983,0.120393898210017,Not P20
5 people per room or more,P20,2004,BGD,17096665.9046797,59999915.0674915,0.284944835095988,P20
5 people per room or more,Not P20,2005,BGD,25632663.0505176,214266469.720171,0.119629837948949,Not P20
5 people per room or more,P20,2005,BGD,17786360.6132569,63528738.0681734,0.279973460108246,P20
5 people per room or more,Not P20,2006,BGD,24583280.8164432,212800300.029512,0.115522773290422,Not P20
5 people per room or more,P20,2006,BGD,18591908.9753486,68762491.205296,0.270378641748755,P20
5 people per room or more,Not P20,2007,BGD,24073993.8190512,208760119.261033,0.115318931145796,Not P20
5 people per room or more,P20,2007,BGD,21005391.2446523,76277639.936399,0.275380717890155,P20
5 people per room or more,Not P20,2008,BGD,23990309.5572863,207892865.46396,0.115397464476457,Not P20
5 people per room or more,P20,2008,BGD,23061963.5398027,80429214.9750541,0.286736151123142,P20
5 people per room or more,Not P20,2009,BGD,23771822.0686045,205091753.57659,0.11590822962917,Not P20
5 people per room or more,P20,2009,BGD,23113559.4199558,86468372.0480631,0.26730651766068,P20
5 people per room or more,Not P20,2010,BGD,25887275.4422261,202827223.553293,0.127632154050683,Not P20
5 people per room or more,P20,2010,BGD,23125235.5773129,92030893.7405902,0.251276877115815,P20
5 people per room or more,Not P20,2011,BGD,25083539.8828741,198843330.491116,0.126147252819198,Not P20
5 people per room or more,P20,2011,BGD,26210298.1175993,99408113.8206178,0.263663569403357,P20
5 people per room or more,Not P20,2012,BGD,11750792.6605607,117736605.126068,0.0998057710936919,Not P20
5 people per room or more,P20,2012,BGD,17549040.0688259,64269516.1158306,0.273053869538988,P20
5 people per room or more,Not P20,2013,BGD,11938890.2661728,126516780.059472,0.0943660616446346,Not P20
5 people per room or more,P20,2013,BGD,17912735.1500383,71608642.6327409,0.250147670608803,P20
5 people per room or more,Not P20,2014,BGD,18509615.6420954,208979667.431174,0.0885713709358422,Not P20
5 people per room or more,P20,2014,BGD,25712125.9601281,99276455.0203634,0.258995206414795,P20
5 people per room or more,Not P20,2015,BGD,19021702.0729492,211069607.538825,0.0901205166141709,Not P20
5 people per room or more,P20,2015,BGD,26743277.1844881,100635330.351491,0.265744416906878,P20
5 people per room or more,Not P20,2016,BGD,19898055.2519084,218714663.61422,0.0909772345534438,Not P20
5 people per room or more,P20,2016,BGD,26574952.6673781,96397632.7765372,0.275680552539941,P20
5 people per room or more,Not P20,2017,BGD,20957385.3707444,225900443.631298,0.092772661416061,Not P20
5 people per room or more,P20,2017,BGD,26384432.2804754,92597245.3803033,0.284937550486656,P20
5 people per room or more,Not P20,2018,BGD,21311330.8937478,228983638.11755,0.0930692300504349,Not P20
5 people per room or more,P20,2018,BGD,30586612.2208834,92905368.2753166,0.32922330311681,P20
5 people per room or more,Not P20,2000,BOL,1471355.51400114,6319019.20730072,0.23284555177506,Not P20
5 people per room or more,P20,2000,BOL,963709.675177092,2099244.79269927,0.459074462648983,P20
5 people per room or more,Not P20,2001,BOL,1504771.2590437,6459682.35799062,0.232948181605601,Not P20
5 people per room or more,P20,2001,BOL,977145.625894662,2120552.64200941,0.460797627249061,P20
5 people per room or more,Not P20,2002,BOL,1540272.93921382,6605014.73676683,0.233197502291689,Not P20
5 people per room or more,P20,2002,BOL,988671.511430651,2137799.26323318,0.462471630725232,P20
5 people per room or more,Not P20,2003,BOL,1596854.65066592,6815489.62048893,0.23429786260189,Not P20
5 people per room or more,P20,2003,BOL,979241.747389889,2090333.37951109,0.468461996056784,P20
5 people per room or more,Not P20,2004,BOL,1654341.81161044,7026837.52149837,0.235431914648523,Not P20
5 people per room or more,P20,2004,BOL,968966.410631077,2042201.47850162,0.474471505789926,P20
5 people per room or more,Not P20,2005,BOL,1724219.54278519,7239722.2946644,0.238161005713703,Not P20
5 people per room or more,P20,2005,BOL,946315.2558908,1992583.70533563,0.474918696442618,P20
5 people per room or more,Not P20,2006,BOL,1860783.57458424,7661473.00744487,0.242875433063076,Not P20
5 people per room or more,P20,2006,BOL,856941.064534215,1733972.99255514,0.494206696536516,P20
5 people per room or more,Not P20,2007,BOL,2010033.37330887,8068202.02866017,0.249130272911952,Not P20
5 people per room or more,P20,2007,BOL,754838.585064446,1490236.97133982,0.506522519291544,P20
5 people per room or more,Not P20,2008,BOL,2130700.59700363,8416881.90594455,0.253146072478312,Not P20
5 people per room or more,P20,2008,BOL,681325.044339702,1304572.09405545,0.522259404017836,P20
5 people per room or more,Not P20,2009,BOL,2200062.57171114,8639630.9090978,0.254647749985987,Not P20
5 people per room or more,P20,2009,BOL,659207.001653435,1245150.09090219,0.529419711302272,P20
5 people per room or more,Not P20,2010,BOL,2279341.93351072,8860964.43275731,0.257234068684942,Not P20
5 people per room or more,P20,2010,BOL,627310.995088874,1187625.5672427,0.528206037653177,P20
5 people per room or more,Not P20,2011,BOL,2371486.70495962,9126745.47761492,0.25983925056047,Not P20
5 people per room or more,P20,2011,BOL,582710.118052658,1086208.52238509,0.536462480310086,P20
5 people per room or more,Not P20,2012,BOL,2341670.85783011,9128816.69728535,0.256514172151847,Not P20
5 people per room or more,P20,2012,BOL,660173.414595942,1248859.30271466,0.528621129026237,P20
5 people per room or more,Not P20,2013,BOL,2433906.39159907,9378246.64371803,0.259526805389513,Not P20
5 people per room or more,P20,2013,BOL,615578.966525615,1164129.35628198,0.528789144611611,P20
5 people per room or more,Not P20,2014,BOL,2473138.2076248,9525599.33812287,0.259630719268963,Not P20
5 people per room or more,P20,2014,BOL,623826.539981711,1180917.66187711,0.528255745612369,P20
5 people per room or more,Not P20,2015,BOL,2511556.38930523,9672935.48687886,0.259647796960096,Not P20
5 people per room or more,P20,2015,BOL,632619.314707651,1196794.51312114,0.528594765243226,P20
5 people per room or more,Not P20,2016,BOL,2549824.3142285,9821565.43908054,0.25961485773771,Not P20
5 people per room or more,P20,2016,BOL,641235.482639826,1210247.56091947,0.529838277180791,P20
5 people per room or more,Not P20,2017,BOL,2587046.32455333,9967823.57176645,0.25953973863272,Not P20
5 people per room or more,P20,2017,BOL,650596.156480091,1225030.42823356,0.531085711412265,P20
5 people per room or more,Not P20,2018,BOL,2624094.29116399,10116558.0625975,0.2593860752765,Not P20
5 people per room or more,P20,2018,BOL,659913.061420501,1236583.93740252,0.533658121750043,P20
5 people per room or more,Not P20,2000,CIV,2166913.01637423,13256419.1326371,0.163461414028417,Not P20
5 people per room or more,P20,2000,CIV,491434.036955422,2942874.62040802,0.166991156723927,P20
5 people per room or more,Not P20,2001,CIV,2211092.26678691,13516835.750064,0.163580612184064,Not P20
5 people per room or more,P20,2001,CIV,511611.831939844,3074633.54009174,0.166397661792429,P20
5 people per room or more,Not P20,2002,CIV,2252487.51525683,13743318.4707926,0.163896916166487,Not P20
5 people per room or more,P20,2002,CIV,531367.554015002,3220789.34821984,0.164980536311291,P20
5 people per room or more,Not P20,2003,CIV,2222232.84996455,13567018.4172846,0.163796700322408,Not P20
5 people per room or more,P20,2003,CIV,621086.224188212,3759447.98902833,0.16520676067359,P20
5 people per room or more,Not P20,2004,CIV,2183498.76332014,13328152.9603953,0.163826058254915,Not P20
5 people per room or more,P20,2004,CIV,719764.653148795,4363599.08790958,0.164947475386334,P20
5 people per room or more,Not P20,2005,CIV,2138326.64472813,13007691.4013138,0.164389404603507,Not P20
5 people per room or more,P20,2005,CIV,826898.682456093,5061640.83988548,0.16336573625299,P20
5 people per room or more,Not P20,2006,CIV,2083634.42017512,12834446.1605617,0.162347045919115,Not P20
5 people per room or more,P20,2006,CIV,924984.381501881,5499314.92539415,0.168199929273115,P20
5 people per room or more,Not P20,2007,CIV,2075156.09957355,12739378.0752861,0.162893046058446,Not P20
5 people per room or more,P20,2007,CIV,1000247.92194304,6001355.22793075,0.166670340940294,P20
5 people per room or more,Not P20,2008,CIV,2090988.63657113,12646537.8865384,0.165340795665261,Not P20
5 people per room or more,P20,2008,CIV,1054089.88635991,6518774.18418601,0.161700629071803,P20
5 people per room or more,Not P20,2009,CIV,2024304.78715081,12106908.5492497,0.167202451304239,Not P20
5 people per room or more,P20,2009,CIV,1193535.63451798,7501796.10642932,0.159099983202033,P20
5 people per room or more,Not P20,2010,CIV,1968029.15148521,11515528.2041221,0.170902204102174,Not P20
5 people per room or more,P20,2010,CIV,1325817.61508488,8556339.86982063,0.15495149038682,P20
5 people per room or more,Not P20,2011,CIV,1715111.01953681,10017656.0704785,0.171208814464208,Not P20
5 people per room or more,P20,2011,CIV,1658255.55843022,10538785.596815,0.157347878766162,P20
5 people per room or more,Not P20,2012,CIV,1779560.14125638,10415235.9729354,0.170861240770797,Not P20
5 people per room or more,P20,2012,CIV,1676988.26131012,10648094.6688108,0.157491862485236,P20
5 people per room or more,Not P20,2013,CIV,1783969.67856877,10372899.9053788,0.171983697407868,Not P20
5 people per room or more,P20,2013,CIV,1759255.08581485,11218614.5356805,0.156815717325842,P20
5 people per room or more,Not P20,2014,CIV,1843571.81881613,10698047.6136347,0.172327875645879,Not P20
5 people per room or more,P20,2014,CIV,1789515.3615381,11441065.6339247,0.156411598254614,P20
5 people per room or more,Not P20,2015,CIV,1891868.71928319,11026862.9336513,0.171569079135795,Not P20
5 people per room or more,P20,2015,CIV,1834013.63178885,11677720.5851576,0.157052364664374,P20
5 people per room or more,Not P20,2016,CIV,1990400.62003861,11629048.0621776,0.171157657049523,Not P20
5 people per room or more,P20,2016,CIV,1831182.2250871,11658710.0325564,0.157065594733347,P20
5 people per room or more,Not P20,2017,CIV,2097078.58629941,12238317.557325,0.171353503165494,Not P20
5 people per room or more,P20,2017,CIV,1823121.78670139,11650390.7787428,0.156485891445619,P20
5 people per room or more,Not P20,2018,CIV,2193097.28427537,12915117.709181,0.169808540166564,Not P20
5 people per room or more,P20,2018,CIV,1828448.51805966,11591164.0089091,0.157745030322606,P20
5 people per room or more,Not P20,2000,CMR,1136374.94822195,12297847.7644722,0.0924043759514464,Not P20
5 people per room or more,P20,2000,CMR,419111.554434418,3145777.67587271,0.133229871153608,P20
5 people per room or more,Not P20,2001,CMR,1166770.55877677,12651177.3314348,0.0922262433139451,Not P20
5 people per room or more,P20,2001,CMR,430321.896238896,3205532.21039776,0.134243510279842,P20
5 people per room or more,Not P20,2002,CMR,1203715.364438,13010013.8610497,0.0925222199833132,Not P20
5 people per room or more,P20,2002,CMR,436359.363609883,3273444.56233886,0.1333028115491,P20
5 people per room or more,Not P20,2003,CMR,1174953.04992844,12873472.4862274,0.0912693176752007,Not P20
5 people per room or more,P20,2003,CMR,509564.894440429,3851239.77321415,0.132311911084975,P20
5 people per room or more,Not P20,2004,CMR,1132488.00624343,12651038.0457418,0.0895173978727076,Not P20
5 people per room or more,P20,2004,CMR,597996.562059479,4530053.18039738,0.132006521390776,P20
5 people per room or more,Not P20,2005,CMR,1122043.81495368,12434606.6116528,0.0902355699698762,Not P20
5 people per room or more,P20,2005,CMR,655974.600160679,5218423.7310529,0.125703590579895,P20
5 people per room or more,Not P20,2006,CMR,1128705.89761825,12406291.5514952,0.0909785081974976,Not P20
5 people per room or more,P20,2006,CMR,698468.230935753,5734780.58734203,0.121795109734003,P20
5 people per room or more,Not P20,2007,CMR,1131137.43581078,12409559.3903731,0.0911504913452666,Not P20
5 people per room or more,P20,2007,CMR,746831.11712321,6235824.46267233,0.119764615183404,P20
5 people per room or more,Not P20,2008,CMR,1119345.23111221,12397628.0846208,0.0902870471248245,Not P20
5 people per room or more,P20,2008,CMR,810999.507324797,6767771.97526492,0.11983256975691,P20
5 people per room or more,Not P20,2009,CMR,1123064.52427273,12314208.9932377,0.0912007035847338,Not P20
5 people per room or more,P20,2009,CMR,861147.221557405,7386008.87725019,0.116591685153513,P20
5 people per room or more,Not P20,2010,CMR,1107009.66283137,12078896.8335331,0.0916482422267334,Not P20
5 people per room or more,P20,2010,CMR,932479.701271719,8170144.07745293,0.114132589637565,P20
5 people per room or more,Not P20,2011,CMR,1072721.48522849,12061268.2759373,0.0889393603298428,Not P20
5 people per room or more,P20,2011,CMR,1023431.64366922,8750358.01141398,0.116958830979744,P20
5 people per room or more,Not P20,2012,CMR,1119373.26416557,12444920.9116663,0.0899461934801235,Not P20
5 people per room or more,P20,2012,CMR,1034820.35125473,8942959.5139881,0.11571341116284,P20
5 people per room or more,Not P20,2013,CMR,1143170.95139726,12771280.8474417,0.089511065104034,Not P20
5 people per room or more,P20,2013,CMR,1070382.02008242,9205948.09380288,0.116270699028052,P20
5 people per room or more,Not P20,2014,CMR,1195156.1819175,13287062.4634768,0.0899488645592451,Not P20
5 people per room or more,P20,2014,CMR,1079012.25004279,9291986.20809527,0.116122885449695,P20
5 people per room or more,Not P20,2015,CMR,1267942.23145978,13834877.7963788,0.0916482422267334,Not P20
5 people per room or more,P20,2015,CMR,1068039.81294743,9357886.44013994,0.114132589637565,P20
5 people per room or more,Not P20,2016,CMR,1265120.58911044,14066091.1634295,0.0899411623607014,Not P20
5 people per room or more,P20,2016,CMR,1133844.2434825,9751996.78259627,0.116267905820683,P20
5 people per room or more,Not P20,2017,CMR,1286807.09301111,14318825.2009602,0.0898682032185726,Not P20
5 people per room or more,P20,2017,CMR,1176277.0175197,10135870.0767824,0.116050917050932,P20
5 people per room or more,Not P20,2018,CMR,1293862.87131539,14547697.0659215,0.0889393603298429,Not P20
5 people per room or more,P20,2018,CMR,1234411.93572331,10554243.1074495,0.116958830979744,P20
5 people per room or more,Not P20,2000,COD,2120295.44945023,11420658.0794283,0.185654402286105,Not P20
5 people per room or more,P20,2000,COD,16288473.1648037,82132471.0667263,0.198319531279786,P20
5 people per room or more,Not P20,2001,COD,1907420.90185522,9895253.79859465,0.192761190433147,Not P20
5 people per room or more,P20,2001,COD,17047365.8760432,86276819.6459379,0.197589178020262,P20
5 people per room or more,Not P20,2002,COD,1585078.78487608,9016857.32150957,0.175790602907168,Not P20
5 people per room or more,P20,2002,COD,17978182.6896336,90015680.8066216,0.199722787502498,P20
5 people per room or more,Not P20,2003,COD,1531242.59377741,9144921.03382523,0.167441860691158,Not P20
5 people per room or more,P20,2003,COD,18574872.9465832,92972015.4928331,0.199789935155435,P20
5 people per room or more,Not P20,2004,COD,1473456.45350778,9225048.41521843,0.159723438532533,Not P20
5 people per room or more,P20,2004,COD,19256128.4246038,96153767.2177123,0.200263900019683,P20
5 people per room or more,Not P20,2005,COD,1479557.998176,9229485.19196037,0.160307749284307,Not P20
5 people per room or more,P20,2005,COD,19937554.1382074,99554374.5514978,0.200267986495099,P20
5 people per room or more,Not P20,2006,COD,2062951.37329585,10368674.0514425,0.198959998458902,Not P20
5 people per room or more,P20,2006,COD,20199015.7476881,101973696.983919,0.198080645746064,P20
5 people per room or more,Not P20,2007,COD,2525907.89200553,12686595.3939925,0.199100531983673,Not P20
5 people per room or more,P20,2007,COD,20492367.6932746,103391678.50362,0.198201325192308,P20
5 people per room or more,Not P20,2008,COD,1477149.75604654,7468969.36682906,0.197771564388362,Not P20
