sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,2012,COG,640210.717773297,4721617.27590123,0.135591404462383,Not P20
5 people per room or more,P20,2012,COG,727126.484085643,4298778.72409878,0.169147223142564,P20
5 people per room or more,Not P20,2013,COG,628327.638948132,4543825.71343753,0.138281632829791,Not P20
5 people per room or more,P20,2013,COG,809164.036097916,4701696.28656246,0.17210044774915,P20
5 people per room or more,Not P20,2014,COG,634342.080563928,4575878.77507964,0.138627378858586,Not P20
5 people per room or more,P20,2014,COG,858906.037814137,4898069.22492037,0.175356043039204,P20
5 people per room or more,Not P20,2015,COG,640653.132182086,4614529.92499965,0.138833888303831,Not P20
5 people per room or more,P20,2015,COG,900063.935414191,5097660.07500036,0.1765641337735,P20
5 people per room or more,Not P20,2016,COG,610502.989619768,4439104.59533533,0.137528408377963,Not P20
5 people per room or more,P20,2016,COG,928334.591350975,5522893.40466467,0.16808844989963,P20
5 people per room or more,Not P20,2017,COG,601897.578363182,4278637.31344844,0.140675064107753,Not P20
5 people per room or more,P20,2017,COG,1049632.88811479,5942766.68655157,0.176623607063373,P20
5 people per room or more,Not P20,2018,COG,572012.156715423,4155355.62180449,0.137656607226079,Not P20
5 people per room or more,P20,2018,COG,1148967.13744816,6333370.37819551,0.181414802678178,P20
5 people per room or more,Not P20,2000,COL,1383807.78861872,32077558.4047036,0.0431394363361461,Not P20
5 people per room or more,P20,2000,COL,1423583.39580273,7528669.65537818,0.189088306562339,P20
5 people per room or more,Not P20,2001,COL,1450260.0740138,33178117.6992604,0.0437113427337721,Not P20
5 people per room or more,P20,2001,COL,1401476.94672164,7053734.36231901,0.198685813036612,P20
5 people per room or more,Not P20,2002,COL,1547620.18778944,34342457.619302,0.0450643400348728,Not P20
5 people per room or more,P20,2002,COL,1347994.69951133,6508416.40103398,0.207115620214032,P20
5 people per room or more,Not P20,2003,COL,1578737.44905308,35207366.538165,0.0448411115140272,Not P20
5 people per room or more,P20,2003,COL,1359984.28108543,6251651.96087989,0.217539986166156,P20
5 people per room or more,Not P20,2004,COL,1620332.81071348,36023295.3231766,0.0449801384403329,Not P20
5 people per room or more,P20,2004,COL,1360332.35518102,6027454.4926128,0.225689361379373,P20
5 people per room or more,Not P20,2005,COL,1671391.91817516,36791279.8053175,0.0454290235898124,Not P20
5 people per room or more,P20,2005,COL,1349777.3541757,5830895.49851318,0.231487145417009,P20
5 people per room or more,Not P20,2006,COL,1668538.86935013,37021177.3922934,0.045069848850822,Not P20
5 people per room or more,P20,2006,COL,1391817.30850242,6153840.53812994,0.22617051902443,P20
5 people per room or more,Not P20,2007,COL,1670254.66190824,37200702.1471925,0.0448984714132417,Not P20
5 people per room or more,P20,2007,COL,1428115.66347007,6510613.32693236,0.219351939941265,P20
5 people per room or more,Not P20,2008,COL,1681789.13380862,37378865.0679165,0.0449930497020938,Not P20
5 people per room or more,P20,2008,COL,1453238.04264006,6849599.42751837,0.212163945938452,P20
5 people per room or more,Not P20,2009,COL,1714517.52726138,38178765.7335836,0.0449076206188934,Not P20
5 people per room or more,P20,2009,COL,1455581.09865686,6544481.18967856,0.222413520104923,P20
5 people per room or more,Not P20,2010,COL,1760517.83785867,38915252.7656202,0.0452397893561674,Not P20
5 people per room or more,P20,2010,COL,1443063.08140262,6280357.02373565,0.229774052008315,P20
5 people per room or more,Not P20,2011,COL,1812129.05340866,39569285.5689432,0.0457963551111206,Not P20
5 people per room or more,P20,2011,COL,1422649.7782564,6066459.40375258,0.234510722576728,P20
5 people per room or more,Not P20,2012,COL,1823385.42171464,39787136.9741511,0.0458285154546119,Not P20
5 people per room or more,P20,2012,COL,1440703.43349531,6262109.14630312,0.230066803346255,P20
5 people per room or more,Not P20,2013,COL,1816405.47715193,40093788.3800899,0.0453039124148702,Not P20
5 people per room or more,P20,2013,COL,1477465.90511843,6375624.8925252,0.23173664229378,P20
5 people per room or more,Not P20,2014,COL,1871363.21917892,40719058.6759126,0.0459579194615795,Not P20
5 people per room or more,P20,2014,COL,1455940.58499898,6222013.88452069,0.233998286088868,P20
5 people per room or more,Not P20,2015,COL,1940204.14780942,41404024.5386597,0.0468602791498643,Not P20
5 people per room or more,P20,2015,COL,1426165.00024609,6088175.67631911,0.234251617572958,P20
5 people per room or more,Not P20,2016,COL,1946177.63041737,41907773.1597841,0.0464395381495713,Not P20
5 people per room or more,P20,2016,COL,1466288.94644461,6234762.24482687,0.235179608919526,P20
5 people per room or more,Not P20,2017,COL,1961841.4737031,42456872.8739981,0.0462078655563113,Not P20
5 people per room or more,P20,2017,COL,1502315.2875946,6414899.42662842,0.234191557448032,P20
5 people per room or more,Not P20,2018,COL,1978119.81440011,43037736.0572184,0.0459624505287689,Not P20
5 people per room or more,P20,2018,COL,1538998.35705835,6581207.38964897,0.233847418253208,P20
5 people per room or more,Not P20,2000,COM,63633.274772708,472217.044257017,0.134754294760428,Not P20
5 people per room or more,P20,2000,COM,15358.7886974598,69755.7667584587,0.220179483520585,P20
5 people per room or more,Not P20,2001,COM,65554.7174720919,485161.940132455,0.135119249985262,Not P20
5 people per room or more,P20,2001,COM,15408.0804235832,70332.2859396166,0.219075495950917,P20
5 people per room or more,Not P20,2002,COM,67157.4758787551,497946.248335359,0.134868926321392,Not P20
5 people per room or more,P20,2002,COM,15784.7951953303,71129.3502911584,0.221916763343365,P20
5 people per room or more,Not P20,2003,COM,66453.3275033421,501660.790218582,0.132466656352368,Not P20
5 people per room or more,P20,2003,COM,18488.9528184756,81137.081082326,0.227873033782367,P20
5 people per room or more,Not P20,2004,COM,65048.971876135,505942.754091794,0.128569826032795,Not P20
5 people per room or more,P20,2004,COM,21934.8267697042,90862.1879982893,0.241407644400079,P20
5 people per room or more,Not P20,2005,COM,62113.4510196483,506737.677632366,0.122575158235443,Not P20
5 people per room or more,P20,2005,COM,26967.5026770281,104456.064649862,0.258170770337017,P20
5 people per room or more,Not P20,2006,COM,60255.3786114638,510533.485717983,0.118024341785778,Not P20
5 people per room or more,P20,2006,COM,30980.8428428548,115447.774117088,0.268353747655921,P20
5 people per room or more,Not P20,2007,COM,57267.4421597643,512639.617267783,0.111710917827582,Not P20
5 people per room or more,P20,2007,COM,36181.8684672381,128525.878897567,0.281514266057456,P20
5 people per room or more,Not P20,2008,COM,57050.4993322282,515674.742749905,0.110632719818696,Not P20
5 people per room or more,P20,2008,COM,38672.1978624885,141088.69648088,0.274098484336973,P20
5 people per room or more,Not P20,2009,COM,57146.1426560557,515639.326994471,0.110825803355896,Not P20
5 people per room or more,P20,2009,COM,40910.2385014059,157135.762036907,0.260349636334198,P20
5 people per room or more,Not P20,2010,COM,56239.3793931014,515138.309188389,0.109173358668874,Not P20
5 people per room or more,P20,2010,COM,44211.4200597812,174065.134253636,0.253993542413607,P20
5 people per room or more,Not P20,2011,COM,53266.9310847132,503768.908079835,0.10573683732834,Not P20
5 people per room or more,P20,2011,COM,49641.9339139003,202299.580215502,0.245388220089329,P20
5 people per room or more,Not P20,2012,COM,51905.0884796901,507202.536003567,0.1023360192334,Not P20
5 people per room or more,P20,2012,COM,53523.741564384,216155.696088181,0.24761661401025,P20
5 people per room or more,Not P20,2013,COM,48681.9148785822,499746.701838307,0.0974131789154522,Not P20
5 people per room or more,P20,2013,COM,59315.2346436824,241233.038871282,0.245883544481368,P20
5 people per room or more,Not P20,2014,COM,49391.0186469084,501565.837495053,0.0984736498274678,Not P20
5 people per room or more,P20,2014,COM,61211.0074698574,257286.234031715,0.237910153647444,P20
5 people per room or more,Not P20,2015,COM,48435.4870059022,500323.220846058,0.0968083930304029,Not P20
5 people per room or more,P20,2015,COM,64793.1169417407,276550.075950879,0.234290721920645,P20
5 people per room or more,Not P20,2016,COM,49502.8029836827,506116.806619752,0.097809047903984,Not P20
5 people per room or more,P20,2016,COM,66371.8953429873,288911.620525884,0.229730791797767,P20
5 people per room or more,Not P20,2017,COM,49126.8194649763,512484.016400847,0.0958601983530956,Not P20
5 people per room or more,P20,2017,COM,69413.1984971075,300831.447588754,0.23073784025398,P20
5 people per room or more,Not P20,2018,COM,48765.8694781535,518472.258900191,0.0940568538451761,Not P20
5 people per room or more,P20,2018,COM,72458.4020839671,313260.149845384,0.231304243836091,P20
5 people per room or more,Not P20,2000,DOM,1780842.25919089,14974775.6452953,0.11892280067317,Not P20
5 people per room or more,P20,2000,DOM,228382.599975542,827252.282126919,0.276073701952633,P20
5 people per room or more,Not P20,2001,DOM,1853749.8079006,15211504.2563848,0.121864989593157,Not P20
5 people per room or more,P20,2001,DOM,202328.883652215,830907.346213117,0.243503544136821,P20
5 people per room or more,Not P20,2002,DOM,1835327.21851441,15430133.9300718,0.118944347912466,Not P20
5 people per room or more,P20,2002,DOM,167428.819124059,852033.140258642,0.196505055041914,P20
5 people per room or more,Not P20,2003,DOM,1800547.14683275,15562668.2251906,0.115696557992432,Not P20
5 people per room or more,P20,2003,DOM,170225.072794289,965730.198588498,0.176265662027643,P20
5 people per room or more,Not P20,2004,DOM,1695944.80915349,15738767.5030003,0.107755884241265,Not P20
5 people per room or more,P20,2004,DOM,189207.849471645,1052155.17565571,0.179828844498845,P20
5 people per room or more,Not P20,2005,DOM,1693813.38917337,15921632.1798269,0.106384406450456,Not P20
5 people per room or more,P20,2005,DOM,199913.747831256,1103940.23431266,0.181091096798122,P20
5 people per room or more,Not P20,2006,DOM,1674700.3832345,16009332.0902564,0.104607760885525,Not P20
5 people per room or more,P20,2006,DOM,200984.376528052,1217269.1137533,0.165110881609689,P20
5 people per room or more,Not P20,2007,DOM,1702872.21453649,16194253.2641344,0.105152870389391,Not P20
5 people per room or more,P20,2007,DOM,228640.810292352,1246127.6959738,0.183481043741411,P20
5 people per room or more,Not P20,2008,DOM,562420.723406384,9013537.74690898,0.062397333788196,Not P20
5 people per room or more,P20,2008,DOM,77757.673557124,369437.705655017,0.2104757374975,P20
5 people per room or more,Not P20,2009,DOM,573527.921691772,9151321.97751338,0.0626715924869701,Not P20
5 people per room or more,P20,2009,DOM,70150.6095608247,339406.456241245,0.206686137729103,P20
5 people per room or more,Not P20,2010,DOM,583750.581438663,9282684.54886999,0.0628859656239988,Not P20
5 people per room or more,P20,2010,DOM,64767.0371421801,314001.568367859,0.206263419252429,P20
5 people per room or more,Not P20,2011,DOM,574891.540868076,9306900.15108778,0.0617704640143672,Not P20
5 people per room or more,P20,2011,DOM,76285.5959624234,407008.289445061,0.187430079290119,P20
5 people per room or more,Not P20,2012,DOM,575456.476982475,9376510.81884037,0.0613721338460146,Not P20
5 people per room or more,P20,2012,DOM,77687.2647176912,443526.186920821,0.175158236443793,P20
5 people per room or more,Not P20,2013,DOM,1609679.54305017,17305620.4533527,0.0930148414724027,Not P20
5 people per room or more,P20,2013,DOM,561233.357500061,1857207.17693821,0.302192111073633,P20
5 people per room or more,Not P20,2014,DOM,1665433.81229466,17622749.4477808,0.0945047659691028,Not P20
5 people per room or more,P20,2014,DOM,525812.738696026,1770742.22346054,0.296944824452447,P20
5 people per room or more,Not P20,2015,DOM,1757106.89006191,17938534.0093423,0.0979515321122015,Not P20
5 people per room or more,P20,2015,DOM,536050.997871384,1684769.51246395,0.318174678438605,P20
5 people per room or more,Not P20,2016,DOM,1836627.91994938,18420500.0370407,0.0997056494805364,Not P20
5 people per room or more,P20,2016,DOM,524584.551621388,1453300.40948321,0.360960850350224,P20
5 people per room or more,Not P20,2017,DOM,1926223.87554984,18956799.341199,0.101611239370117,Not P20
5 people per room or more,P20,2017,DOM,359250.214302436,1125885.85560264,0.319082269765388,P20
5 people per room or more,Not P20,2018,DOM,2003399.5212269,19486371.5228406,0.102810290714136,Not P20
5 people per room or more,P20,2018,DOM,253146.548206044,825204.886629852,0.306768115782613,P20
5 people per room or more,Not P20,2000,EGY,3535032.46883834,68279462.0673553,0.0517729982311688,Not P20
5 people per room or more,P20,2000,EGY,29898.5808647716,539916.908518038,0.0553762632602804,P20
5 people per room or more,Not P20,2001,EGY,3602881.1610187,69495364.4810442,0.0518434745673063,Not P20
5 people per room or more,P20,2001,EGY,30472.4312120048,644880.682435028,0.0472528206255812,P20
5 people per room or more,Not P20,2002,EGY,3671309.27106688,70654766.3057391,0.0519612400270393,Not P20
5 people per room or more,P20,2002,EGY,31051.1821569349,817625.048622289,0.0379772882560981,P20
5 people per room or more,Not P20,2003,EGY,3667771.07208467,71664447.0647308,0.0511797861047021,Not P20
5 people per room or more,P20,2003,EGY,104045.383218313,1148760.9457153,0.0905718318562159,P20
5 people per room or more,Not P20,2004,EGY,3713645.35845359,72440128.8062922,0.0512650297514521,Not P20
5 people per room or more,P20,2004,EGY,127882.019641846,1718816.98912767,0.0744011843324568,P20
5 people per room or more,Not P20,2005,EGY,3739671.66642213,73175838.7397773,0.0511052791580686,Not P20
5 people per room or more,P20,2005,EGY,171852.526854494,2334363.86366938,0.0736185688654207,P20
5 people per room or more,Not P20,2006,EGY,3798838.49455324,74173195.9240275,0.0512157855304526,Not P20
5 people per room or more,P20,2006,EGY,182609.901381206,2686861.73557692,0.0679640113085298,P20
5 people per room or more,Not P20,2007,EGY,3842462.40205186,75146557.1111109,0.0511329134662874,Not P20
5 people per room or more,P20,2007,EGY,209343.644620341,3071723.12347901,0.0681518601140197,P20
5 people per room or more,Not P20,2008,EGY,3896965.84487171,76157872.3647063,0.0511695734645769,Not P20
5 people per room or more,P20,2008,EGY,227553.875140306,3464112.39390726,0.0656889411384376,P20
5 people per room or more,Not P20,2009,EGY,3992218.26837185,77960348.1084016,0.0512083176286076,Not P20
5 people per room or more,P20,2009,EGY,209923.25507247,3160090.40225379,0.0664295093971844,P20
5 people per room or more,Not P20,2010,EGY,4098056.40418825,79889514.8855777,0.0512965488657394,Not P20
5 people per room or more,P20,2010,EGY,188321.706040515,2857072.77318949,0.065914213949224,P20
5 people per room or more,Not P20,2011,EGY,4159241.46457813,81236954.1920086,0.051198884866455,Not P20
5 people per room or more,P20,2011,EGY,218705.854285045,3277335.55795574,0.0667328231783091,P20
5 people per room or more,Not P20,2012,EGY,4252385.5833303,83124725.1861411,0.051156687421317,Not P20
5 people per room or more,P20,2012,EGY,223603.661790767,3282219.53655489,0.0681257482323892,P20
5 people per room or more,Not P20,2013,EGY,4302012.0219606,84069475.851208,0.0511721047193704,Not P20
5 people per room or more,P20,2013,EGY,276649.8810264,4319518.02015902,0.0640464699383788,P20
5 people per room or more,Not P20,2014,EGY,4350835.10073037,85406862.8133293,0.0509424530700752,Not P20
5 people per room or more,P20,2014,EGY,332447.56814969,5001787.54966608,0.066465751463571,P20
5 people per room or more,Not P20,2015,EGY,4282645.92389101,86566440.3930622,0.0494723579304554,Not P20
5 people per room or more,P20,2015,EGY,505147.659839272,5859745.8369429,0.0862064113181423,P20
5 people per room or more,Not P20,2016,EGY,4112244.10814699,86138786.4809201,0.0477397497242182,Not P20
5 people per room or more,P20,2016,EGY,779368.033648626,8291569.98200557,0.0939952307391745,P20
5 people per room or more,Not P20,2017,EGY,3731131.72393522,84855692.0577068,0.0439703175291745,Not P20
5 people per room or more,P20,2017,EGY,1263832.63986267,11569832.2316944,0.109235174249158,P20
5 people per room or more,Not P20,2018,EGY,3112922.40020382,82059932.3428501,0.037934742466005,Not P20
5 people per room or more,P20,2018,EGY,1984642.21610503,16346243.3426446,0.121412741417316,P20
5 people per room or more,Not P20,2000,ETH,11848403.205755,31925676.3786514,0.371124579013711,Not P20
5 people per room or more,P20,2000,ETH,21580191.1981401,34299127.6213485,0.629176095566585,P20
5 people per room or more,Not P20,2001,ETH,12838724.5788807,34353185.199836,0.373727341560804,Not P20
5 people per room or more,P20,2001,ETH,21566416.2241109,33806237.800164,0.637941919227885,P20
5 people per room or more,Not P20,2002,ETH,14273350.6445935,37181168.9494234,0.38388654923704,Not P20
5 people per room or more,P20,2002,ETH,21132590.4689521,32960922.0505766,0.64114075560524,P20
5 people per room or more,Not P20,2003,ETH,15363021.1268015,39501698.6633935,0.38892051852541,Not P20
5 people per room or more,P20,2003,ETH,21066851.590198,32668885.3366065,0.644859822217197,P20
5 people per room or more,Not P20,2004,ETH,16365595.1975653,41637520.4155033,0.393049226617052,Not P20
5 people per room or more,P20,2004,ETH,21108616.1476422,32601984.5844967,0.647464147249492,P20
5 people per room or more,Not P20,2005,ETH,17485314.8465475,44125733.4855008,0.396261171551809,Not P20
5 people per room or more,P20,2005,ETH,21052358.5099888,32220577.5144992,0.653382407578363,P20
5 people per room or more,Not P20,2006,ETH,17486274.977371,44384970.9190491,0.393968377477662,Not P20
5 people per room or more,P20,2006,ETH,22133077.1985565,34104235.0809509,0.648983246392148,P20
5 people per room or more,Not P20,2007,ETH,17524452.9302082,44754715.8426493,0.39156662265093,Not P20
5 people per room or more,P20,2007,ETH,23197903.2747371,35919632.1573508,0.645827974326561,P20
5 people per room or more,Not P20,2008,ETH,17555380.2493318,45280718.9009059,0.387701005537273,Not P20
5 people per room or more,P20,2008,ETH,24298623.4154137,37635516.0990941,0.645630137007701,P20
5 people per room or more,Not P20,2009,ETH,16895662.5966661,44609495.5381698,0.37874587893982,Not P20
5 people per room or more,P20,2009,ETH,26128245.8943863,40624417.4618302,0.643166044631553,P20
5 people per room or more,Not P20,2010,ETH,16415359.5123018,43858142.0565341,0.374283057662179,Not P20
5 people per room or more,P20,2010,ETH,27823062.2447179,43781821.9434659,0.635493476736647,P20
5 people per room or more,Not P20,2011,ETH,14858308.6855107,40722556.7393334,0.364866793129402,Not P20
5 people per room or more,P20,2011,ETH,30642030.723266,49417370.2606665,0.620065992213579,P20
5 people per room or more,Not P20,2012,ETH,14193911.6569263,40239131.4033354,0.352739017019382,Not P20
5 people per room or more,P20,2012,ETH,32612301.6745732,52487839.5966646,0.621330615342103,P20
5 people per room or more,Not P20,2013,ETH,12482503.3751043,37907039.9297713,0.32929248493763,Not P20
5 people per room or more,P20,2013,ETH,35665811.5472342,57478745.0702287,0.620504353455472,P20
5 people per room or more,Not P20,2014,ETH,12392252.6361788,37795568.1297098,0.327875813207785,Not P20
5 people per room or more,P20,2014,ETH,37123227.951579,60298684.8702902,0.615655681901448,P20
5 people per room or more,Not P20,2015,ETH,12144294.039218,37807090.9165927,0.32121736279604,Not P20
5 people per room or more,P20,2015,ETH,38754877.0177925,63028367.0834073,0.614879915364253,P20
5 people per room or more,Not P20,2016,ETH,13500907.9666028,41052462.3576231,0.328869626600993,Not P20
5 people per room or more,P20,2016,ETH,38795500.6985333,62551038.642377,0.620221526941204,P20
5 people per room or more,Not P20,2017,ETH,15120975.9389426,44076357.3313698,0.343063194293979,Not P20
5 people per room or more,P20,2017,ETH,38587046.3129724,62323666.6686303,0.619139540010322,P20
5 people per room or more,Not P20,2018,ETH,16640670.6033462,47319744.9889381,0.351664418462869,Not P20
5 people per room or more,P20,2018,ETH,38493104.9795202,61904814.0110619,0.621811172433888,P20
5 people per room or more,Not P20,2000,GAB,139367.042901474,1190502.5640277,0.117065722588592,Not P20
5 people per room or more,P20,2000,GAB,3003.88000880711,37779.6186887065,0.0795105962703924,P20
5 people per room or more,Not P20,2001,GAB,141838.398232137,1210185.66888772,0.117203832336322,Not P20
5 people per room or more,P20,2001,GAB,3968.24488055212,47737.635928273,0.0831261289627856,P20
5 people per room or more,Not P20,2002,GAB,144050.662414902,1229409.55824075,0.117170605555593,Not P20
5 people per room or more,P20,2002,GAB,5269.24017811496,58823.8262933285,0.0895766309358997,P20
5 people per room or more,Not P20,2003,GAB,147159.664412313,1249664.83450707,0.117759306614689,Not P20
5 people per room or more,P20,2003,GAB,5827.18537780878,70204.5457422533,0.0830029639277566,P20
5 people per room or more,Not P20,2004,GAB,150624.37101988,1269346.93673398,0.118662886135319,Not P20
5 people per room or more,P20,2004,GAB,6284.8767424399,84362.2996059754,0.0744986418316499,P20
5 people per room or more,Not P20,2005,GAB,153562.127861318,1290835.08011189,0.118963398366898,Not P20
5 people per room or more,P20,2005,GAB,7607.02815317975,99625.8278418937,0.0763559843663443,P20
5 people per room or more,Not P20,2006,GAB,156452.550010222,1317412.2938066,0.118757469279538,Not P20
5 people per room or more,P20,2006,GAB,9306.72263133565,112649.10527529,0.082616924551616,P20
5 people per room or more,Not P20,2007,GAB,160658.027694946,1347471.14151512,0.119229290145909,Not P20
5 people per room or more,P20,2007,GAB,10018.2087541462,125010.570046312,0.0801388934586482,P20
5 people per room or more,Not P20,2008,GAB,165382.471358066,1378917.26432073,0.119936471634167,Not P20
5 people per room or more,P20,2008,GAB,10621.2582294963,139526.5353326,0.0761235717935491,P20
5 people per room or more,Not P20,2009,GAB,170526.548142706,1420773.16908811,0.120023767236648,Not P20
5 people per room or more,P20,2009,GAB,11317.3146823461,148055.438457629,0.0764397093429631,P20
5 people per room or more,Not P20,2010,GAB,176369.392963864,1466834.99330283,0.120238059338044,Not P20
5 people per room or more,P20,2010,GAB,11873.7204031485,157202.116532249,0.0755315555863571,P20
5 people per room or more,Not P20,2011,GAB,182850.643437283,1518732.26138006,0.120396891596369,Not P20
5 people per room or more,P20,2011,GAB,12404.0373704291,165796.016063394,0.0748150508374473,P20
5 people per room or more,Not P20,2012,GAB,190172.673193051,1582760.76126335,0.12015250683954,Not P20
5 people per room or more,P20,2012,GAB,12621.1666743386,166810.395416778,0.0756617514322438,P20
5 people per room or more,Not P20,2013,GAB,197497.173458703,1644393.77535525,0.120103333166678,Not P20
5 people per room or more,P20,2013,GAB,13107.2708927148,172562.112194553,0.0759568292600475,P20
5 people per room or more,Not P20,2014,GAB,205162.524230066,1715476.1222123,0.119595091749505,Not P20
5 people per room or more,P20,2014,GAB,13176.0284567579,168204.538018542,0.0783333708589092,P20
5 people per room or more,Not P20,2015,GAB,212492.668508605,1784473.51648657,0.119078633863381,Not P20
5 people per room or more,P20,2015,GAB,13250.4795582759,163089.096530926,0.0812468757269937,P20
5 people per room or more,Not P20,2016,GAB,219059.074099407,1839616.95723461,0.119078633863381,Not P20
5 people per room or more,P20,2016,GAB,13659.9432054828,168128.842903241,0.0812468757269937,P20
5 people per room or more,Not P20,2017,GAB,225272.322780953,1892393.10153954,0.119040976527385,Not P20
5 people per room or more,P20,2017,GAB,14047.3849239343,172299.090784395,0.0815290716856558,P20
5 people per room or more,Not P20,2018,GAB,231213.039501015,1942504.65154768,0.119028306736253,Not P20
5 people per room or more,P20,2018,GAB,14417.8322716624,176636.091212017,0.0816244979875412,P20
5 people per room or more,Not P20,2000,GHA,7724616.19107732,28141919.9580512,0.274487888622801,Not P20
5 people per room or more,P20,2000,GHA,2301077.33229315,10379244.8969069,0.221699878473711,P20
5 people per room or more,Not P20,2001,GHA,7895677.3363502,28776901.9969839,0.274375516071109,Not P20
5 people per room or more,P20,2001,GHA,2369112.64758972,10699503.5764033,0.221422669815688,P20
5 people per room or more,Not P20,2002,GHA,8033519.79804936,29421530.678511,0.273049009102606,Not P20
5 people per room or more,P20,2002,GHA,2463269.21509658,11032825.2618545,0.223267309744605,P20
5 people per room or more,Not P20,2003,GHA,8218889.01362028,30155882.6758878,0.272546789691286,Not P20
5 people per room or more,P20,2003,GHA,2525584.5126722,11305328.0761633,0.223397719699728,P20
5 people per room or more,Not P20,2004,GHA,8442928.00781223,30892638.733417,0.27329902377939,Not P20
5 people per room or more,P20,2004,GHA,2592302.31320715,11611437.3953965,0.223254212629601,P20
5 people per room or more,Not P20,2005,GHA,8641640.19858177,31648971.7287511,0.273046475969119,Not P20
5 people per room or more,P20,2005,GHA,2667144.52996392,11938488.1163262,0.22340722744587,P20
5 people per room or more,Not P20,2006,GHA,8940950.81521281,32686982.3710631,0.273532463587951,Not P20
5 people per room or more,P20,2006,GHA,2632829.87630377,12028146.2760351,0.218889080319004,P20
5 people per room or more,Not P20,2007,GHA,9263434.05486603,33667846.2539737,0.275141866366718,Not P20
5 people per room or more,P20,2007,GHA,2563046.2827248,12216282.2030247,0.209805752693745,P20
5 people per room or more,Not P20,2008,GHA,9565931.79821862,34779185.5559875,0.275047608082121,Not P20
5 people per room or more,P20,2008,GHA,2582076.04955264,12303529.4899173,0.209864661328982,P20
5 people per room or more,Not P20,2009,GHA,7475745.90003424,27508115.2489452,0.271765107582966,Not P20
5 people per room or more,P20,2009,GHA,2116916.4762706,10018886.9756648,0.211292579845691,P20
5 people per room or more,Not P20,2010,GHA,7370193.12416247,27264065.1946708,0.270326272752718,Not P20
5 people per room or more,P20,2010,GHA,2119744.79478837,9945797.03117687,0.213129705758488,P20
5 people per room or more,Not P20,2011,GHA,7454213.83345446,27612244.236934,0.269960448324723,Not P20
5 people per room or more,P20,2011,GHA,1927325.19080567,9239611.09325137,0.208593756961631,P20
5 people per room or more,Not P20,2012,GHA,7472560.29019183,27653740.1929096,0.270218792758739,Not P20
5 people per room or more,P20,2012,GHA,1750220.71791201,8674185.97451836,0.201773483189492,P20
5 people per room or more,Not P20,2013,GHA,7251673.53094339,26998389.4770981,0.268596522659055,Not P20
5 people per room or more,P20,2013,GHA,1836836.35601172,8819136.97953831,0.208278469908502,P20
5 people per room or more,Not P20,2014,GHA,9941374.76590509,39632897.910866,0.250836433617929,Not P20
5 people per room or more,P20,2014,GHA,3453340.64942038,14757505.7603873,0.234005712448372,P20
5 people per room or more,Not P20,2015,GHA,9883293.59486412,39601932.8854789,0.249565939709172,Not P20
5 people per room or more,P20,2015,GHA,3823790.59778123,16036859.9073232,0.238437613091271,P20
5 people per room or more,Not P20,2016,GHA,10091435.1706628,40443496.2957559,0.249519356508301,Not P20
5 people per room or more,P20,2016,GHA,3961795.48834456,16459472.0323372,0.240700034640297,P20
5 people per room or more,Not P20,2017,GHA,10334394.7926402,41423386.5135633,0.249482132255325,Not P20
5 people per room or more,P20,2017,GHA,4033849.73879475,16757139.3668366,0.240724245975896,P20
5 people per room or more,Not P20,2018,GHA,10544121.3469649,42337180.0554753,0.249051101966374,Not P20
5 people per room or more,P20,2018,GHA,4123864.89237784,17133202.7616859,0.240694337756851,P20
5 people per room or more,Not P20,2000,GIN,968142.176111733,8933231.97355289,0.108375353844829,Not P20
5 people per room or more,P20,2000,GIN,948300.047238179,7524660.33352507,0.126025628427792,P20
5 people per room or more,Not P20,2001,GIN,976294.586566075,8791478.73705903,0.111050099279734,Not P20
5 people per room or more,P20,2001,GIN,989437.295403063,8018611.22316926,0.123392601021003,P20
5 people per room or more,Not P20,2002,GIN,948210.040555504,8562014.5418651,0.110746137596369,Not P20
5 people per room or more,P20,2002,GIN,1051206.05890284,8585578.11468377,0.122438587694517,P20
5 people per room or more,Not P20,2003,GIN,945725.611162045,8395910.77558548,0.112641217426003,Not P20
5 people per room or more,P20,2003,GIN,1107009.53117411,9085242.22273354,0.12184700242819,P20
5 people per room or more,Not P20,2004,GIN,936386.257095946,8146147.48207085,0.114948355545597,Not P20
5 people per room or more,P20,2004,GIN,1182771.19388848,9679811.75390153,0.122189483014663,P20
5 people per room or more,Not P20,2005,GIN,945154.806678508,7931618.40127395,0.119162919704596,Not P20
5 people per room or more,P20,2005,GIN,1267341.59109581,10261491.0757509,0.123504623425603,P20
5 people per room or more,Not P20,2006,GIN,973984.168430934,8192444.02904497,0.118888107746337,Not P20
5 people per room or more,P20,2006,GIN,1269388.91483382,10395787.6332234,0.122106083696539,P20
5 people per room or more,Not P20,2007,GIN,986008.901908106,8405044.43855297,0.117311563206662,Not P20
5 people per room or more,P20,2007,GIN,1281676.40899805,10604058.5362225,0.120866591279175,P20
5 people per room or more,Not P20,2008,GIN,1018066.18842875,8667751.10814812,0.117454478759977,Not P20
5 people per room or more,P20,2008,GIN,1280850.54886409,10781980.8861087,0.118795475747347,P20
5 people per room or more,Not P20,2009,GIN,1002914.57129321,8395714.18118809,0.119455540011163,Not P20
5 people per room or more,P20,2009,GIN,1336001.79250048,11504726.3986169,0.11612634201028,P20
