birth.reg,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Registered,P20,Rural,2005,BOL,1681628.792409,1941054.80206648,0.866347921047213,P20 Rural
Registered,P20,Urban,2005,BOL,43918.564506543,51528.9032691541,0.852309320016777,P20 Urban
Registered,Not P20,Rural,2006,BOL,2285595.55405579,2493418.22119999,0.916651500587743,Not P20 Rural
Registered,Not P20,Urban,2006,BOL,4758162.5491468,5168054.78624487,0.920687327427522,Not P20 Urban
Registered,P20,Rural,2006,BOL,1471663.56692619,1705956.57377643,0.862661798986127,P20 Rural
Registered,P20,Urban,2006,BOL,25921.3394069592,28016.4187787087,0.925219586832359,P20 Urban
Registered,Not P20,Rural,2007,BOL,2560201.87550314,2798066.86317115,0.914989526948463,Not P20 Rural
Registered,Not P20,Urban,2007,BOL,4851773.47940965,5270135.16548902,0.920616516855398,Not P20 Urban
Registered,P20,Rural,2007,BOL,1262238.49774788,1474159.04456326,0.856243091546367,P20 Rural
Registered,P20,Urban,2007,BOL,15305.1052178193,16077.9267765574,0.951932760393904,P20 Urban
Registered,Not P20,Rural,2008,BOL,2782759.865246,3047857.16551867,0.913021744171022,Not P20 Rural
Registered,Not P20,Urban,2008,BOL,4943182.37560905,5369024.74042588,0.92068534130408,Not P20 Urban
Registered,P20,Rural,2008,BOL,1104870.55812153,1297229.68806155,0.851715442754433,P20 Rural
Registered,P20,Urban,2008,BOL,6902.10731133973,7342.4059939096,0.940033460021811,P20 Urban
Registered,Not P20,Rural,2009,BOL,2903910.1052557,3180402.92296614,0.913063588354215,Not P20 Rural
Registered,Not P20,Urban,2009,BOL,5026231.18166841,5459227.98613166,0.92068534130408,Not P20 Urban
Registered,P20,Rural,2009,BOL,1049035.1377013,1237684.32752329,0.847578913599491,P20 Rural
Registered,P20,Urban,2009,BOL,7018.0673807737,7465.76337890234,0.940033460021811,P20 Urban
Registered,Not P20,Rural,2010,BOL,3015864.31260117,3309170.09137748,0.911365759185192,Not P20 Rural
Registered,Not P20,Urban,2010,BOL,5111166.86840989,5551794.34137982,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2010,BOL,1002588.50278497,1182132.99003582,0.848118199251498,P20 Rural
Registered,P20,Urban,2010,BOL,5492.5772068819,5492.5772068819,1,P20 Urban
Registered,Not P20,Rural,2011,BOL,3172813.43559823,3484140.87080217,0.910644418021979,Not P20 Rural
Registered,Not P20,Urban,2011,BOL,5194769.82476092,5642604.60681274,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2011,BOL,911368.897914135,1080626.10352281,0.843371166903242,P20 Rural
Registered,P20,Urban,2011,BOL,5582.4188622815,5582.4188622815,1,P20 Urban
Registered,Not P20,Rural,2012,BOL,3100134.5932691,3396631.53447056,0.912708535443873,Not P20 Rural
Registered,Not P20,Urban,2012,BOL,5277412.8740133,5732185.16281479,0.920663363816011,Not P20 Urban
Registered,P20,Rural,2012,BOL,1049920.42334169,1241759.3439222,0.845510386920407,P20 Rural
Registered,P20,Urban,2012,BOL,6814.45827418694,7099.95879245385,0.959788426015887,P20 Urban
Registered,Not P20,Rural,2013,BOL,3238014.49316514,3553638.07460549,0.911182969448743,Not P20 Rural
Registered,Not P20,Urban,2013,BOL,5362328.73721782,5824608.56911253,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2013,BOL,977904.40869663,1158366.87476727,0.844209576428976,P20 Rural
Registered,P20,Urban,2013,BOL,5762.48151471786,5762.48151471786,1,P20 Urban
Registered,Not P20,Rural,2014,BOL,3289570.29142065,3610303.70993158,0.91116165168359,Not P20 Rural
Registered,Not P20,Urban,2014,BOL,5445818.26569372,5915295.6281913,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2014,BOL,991988.950386358,1175065.4605992,0.844198883933256,P20 Rural
Registered,P20,Urban,2014,BOL,5852.20127791994,5852.20127791994,1,P20 Urban
Registered,Not P20,Rural,2015,BOL,3341432.06974782,3667465.51484033,0.911101155887295,Not P20 Rural
Registered,Not P20,Urban,2015,BOL,5528835.77144266,6005469.97203851,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2015,BOL,1005396.40280276,1190853.09932647,0.844265680940321,P20 Rural
Registered,P20,Urban,2015,BOL,5941.41379466775,5941.41379466775,1,P20 Urban
Registered,Not P20,Rural,2016,BOL,3395650.37894099,3726545.44238842,0.911205949702482,Not P20 Rural
Registered,Not P20,Urban,2016,BOL,5611278.50813832,6095019.99669212,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2016,BOL,1015995.43491581,1204217.55226807,0.843697580227297,P20 Rural
Registered,P20,Urban,2016,BOL,6030.00865140118,6030.00865140118,1,P20 Urban
Registered,Not P20,Rural,2017,BOL,3447643.81230017,3783829.25006653,0.911152059052229,Not P20 Rural
Registered,Not P20,Urban,2017,BOL,5693191.2365565,6183994.32169993,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2017,BOL,1028402.6448153,1218912.39428448,0.843705133886169,P20 Rural
Registered,P20,Urban,2017,BOL,6118.03394907712,6118.03394907712,1,P20 Urban
Registered,Not P20,Rural,2018,BOL,3503005.64113765,3844005.44452056,0.911290499375075,Not P20 Rural
Registered,Not P20,Urban,2018,BOL,5774720.95515418,6272552.61807692,0.920633322152128,Not P20 Urban
Registered,P20,Rural,2018,BOL,1037140.3329123,1230378.28974691,0.842944272956608,P20 Rural
Registered,P20,Urban,2018,BOL,6205.64765561074,6205.64765561074,1,P20 Urban
Registered,Not P20,Rural,2000,CIV,8100028.63333287,14152822.0152691,0.572326043851466,Not P20 Rural
Registered,Not P20,Urban,2000,CIV,10395860.9089016,12664222.4797858,0.820884260798094,Not P20 Urban
Registered,P20,Rural,2000,CIV,2200252.19501632,5857455.12536817,0.37563278726408,P20 Rural
Registered,P20,Urban,2000,CIV,120457.289518083,234836.379576935,0.512941349781879,P20 Urban
Registered,Not P20,Rural,2001,CIV,8261093.42025185,14356039.8220268,0.575443752083823,Not P20 Rural
Registered,Not P20,Urban,2001,CIV,10635452.8806915,12955607.6125444,0.820915019870899,Not P20 Urban
Registered,P20,Rural,2001,CIV,2288551.25246175,6138674.56044303,0.372808695090131,P20 Rural
Registered,P20,Urban,2001,CIV,135459.301932984,255730.004985868,0.529696552191714,P20 Urban
Registered,Not P20,Rural,2002,CIV,8393497.99300969,14596670.8409822,0.57502824338847,Not P20 Rural
Registered,Not P20,Urban,2002,CIV,10874321.3887106,13246585.9747831,0.820915019870899,Not P20 Urban
Registered,P20,Rural,2002,CIV,2393087.96573779,6358347.57383475,0.37636947932598,P20 Rural
Registered,P20,Urban,2002,CIV,138501.669917971,261473.610399947,0.529696552191714,P20 Urban
Registered,Not P20,Rural,2003,CIV,8163348.48110452,13903798.6092262,0.587130805799181,Not P20 Rural
Registered,Not P20,Urban,2003,CIV,11106600.2552625,13522651.3927105,0.821333030980125,Not P20 Urban
Registered,P20,Rural,2003,CIV,2853642.28828828,7498825.47696808,0.380545232990548,P20 Rural
Registered,P20,Urban,2003,CIV,141460.108403842,273944.521095227,0.516382323830701,P20 Urban
Registered,Not P20,Rural,2004,CIV,7903531.45321469,13138838.2869951,0.601539594336713,Not P20 Rural
Registered,Not P20,Urban,2004,CIV,11302266.6231754,13718663.320355,0.823860631261773,Not P20 Urban
Registered,P20,Rural,2004,CIV,3345527.78642646,8714746.53639009,0.383892723954342,P20 Rural
Registered,P20,Urban,2004,CIV,182888.698434673,368739.856259847,0.495982995409623,P20 Urban
Registered,Not P20,Rural,2005,CIV,7548908.5248894,12179357.1979525,0.619811735725958,Not P20 Rural
Registered,Not P20,Urban,2005,CIV,11537625.2906145,13983278.7327508,0.82510157389567,Not P20 Urban
Registered,P20,Rural,2005,CIV,3940507.84382779,10141428.7914646,0.388555491031429,P20 Rural
Registered,P20,Urban,2005,CIV,192778.401176096,404963.277832,0.476039215723829,P20 Urban
Registered,Not P20,Rural,2006,CIV,7057734.29032055,11102713.4632548,0.635676523012017,Not P20 Rural
Registered,Not P20,Urban,2006,CIV,11125692.5580051,13453673.2209151,0.826963192528644,Not P20 Urban
Registered,P20,Rural,2006,CIV,4288321.63938748,10418026.2415154,0.411625152401583,P20 Rural
Registered,P20,Urban,2006,CIV,218150.682091432,438761.404920249,0.497196607643929,P20 Urban
Registered,Not P20,Rural,2007,CIV,6652779.97399412,10071913.6570884,0.660527899711691,Not P20 Rural
Registered,Not P20,Urban,2007,CIV,10751448.2571907,12959194.8764215,0.82963859712862,Not P20 Urban
Registered,P20,Rural,2007,CIV,4599952.61556177,10726539.6286479,0.428838448820574,P20 Rural
Registered,P20,Urban,2007,CIV,231431.427791407,463859.304584284,0.498925914612877,P20 Urban
Registered,Not P20,Rural,2008,CIV,6227757.13750429,9087298.09169075,0.685325503209676,Not P20 Rural
Registered,Not P20,Urban,2008,CIV,10335489.735123,12411522.1162775,0.832733458337737,Not P20 Urban
Registered,P20,Rural,2008,CIV,4912922.3520868,10997405.078933,0.446734690304184,P20 Rural
Registered,P20,Urban,2008,CIV,284134.42766359,543029.050882463,0.523239828885491,P20 Urban
Registered,Not P20,Rural,2009,CIV,5352108.66162536,7556144.06279629,0.708312151958193,Not P20 Rural
Registered,Not P20,Urban,2009,CIV,9921936.96867212,11807554.5636886,0.840304138774403,Not P20 Urban
Registered,P20,Rural,2009,CIV,5692753.7249581,11873048.0668326,0.479468599210073,P20 Rural
Registered,P20,Urban,2009,CIV,335022.563703121,722790.788712616,0.46351249757878,P20 Urban
Registered,Not P20,Rural,2010,CIV,4509648.02372196,6103029.43148513,0.738919593023258,Not P20 Rural
Registered,Not P20,Urban,2010,CIV,9481590.64182941,11216035.2684102,0.845360273476869,Not P20 Urban
Registered,P20,Rural,2010,CIV,6251309.25089243,12194717.5218347,0.512624358842217,P20 Rural
Registered,P20,Urban,2010,CIV,450983.965305521,922461.0849683,0.488892130686488,P20 Urban
Registered,Not P20,Rural,2011,CIV,3431621.97269111,4391676.06263648,0.781392325788023,Not P20 Rural
Registered,Not P20,Urban,2011,CIV,8699080.35798539,10135489.0695496,0.858279289562883,Not P20 Urban
Registered,P20,Rural,2011,CIV,7179217.07188975,13006537.0832845,0.55196990758718,P20 Rural
Registered,P20,Urban,2011,CIV,934786.456520487,1812482.57285227,0.515749210790719,P20 Urban
Registered,Not P20,Rural,2012,CIV,7506455.43716991,9432107.32854491,0.795840757075856,Not P20 Rural
Registered,Not P20,Urban,2012,CIV,9698144.87401012,12588555.9746873,0.770393752350218,Not P20 Urban
Registered,P20,Rural,2012,CIV,7920630.951516,16097747.9262989,0.492033481191247,P20 Rural
Registered,P20,Urban,2012,CIV,2232211.10703688,4975964.77046894,0.448598655738979,P20 Urban
Registered,Not P20,Rural,2013,CIV,7315503.06750085,9155408.81171627,0.799036200124579,Not P20 Rural
Registered,Not P20,Urban,2013,CIV,9824099.25993812,12717416.0323326,0.772491773089868,Not P20 Urban
Registered,P20,Rural,2013,CIV,8784270.72869739,17123299.7106647,0.513001049863444,P20 Rural
Registered,P20,Urban,2013,CIV,2275361.4121375,5178885.44528644,0.439353493367655,P20 Urban
Registered,Not P20,Rural,2014,CIV,7349133.57443855,9270051.01953376,0.792782430102329,Not P20 Rural
Registered,Not P20,Urban,2014,CIV,10016335.0721102,12917263.7093224,0.775422357049301,Not P20 Urban
Registered,P20,Rural,2014,CIV,9717346.35621556,18060383.9414813,0.538047606723169,P20 Rural
Registered,P20,Urban,2014,CIV,2172545.09951964,5047667.32966252,0.430405761241973,P20 Urban
Registered,Not P20,Rural,2015,CIV,7484959.85659246,9441226.64445202,0.792795273164094,Not P20 Rural
Registered,Not P20,Urban,2015,CIV,10282379.0581276,13243214.7796628,0.776426209889605,Not P20 Urban
Registered,P20,Rural,2015,CIV,10261489.08571,18746659.8432853,0.547376928556447,P20 Rural
Registered,P20,Urban,2015,CIV,2114147.07984724,5021184.73259987,0.421045468835514,P20 Urban
Registered,Not P20,Rural,2016,CIV,8426807.24363373,10713675.0112904,0.786546841746956,Not P20 Rural
Registered,Not P20,Urban,2016,CIV,10787200.4767396,14011143.857775,0.769901486005624,Not P20 Urban
Registered,P20,Rural,2016,CIV,9167300.9634763,17833592.1565998,0.514046799039513,P20 Rural
Registered,P20,Urban,2016,CIV,2048919.85030262,5087016.97433484,0.402774329364318,P20 Urban
Registered,Not P20,Rural,2017,CIV,9074771.82937685,11624936.5309522,0.780629795716702,Not P20 Rural
Registered,Not P20,Urban,2017,CIV,11153417.9006899,14602492.0809082,0.763802359137877,Not P20 Urban
Registered,P20,Rural,2017,CIV,9370254.74050978,17930053.1718537,0.522600499323617,P20 Rural
Registered,P20,Urban,2017,CIV,1805210.93818691,4717456.21628577,0.382666177579962,P20 Urban
Registered,Not P20,Rural,2018,CIV,9615162.33927338,12372141.6742307,0.777162320998985,Not P20 Rural
Registered,Not P20,Urban,2018,CIV,11566347.3993154,15179352.1216225,0.761978990054491,Not P20 Urban
Registered,P20,Rural,2018,CIV,9387841.98251661,18072813.099138,0.519445530201626,P20 Rural
Registered,P20,Urban,2018,CIV,1721258.85436916,4514151.10500884,0.381302888257167,P20 Urban
Registered,Not P20,Rural,2000,CMR,3592712.39563769,5789998.97481607,0.620503114294907,Not P20 Rural
Registered,Not P20,Urban,2000,CMR,5524720.82945161,6569165.65062987,0.841007994511736,Not P20 Urban
Registered,P20,Rural,2000,CMR,897361.551575299,3154780.37455406,0.284445015194487,P20 Rural
Registered,Not P20,Rural,2001,CMR,3703357.53557827,5969257.44168125,0.620405062398383,Not P20 Rural
Registered,Not P20,Urban,2001,CMR,5672495.34966509,6744876.84621639,0.841007994511736,Not P20 Urban
Registered,P20,Rural,2001,CMR,906816.330482267,3214775.71210235,0.282077635173261,P20 Rural
Registered,Not P20,Rural,2002,CMR,3816542.48977724,6148920.52819949,0.62068495962409,Not P20 Rural
Registered,Not P20,Urban,2002,CMR,5825158.23597926,6926400.55028392,0.841007994511736,Not P20 Urban
Registered,P20,Rural,2002,CMR,917704.188232711,3282280.92151658,0.279593432182119,P20 Rural
Registered,Not P20,Rural,2003,CMR,3712188.3054328,5814908.54689225,0.638391519917671,Not P20 Rural
Registered,Not P20,Urban,2003,CMR,5983010.04794748,7114094.1429707,0.841007994511736,Not P20 Urban
Registered,P20,Rural,2003,CMR,1150348.34963093,3871862.31013705,0.297104663721941,P20 Rural
Registered,Not P20,Rural,2004,CMR,3564559.97240018,5398429.46116431,0.660295739352198,Not P20 Rural
Registered,Not P20,Urban,2004,CMR,6146272.6441026,7308221.42501861,0.841007994511736,Not P20 Urban
Registered,P20,Rural,2004,CMR,1430664.13460549,4552671.11381707,0.314247196610252,P20 Rural
Registered,Not P20,Rural,2005,CMR,3333146.51113368,4985456.61609476,0.668573967803299,Not P20 Rural
Registered,Not P20,Urban,2005,CMR,6315101.64591956,7505925.18467357,0.841348866468111,Not P20 Urban
Registered,P20,Rural,2005,CMR,1799289.00003039,5238985.9458657,0.343442226916124,P20 Rural
Registered,Not P20,Rural,2006,CMR,3214800.88668149,4762438.9877946,0.675032456042069,Not P20 Rural
Registered,Not P20,Urban,2006,CMR,6478451.92027948,7702197.37937503,0.841117359265228,Not P20 Urban
Registered,P20,Rural,2006,CMR,2059527.71574057,5744672.05745232,0.358510928934374,P20 Rural
Registered,P20,Urban,2006,CMR,11239.2148209528,14365.5753780412,0.782371365238372,P20 Urban
Registered,Not P20,Rural,2007,CMR,3101578.58241284,4570211.70942239,0.678650964028281,Not P20 Rural
Registered,Not P20,Urban,2007,CMR,6646314.26859383,7899314.45004572,0.841378617172957,Not P20 Urban
Registered,P20,Rural,2007,CMR,2319373.42122985,6228991.17813968,0.372351373585111,P20 Rural
Registered,P20,Urban,2007,CMR,23786.6700715155,31764.6623922103,0.748840638625792,P20 Urban
Registered,Not P20,Rural,2008,CMR,2977220.10977372,4360572.17126488,0.68275904923507,Not P20 Rural
Registered,Not P20,Urban,2008,CMR,6814161.42088802,8098695.14422739,0.841390038708277,Not P20 Urban
Registered,P20,Rural,2008,CMR,2594921.21346763,6739818.42939281,0.385013519377762,P20 Rural
Registered,P20,Urban,2008,CMR,41967.3634202106,53580.2551149084,0.783261731960912,P20 Urban
Registered,Not P20,Rural,2009,CMR,2844774.96381791,4099116.66729859,0.693997071738063,Not P20 Rural
Registered,Not P20,Urban,2009,CMR,6977491.11229002,8278030.90210214,0.84289261477849,Not P20 Urban
Registered,P20,Rural,2009,CMR,2882859.091824,7311034.57385302,0.394316161782927,P20 Rural
Registered,P20,Urban,2009,CMR,69960.5650531934,101736.85674627,0.687661947603449,P20 Urban
Registered,Not P20,Rural,2010,CMR,2621831.57653428,3716439.0562514,0.705468739524767,Not P20 Rural
Registered,Not P20,Urban,2010,CMR,7144353.03178996,8425383.80240072,0.847955796358411,Not P20 Urban
Registered,P20,Rural,2010,CMR,3265367.08686697,8011584.50173859,0.407580683466343,P20 Rural
Registered,P20,Urban,2010,CMR,99431.6954083838,187833.639609294,0.529360425614964,P20 Urban
Registered,Not P20,Rural,2011,CMR,2524946.28392349,3525930.77933616,0.716107729261455,Not P20 Rural
Registered,Not P20,Urban,2011,CMR,7298051.87769528,8596964.38276449,0.848910330758923,Not P20 Urban
Registered,P20,Rural,2011,CMR,3525818.24367579,8527936.09026531,0.413443323959772,P20 Rural
Registered,P20,Urban,2011,CMR,146989.164553943,255556.747634033,0.575172308752484,P20 Urban
Registered,Not P20,Rural,2012,CMR,2621333.96297216,3668163.85873568,0.7146174663734,Not P20 Rural
Registered,Not P20,Urban,2012,CMR,7506985.94975227,8843222.14166357,0.848897136077153,Not P20 Urban
Registered,P20,Rural,2012,CMR,3596970.47961424,8719463.12025156,0.412522013111108,P20 Rural
Registered,P20,Urban,2012,CMR,144201.198101389,254416.879349195,0.566791002508399,P20 Urban
Registered,Not P20,Rural,2013,CMR,2684627.167535,3756506.82781701,0.714660531868405,Not P20 Rural
Registered,Not P20,Urban,2013,CMR,7706795.93831982,9079852.46027357,0.848779864214625,Not P20 Urban
Registered,P20,Rural,2013,CMR,3705024.24444677,8972464.38100774,0.412932733652228,P20 Rural
Registered,P20,Urban,2013,CMR,155221.628366814,268474.330901697,0.578161896690411,P20 Urban
Registered,Not P20,Rural,2014,CMR,2835398.16968277,3984514.38904656,0.711604449836418,Not P20 Rural
Registered,Not P20,Urban,2014,CMR,7953951.01836722,9372714.84381527,0.848628295100193,Not P20 Urban
Registered,P20,Rural,2014,CMR,3729226.08805339,9093024.24111784,0.410119448619763,P20 Rural
Registered,P20,Urban,2014,CMR,123358.353508441,231604.526020338,0.532624969071669,P20 Urban
Registered,Not P20,Rural,2015,CMR,3002982.80248073,4256719.87181696,0.705468739524767,Not P20 Rural
Registered,Not P20,Urban,2015,CMR,8182970.05854058,9650231.8796366,0.847955796358411,Not P20 Urban
Registered,P20,Rural,2015,CMR,3740072.89156619,9176276.11730289,0.407580683466343,P20 Rural
Registered,P20,Urban,2015,CMR,113886.671441946,215140.131243552,0.529360425614964,P20 Urban
Registered,Not P20,Rural,2016,CMR,3013650.48161119,4247230.94826448,0.709556536557692,Not P20 Rural
Registered,Not P20,Urban,2016,CMR,8396258.06073932,9892877.42945999,0.84871748594965,Not P20 Urban
Registered,P20,Rural,2016,CMR,3911211.59640157,9547945.71048344,0.409639069491895,P20 Rural
Registered,P20,Urban,2016,CMR,124298.663548804,238484.911792075,0.521201373347992,P20 Urban
Registered,Not P20,Rural,2017,CMR,3041225.80631019,4259021.84525287,0.714066731003024,Not P20 Rural
Registered,Not P20,Urban,2017,CMR,8603118.02099453,10135798.8942659,0.848785390351574,Not P20 Urban
Registered,P20,Rural,2017,CMR,4068723.25181539,9904870.83399133,0.410780041457222,P20 Rural
Registered,P20,Urban,2017,CMR,145175.240889904,266353.426489906,0.545047393619341,P20 Urban
Registered,Not P20,Rural,2018,CMR,3045463.61177665,4252800.92272923,0.716107729261455,Not P20 Rural
Registered,Not P20,Urban,2018,CMR,8802544.26476058,10369227.4034304,0.848910330758923,Not P20 Urban
Registered,P20,Rural,2018,CMR,4252665.18785802,10285968.9379621,0.413443323959772,P20 Rural
Registered,P20,Urban,2018,CMR,177290.96053437,308239.735878286,0.575172308752484,P20 Urban
Registered,Not P20,Urban,2000,COD,5629410.65180256,11412070.9659414,0.493285633133827,Not P20 Urban
Registered,Not P20,Rural,2000,COD,9863.81377280716,22861.4337245132,0.431460856377992,Not P20 Rural
Registered,P20,Rural,2000,COD,17062647.5475177,53223412.2614999,0.320585374415392,P20 Rural
Registered,P20,Urban,2000,COD,9759615.75302907,29553307.3388343,0.330237683421798,P20 Urban
Registered,Not P20,Urban,2001,COD,4950179.46658779,9910112.57847085,0.499507894324205,Not P20 Urban
Registered,P20,Rural,2001,COD,17662498.7466802,55064546.681326,0.320759904715061,P20 Rural
Registered,P20,Urban,2001,COD,10705587.7360943,31882430.7402032,0.335783297808432,P20 Urban
Registered,Not P20,Urban,2002,COD,4707684.85596622,9032281.98150467,0.521206586066081,Not P20 Urban
Registered,P20,Rural,2002,COD,18262961.1834006,56922025.6472212,0.320841729993707,P20 Rural
Registered,P20,Urban,2002,COD,11384566.0772893,33789024.3712741,0.33693089069976,P20 Urban
Registered,Not P20,Urban,2003,COD,4754942.10961314,9160855.72989218,0.51904999377925,Not P20 Urban
Registered,P20,Rural,2003,COD,18849727.467522,58747402.3113628,0.320860612144481,P20 Rural
Registered,P20,Urban,2003,COD,11815153.1923023,34942901.958745,0.338127417300707,P20 Urban
Registered,Not P20,Urban,2004,COD,4741800.47011771,9241521.19078843,0.513097397303394,Not P20 Urban
Registered,P20,Rural,2004,COD,19469466.2185223,60675500.9144653,0.320878541175433,P20 Rural
Registered,P20,Urban,2004,COD,12270093.6659195,36220737.8947463,0.338758798939301,P20 Urban
Registered,Not P20,Urban,2005,COD,4758248.5526782,9246592.97579556,0.514594788062337,Not P20 Urban
Registered,P20,Rural,2005,COD,20160844.6905129,62818178.1269048,0.320939659373503,P20 Rural
Registered,P20,Urban,2005,COD,12717895.4846097,37507034.8972997,0.339080269059747,P20 Urban
Registered,Not P20,Urban,2006,COD,5264390.35127021,10386341.0389068,0.506857066559825,Not P20 Urban
Registered,P20,Urban,2006,COD,12720413.2318826,37897409.9319512,0.335653894414513,P20 Urban
Registered,P20,Rural,2006,COD,20820085.5284456,64872323.0291421,0.320939416938913,P20 Rural
Registered,Not P20,Rural,2007,COD,12406.2098147701,28784.2589444578,0.43100674708038,Not P20 Rural
Registered,Not P20,Urban,2007,COD,6177643.4661199,12675797.9294776,0.487357364048362,Not P20 Urban
Registered,P20,Urban,2007,COD,12464663.4155231,37676470.4879611,0.330834158669559,P20 Urban
Registered,P20,Rural,2007,COD,21337772.3500773,66526313.3236168,0.320741843100185,P20 Rural
Registered,Not P20,Rural,2008,COD,12751.1856741384,17330.2830693649,0.735774806626147,Not P20 Rural
Registered,Not P20,Urban,2008,COD,3249103.79977865,7465051.08749217,0.435242004602297,Not P20 Urban
Registered,P20,Urban,2008,COD,7411209.11185612,23562938.8804765,0.314528215238754,P20 Urban
Registered,P20,Rural,2008,COD,13413076.6366077,44941843.1519192,0.298454084120822,P20 Rural
Registered,Not P20,Rural,2009,COD,13181.2218274969,17914.7501501698,0.735774806626147,Not P20 Rural
Registered,Not P20,Urban,2009,COD,3450256.63216164,7949226.12665505,0.434036795178385,Not P20 Urban
Registered,P20,Urban,2009,COD,7272380.02820074,23261340.6371914,0.312638043594671,P20 Urban
Registered,P20,Rural,2009,COD,13376700.3702656,46494462.1946192,0.287705239266401,P20 Rural
Registered,Not P20,Rural,2010,COD,13627.7007960522,18521.5648501764,0.735774806626147,Not P20 Rural
Registered,Not P20,Urban,2010,COD,3617255.15248985,8399389.13627747,0.430656931569786,Not P20 Urban
Registered,P20,Rural,2010,COD,13346828.6941865,48160838.8627202,0.277130320180488,P20 Rural
Registered,P20,Urban,2010,COD,7261328.76141284,23005554.2132329,0.315633724539272,P20 Urban
Registered,Not P20,Rural,2011,COD,14090.2253399973,19150.1872761955,0.735774806626147,Not P20 Rural
Registered,Not P20,Urban,2011,COD,3997868.827395,9370542.69218834,0.4266421869811,Not P20 Urban
Registered,P20,Rural,2011,COD,13313835.6244815,49903723.3144285,0.266790426449646,P20 Rural
Registered,P20,Urban,2011,COD,7012446.91913752,22279860.4381064,0.314743754280604,P20 Urban
Registered,Not P20,Rural,2012,COD,103622.429880463,193180.910481333,0.536400980936862,Not P20 Rural
Registered,Not P20,Urban,2012,COD,4629654.93266764,10993653.6645184,0.421120682345095,Not P20 Urban
Registered,P20,Rural,2012,COD,13184097.6072583,51578568.0261771,0.255611935573068,P20 Rural
Registered,P20,Urban,2012,COD,6499569.24748049,21047739.0460901,0.308801303230138,P20 Urban
Registered,Not P20,Rural,2013,COD,116590.460562466,209182.711591142,0.557361837771507,Not P20 Rural
Registered,Not P20,Urban,2013,COD,4876412.45123118,11715111.1723444,0.416249780261823,Not P20 Urban
Registered,P20,Rural,2013,COD,13236567.2404816,53731982.6486255,0.246344292319171,P20 Rural
Registered,P20,Urban,2013,COD,6486697.69033075,20643154.1529625,0.314229969037936,P20 Urban
Registered,Not P20,Rural,2014,COD,349270.607131181,811322.029718335,0.430495653190185,Not P20 Rural
Registered,Not P20,Urban,2014,COD,10151326.7871257,24780000.4993148,0.409658054179879,Not P20 Urban
Registered,P20,Rural,2014,COD,20129254.7482127,73426635.4902642,0.274141047234578,P20 Rural
Registered,P20,Urban,2014,COD,19191815.9060008,48516935.9807027,0.395569413403069,P20 Urban
Registered,Not P20,Rural,2015,COD,650697.164373248,1132268.88146183,0.574684313087505,Not P20 Rural
Registered,Not P20,Urban,2015,COD,10602339.4390645,26479559.9484421,0.400397116104199,Not P20 Urban
Registered,P20,Rural,2015,COD,20941864.0630878,76188013.2410943,0.274870851361067,P20 Rural
Registered,P20,Urban,2015,COD,20073401.5460466,48689245.9290019,0.412275876593312,P20 Urban
Registered,Not P20,Rural,2016,COD,375443.644671009,872714.42800543,0.430202174529276,Not P20 Rural
Registered,Not P20,Urban,2016,COD,10755031.1790876,26421294.1654803,0.407059211851142,Not P20 Urban
Registered,P20,Rural,2016,COD,21887580.0721498,79143629.881118,0.276555170707071,P20 Rural
Registered,P20,Urban,2016,COD,20798507.321952,51140615.5253962,0.406692549713712,P20 Urban
Registered,Not P20,Rural,2017,COD,388493.656884493,885478.228193085,0.438738801830573,Not P20 Rural
Registered,Not P20,Urban,2017,COD,10903542.5996661,26344189.3935652,0.413887952169422,Not P20 Urban
Registered,P20,Rural,2017,COD,22638146.0675353,81847045.4059032,0.276590876986043,P20 Rural
Registered,P20,Urban,2017,COD,22038980.844154,53720814.9723384,0.410250307176132,P20 Urban
Registered,Not P20,Rural,2018,COD,387838.513787786,897670.090243456,0.432050168545329,Not P20 Rural
Registered,Not P20,Urban,2018,COD,11057598.7927648,26333606.500362,0.41990445906499,Not P20 Urban
Registered,P20,Rural,2018,COD,23355626.0450942,84848305.8300293,0.275263316298629,P20 Rural
Registered,P20,Urban,2018,COD,22907249.217312,56056599.5793651,0.408645001466417,P20 Urban
Registered,Not P20,Rural,2000,COG,396426.666979741,440978.666681519,0.898970170060508,Not P20 Rural
Registered,Not P20,Urban,2000,COG,2152724.04998868,2397490.89683273,0.897907079786038,Not P20 Urban
Registered,P20,Rural,2000,COG,1972355.93690295,2651741.97337008,0.743796325853038,P20 Rural
Registered,P20,Urban,2000,COG,614752.360665785,764610.463115672,0.804007256401857,P20 Urban
Registered,Not P20,Rural,2001,COG,402474.296684349,446596.968923683,0.90120248163423,Not P20 Rural
Registered,Not P20,Urban,2001,COG,2208590.39996632,2461165.99979961,0.897375634210024,Not P20 Urban
Registered,P20,Rural,2001,COG,2036139.94661927,2737445.83037449,0.743810132798398,P20 Rural
Registered,P20,Urban,2001,COG,635578.447674655,790657.200902213,0.803860948777045,P20 Urban
