sleeping.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,Female,2013,TJK,368919.60546768,4537971.90288134,0.0812961413959919,Not P20 Female
5 people per room or more,P20,Female,2013,TJK,119925.182774653,760733.575205283,0.157644130196687,P20 Female
5 people per room or more,Not P20,Male,2014,TJK,309011.497487803,4719327.88779056,0.0654778614317626,Not P20 Male
5 people per room or more,P20,Male,2014,TJK,142046.254645249,821035.38145279,0.173008688607187,P20 Male
5 people per room or more,Not P20,Female,2014,TJK,370759.358981974,4657591.03384291,0.0796032447434667,Not P20 Female
5 people per room or more,P20,Female,2014,TJK,129480.030673501,819300.960038298,0.158037201210467,P20 Female
5 people per room or more,Not P20,Male,2015,TJK,311450.047490559,4836401.47806548,0.0643970623413044,Not P20 Male
5 people per room or more,P20,Male,2015,TJK,150436.729511351,884763.813610752,0.170030382342846,P20 Male
5 people per room or more,Not P20,Female,2015,TJK,375073.409374899,4789683.11450397,0.0783086063124121,Not P20 Female
5 people per room or more,P20,Female,2015,TJK,137091.277255883,873040.47007673,0.157027402456881,P20 Female
5 people per room or more,Not P20,Male,2016,TJK,319863.287170529,5020104.03556471,0.0637164658151447,Not P20 Male
5 people per room or more,P20,Male,2016,TJK,156778.658270428,862503.756917351,0.181771565646005,P20 Male
5 people per room or more,Not P20,Female,2016,TJK,387980.402051554,5000085.92599157,0.0775947469291967,Not P20 Female
5 people per room or more,P20,Female,2016,TJK,136006.474331648,841507.422462194,0.161622429822071,P20 Female
5 people per room or more,Not P20,Male,2017,TJK,570175.826012007,7278001.34186233,0.0783423634085382,Not P20 Male
5 people per room or more,P20,Male,2017,TJK,283480.425202848,1481284.9518748,0.191374674294813,P20 Male
5 people per room or more,Not P20,Female,2017,TJK,725804.820942518,7444127.82113322,0.0975003168110605,Not P20 Female
5 people per room or more,P20,Female,2017,TJK,228939.328100518,1359429.47394473,0.168408389319523,P20 Female
5 people per room or more,Not P20,Male,2018,TJK,604625.164650697,7542751.67274909,0.0801597601091818,Not P20 Male
5 people per room or more,P20,Male,2018,TJK,267627.069630065,1393749.54025301,0.192019485496283,P20 Male
5 people per room or more,Not P20,Female,2018,TJK,748938.354115899,7738342.48886646,0.0967827871657832,Not P20 Female
5 people per room or more,P20,Female,2018,TJK,236162.833251405,1322233.28149083,0.178609052243133,P20 Female
5 people per room or more,Not P20,Male,2000,TLS,41573.8776900522,627669.179083298,0.0662353339553334,Not P20 Male
5 people per room or more,P20,Male,2000,TLS,63095.7160687748,277948.95960092,0.227004685174457,P20 Male
5 people per room or more,Not P20,Female,2000,TLS,37622.5418972603,587983.132071153,0.0639857503475245,Not P20 Female
5 people per room or more,P20,Female,2000,TLS,67184.7507971585,272415.000851184,0.246626472797878,P20 Female
5 people per room or more,Not P20,Male,2001,TLS,39802.9412932775,618858.896164996,0.0643166665938426,Not P20 Male
5 people per room or more,P20,Male,2001,TLS,66860.657450764,304012.632876265,0.219927234004044,P20 Male
5 people per room or more,Not P20,Female,2001,TLS,35373.8783625466,573859.027938731,0.0616421048381997,Not P20 Female
5 people per room or more,P20,Female,2001,TLS,71430.042752553,302929.977458945,0.235797207498996,P20 Female
5 people per room or more,Not P20,Male,2002,TLS,38431.9696157747,608586.198725633,0.0631495911281762,Not P20 Male
5 people per room or more,P20,Male,2002,TLS,70811.1519319684,336315.267164643,0.210549918024693,P20 Male
5 people per room or more,Not P20,Female,2002,TLS,34144.386065009,563575.089195925,0.0605853358666441,Not P20 Female
5 people per room or more,P20,Female,2002,TLS,75242.2939505663,334078.018149014,0.225223719798903,P20 Female
5 people per room or more,Not P20,Male,2003,TLS,37006.7662400189,598517.439641479,0.0618307233656993,Not P20 Male
5 people per room or more,P20,Male,2003,TLS,75188.4947447858,371096.128288167,0.202611908379706,P20 Male
5 people per room or more,Not P20,Female,2003,TLS,32813.0696245972,552053.335138104,0.0594382236933476,Not P20 Female
5 people per room or more,P20,Female,2003,TLS,79529.3689372745,369640.699179214,0.215153172023181,P20 Female
5 people per room or more,Not P20,Male,2004,TLS,35672.6841303162,584215.808056536,0.0610607991745134,Not P20 Male
5 people per room or more,P20,Male,2004,TLS,79102.1661976053,410498.128275663,0.192697994823708,P20 Male
5 people per room or more,Not P20,Female,2004,TLS,32253.4023123328,539932.956960199,0.0597359392431204,Not P20 Female
5 people per room or more,P20,Female,2004,TLS,83049.5626505741,406154.598692266,0.204477710994721,P20 Female
5 people per room or more,Not P20,Male,2005,TLS,34708.5265701858,570683.319146408,0.0608192414351635,Not P20 Male
5 people per room or more,P20,Male,2005,TLS,82837.3548437519,447736.609896527,0.185013583907949,P20 Male
5 people per room or more,Not P20,Female,2005,TLS,31369.6044714932,526530.616395948,0.0595779305032917,Not P20 Female
5 people per room or more,P20,Female,2005,TLS,86717.1699818138,442263.574558031,0.196075767868682,P20 Female
5 people per room or more,Not P20,Male,2006,TLS,31846.1382824446,540674.256492685,0.0589007852695415,Not P20 Male
5 people per room or more,P20,Male,2006,TLS,88240.0974879631,499591.21053342,0.176624599527578,P20 Male
5 people per room or more,Not P20,Female,2006,TLS,29685.6718699467,494878.385942551,0.0599857918898742,Not P20 Female
5 people per room or more,P20,Female,2006,TLS,90953.1728801911,494598.867784507,0.183892804461127,P20 Female
5 people per room or more,Not P20,Male,2007,TLS,28929.8596566579,503275.985072176,0.0574830918119587,Not P20 Male
5 people per room or more,P20,Male,2007,TLS,93562.0941241071,557349.456189629,0.16786971456607,P20 Male
5 people per room or more,Not P20,Female,2007,TLS,27704.8477491015,462569.151479633,0.0598934184445315,Not P20 Female
5 people per room or more,P20,Female,2007,TLS,95401.1820406288,546406.834453702,0.174597344002864,P20 Female
5 people per room or more,Not P20,Male,2008,TLS,26891.0527076367,469521.939340697,0.0572732612780503,Not P20 Male
5 people per room or more,P20,Male,2008,TLS,97902.6051629774,610913.8623854,0.160255988922403,P20 Male
5 people per room or more,Not P20,Female,2008,TLS,25029.6132507449,430751.334959232,0.058106873315004,Not P20 Female
5 people per room or more,P20,Female,2008,TLS,100214.354641153,596433.82517659,0.168022587604723,P20 Female
5 people per room or more,Not P20,Male,2009,TLS,28560.5087410666,511138.271562047,0.0558762869659226,Not P20 Male
5 people per room or more,P20,Male,2009,TLS,98389.6896739025,588407.613045014,0.167213488562351,P20 Male
5 people per room or more,Not P20,Female,2009,TLS,27699.9383557792,470434.331988644,0.0588816259193597,Not P20 Female
5 people per room or more,P20,Female,2009,TLS,99708.3904945067,575274.872601159,0.173323041285753,P20 Female
5 people per room or more,Not P20,Male,2010,TLS,31408.078489297,554606.842008404,0.0566312495813405,Not P20 Male
5 people per room or more,P20,Male,2010,TLS,98109.1153220341,564613.169562111,0.173763420003333,P20 Male
5 people per room or more,Not P20,Female,2010,TLS,29904.0831723691,507652.844661075,0.0589065608257037,Not P20 Female
5 people per room or more,P20,Female,2010,TLS,99783.1061902387,556815.131972402,0.179203294703536,P20 Female
5 people per room or more,Not P20,Male,2011,TLS,26228.6267187112,462862.605567808,0.0566661173385041,Not P20 Male
5 people per room or more,P20,Male,2011,TLS,98355.0869441295,616796.010014035,0.159461289222496,P20 Male
5 people per room or more,Not P20,Female,2011,TLS,24630.9109342384,428127.537964489,0.0575317136836019,Not P20 Female
5 people per room or more,P20,Female,2011,TLS,100988.951561976,601302.405752241,0.167950353425972,P20 Female
5 people per room or more,Not P20,Male,2012,TLS,25618.3756035632,454576.589220715,0.0563565661123926,Not P20 Male
5 people per room or more,P20,Male,2012,TLS,97884.5546624096,625352.909368262,0.156526903762699,P20 Male
5 people per room or more,Not P20,Female,2012,TLS,24588.0773579248,419914.651104559,0.0585549403747818,Not P20 Female
5 people per room or more,P20,Female,2012,TLS,100378.140261883,609302.125930077,0.164742803266375,P20 Female
5 people per room or more,Not P20,Male,2013,TLS,25517.1660058994,450215.428687935,0.0566776800170182,Not P20 Male
5 people per room or more,P20,Male,2013,TLS,96954.3727073406,630107.902331072,0.153869475924139,P20 Male
5 people per room or more,Not P20,Female,2013,TLS,24909.473468402,417504.861045726,0.0596627148388432,Not P20 Female
5 people per room or more,P20,Female,2013,TLS,99497.7927304607,614152.151107985,0.16200837618326,P20 Female
5 people per room or more,Not P20,Male,2014,TLS,24636.8127902348,439744.603913584,0.0560252759692221,Not P20 Male
5 people per room or more,P20,Male,2014,TLS,96689.0544621644,639395.447261853,0.151219491593545,P20 Male
5 people per room or more,Not P20,Female,2014,TLS,23745.0795980715,408323.973050485,0.0581525483813209,Not P20 Female
5 people per room or more,P20,Female,2014,TLS,100249.860020002,625144.967122899,0.160362580348973,P20 Female
5 people per room or more,Not P20,Male,2015,TLS,23521.5962589078,427977.311097485,0.0549599141099094,Not P20 Male
5 people per room or more,P20,Male,2015,TLS,96664.6244428686,651369.491039828,0.148402136993791,P20 Male
5 people per room or more,Not P20,Female,2015,TLS,22360.5651979144,398829.658503299,0.0560654523082051,Not P20 Female
5 people per room or more,P20,Female,2015,TLS,101345.638127484,635907.645141326,0.159371630301694,P20 Female
5 people per room or more,Not P20,Male,2016,TLS,29058.2174203879,505854.515632178,0.0574438233176059,Not P20 Male
5 people per room or more,P20,Male,2016,TLS,111761.152549195,732359.832516412,0.152604153842217,P20 Male
5 people per room or more,Not P20,Female,2016,TLS,27315.8975157619,476175.556914842,0.0573651820617223,Not P20 Female
5 people per room or more,P20,Female,2016,TLS,119390.724140045,719147.911256926,0.166016924016888,P20 Female
5 people per room or more,Not P20,Male,2017,TLS,30540.9373582045,518406.844422323,0.0589130673848205,Not P20 Male
5 people per room or more,P20,Male,2017,TLS,113258.366710212,743836.72470136,0.1522624024186,P20 Male
5 people per room or more,Not P20,Female,2017,TLS,28218.1478178905,487822.222999776,0.0578451462181613,Not P20 Female
5 people per room or more,P20,Female,2017,TLS,122382.410227376,731312.243400214,0.167346316613493,P20 Female
5 people per room or more,Not P20,Male,2018,TLS,31018.5757541037,528980.459834407,0.0586384150443172,Not P20 Male
5 people per room or more,P20,Male,2018,TLS,116517.536571783,761660.772230145,0.152978255963766,P20 Male
5 people per room or more,Not P20,Female,2018,TLS,28663.6830222623,496930.542365104,0.0576814676872941,Not P20 Female
5 people per room or more,P20,Female,2018,TLS,125157.33724445,743158.379378749,0.168412737738457,P20 Female
5 people per room or more,Not P20,Male,2000,TZA,2897090.06572508,23498194.1849169,0.123289902318736,Not P20 Male
5 people per room or more,P20,Male,2000,TZA,7136434.81999621,44280209.3591523,0.161165336010797,P20 Male
5 people per room or more,Not P20,Female,2000,TZA,2171739.66010199,21503207.437844,0.100996080067567,Not P20 Female
5 people per room or more,P20,Female,2000,TZA,6943444.51704395,44600647.0569036,0.155680353878839,P20 Female
5 people per room or more,Not P20,Male,2001,TZA,2889244.91530937,24518445.1113284,0.117839646934807,Not P20 Male
5 people per room or more,P20,Male,2001,TZA,7337940.69169288,45033889.4130154,0.162942636919389,P20 Male
5 people per room or more,Not P20,Female,2001,TZA,2182399.95979833,22282036.0597142,0.0979443689055015,Not P20 Female
5 people per room or more,P20,Female,2001,TZA,7122819.98810732,45591560.1970155,0.15623110850621,P20 Female
5 people per room or more,Not P20,Male,2002,TZA,2735364.61571815,25870073.4622575,0.105734706154153,Not P20 Male
5 people per room or more,P20,Male,2002,TZA,7592711.71306487,46150629.9994564,0.164520218102208,P20 Male
5 people per room or more,Not P20,Female,2002,TZA,2145754.12899751,22534556.6147318,0.0952206056539289,Not P20 Female
5 people per room or more,P20,Female,2002,TZA,7451642.63323882,46663154.8388416,0.159690073656062,P20 Female
5 people per room or more,Not P20,Male,2003,TZA,2682075.44938387,28024077.5083217,0.095706110168566,Not P20 Male
5 people per room or more,P20,Male,2003,TZA,7583952.27476076,45826634.6512261,0.165492236828651,P20 Male
5 people per room or more,Not P20,Female,2003,TZA,2215393.27285512,25704789.4486006,0.0861860112600815,Not P20 Female
5 people per room or more,P20,Female,2003,TZA,7155040.39846958,45671461.9000679,0.156663266311144,P20 Female
5 people per room or more,Not P20,Male,2004,TZA,3358124.7536009,31296133.9297949,0.107301584314983,Not P20 Male
5 people per room or more,P20,Male,2004,TZA,7201475.15388773,45056695.108434,0.159831410993562,P20 Male
5 people per room or more,Not P20,Female,2004,TZA,2302806.71709666,27188515.899431,0.0846977718686313,Not P20 Female
5 people per room or more,P20,Female,2004,TZA,7056671.64174643,45849997.459548,0.153907786973648,P20 Female
5 people per room or more,Not P20,Male,2005,TZA,3173118.38740963,33317746.8546854,0.0952380844133643,Not P20 Male
5 people per room or more,P20,Male,2005,TZA,7218814.08088335,44532875.7314907,0.162100784247775,P20 Male
5 people per room or more,Not P20,Female,2005,TZA,2438460.19568709,30380505.802387,0.0802639762335852,Not P20 Female
5 people per room or more,P20,Female,2005,TZA,7110902.90084372,45438758.6850711,0.156494215656908,P20 Female
5 people per room or more,Not P20,Male,2006,TZA,3457917.1903226,34149984.2996373,0.101256772477032,Not P20 Male
5 people per room or more,P20,Male,2006,TZA,7542594.24135603,46253182.8740764,0.163071896303669,P20 Male
5 people per room or more,Not P20,Female,2006,TZA,2716644.42523248,29618759.2863501,0.0917203991891871,Not P20 Female
5 people per room or more,P20,Female,2006,TZA,7411274.34648808,48037579.0069399,0.154280763096271,P20 Female
5 people per room or more,Not P20,Male,2007,TZA,3564187.71910104,34841870.5572791,0.102296107014163,Not P20 Male
5 people per room or more,P20,Male,2007,TZA,7894016.43174595,47933726.3928129,0.164686057725935,P20 Male
5 people per room or more,Not P20,Female,2007,TZA,2811244.5423607,30773694.9878635,0.0913521936013663,Not P20 Female
5 people per room or more,P20,Female,2007,TZA,8079853.40165433,49037361.8425317,0.164769332975136,P20 Female
5 people per room or more,Not P20,Male,2008,TZA,4051384.66012009,36503683.1183216,0.110985640736254,Not P20 Male
5 people per room or more,P20,Male,2008,TZA,8014116.43974617,48651321.2511429,0.164725566205623,P20 Male
5 people per room or more,Not P20,Female,2008,TZA,3314660.59493069,32367162.4090545,0.102408130593599,Not P20 Female
5 people per room or more,P20,Female,2008,TZA,7450101.06169208,49750602.1743898,0.149748962546773,P20 Female
5 people per room or more,Not P20,Male,2009,TZA,2303687.43163942,24563212.1781717,0.0937860820046415,Not P20 Male
5 people per room or more,P20,Male,2009,TZA,5897113.37653256,39513227.8149307,0.149244030483995,P20 Male
5 people per room or more,Not P20,Female,2009,TZA,2368314.40190386,22709650.1391482,0.104286696950088,Not P20 Female
5 people per room or more,P20,Female,2009,TZA,5445650.27250808,38723110.6498061,0.140630496391574,P20 Female
5 people per room or more,Not P20,Male,2010,TZA,3133308.97660671,32383080.9768413,0.096757593227386,Not P20 Male
5 people per room or more,P20,Male,2010,TZA,8332467.05667269,51349191.2717928,0.162270658023973,P20 Male
