handwashing,p20,urban,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Urban,2015,SEN,4415073.34479678,10681032.3237335,0.413356425762926,Not P20 Urban
no soap and water,P20,Rural,2015,SEN,4620725.73692307,7230554.43802075,0.639055521472282,P20 Rural
no soap and water,P20,Urban,2015,SEN,924999.061499754,1530286.34116181,0.60446142438773,P20 Urban
no soap and water,Not P20,Rural,2016,SEN,1685097.9055767,3142373.35016169,0.53625006254906,Not P20 Rural
no soap and water,Not P20,Urban,2016,SEN,3719117.82358625,8766071.49773821,0.424262775468561,Not P20 Urban
no soap and water,P20,Rural,2016,SEN,3687850.00778623,5883601.89557965,0.62680141743732,P20 Rural
no soap and water,P20,Urban,2016,SEN,754648.383461069,1208610.96678466,0.624393129137912,P20 Urban
no soap and water,Not P20,Rural,2017,SEN,2259129.48094174,4795536.93016068,0.471089997604511,Not P20 Rural
no soap and water,Not P20,Urban,2017,SEN,5124603.51085542,12227632.2751303,0.419100230980801,Not P20 Urban
no soap and water,P20,Rural,2017,SEN,4748699.76497577,8317745.08264111,0.570911913961654,P20 Rural
no soap and water,P20,Urban,2017,SEN,1049448.78614426,1674192.48071528,0.626838788390625,P20 Urban
no soap and water,Not P20,Rural,2018,SEN,2364794.52340538,5041932.45220485,0.469025427417467,Not P20 Rural
no soap and water,Not P20,Urban,2018,SEN,5326514.88109462,12636486.8295743,0.421518650945648,Not P20 Urban
no soap and water,P20,Rural,2018,SEN,4857452.22323903,8513411.58892078,0.570564711044917,P20 Rural
no soap and water,P20,Urban,2018,SEN,1023844.52669063,1613120.54936439,0.634698086943376,P20 Urban
no soap and water,Not P20,Rural,2000,SLE,46645.2417920816,68241.4811606658,0.683532083400437,Not P20 Rural
no soap and water,Not P20,Urban,2000,SLE,356133.669819625,780447.754778241,0.456319680131335,Not P20 Urban
no soap and water,P20,Rural,2000,SLE,1235422.11804789,1398801.58372275,0.883200399845094,P20 Rural
no soap and water,P20,Urban,2000,SLE,125975.365392253,150373.015261042,0.837752472899239,P20 Urban
no soap and water,Not P20,Rural,2001,SLE,71474.9802605161,96081.9055523307,0.743896364769613,Not P20 Rural
no soap and water,Not P20,Urban,2001,SLE,382686.681778056,823852.381271139,0.464508800942714,Not P20 Urban
no soap and water,P20,Rural,2001,SLE,1247377.1975645,1413053.2629197,0.882753134858572,P20 Rural
no soap and water,P20,Urban,2001,SLE,113254.92858918,133675.310475343,0.847238941779532,P20 Urban
no soap and water,Not P20,Rural,2002,SLE,83960.4514525454,113424.479772194,0.740232193448668,Not P20 Rural
no soap and water,Not P20,Urban,2002,SLE,403548.076274876,864949.009152369,0.466557071000455,Not P20 Urban
no soap and water,P20,Rural,2002,SLE,1286679.93883808,1454970.86513071,0.884333817036596,P20 Rural
no soap and water,P20,Urban,2002,SLE,111867.990684296,130178.535235404,0.859342828539307,P20 Urban
no soap and water,Not P20,Rural,2003,SLE,85235.9900711824,115333.646342594,0.739038370624234,Not P20 Rural
no soap and water,Not P20,Urban,2003,SLE,425533.367304749,911181.506204125,0.467012735012008,Not P20 Urban
no soap and water,P20,Rural,2003,SLE,1360076.86094829,1538507.84521497,0.884023351053015,P20 Rural
no soap and water,P20,Urban,2003,SLE,117962.556553187,138160.566666015,0.853807706495197,P20 Urban
no soap and water,Not P20,Rural,2004,SLE,87515.5495689502,119296.865871852,0.733594708707258,Not P20 Rural
no soap and water,Not P20,Urban,2004,SLE,448253.415397079,961068.665032886,0.466411435213883,Not P20 Urban
no soap and water,P20,Rural,2004,SLE,1438647.96498116,1627060.36155052,0.884200733407451,P20 Rural
no soap and water,P20,Urban,2004,SLE,125645.618790303,146973.503669324,0.85488619141171,P20 Urban
no soap and water,Not P20,Rural,2005,SLE,92328.0638405888,125857.04714704,0.733594708707258,Not P20 Rural
no soap and water,Not P20,Urban,2005,SLE,472261.404029184,1011310.17742336,0.466979779865781,Not P20 Urban
no soap and water,P20,Rural,2005,SLE,1517759.77879524,1716533.04668301,0.884200733407451,P20 Rural
no soap and water,P20,Urban,2005,SLE,133196.562326365,157663.663155693,0.844814586064979,P20 Urban
no soap and water,Not P20,Rural,2006,SLE,120062.02307974,161650.291422628,0.742726920088521,Not P20 Rural
no soap and water,Not P20,Urban,2006,SLE,498152.588649849,1056289.61917444,0.471606062965181,Not P20 Urban
no soap and water,P20,Urban,2006,SLE,125324.245918312,147473.730747718,0.849807252335016,P20 Urban
no soap and water,P20,Rural,2006,SLE,1537943.2015369,1735570.66787076,0.886131132547712,P20 Rural
no soap and water,Not P20,Rural,2007,SLE,135753.329922592,179157.845805902,0.75773030933664,Not P20 Rural
no soap and water,Not P20,Urban,2007,SLE,498033.383008934,1055882.40309015,0.471675047857022,Not P20 Urban
no soap and water,P20,Rural,2007,SLE,1509001.56128717,1702901.03203929,0.886135795854254,P20 Rural
no soap and water,P20,Urban,2007,SLE,120460.791790223,138260.792750081,0.8712577831661,P20 Urban
no soap and water,Not P20,Rural,2008,SLE,162638.460806937,207584.968251583,0.783478987793696,Not P20 Rural
no soap and water,Not P20,Urban,2008,SLE,502505.088326292,1064023.25196633,0.472268897693406,Not P20 Urban
no soap and water,P20,Rural,2008,SLE,1490605.35930718,1684187.61471358,0.885058972221855,P20 Rural
no soap and water,P20,Urban,2008,SLE,119181.266113543,136283.170227735,0.874511987902734,P20 Urban
no soap and water,Not P20,Rural,2009,SLE,65338.1073220482,83394.8431802141,0.783478987793696,Not P20 Rural
no soap and water,Not P20,Urban,2009,SLE,201875.566382255,427458.948425843,0.472268897693406,Not P20 Urban
no soap and water,P20,Rural,2009,SLE,598833.341498756,676602.757887921,0.885058972221855,P20 Rural
no soap and water,P20,Urban,2009,SLE,47879.6855151505,54750.1763011577,0.874511987902734,P20 Urban
no soap and water,Not P20,Rural,2010,SLE,66826.583564835,85294.6723600348,0.783478987793696,Not P20 Rural
no soap and water,Not P20,Urban,2010,SLE,206474.520910859,437196.948431909,0.472268897693406,Not P20 Urban
no soap and water,P20,Rural,2010,SLE,612475.444686963,692016.536648855,0.885058972221855,P20 Rural
no soap and water,P20,Urban,2010,SLE,48970.4390940708,55997.4474581102,0.874511987902734,P20 Urban
no soap and water,Not P20,Rural,2011,SLE,64503.7559452358,82842.7431116384,0.778628924181215,Not P20 Rural
no soap and water,Not P20,Urban,2011,SLE,210947.989372635,446978.702035368,0.471941925671312,Not P20 Urban
no soap and water,P20,Rural,2011,SLE,630427.133800552,712352.247658643,0.884993534971832,P20 Rural
no soap and water,P20,Urban,2011,SLE,50374.0528920506,57562.733289841,0.875115721805741,P20 Urban
no soap and water,Not P20,Rural,2012,SLE,140962.226675208,176693.9434689,0.797776222024376,Not P20 Rural
no soap and water,Not P20,Urban,2012,SLE,227453.9633983,471263.284203071,0.482647324802599,Not P20 Urban
no soap and water,P20,Rural,2012,SLE,569781.230340027,636595.039768002,0.89504503608397,P20 Rural
no soap and water,P20,Urban,2012,SLE,39814.2419068735,44758.5666627701,0.889533442990944,P20 Urban
no soap and water,Not P20,Rural,2013,SLE,187922.168448654,229680.749168801,0.818188590592511,Not P20 Rural
no soap and water,Not P20,Urban,2013,SLE,237385.229235573,488204.936985448,0.48624094361145,Not P20 Urban
no soap and water,P20,Rural,2013,SLE,538851.761591585,601951.571567207,0.895174607134361,P20 Rural
no soap and water,P20,Urban,2013,SLE,35911.0804626794,39455.5357754941,0.910165829885494,P20 Urban
no soap and water,Not P20,Rural,2014,SLE,97305.435368806,125226.811735061,0.777033560310331,Not P20 Rural
no soap and water,Not P20,Urban,2014,SLE,229569.121575353,482470.719709704,0.475819800450236,Not P20 Urban
no soap and water,P20,Rural,2014,SLE,645685.849940632,724962.691972518,0.890647004446277,P20 Rural
no soap and water,P20,Urban,2014,SLE,49825.5677770679,56964.0572668617,0.874684321442347,P20 Urban
no soap and water,Not P20,Rural,2015,SLE,41154.4050308821,55322.7666916047,0.743896364769613,Not P20 Rural
no soap and water,Not P20,Urban,2015,SLE,217438.026787449,470881.185293669,0.461768347469314,Not P20 Urban
no soap and water,P20,Rural,2015,SLE,718224.282507631,813618.501193655,0.882753134858572,P20 Rural
no soap and water,P20,Urban,2015,SLE,68118.9867343311,80451.3552791216,0.846710244942375,P20 Urban
no soap and water,Not P20,Rural,2016,SLE,42054.8778830477,56533.248278572,0.743896364769613,Not P20 Rural
no soap and water,Not P20,Urban,2016,SLE,225167.486734311,484156.070660499,0.465072112856359,Not P20 Urban
no soap and water,P20,Rural,2016,SLE,733939.282340066,831420.760072012,0.882753134858572,P20 Rural
no soap and water,P20,Urban,2016,SLE,66637.6146465669,79239.8197512384,0.840961209348604,P20 Urban
no soap and water,Not P20,Rural,2017,SLE,43755.3563268014,58549.0081580094,0.747328737127646,Not P20 Rural
no soap and water,Not P20,Urban,2017,SLE,231719.625541589,497175.692084101,0.466071912265556,Not P20 Urban
no soap and water,P20,Rural,2017,SLE,749136.87641647,848741.11378312,0.882644736128452,P20 Rural
no soap and water,P20,Urban,2017,SLE,66439.8326342787,78488.7244348414,0.8464888824819,P20 Urban
no soap and water,Not P20,Rural,2018,SLE,46449.1388005455,61562.2799553645,0.75450647432524,Not P20 Rural
no soap and water,Not P20,Urban,2018,SLE,237589.034074909,508777.990651323,0.466979779865781,Not P20 Urban
no soap and water,P20,Rural,2018,SLE,763566.695743414,865322.024050162,0.882407559869471,P20 Rural
no soap and water,P20,Urban,2018,SLE,67009.5890013997,79318.6932454853,0.844814586064979,P20 Urban
no soap and water,Not P20,Rural,2000,TCD,189189.894949797,233524.204814765,0.81015111516969,Not P20 Rural
no soap and water,Not P20,Urban,2000,TCD,181479.794777793,329238.337106677,0.551211005293687,Not P20 Urban
no soap and water,P20,Rural,2000,TCD,516162.248323723,557886.117645745,0.925210776891,P20 Rural
no soap and water,P20,Urban,2000,TCD,21754.9365321262,24895.4088275577,0.873853355163414,P20 Urban
no soap and water,Not P20,Rural,2001,TCD,196489.653240666,242534.571096048,0.810151115169691,Not P20 Rural
no soap and water,Not P20,Urban,2001,TCD,188482.064306543,341941.765488008,0.551211005293686,Not P20 Urban
no soap and water,P20,Rural,2001,TCD,536078.003616226,579411.758926563,0.925210776891,P20 Rural
no soap and water,P20,Urban,2001,TCD,22594.3353718996,25855.9805697312,0.873853355163414,P20 Urban
no soap and water,Not P20,Rural,2002,TCD,204214.744147824,252069.941426977,0.810151115169691,Not P20 Rural
no soap and water,Not P20,Urban,2002,TCD,195892.33277169,355385.380354149,0.551211005293687,Not P20 Urban
no soap and water,P20,Rural,2002,TCD,557154.183674374,602191.627670603,0.925210776891,P20 Rural
no soap and water,P20,Urban,2002,TCD,23482.6431878891,26872.5216297851,0.873853355163414,P20 Urban
no soap and water,Not P20,Rural,2003,TCD,287322.963629907,349196.136325475,0.822812550715345,Not P20 Rural
no soap and water,Not P20,Urban,2003,TCD,208706.838057627,375579.725438688,0.55569250393868,Not P20 Urban
no soap and water,P20,Rural,2003,TCD,503986.937601755,538659.42642015,0.935631890731361,P20 Rural
no soap and water,P20,Urban,2003,TCD,19295.0992631089,21710.5389921819,0.888743447136762,P20 Urban
no soap and water,Not P20,Rural,2004,TCD,376611.394939598,448137.04539056,0.840393354696607,Not P20 Rural
no soap and water,Not P20,Urban,2004,TCD,216841.409334499,391746.002298449,0.553525519245248,Not P20 Urban
no soap and water,P20,Rural,2004,TCD,445160.158516102,473896.716484683,0.939361137207815,P20 Rural
no soap and water,P20,Urban,2004,TCD,19937.5137288146,20838.0400167274,0.956784501460313,P20 Urban
no soap and water,Not P20,Rural,2005,TCD,469700.777796411,546145.54270868,0.860028584078282,Not P20 Rural
no soap and water,Not P20,Urban,2005,TCD,226056.777591993,407539.556658272,0.554686714206605,Not P20 Urban
no soap and water,P20,Rural,2005,TCD,382618.110275804,410162.55457436,0.932845053768646,P20 Rural
no soap and water,P20,Urban,2005,TCD,19523.8190782214,20381.2818078987,0.957928910568078,P20 Urban
no soap and water,Not P20,Rural,2006,TCD,470332.966184876,548750.262182756,0.85709838991974,Not P20 Rural
no soap and water,Not P20,Urban,2006,TCD,233804.389467433,421766.844333395,0.554345114151784,Not P20 Urban
no soap and water,P20,Rural,2006,TCD,412417.184297297,441701.936633702,0.933700194842726,P20 Rural
no soap and water,P20,Urban,2006,TCD,20544.4366585059,21432.5143067292,0.958564000680755,P20 Urban
no soap and water,Not P20,Rural,2007,TCD,453467.698800021,533943.458074058,0.849280372187132,Not P20 Rural
no soap and water,Not P20,Urban,2007,TCD,241047.187365845,435496.669636389,0.553499496487775,Not P20 Urban
no soap and water,P20,Rural,2007,TCD,459748.240297551,490691.580933724,0.936939328412173,P20 Rural
no soap and water,P20,Urban,2007,TCD,22079.8163306055,22998.5436319499,0.960052805253804,P20 Urban
no soap and water,Not P20,Rural,2008,TCD,441372.066242276,523882.932010604,0.842501328585644,Not P20 Rural
no soap and water,Not P20,Urban,2008,TCD,249192.683623036,450213.026758444,0.553499496487775,Not P20 Urban
no soap and water,P20,Rural,2008,TCD,502703.378395333,535376.700490393,0.938971340991994,P20 Rural
no soap and water,P20,Urban,2008,TCD,22825.9402047143,23775.7132522309,0.960052805253804,P20 Urban
no soap and water,Not P20,Rural,2009,TCD,472115.082498608,557404.145130309,0.846988826012835,Not P20 Rural
no soap and water,Not P20,Urban,2009,TCD,257583.170446443,465372.004998981,0.553499496487776,Not P20 Urban
no soap and water,P20,Rural,2009,TCD,503748.023250739,537521.478281203,0.937168175793721,P20 Rural
no soap and water,P20,Urban,2009,TCD,23594.5051069216,24576.2576577067,0.960052805253804,P20 Urban
no soap and water,Not P20,Rural,2010,TCD,496314.714848148,585106.059809261,0.84824743570412,Not P20 Rural
no soap and water,Not P20,Urban,2010,TCD,266317.46849647,481152.142298926,0.553499496487776,Not P20 Urban
no soap and water,P20,Rural,2010,TCD,512638.593210874,546947.01537215,0.937272859715795,P20 Rural
no soap and water,P20,Urban,2010,TCD,24394.5629662513,25409.6054224875,0.960052805253804,P20 Urban
no soap and water,Not P20,Rural,2011,TCD,465815.087073939,555981.417559105,0.83782492069426,Not P20 Rural
no soap and water,Not P20,Urban,2011,TCD,275340.362591959,497430.295476522,0.553525519245248,Not P20 Urban
no soap and water,P20,Rural,2011,TCD,577652.017252115,614796.392343125,0.939582639791614,P20 Rural
no soap and water,P20,Urban,2011,TCD,25316.2081731618,26459.6762745659,0.956784501460313,P20 Urban
no soap and water,Not P20,Rural,2012,TCD,485578.957856582,579514.186054949,0.837906939193616,Not P20 Rural
no soap and water,Not P20,Urban,2012,TCD,284779.615987649,514483.264251224,0.553525519245249,Not P20 Urban
no soap and water,P20,Rural,2012,TCD,593660.418704024,631400.377912993,0.940228164997757,P20 Rural
no soap and water,P20,Urban,2012,TCD,26184.101647678,27366.7702682412,0.956784501460313,P20 Urban
no soap and water,Not P20,Rural,2013,TCD,477475.524000381,572463.683139113,0.834071292316984,Not P20 Rural
no soap and water,Not P20,Urban,2013,TCD,294484.230815143,532015.635370674,0.553525519245248,Not P20 Urban
no soap and water,P20,Rural,2013,TCD,638541.774392383,679715.981182155,0.939424394997801,P20 Rural
no soap and water,P20,Urban,2013,TCD,27076.3938161796,28299.3649822439,0.956784501460313,P20 Urban
no soap and water,Not P20,Rural,2014,TCD,476516.443391714,574610.006735072,0.829286712389983,Not P20 Rural
no soap and water,Not P20,Urban,2014,TCD,304355.039014809,548797.077476333,0.55458575037316,Not P20 Urban
no soap and water,P20,Rural,2014,TCD,676908.605730018,719541.430620783,0.940750006773087,P20 Rural
no soap and water,P20,Urban,2014,TCD,27983.9666575448,30299.1047570889,0.92359054440371,P20 Urban
no soap and water,Not P20,Rural,2015,TCD,482455.640304575,582739.362718407,0.827909818986622,Not P20 Rural
no soap and water,Not P20,Urban,2015,TCD,314321.20625834,565522.426966097,0.555806792569844,Not P20 Urban
no soap and water,P20,Rural,2015,TCD,708738.54508523,753789.32492019,0.940234255984282,P20 Rural
no soap and water,P20,Urban,2015,TCD,28900.3072995439,32536.3767534367,0.888246024397639,P20 Urban
no soap and water,Not P20,Rural,2016,TCD,425186.213033826,517268.970839029,0.821982830990536,Not P20 Rural
no soap and water,Not P20,Urban,2016,TCD,324210.209234993,583434.555868634,0.55569250393868,Not P20 Urban
no soap and water,P20,Rural,2016,TCD,804053.571516031,861947.160492192,0.932833946638791,P20 Rural
no soap and water,P20,Urban,2016,TCD,29973.4700957676,33725.6721186887,0.888743447136762,P20 Urban
no soap and water,Not P20,Rural,2017,TCD,352837.328553075,435991.786703752,0.80927517286655,Not P20 Rural
no soap and water,Not P20,Urban,2017,TCD,327191.848057967,592743.352340425,0.55199581195818,Not P20 Urban
no soap and water,P20,Rural,2017,TCD,914820.836876218,986330.052166823,0.927499709520652,P20 Rural
no soap and water,P20,Urban,2017,TCD,38061.4074977384,43705.4611616748,0.870861592260567,P20 Urban
no soap and water,Not P20,Rural,2018,TCD,279478.349864177,347633.836843749,0.803944611380837,Not P20 Rural
no soap and water,Not P20,Urban,2018,TCD,334546.353723325,608249.636110248,0.550014885109914,Not P20 Urban
no soap and water,P20,Rural,2018,TCD,1027093.80366251,1118349.78453089,0.918401217462873,P20 Rural
no soap and water,P20,Urban,2018,TCD,41919.2785020924,47736.5907329588,0.878137249821447,P20 Urban
no soap and water,Not P20,Rural,2000,TJK,1549874.34921161,5561257.38596643,0.278691353707643,Not P20 Rural
no soap and water,Not P20,Urban,2000,TJK,405654.650972243,2234309.06060173,0.181557089896504,Not P20 Urban
no soap and water,P20,Rural,2000,TJK,1260460.8830442,3313129.87545982,0.380444151127418,P20 Rural
no soap and water,P20,Urban,2000,TJK,39165.7672920086,199128.166199047,0.196686224955533,P20 Urban
no soap and water,Not P20,Rural,2001,TJK,1732019.70947894,5978070.86564889,0.289728868794689,Not P20 Rural
no soap and water,Not P20,Urban,2001,TJK,404441.475718116,2283750.27735002,0.177095315424511,Not P20 Urban
