educ.category,p20,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,2017,KGZ,600968.538727999,631454.798902448,0.951720597852075,P20
Completed secondary education,Not P20,2018,KGZ,5259645.07032025,5690421.39036671,0.924297992978918,Not P20
Completed secondary education,P20,2018,KGZ,565976.263352624,594373.753279858,0.952222839971428,P20
Completed secondary education,Not P20,2000,LBR,1092678.98700449,2877020.39829263,0.379795356213999,Not P20
Completed secondary education,P20,2000,LBR,309255.743243708,2741106.5235853,0.112821497662633,P20
Completed secondary education,Not P20,2001,LBR,1143719.60285122,3120742.90569291,0.366489530670671,Not P20
Completed secondary education,P20,2001,LBR,280663.219472143,2706182.12245307,0.103711874061798,P20
Completed secondary education,Not P20,2002,LBR,1222315.54492806,3388232.32836507,0.360753167572148,Not P20
Completed secondary education,P20,2002,LBR,247267.820518198,2577971.96909282,0.0959156358108932,P20
Completed secondary education,Not P20,2003,LBR,1103965.18525203,2837079.18177905,0.389120329225273,Not P20
Completed secondary education,P20,2003,LBR,396514.025379308,3233763.30763258,0.122616897916871,P20
Completed secondary education,Not P20,2004,LBR,1034115.02041941,2216213.52578592,0.466613441524181,Not P20
Completed secondary education,P20,2004,LBR,583371.421691563,3967973.90511164,0.147019974335025,P20
Completed secondary education,Not P20,2005,LBR,934536.452148591,1716849.59637296,0.544332161723953,Not P20
Completed secondary education,P20,2005,LBR,754377.233065964,4632136.32195651,0.162857303980927,P20
Completed secondary education,Not P20,2006,LBR,989552.91046947,1812297.74321269,0.5460211569404,Not P20
Completed secondary education,P20,2006,LBR,769235.816329433,4755345.74111919,0.161762331953678,P20
Completed secondary education,Not P20,2007,LBR,1040944.04118768,1985620.93977141,0.52424106753604,Not P20
Completed secondary education,P20,2007,LBR,765527.444247428,4844713.84612953,0.158012932974155,P20
Completed secondary education,Not P20,2008,LBR,635251.099360754,1341147.69778302,0.473662297158512,Not P20
Completed secondary education,P20,2008,LBR,420534.966248392,3445384.27907051,0.122057492629485,P20
Completed secondary education,Not P20,2009,LBR,674581.71276997,1431521.53434598,0.471234065702105,Not P20
Completed secondary education,P20,2009,LBR,428281.298309516,3505775.28979641,0.122164503685114,P20
Completed secondary education,Not P20,2010,LBR,708461.667273394,1509199.43447587,0.469428791907437,Not P20
Completed secondary education,P20,2010,LBR,437831.941892364,3610643.42273899,0.121261473546515,P20
Completed secondary education,Not P20,2011,LBR,768947.040100715,1713089.29419285,0.448865708697933,Not P20
Completed secondary education,P20,2011,LBR,428418.407905927,3556620.46620788,0.120456599734611,P20
Completed secondary education,Not P20,2012,LBR,849605.211697384,2005234.38895899,0.423693716991585,Not P20
Completed secondary education,P20,2012,LBR,373355.412302218,3358266.31825459,0.111175045967249,P20
Completed secondary education,Not P20,2013,LBR,1597906.91219548,3700299.80403472,0.431831742512637,Not P20
Completed secondary education,P20,2013,LBR,648842.249606201,4578400.50845146,0.14171810622694,P20
Completed secondary education,Not P20,2014,LBR,1652492.70910352,3724719.92943926,0.44365556079603,Not P20
Completed secondary education,P20,2014,LBR,685857.290817235,4769104.69127561,0.143812588570746,P20
Completed secondary education,Not P20,2015,LBR,1670449.49893307,3686804.03250647,0.453088768539025,Not P20
Completed secondary education,P20,2015,LBR,749647.724213768,5025944.2142474,0.149155599874883,P20
Completed secondary education,Not P20,2016,LBR,1680226.69976306,3602651.79873196,0.466386093808581,Not P20
Completed secondary education,P20,2016,LBR,814246.182714156,5334155.68523842,0.15264762237208,P20
Completed secondary education,Not P20,2017,LBR,1690244.05241336,3525490.64311071,0.479435126488374,Not P20
Completed secondary education,P20,2017,LBR,861218.702028473,5630993.05459504,0.15294259710118,P20
Completed secondary education,Not P20,2018,LBR,1708683.26838801,3406991.24700894,0.501522646965442,Not P20
Completed secondary education,P20,2018,LBR,946597.668796246,5972065.93812753,0.158504222592867,P20
Completed secondary education,Not P20,2000,LSO,869657.767159378,2183345.1521133,0.398314378428725,Not P20
Completed secondary education,P20,2000,LSO,177798.05289593,1685315.35230966,0.10549838797366,P20
Completed secondary education,Not P20,2001,LSO,856322.836478622,2127121.8961287,0.402573467010568,Not P20
Completed secondary education,P20,2001,LSO,189406.961275374,1745304.48447241,0.108523734947389,P20
Completed secondary education,Not P20,2002,LSO,846142.481902636,2062378.04488379,0.410275159785419,Not P20
Completed secondary education,P20,2002,LSO,202897.932313556,1796830.30621084,0.112919918821621,P20
Completed secondary education,Not P20,2003,LSO,843656.907310971,2051501.74354554,0.411238698658334,Not P20
Completed secondary education,P20,2003,LSO,202335.463856472,1783836.05168973,0.113427163704204,P20
Completed secondary education,Not P20,2004,LSO,849481.996077414,2035863.31976875,0.417258854181776,Not P20
Completed secondary education,P20,2004,LSO,206122.698961944,1779147.75168634,0.115854739307949,P20
Completed secondary education,Not P20,2005,LSO,863237.025181361,2012094.87782776,0.429024016060964,Not P20
Completed secondary education,P20,2005,LSO,208906.554761706,1781879.79268091,0.117239420762159,P20
Completed secondary education,Not P20,2006,LSO,893343.200640227,2063849.72986034,0.43285283212004,Not P20
Completed secondary education,P20,2006,LSO,185878.366824841,1720589.14151008,0.108031814417766,P20
Completed secondary education,Not P20,2007,LSO,909813.861248677,2146769.4102202,0.423806048715476,Not P20
Completed secondary education,P20,2007,LSO,158985.823397524,1637468.35725323,0.0970924553706888,P20
Completed secondary education,Not P20,2008,LSO,907393.991802342,2202860.69364566,0.411916193529531,Not P20
Completed secondary education,P20,2008,LSO,149767.684460062,1580920.19586156,0.0947345001045056,P20
Completed secondary education,Not P20,2009,LSO,900956.61753513,2208438.23233535,0.407960976378497,Not P20
Completed secondary education,P20,2009,LSO,140975.925147205,1570851.66867569,0.089744899507956,P20
Completed secondary education,Not P20,2010,LSO,900318.053462513,2234628.87464477,0.402893770718698,Not P20
Completed secondary education,P20,2010,LSO,128299.489112402,1552079.04794006,0.0826629863232047,P20
Completed secondary education,Not P20,2011,LSO,430112.381739676,1405343.92622099,0.306054890702989,Not P20
Completed secondary education,P20,2011,LSO,47892.4851252131,1136982.93950144,0.0421224307430801,P20
Completed secondary education,Not P20,2012,LSO,440600.355755409,1459478.26358719,0.301888946720231,Not P20
Completed secondary education,P20,2012,LSO,42597.5996281286,1124671.27731228,0.0378756001753043,P20
Completed secondary education,Not P20,2013,LSO,445914.048570321,1445184.15984968,0.30855171331016,Not P20
Completed secondary education,P20,2013,LSO,47583.971589051,1191784.84551071,0.0399266459615535,P20
Completed secondary education,Not P20,2014,LSO,661443.166552663,2083239.88598025,0.31750696163415,Not P20
Completed secondary education,P20,2014,LSO,70289.4057445438,1791524.14712369,0.0392344171622772,P20
Completed secondary education,Not P20,2015,LSO,661787.234461036,2078105.02930151,0.318457067919937,Not P20
Completed secondary education,P20,2015,LSO,73482.0173018801,1826330.95860346,0.0402347761536439,P20
Completed secondary education,Not P20,2016,LSO,664837.529716504,2087132.32143915,0.318541149924829,Not P20
Completed secondary education,P20,2016,LSO,74939.2555261435,1847949.07567253,0.040552662685724,P20
Completed secondary education,Not P20,2017,LSO,667611.453534253,2079731.65247786,0.32100845930716,Not P20
Completed secondary education,P20,2017,LSO,76561.6360253193,1884043.06658026,0.040636882130453,P20
Completed secondary education,Not P20,2018,LSO,671513.158405654,2081082.96806266,0.322674861459649,Not P20
Completed secondary education,P20,2018,LSO,78000.5976378217,1917733.85809513,0.0406733172637934,P20
Completed secondary education,Not P20,2000,MDG,519729.880502957,5071861.73450774,0.102473195782692,Not P20
Completed secondary education,P20,2000,MDG,41235.5433656802,10571016.5997426,0.00390081152333866,P20
Completed secondary education,Not P20,2001,MDG,522114.670871038,4347411.73276562,0.120097819798378,Not P20
Completed secondary education,P20,2001,MDG,56431.2065805576,11785708.7532426,0.00478810462417302,P20
Completed secondary education,Not P20,2002,MDG,530313.353940693,3724762.51507456,0.142375078087382,Not P20
Completed secondary education,P20,2002,MDG,66170.8651276648,12908580.0585876,0.00512611494272321,P20
Completed secondary education,Not P20,2003,MDG,546572.935752499,3750070.44630328,0.145750044853503,Not P20
Completed secondary education,P20,2003,MDG,68199.6856110758,13393255.8801167,0.00509209158859747,P20
Completed secondary education,Not P20,2004,MDG,563143.522903305,3781769.52832687,0.148910058819066,Not P20
Completed secondary education,P20,2004,MDG,70267.3123817281,13881295.2709751,0.00506201409955254,P20
Completed secondary education,Not P20,2005,MDG,579176.098826841,3811983.67651886,0.151935618820842,Not P20
Completed secondary education,P20,2005,MDG,73224.1495825201,14380613.0092479,0.00509186566215438,P20
Completed secondary education,Not P20,2006,MDG,590669.692780364,3743938.42960697,0.157766935510841,Not P20
Completed secondary education,P20,2006,MDG,81069.2822751346,14987930.9727893,0.00540897088612941,P20
Completed secondary education,Not P20,2007,MDG,587244.22618824,3709655.69589885,0.158301544490357,Not P20
Completed secondary education,P20,2007,MDG,104179.159988635,15571126.0550153,0.00669053475134384,P20
Completed secondary education,Not P20,2008,MDG,599289.676730546,3660289.70653832,0.163727389026077,Not P20
Completed secondary education,P20,2008,MDG,112162.595360756,16179010.2920233,0.00693259929601841,P20
Completed secondary education,Not P20,2009,MDG,599005.756407192,3126018.72451909,0.191619375696268,Not P20
Completed secondary education,P20,2009,MDG,132820.552390455,17281424.271479,0.00768574107688916,P20
Completed secondary education,Not P20,2010,MDG,585789.617308455,2545593.82977168,0.230119043524314,Not P20
Completed secondary education,P20,2010,MDG,166762.21202951,18439793.5143653,0.00904360517375623,P20
Completed secondary education,Not P20,2011,MDG,591226.762611376,2309220.32163299,0.256028737090483,Not P20
Completed secondary education,P20,2011,MDG,182399.402684288,19263838.310848,0.00946848700352586,P20
Completed secondary education,Not P20,2012,MDG,605358.383286156,2272298.45058798,0.266407954962744,Not P20
Completed secondary education,P20,2012,MDG,189710.252720735,19898697.1424428,0.00953380270892682,P20
Completed secondary education,Not P20,2013,MDG,593388.102922429,2057004.46579668,0.288471956570405,Not P20
Completed secondary education,P20,2013,MDG,223547.744559934,20723772.2546716,0.0107870199408093,P20
Completed secondary education,Not P20,2014,MDG,594343.236560213,2012904.76948173,0.295266445572208,Not P20
Completed secondary education,P20,2014,MDG,244958.709564338,21391564.8649968,0.0114511823286555,P20
Completed secondary education,Not P20,2015,MDG,592771.375349715,1945816.77555817,0.304638845134674,Not P20
Completed secondary education,P20,2015,MDG,269450.525965608,22097790.4157471,0.0121935506173321,P20
Completed secondary education,Not P20,2016,MDG,607138.115808167,1941850.02320601,0.312659633108934,Not P20
Completed secondary education,P20,2016,MDG,278576.240583795,22756859.2490838,0.0122414186217288,P20
Completed secondary education,Not P20,2017,MDG,607431.583301894,1949591.37249174,0.311568666066442,Not P20
Completed secondary education,P20,2017,MDG,302339.793960561,23419963.2577283,0.012909490533073,P20
Completed secondary education,Not P20,2018,MDG,597426.484957669,1946852.90838079,0.306867808238555,Not P20
Completed secondary education,P20,2018,MDG,336959.363191546,24109091.9287225,0.0139764435835141,P20
Completed secondary education,Not P20,2000,MDV,94212.4086589914,519677.091965573,0.18129028605562,Not P20
Completed secondary education,P20,2000,MDV,1581.75223276557,34893.47809563,0.0453308847123402,P20
Completed secondary education,Not P20,2001,MDV,96488.7507203639,529462.906785242,0.182238924547553,Not P20
Completed secondary education,P20,2001,MDV,1655.41408930912,38819.6903524991,0.0426436706289326,P20
Completed secondary education,Not P20,2002,MDV,98948.0868872336,540032.601208176,0.18322613609968,Not P20
Completed secondary education,P20,2002,MDV,1888.51289558795,43891.0752453827,0.0430272643135262,P20
Completed secondary education,Not P20,2003,MDV,101566.257212479,549114.161776899,0.18496382771083,Not P20
Completed secondary education,P20,2003,MDV,2117.90905054745,51676.7874780219,0.0409837599028034,P20
Completed secondary education,Not P20,2004,MDV,104042.184855134,557321.904259318,0.186682389584896,Not P20
Completed secondary education,P20,2004,MDV,2673.48977702625,60500.8487811705,0.0441892937187736,P20
Completed secondary education,Not P20,2005,MDV,106194.447412406,561165.986539428,0.189238923882899,Not P20
Completed secondary education,P20,2005,MDV,3452.80129907118,73214.670980332,0.0471599647015927,P20
Completed secondary education,Not P20,2006,MDV,109500.189811274,591221.938907142,0.185209956879614,Not P20
Completed secondary education,P20,2006,MDV,2735.58314576042,58800.6120356235,0.0465230386395147,P20
Completed secondary education,Not P20,2007,MDV,112889.937510009,616470.318078037,0.183123070486126,Not P20
Completed secondary education,P20,2007,MDV,2079.68779040069,48797.3526088956,0.0426188651476467,P20
Completed secondary education,Not P20,2008,MDV,115846.26880834,642695.230999733,0.180250705498681,Not P20
Completed secondary education,P20,2008,MDV,1945.11219273849,39013.6635158301,0.0498572043086711,P20
Completed secondary education,Not P20,2009,MDV,119384.215518629,667102.825911681,0.178959241186657,Not P20
Completed secondary education,P20,2009,MDV,1798.87418277846,34348.1483175046,0.0523717950135236,P20
Completed secondary education,Not P20,2010,MDV,122041.009334645,681051.536452572,0.17919496954713,Not P20
Completed secondary education,P20,2010,MDV,1726.41039928963,29071.3850319944,0.0593852132393979,P20
Completed secondary education,Not P20,2011,MDV,128363.974027094,715389.699951902,0.179432236773502,Not P20
Completed secondary education,P20,2011,MDV,401.115236243401,7593.29569742432,0.0528249198012217,P20
Completed secondary education,Not P20,2012,MDV,133876.966716735,734433.600817427,0.182286004572407,Not P20
Completed secondary education,P20,2012,MDV,556.392284343559,12978.7754438624,0.0428693975598966,P20
Completed secondary education,Not P20,2013,MDV,140209.948649072,754994.250199455,0.185709955555332,Not P20
Completed secondary education,P20,2013,MDV,438.115308679756,6914.00809952036,0.0633663285280429,P20
Completed secondary education,Not P20,2014,MDV,146765.183425308,778331.138266885,0.188563936619715,Not P20
Completed secondary education,P20,2014,MDV,458.589848734998,4423.22576753724,0.103677694252159,P20
Completed secondary education,Not P20,2015,MDV,153852.649918535,798178.768705262,0.19275462584416,Not P20
Completed secondary education,P20,2015,MDV,108.854597444024,2811.31401235303,0.0387201845705289,P20
Completed secondary education,Not P20,2016,MDV,160821.94165659,819344.09858822,0.196281320551032,Not P20
Completed secondary education,P20,2016,MDV,113.78340172208,1570.79652684665,0.0724367540781991,P20
Completed secondary education,Not P20,2017,MDV,184639.587250154,982652.254960469,0.18789921492378,Not P20
Completed secondary education,P20,2017,MDV,118.781838102521,1036.72773285207,0.114573802106893,P20
Completed secondary education,Not P20,2018,MDV,191816.101841966,1020845.68006192,0.187899214923779,Not P20
Completed secondary education,P20,2018,MDV,123.398613990511,1077.02294696814,0.114573802106893,P20
Completed secondary education,Not P20,2000,MLI,2414259.71700303,17181364.8059951,0.140516178095504,Not P20
Completed secondary education,P20,2000,MLI,60960.3758480678,15438677.9343246,0.00394854896950311,P20
Completed secondary education,Not P20,2001,MLI,2463402.0445879,18756846.3723521,0.131333487287021,Not P20
Completed secondary education,P20,2001,MLI,59698.2621047391,14833333.2363514,0.0040246019659586,P20
Completed secondary education,Not P20,2002,MLI,2510485.79961694,20254550.7844324,0.123946752822901,Not P20
Completed secondary education,P20,2002,MLI,46746.820586395,14362663.8348825,0.00325474585521254,P20
Completed secondary education,Not P20,2003,MLI,2604252.24078134,20777213.0829342,0.125341749655559,Not P20
Completed secondary education,P20,2003,MLI,48267.5233813403,14928911.0260782,0.00323315768290301,P20
Completed secondary education,Not P20,2004,MLI,2726574.01236659,21288398.2366937,0.12807793155931,Not P20
Completed secondary education,P20,2004,MLI,50359.7124316645,15566138.4048383,0.00323520908795284,P20
Completed secondary education,Not P20,2005,MLI,2873820.52751606,21759690.6910204,0.132070835395744,Not P20
Completed secondary education,P20,2005,MLI,52435.7837571547,16303937.7655005,0.00321614229098138,P20
Completed secondary education,Not P20,2006,MLI,3003788.45217126,21685645.1241522,0.138515060768278,Not P20
Completed secondary education,P20,2006,MLI,54593.5107370423,17650226.2906263,0.00309307709930245,P20
Completed secondary education,Not P20,2007,MLI,2165004.49977948,15864768.2380913,0.136466191455688,Not P20
Completed secondary education,P20,2007,MLI,29517.2742645715,14496544.1433676,0.00203615937513467,P20
Completed secondary education,Not P20,2008,MLI,2197366.13668589,15854514.2515063,0.138595613957528,Not P20
Completed secondary education,P20,2008,MLI,34250.7042636093,15277216.2765112,0.00224194667691325,P20
Completed secondary education,Not P20,2009,MLI,2228591.79945061,15662968.9880052,0.142284122579651,Not P20
Completed secondary education,P20,2009,MLI,43836.066758675,16257541.5670253,0.00269635274053899,P20
Completed secondary education,Not P20,2010,MLI,2285434.22586795,15520400.2883732,0.147253561983195,Not P20
Completed secondary education,P20,2010,MLI,45085.6409156973,17145142.7425097,0.00262964511831749,P20
Completed secondary education,Not P20,2011,MLI,2320852.17326541,14476228.9048762,0.160321599535059,Not P20
Completed secondary education,P20,2011,MLI,58554.0482960177,19021650.367117,0.00307828433211247,P20
Completed secondary education,Not P20,2012,MLI,2316805.44031112,13197992.9573843,0.175542254628562,Not P20
Completed secondary education,P20,2012,MLI,137998.7457188,21061311.9882664,0.00655223880619029,P20
Completed secondary education,Not P20,2013,MLI,3339292.37694308,17710103.4165532,0.188552957506839,Not P20
Completed secondary education,P20,2013,MLI,314886.301990748,29267112.7138094,0.01075904907566,P20
Completed secondary education,Not P20,2014,MLI,2358376.465192,13781634.4792265,0.171124583861722,Not P20
Completed secondary education,P20,2014,MLI,224129.238517428,22689183.5119991,0.00987824169163679,P20
Completed secondary education,Not P20,2015,MLI,2439898.96771111,14181596.635615,0.172046845669243,Not P20
Completed secondary education,P20,2015,MLI,230410.360175505,23127968.4389803,0.00996241242647003,P20
Completed secondary education,Not P20,2016,MLI,2538891.0201052,14585301.5640727,0.174071890728617,Not P20
Completed secondary education,P20,2016,MLI,238218.771915911,23518136.0751215,0.0101291518662446,P20
Completed secondary education,Not P20,2017,MLI,2626245.70050149,14918238.9372525,0.176042608752127,Not P20
Completed secondary education,P20,2017,MLI,247180.760561458,23987887.2499553,0.0103043989654369,P20
Completed secondary education,Not P20,2018,MLI,4443651.88433155,23657713.6833303,0.187830994313818,Not P20
Completed secondary education,P20,2018,MLI,494713.709090784,32739794.2064479,0.0151104709446632,P20
Completed secondary education,Not P20,2000,MMR,3565408.43859808,9090385.03271072,0.392217538175596,Not P20
Completed secondary education,P20,2000,MMR,1943947.92142314,37458390.8460328,0.0518961940840826,P20
Completed secondary education,Not P20,2001,MMR,3964008.90943468,10881119.1847287,0.364301579840982,Not P20
Completed secondary education,P20,2001,MMR,1604948.28968707,36171226.606756,0.0443708560711982,P20
Completed secondary education,Not P20,2002,MMR,4378110.48853157,13114334.2165577,0.333841613019433,Not P20
Completed secondary education,P20,2002,MMR,1247102.2923822,34413317.272661,0.0362389444325072,P20
Completed secondary education,Not P20,2003,MMR,4602346.03159076,15406433.9790582,0.29872883224286,Not P20
Completed secondary education,P20,2003,MMR,1075546.88689643,32566314.1343253,0.0330263622238658,P20
Completed secondary education,Not P20,2004,MMR,4844383.95322153,17662660.2575299,0.27427261140667,Not P20
Completed secondary education,P20,2004,MMR,882515.899937824,30724149.439365,0.0287238513039879,P20
Completed secondary education,Not P20,2005,MMR,4975409.80019029,19918187.4668392,0.249792297038755,Not P20
Completed secondary education,P20,2005,MMR,796942.533827335,28852652.0887807,0.0276211188966308,P20
Completed secondary education,Not P20,2006,MMR,5193565.68530304,23006493.4525392,0.225743470903857,Not P20
Completed secondary education,P20,2006,MMR,620192.698408028,26114187.500379,0.0237492626718341,P20
Completed secondary education,Not P20,2007,MMR,5342443.53848865,26137042.6776316,0.204401224896831,Not P20
Completed secondary education,P20,2007,MMR,509100.521797274,23302890.9929131,0.0218470970813065,P20
Completed secondary education,Not P20,2008,MMR,5525019.92789611,29359943.1280643,0.188182242172496,Not P20
Completed secondary education,P20,2008,MMR,362864.301206355,20387030.1062872,0.0177987818389718,P20
Completed secondary education,Not P20,2009,MMR,5648584.18298103,31216586.6339109,0.180948168652267,Not P20
Completed secondary education,P20,2009,MMR,277121.099782889,18849938.2205099,0.0147014327867326,P20
Completed secondary education,Not P20,2010,MMR,5736577.84445583,33270951.8099487,0.172420010020286,Not P20
Completed secondary education,P20,2010,MMR,230453.889556694,17144741.9112738,0.0134416657158983,P20
Completed secondary education,Not P20,2011,MMR,5743150.85204552,33011539.203088,0.17397404031098,Not P20
Completed secondary education,P20,2011,MMR,269847.15604626,17792525.4366729,0.0151663212176764,P20
Completed secondary education,Not P20,2012,MMR,5828733.45739871,34419605.1272058,0.169343414483032,Not P20
Completed secondary education,P20,2012,MMR,234156.03045376,16805994.6534821,0.0139328873584548,P20
Completed secondary education,Not P20,2013,MMR,5910488.79901804,35100325.8339786,0.168388431120957,Not P20
Completed secondary education,P20,2013,MMR,204140.031751636,16562421.7585741,0.0123254941051091,P20
Completed secondary education,Not P20,2014,MMR,5962388.87548203,36738607.1780778,0.162292186162132,Not P20
Completed secondary education,P20,2014,MMR,202753.246307074,15350929.2640079,0.0132078809575687,P20
Completed secondary education,Not P20,2015,MMR,6007997.82326843,38416249.6007891,0.156392096722139,Not P20
Completed secondary education,P20,2015,MMR,204304.195501678,14071742.7282607,0.0145187557395694,P20
Completed secondary education,Not P20,2016,MMR,6076100.26921604,40438514.5294886,0.150255278659784,Not P20
Completed secondary education,P20,2016,MMR,179184.909767948,12412644.267767,0.0144356759045495,P20
Completed secondary education,Not P20,2017,MMR,6154654.29548544,42388342.257102,0.145196862339061,Not P20
Completed secondary education,P20,2017,MMR,140413.006993618,10798937.3189782,0.0130024837487346,P20
Completed secondary education,Not P20,2018,MMR,6241288.1637897,44148741.7313204,0.141369559335866,Not P20
Completed secondary education,P20,2018,MMR,92200.3056630946,9363159.84660353,0.00984713570777498,P20
Completed secondary education,Not P20,2000,MOZ,3607299.17761512,12327569.5510031,0.292620468510891,Not P20
Completed secondary education,P20,2000,MOZ,1519701.81559382,22198710.3446539,0.0684590136994067,P20
Completed secondary education,Not P20,2001,MOZ,3725966.31933605,12428682.9823429,0.299787702738047,Not P20
Completed secondary education,P20,2001,MOZ,1585051.73857964,23085783.8693051,0.0686592124206418,P20
Completed secondary education,Not P20,2002,MOZ,3786413.62920965,12605463.9104593,0.300378760837823,Not P20
Completed secondary education,P20,2002,MOZ,1665067.50021471,23968728.4912075,0.0694683283189392,P20
Completed secondary education,Not P20,2003,MOZ,3926677.1238475,12755718.1171172,0.30783661788341,Not P20
Completed secondary education,P20,2003,MOZ,1735469.22850926,24913616.3982919,0.0696594665649683,P20
Completed secondary education,Not P20,2004,MOZ,4138602.30651294,12709793.6170215,0.32562309280698,Not P20
Completed secondary education,P20,2004,MOZ,1860086.48497843,26060975.897017,0.0713743987304536,P20
Completed secondary education,Not P20,2005,MOZ,4355414.59854504,12590590.0145295,0.34592617133263,Not P20
Completed secondary education,P20,2005,MOZ,1981093.24831794,27285095.831656,0.0726071574217997,P20
Completed secondary education,Not P20,2006,MOZ,4599396.68006127,13172233.0337817,0.349173649468969,Not P20
Completed secondary education,P20,2006,MOZ,2010742.83239939,27839477.6605869,0.0722263131842467,P20
Completed secondary education,Not P20,2007,MOZ,4704153.60005758,13853223.7242513,0.339571040913931,Not P20
Completed secondary education,P20,2007,MOZ,1898827.66746713,28339183.4457939,0.0670036125458285,P20
Completed secondary education,Not P20,2008,MOZ,4903057.36436441,14760592.3940025,0.33217212653041,Not P20
Completed secondary education,P20,2008,MOZ,1720418.49538562,28630083.421777,0.0600912847524926,P20
Completed secondary education,Not P20,2009,MOZ,4807370.19694151,14628655.9368747,0.328626923600239,Not P20
Completed secondary education,P20,2009,MOZ,1812225.42881077,29999196.1605341,0.0604091329351974,P20
Completed secondary education,Not P20,2010,MOZ,4892764.68571741,14775435.2978647,0.331141830144559,Not P20
Completed secondary education,P20,2010,MOZ,1842079.75525323,31105015.2475576,0.059221310151837,P20
Completed secondary education,Not P20,2011,MOZ,4785058.5830433,14276450.2534445,0.335171453554347,Not P20
Completed secondary education,P20,2011,MOZ,2045740.54689944,32897756.0460496,0.0621848050680375,P20
Completed secondary education,Not P20,2012,MOZ,1626852.06441698,7300545.40659042,0.222839798098971,Not P20
Completed secondary education,P20,2012,MOZ,513541.58139191,24215865.2847702,0.021206823516436,P20
Completed secondary education,Not P20,2013,MOZ,1669067.50544498,7376188.63375531,0.226277768684888,Not P20
Completed secondary education,P20,2013,MOZ,563618.126453869,27296081.3106222,0.0206483165125442,P20
Completed secondary education,Not P20,2014,MOZ,1752702.31018509,7865857.16347503,0.222824070378971,Not P20
Completed secondary education,P20,2014,MOZ,579889.478585682,30147795.9667115,0.0192348879906837,P20
Completed secondary education,Not P20,2015,MOZ,2446698.95468974,11162540.8650625,0.219188353643357,Not P20
Completed secondary education,P20,2015,MOZ,725716.610401817,42220338.4946661,0.0171887918542742,P20
Completed secondary education,Not P20,2016,MOZ,2473578.31268705,11149383.1370805,0.221857862652549,Not P20
Completed secondary education,P20,2016,MOZ,794663.100287483,43788076.7034656,0.0181479334127637,P20
Completed secondary education,Not P20,2017,MOZ,2517564.43485166,11203994.1481252,0.224702405371474,Not P20
Completed secondary education,P20,2017,MOZ,843136.158059745,45351291.5726241,0.0185912270372625,P20
Completed secondary education,Not P20,2018,MOZ,2552678.07247034,11226327.924337,0.227383173703354,Not P20
Completed secondary education,P20,2018,MOZ,906376.816982797,47001166.8698924,0.0192841343597236,P20
Completed secondary education,Not P20,2000,MWI,1247527.57892631,3961148.42917916,0.314940881724251,Not P20
Completed secondary education,P20,2000,MWI,321072.67828183,7091420.32423849,0.0452762159908084,P20
Completed secondary education,Not P20,2001,MWI,1227871.20993084,3583748.90926893,0.342621997527534,Not P20
Completed secondary education,P20,2001,MWI,380580.434674188,7749618.0890165,0.0491095729238042,P20
Completed secondary education,Not P20,2002,MWI,1187669.45183305,3193803.25851951,0.37186681698847,Not P20
Completed secondary education,P20,2002,MWI,460411.559814142,8418797.59930099,0.0546885174971269,P20
Completed secondary education,Not P20,2003,MWI,1185829.91349314,3041156.46441503,0.389927294885576,Not P20
Completed secondary education,P20,2003,MWI,502563.269240248,8855489.38223051,0.0567516088098638,P20
Completed secondary education,Not P20,2004,MWI,1183108.33919383,2892887.5089453,0.408971429250347,Not P20
Completed secondary education,P20,2004,MWI,547727.171894747,9302812.70164373,0.0588775878286755,P20
Completed secondary education,Not P20,2005,MWI,1188229.42582714,2758189.2050373,0.430800549743675,Not P20
Completed secondary education,P20,2005,MWI,588208.053100797,9758828.61500606,0.0602744526321853,P20
Completed secondary education,Not P20,2006,MWI,1213167.5884303,2764987.59175211,0.438760590481183,Not P20
Completed secondary education,P20,2006,MWI,612196.95785737,10096776.9369645,0.0606329090638918,P20
Completed secondary education,Not P20,2007,MWI,1241229.16057145,2758506.29831812,0.449964229310708,Not P20
Completed secondary education,P20,2007,MWI,635927.050301653,10468189.2770778,0.0607485242642815,P20
Completed secondary education,Not P20,2008,MWI,1262541.31110418,2755349.18591024,0.458214631219995,Not P20
Completed secondary education,P20,2008,MWI,668935.879891012,10854099.3342168,0.0616297915924021,P20
Completed secondary education,Not P20,2009,MWI,1273272.14129388,2700262.1757657,0.471536487353426,Not P20
Completed secondary education,P20,2009,MWI,714521.258372391,11305997.9382704,0.0631984246126349,P20
Completed secondary education,Not P20,2010,MWI,1285571.6191206,2643514.87816313,0.486311474824718,Not P20
Completed secondary education,P20,2010,MWI,760112.673507029,11770652.2674522,0.0645769373043893,P20
Completed secondary education,Not P20,2011,MWI,1247226.87841219,2486138.92798882,0.501672237368142,Not P20
Completed secondary education,P20,2011,MWI,857902.027567929,12346882.972418,0.0694832881695259,P20
Completed secondary education,Not P20,2012,MWI,1182245.31074096,2223108.80330967,0.531798222822418,Not P20
Completed secondary education,P20,2012,MWI,983931.173041171,13040062.555371,0.0754544825888053,P20
Completed secondary education,Not P20,2013,MWI,1188006.7107238,2147227.47532728,0.55327473422103,Not P20
Completed secondary education,P20,2013,MWI,1040535.82534964,13555383.4905199,0.0767618139374181,P20
Completed secondary education,Not P20,2014,MWI,1199846.97176635,2108350.30931278,0.569092795664227,Not P20
