educ.category,p20,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,2009,COL,27229508.2627913,38107940.9054401,0.714536330639269,Not P20
Completed secondary education,P20,2009,COL,1035628.77334379,6507374.87465061,0.159146936098314,P20
Completed secondary education,Not P20,2010,COL,27602852.3624325,38835836.3161107,0.710757253629214,Not P20
Completed secondary education,P20,2010,COL,960818.480155105,6250702.37115675,0.153713682575691,P20
Completed secondary education,Not P20,2011,COL,27915775.7890178,39489095.7263159,0.706923652607586,Not P20
Completed secondary education,P20,2011,COL,926060.932108829,6036515.96082411,0.153409837415953,P20
Completed secondary education,Not P20,2012,COL,28155490.3912079,39706220.5389813,0.709095199921292,Not P20
Completed secondary education,P20,2012,COL,947679.471183015,6231894.38868424,0.152069244450579,P20
Completed secondary education,Not P20,2013,COL,28399472.9097948,40012133.6390631,0.70977151995886,Not P20
Completed secondary education,P20,2013,COL,969243.01534703,6345134.44638302,0.152753739662607,P20
Completed secondary education,Not P20,2014,COL,28714255.846532,40636575.1485015,0.706611119209706,Not P20
Completed secondary education,P20,2014,COL,952549.222884641,6191213.96379944,0.153854999755182,P20
Completed secondary education,Not P20,2015,COL,29113017.3252969,41320572.5852941,0.704564712049952,Not P20
Completed secondary education,P20,2015,COL,902100.976091955,6057014.13863553,0.148934929891904,P20
Completed secondary education,Not P20,2016,COL,29497414.0737231,41823178.4557843,0.705288673956427,Not P20
Completed secondary education,P20,2016,COL,928716.721591206,6203173.99613754,0.149716374580091,P20
Completed secondary education,Not P20,2017,COL,29923552.7975429,42370996.7755131,0.706227256254594,Not P20
Completed secondary education,P20,2017,COL,963456.449486896,6382832.69635871,0.150944963673657,P20
Completed secondary education,Not P20,2018,COL,30352332.3872428,42950547.0506903,0.706680926587987,Not P20
Completed secondary education,P20,2018,COL,1006889.7756825,6548650.41041786,0.153755310266783,P20
Completed secondary education,Not P20,2000,COM,81997.2555301302,462857.867442901,0.177154287088456,Not P20
Completed secondary education,P20,2000,COM,1576.34224563534,67645.6176141079,0.0233029470530931,P20
Completed secondary education,Not P20,2001,COM,84872.8612176965,475569.265785402,0.178465824694388,Not P20
Completed secondary education,P20,2001,COM,785.773446140662,68169.491714494,0.0115267611123114,P20
Completed secondary education,Not P20,2002,COM,86947.9321974796,488119.041066114,0.178128540135567,Not P20
Completed secondary education,P20,2002,COM,804.984954405813,68913.6775431793,0.0116810622086078,P20
Completed secondary education,Not P20,2003,COM,88173.8437873628,491691.613544334,0.179327532458335,Not P20
Completed secondary education,P20,2003,COM,1695.08301251617,78772.9845406604,0.0215185830827727,P20
Completed secondary education,Not P20,2004,COM,90240.2875967393,495894.741549249,0.181974681390682,Not P20
Completed secondary education,P20,2004,COM,1788.56545102236,88280.5071773788,0.0202600269097759,P20
Completed secondary education,Not P20,2005,COM,92281.7405747169,496447.410318445,0.185884221886711,Not P20
Completed secondary education,P20,2005,COM,1965.90237411227,101812.140226608,0.0193091154918918,P20
Completed secondary education,Not P20,2006,COM,93767.5682224448,499994.250690551,0.187537292864749,Not P20
Completed secondary education,P20,2006,COM,2760.34786729662,112739.881305232,0.0244842183204295,P20
Completed secondary education,Not P20,2007,COM,95906.5199759171,501486.64828228,0.191244413593904,Not P20
Completed secondary education,P20,2007,COM,2962.84430791543,126110.388507655,0.0234940542407067,P20
Completed secondary education,Not P20,2008,COM,96696.1993164397,504465.764149148,0.191680399718565,Not P20
Completed secondary education,P20,2008,COM,4578.40780132325,138399.12923387,0.033081189359122,P20
Completed secondary education,Not P20,2009,COM,97985.9697809566,504157.077640112,0.194356033321232,Not P20
Completed secondary education,P20,2009,COM,5757.67481057568,154380.624134922,0.0372953202051038,P20
Completed secondary education,Not P20,2010,COM,100003.381531553,504117.335997932,0.198373224625553,Not P20
Completed secondary education,P20,2010,COM,6273.55745358629,170501.060401375,0.0367948295384073,P20
Completed secondary education,Not P20,2011,COM,101132.156102743,493907.395745437,0.204759347549571,Not P20
Completed secondary education,P20,2011,COM,7745.41606249993,197219.144399239,0.0392731450392086,P20
Completed secondary education,Not P20,2012,COM,103424.075932875,498768.5744898,0.207358845810744,Not P20
Completed secondary education,P20,2012,COM,8119.61907897332,209281.820788039,0.038797536491222,P20
Completed secondary education,Not P20,2013,COM,104994.447994832,491350.206788078,0.213685567939767,Not P20
Completed secondary education,P20,2013,COM,9266.52885015904,233948.787577622,0.0396092193770592,P20
Completed secondary education,Not P20,2014,COM,107044.591579404,493425.941544064,0.216941556101474,Not P20
Completed secondary education,P20,2014,COM,9972.34452529911,249367.166164406,0.0399906077399316,P20
Completed secondary education,Not P20,2015,COM,109544.544487728,491990.018578709,0.222656030307661,Not P20
Completed secondary education,P20,2015,COM,10251.3107832961,268442.945994369,0.0381880430693499,P20
Completed secondary education,Not P20,2016,COM,112039.947785079,497588.861691008,0.225165706893683,Not P20
Completed secondary education,P20,2016,COM,10555.4751588803,280615.031101888,0.0376155016266669,P20
Completed secondary education,Not P20,2017,COM,114219.056633433,503759.913903656,0.226733119251878,Not P20
Completed secondary education,P20,2017,COM,11196.2743034097,292344.022175383,0.0382982837141538,P20
Completed secondary education,Not P20,2018,COM,116535.928276798,509927.304738533,0.228534395381224,Not P20
Completed secondary education,P20,2018,COM,11719.3427862118,304203.833404093,0.038524638743274,P20
Completed secondary education,Not P20,2000,DOM,3960503.14957449,8914017.83752079,0.444300563647516,Not P20
Completed secondary education,P20,2000,DOM,193895.685229186,706234.531296079,0.274548576481172,P20
Completed secondary education,Not P20,2001,DOM,4009438.53279742,9017727.468245,0.444617399108173,Not P20
Completed secondary education,P20,2001,DOM,209034.944390508,734921.43264825,0.284431689027304,P20
Completed secondary education,Not P20,2002,DOM,4128181.91783299,9171330.72060496,0.45011809557345,Not P20
Completed secondary education,P20,2002,DOM,226865.090306323,737011.296474658,0.307817656786925,P20
Completed secondary education,Not P20,2003,DOM,4166762.23709762,9173475.75972026,0.45421848231108,Not P20
Completed secondary education,P20,2003,DOM,254261.14317323,820786.333075324,0.309777505944286,P20
Completed secondary education,Not P20,2004,DOM,4300384.20450878,9211391.34856575,0.466855010473349,Not P20
Completed secondary education,P20,2004,DOM,273062.259953686,887920.201050546,0.307530180787205,P20
Completed secondary education,Not P20,2005,DOM,4564783.49721633,9411908.47560504,0.485000837932913,Not P20
Completed secondary education,P20,2005,DOM,286279.187994303,919536.436863108,0.311329901152053,P20
Completed secondary education,Not P20,2006,DOM,4526200.78336443,9448871.17061637,0.479020266192197,Not P20
Completed secondary education,P20,2006,DOM,303947.923777378,1024426.92457103,0.296700444401783,P20
Completed secondary education,Not P20,2007,DOM,4599884.36854456,9538610.10716309,0.48223843063784,Not P20
Completed secondary education,P20,2007,DOM,288171.379805326,1061672.25039005,0.271431583239983,P20
Completed secondary education,Not P20,2008,DOM,1139513.47228238,3369564.25152912,0.338178288710554,Not P20
Completed secondary education,P20,2008,DOM,11657.1046437253,176538.034155491,0.0660316894287948,P20
Completed secondary education,Not P20,2009,DOM,1189528.49329584,3425664.12024516,0.347240258105254,Not P20
Completed secondary education,P20,2009,DOM,11680.6752404821,166996.806086125,0.069945500840645,P20
Completed secondary education,Not P20,2010,DOM,1240758.51916028,3475938.77866797,0.356956378741446,Not P20
Completed secondary education,P20,2010,DOM,11165.8763250504,158479.545841295,0.0704562615053945,P20
Completed secondary education,Not P20,2011,DOM,1288303.33652434,3483376.58389045,0.369843255673919,Not P20
Completed secondary education,P20,2011,DOM,14166.8443689932,200954.166756122,0.0704978881387717,P20
Completed secondary education,Not P20,2012,DOM,1334490.81092961,3504649.28448263,0.380777276869977,Not P20
Completed secondary education,P20,2012,DOM,16043.4719093667,221361.933090936,0.072476200787314,P20
Completed secondary education,Not P20,2013,DOM,4729665.68163424,9977630.54958576,0.474026940377202,Not P20
Completed secondary education,P20,2013,DOM,71864.8872655674,1192136.3499778,0.0602824393928643,P20
Completed secondary education,Not P20,2014,DOM,4786515.01989826,10142553.1048881,0.471924077734574,Not P20
Completed secondary education,P20,2014,DOM,54108.8034159743,1102068.44937658,0.0490974979336201,P20
Completed secondary education,Not P20,2015,DOM,4935382.16000113,10407560.690689,0.474211230343003,Not P20
Completed secondary education,P20,2015,DOM,49971.2398103645,1079984.99258916,0.0462703094517668,P20
Completed secondary education,Not P20,2016,DOM,5060635.24895784,10709917.7398341,0.472518591822185,Not P20
Completed secondary education,P20,2016,DOM,33370.8639034871,942100.491410303,0.0354217667942532,P20
Completed secondary education,Not P20,2017,DOM,5219758.75169453,11065421.4243262,0.471718026049998,Not P20
Completed secondary education,P20,2017,DOM,22216.2704927828,765246.195853945,0.0290315333982046,P20
Completed secondary education,Not P20,2018,DOM,5387914.77243669,11437175.8450646,0.471087866919674,Not P20
Completed secondary education,P20,2018,DOM,13780.1051786649,555720.639897562,0.0247968209012447,P20
Completed secondary education,Not P20,2000,EGY,49151712.4981437,68269192.260291,0.719969152568003,Not P20
Completed secondary education,P20,2000,EGY,166571.596793069,539916.908518038,0.308513391903717,P20
Completed secondary education,Not P20,2001,EGY,50071253.1560962,69484897.563208,0.720606274342537,Not P20
Completed secondary education,P20,2001,EGY,193608.121912594,644880.682435028,0.300223168697723,P20
Completed secondary education,Not P20,2002,EGY,50972512.4353075,70644100.5938341,0.721539548339248,Not P20
Completed secondary education,P20,2002,EGY,247009.655914275,817625.048622289,0.302106272710811,P20
Completed secondary education,Not P20,2003,EGY,51814690.9663895,71653581.2648772,0.723127721625656,Not P20
Completed secondary education,P20,2003,EGY,365705.485340379,1148760.9457153,0.31834777000768,P20
Completed secondary education,Not P20,2004,EGY,52556731.5981543,72429062.1841178,0.72563043084215,Not P20
Completed secondary education,P20,2004,EGY,588065.860738128,1718816.98912767,0.342134075039939,P20
Completed secondary education,Not P20,2005,EGY,53247773.6247927,73164570.4716869,0.727780854606375,Not P20
Completed secondary education,P20,2005,EGY,865379.959005306,2334363.86366937,0.370713397544212,P20
Completed secondary education,Not P20,2006,EGY,54006205.6489367,74161726.2192021,0.728222068204141,Not P20
Completed secondary education,P20,2006,EGY,1074299.51718098,2686861.73557692,0.399834313376126,P20
Completed secondary education,Not P20,2007,EGY,54751861.2918098,75134884.7208792,0.728714251645013,Not P20
Completed secondary education,P20,2007,EGY,1301991.9023505,3071723.12347901,0.423863691489183,P20
Completed secondary education,Not P20,2008,EGY,55557387.5621235,76145990.5018689,0.729616716467295,Not P20
Completed secondary education,P20,2008,EGY,1502407.55611936,3464112.39390725,0.433706353974491,P20
Completed secondary education,Not P20,2009,EGY,56801753.5260668,77948242.633681,0.72871114994866,Not P20
Completed secondary education,P20,2009,EGY,1331884.00322457,3160090.40225379,0.421470221951457,P20
Completed secondary education,Not P20,2010,EGY,58154273.3506097,79877166.7431925,0.728046270564121,Not P20
Completed secondary education,P20,2010,EGY,1144717.41000701,2857072.77318949,0.400660921467921,P20
Completed secondary education,Not P20,2011,EGY,59188300.8831575,81224342.2582361,0.728701510379493,Not P20
Completed secondary education,P20,2011,EGY,1377484.71382973,3277335.55795574,0.4203062791315,P20
Completed secondary education,Not P20,2012,EGY,60558740.9371258,83111830.8144607,0.728641642756222,Not P20
Completed secondary education,P20,2012,EGY,1363384.93825284,3282219.53655489,0.415385053640833,P20
Completed secondary education,Not P20,2013,EGY,61439132.8131956,84056285.7014689,0.730928476085661,Not P20
Completed secondary education,P20,2013,EGY,1903396.21691921,4319518.02015902,0.440650139213711,P20
Completed secondary education,Not P20,2014,EGY,62604087.5005443,85393371.2734466,0.733125845331409,Not P20
Completed secondary education,P20,2014,EGY,2185795.37249337,5001787.54966608,0.437002841641942,P20
Completed secondary education,Not P20,2015,EGY,63579307.9087077,86552647.7794935,0.734573806114933,Not P20
Completed secondary education,P20,2015,EGY,2656409.09625087,5859745.8369429,0.453331794615303,P20
Completed secondary education,Not P20,2016,EGY,63716892.1272258,86124694.7881973,0.739821398309997,Not P20
Completed secondary education,P20,2016,EGY,3955080.74624945,8291569.98200557,0.47700022490708,P20
Completed secondary education,Not P20,2017,EGY,63474730.0048562,84841302.6292454,0.748158361997804,Not P20
Completed secondary education,P20,2017,EGY,5627047.30957011,11569832.2316944,0.48635513436015,P20
Completed secondary education,Not P20,2018,EGY,62745353.3219478,82045247.3449143,0.764765240552806,Not P20
Completed secondary education,P20,2018,EGY,7775825.47065573,16346243.3426445,0.475694953737165,P20
Completed secondary education,Not P20,2000,ETH,3416571.9877925,31836706.2805442,0.107315497956534,Not P20
Completed secondary education,P20,2000,ETH,181654.933972585,34228562.3336522,0.00530711550785727,P20
Completed secondary education,Not P20,2001,ETH,3516379.98544926,34261616.0265812,0.102633220298807,Not P20
Completed secondary education,P20,2001,ETH,186961.60255415,33733611.0953237,0.00554229436112955,P20
Completed secondary education,Not P20,2002,ETH,3618666.85593804,37086936.1493125,0.0975725479551406,Not P20
Completed secondary education,P20,2002,ETH,192400.069757912,32886182.7303811,0.00585048350960379,P20
Completed secondary education,Not P20,2003,ETH,3726349.88718728,39404740.6725639,0.0945660299645573,Not P20
Completed secondary education,P20,2003,ETH,194932.209899915,32591984.5726091,0.00598098619817522,P20
Completed secondary education,Not P20,2004,ETH,3833173.51403987,41534805.4193272,0.0922882261115926,Not P20
Completed secondary education,P20,2004,ETH,200520.350112807,32525856.8003749,0.00616495212850152,P20
Completed secondary education,Not P20,2005,ETH,3942846.69610553,44020103.5915188,0.0895692280211984,Not P20
Completed secondary education,P20,2005,ETH,205317.360637474,32142289.3378432,0.00638776405997133,P20
Completed secondary education,Not P20,2006,ETH,4052827.53410128,44276376.1958737,0.0915347614757818,Not P20
Completed secondary education,P20,2006,ETH,211767.557749282,34023749.504838,0.00622410994764612,P20
Completed secondary education,Not P20,2007,ETH,4165420.74217811,44643097.8389149,0.0933049215627495,Not P20
Completed secondary education,P20,2007,ETH,217900.813132879,35836905.8602303,0.00608034672364649,P20
Completed secondary education,Not P20,2008,ETH,4278353.40446269,45169324.6027419,0.0947181177068782,Not P20
Completed secondary education,P20,2008,ETH,226777.770080313,37547165.3962748,0.00603981066711398,P20
Completed secondary education,Not P20,2009,ETH,4397261.78073314,44494987.5420167,0.0988260031892537,Not P20
Completed secondary education,P20,2009,ETH,233797.005095554,40533597.1765435,0.00576798067236061,P20
Completed secondary education,Not P20,2010,ETH,4521391.1997919,43740401.6371712,0.103368762758446,Not P20
Completed secondary education,P20,2010,ETH,240396.813764518,43688437.9105987,0.00550252710468731,P20
Completed secondary education,Not P20,2011,ETH,4610732.86612521,40601457.730138,0.113560771555813,Not P20
Completed secondary education,P20,2011,ETH,286886.944985742,49321322.4130704,0.00581669207048098,P20
Completed secondary education,Not P20,2012,ETH,4743062.33647092,40114556.8148315,0.118237934382894,Not P20
Completed secondary education,P20,2012,ETH,295120.689724671,52389035.1459059,0.00563325300614425,P20
Completed secondary education,Not P20,2013,ETH,4873789.54881066,37778893.342135,0.129008266723761,Not P20
Completed secondary education,P20,2013,ETH,308856.20942664,57377107.5423823,0.00538291703182318,P20
Completed secondary education,Not P20,2014,ETH,5012180.22234433,37664302.1250525,0.133075085413848,Not P20
Completed secondary education,P20,2014,ETH,317626.144693549,60193642.0668843,0.00527673910046211,P20
Completed secondary education,Not P20,2015,ETH,5151958.02495362,37672156.7354899,0.136757713690974,Not P20
Completed secondary education,P20,2015,ETH,326787.667432458,62920388.9005157,0.00519366890673779,P20
Completed secondary education,Not P20,2016,ETH,5293678.30221238,40913275.6316312,0.129387789671861,Not P20
Completed secondary education,P20,2016,ETH,335464.918616428,62440644.795769,0.00537254091007015,P20
Completed secondary education,Not P20,2017,ETH,5438392.86795242,43933413.6002885,0.123787168405159,Not P20
Completed secondary education,P20,2017,ETH,342695.300058631,62210293.010258,0.00550865915391401,P20
Completed secondary education,Not P20,2018,ETH,5586927.79914645,47173006.6198832,0.118434846524953,Not P20
Completed secondary education,P20,2018,ETH,347627.306697563,61788430.6929725,0.00562609056094866,P20
Completed secondary education,Not P20,2000,GAB,220400.630747989,1173309.78326566,0.187845216916671,Not P20
Completed secondary education,P20,2000,GAB,67.5017119317966,37049.6150804252,0.00182192748251953,P20
Completed secondary education,Not P20,2001,GAB,225597.423164745,1192577.98891037,0.189167857584616,Not P20
Completed secondary education,P20,2001,GAB,191.085121895976,46990.0157442644,0.00406650474296339,P20
Completed secondary education,Not P20,2002,GAB,231033.267984646,1211563.4419656,0.19069019415923,Not P20
Completed secondary education,P20,2002,GAB,195.68938135713,57872.3653549173,0.003381395941863,P20
Completed secondary education,Not P20,2003,GAB,236706.904115948,1231400.16973327,0.192225817353282,Not P20
Completed secondary education,P20,2003,GAB,200.49505438537,69210.0088178916,0.00289690837799084,P20
Completed secondary education,Not P20,2004,GAB,242775.783120801,1250783.99734173,0.194098888086807,Not P20
Completed secondary education,P20,2004,GAB,205.635505318479,83172.254639726,0.00247240508519604,P20
Completed secondary education,Not P20,2005,GAB,249130.760396566,1272055.73695583,0.195848934255635,Not P20
Completed secondary education,P20,2005,GAB,447.328375465192,98115.9155000888,0.00455918260748214,P20
Completed secondary education,Not P20,2006,GAB,256226.033920897,1298367.64144484,0.197344747159414,Not P20
Completed secondary education,P20,2006,GAB,460.068340510328,110826.661742704,0.00415124242917672,P20
Completed secondary education,Not P20,2007,GAB,263826.538648384,1327968.64592555,0.198669252815458,Not P20
Completed secondary education,P20,2007,GAB,473.715476765404,123026.983221841,0.00385050063294818,P20
Completed secondary education,Not P20,2008,GAB,272061.628099837,1358806.01725175,0.200221094582797,Not P20
Completed secondary education,P20,2008,GAB,488.502045795519,137481.032769789,0.00355323229651258,P20
Completed secondary education,Not P20,2009,GAB,280910.605828458,1400055.6223752,0.20064246115586,Not P20
Completed secondary education,P20,2009,GAB,683.247865963129,145881.033107173,0.00468359629357146,P20
Completed secondary education,Not P20,2010,GAB,290796.104952065,1445388.37732153,0.201188905013158,Not P20
Completed secondary education,P20,2010,GAB,707.291978360611,154951.191884406,0.00456461140930269,P20
Completed secondary education,Not P20,2011,GAB,301627.505181771,1496486.81461214,0.201557075035069,Not P20
Completed secondary education,P20,2011,GAB,733.636768976522,163461.250314064,0.00448813873359564,P20
Completed secondary education,Not P20,2012,GAB,313273.923741019,1559656.37497683,0.200860861897014,Not P20
Completed secondary education,P20,2012,GAB,761.963896758869,164385.47986782,0.00463522628258625,P20
Completed secondary education,Not P20,2013,GAB,325339.668514631,1620399.52366035,0.200777440232588,Not P20
Completed secondary education,P20,2013,GAB,791.310935271401,170043.801026317,0.00465357120045166,P20
Completed secondary education,Not P20,2014,GAB,337501.610108705,1690527.44306751,0.199642786925896,Not P20
Completed secondary education,P20,2014,GAB,606.00323591713,165667.023216283,0.00365795934611547,P20
Completed secondary education,Not P20,2015,GAB,348947.425940218,1758678.74363977,0.198414535458611,Not P20
Completed secondary education,P20,2015,GAB,626.554845817227,160465.526058927,0.00390460718389532,P20
Completed secondary education,Not P20,2016,GAB,359730.528927591,1813025.07951909,0.198414535458611,Not P20
Completed secondary education,P20,2016,GAB,645.916517311092,165424.199385586,0.00390460718389532,P20
Completed secondary education,Not P20,2017,GAB,369933.69099134,1864896.83804897,0.198366839089265,Not P20
Completed secondary education,P20,2017,GAB,664.236872065037,169667.885624185,0.00391492396820648,P20
Completed secondary education,Not P20,2018,GAB,379689.311372294,1914283.276733,0.198345415219992,Not P20
Completed secondary education,P20,2018,GAB,681.753640406772,173935.497836263,0.00391957736567696,P20
Completed secondary education,Not P20,2000,GHA,7463007.87208962,27974299.379235,0.266780868071689,Not P20
Completed secondary education,P20,2000,GHA,443758.90639318,10332990.5140361,0.0429458350697592,P20
Completed secondary education,Not P20,2001,GHA,7652705.8738519,28605134.7671241,0.267529097001394,Not P20
Completed secondary education,P20,2001,GHA,454735.636012274,10652103.762172,0.0426897490078102,P20
Completed secondary education,Not P20,2002,GHA,7842280.26464849,29255201.0881378,0.268064479920063,Not P20
Completed secondary education,P20,2002,GHA,470556.336649308,10984236.6034749,0.0428392389599879,P20
Completed secondary education,Not P20,2003,GHA,8028548.64051264,29985337.4192347,0.267749151135533,Not P20
Completed secondary education,P20,2003,GHA,482502.981535965,11255516.8454759,0.0428681319712035,P20
Completed secondary education,Not P20,2004,GHA,8236605.75578726,30717227.9646934,0.26814287295893,Not P20
Completed secondary education,P20,2004,GHA,491873.443010903,11560272.6923876,0.0425486021047583,P20
Completed secondary education,Not P20,2005,GHA,8459581.50812839,31468429.2654699,0.268827574352782,Not P20
Completed secondary education,P20,2005,GHA,506425.651496758,11885903.8798284,0.0426072477631437,P20
Completed secondary education,Not P20,2006,GHA,8705130.30254262,32501543.5558496,0.267837442476663,Not P20
Completed secondary education,P20,2006,GHA,513559.0418042,11974162.228852,0.0428889330200294,P20
Completed secondary education,Not P20,2007,GHA,8891164.72593272,33478584.0005582,0.265577681713913,Not P20
Completed secondary education,P20,2007,GHA,513347.893674221,12161065.7955926,0.0422124098580462,P20
Completed secondary education,Not P20,2008,GHA,9129869.23488942,34584894.7253364,0.263984300296309,Not P20
Completed secondary education,P20,2008,GHA,514904.675765884,12246855.9294884,0.0420438256749701,P20
Completed secondary education,Not P20,2009,GHA,7008575.33738989,27353736.2333755,0.256220038008498,Not P20
Completed secondary education,P20,2009,GHA,405109.951435699,9969142.96910024,0.0406363869684038,P20
Completed secondary education,Not P20,2010,GHA,7077718.95538528,27106392.5398751,0.261108848954117,Not P20
Completed secondary education,P20,2010,GHA,417018.597102228,9892600.35127979,0.0421545986185805,P20
Completed secondary education,Not P20,2011,GHA,7199744.07408089,27448762.2681395,0.262297585725307,Not P20
Completed secondary education,P20,2011,GHA,399331.614846219,9191281.54241197,0.0434467830197079,P20
Completed secondary education,Not P20,2012,GHA,7307184.09891633,27486961.4435131,0.265841828822473,Not P20
Completed secondary education,P20,2012,GHA,363018.460652345,8625399.01496653,0.0420871498260482,P20
Completed secondary education,Not P20,2013,GHA,7349306.78299626,26828327.4456906,0.273938313816755,Not P20
Completed secondary education,P20,2013,GHA,401471.958683676,8769920.92149119,0.0457782872020939,P20
Completed secondary education,Not P20,2014,GHA,12851230.9762766,39273618.8687588,0.327222989539662,Not P20
Completed secondary education,P20,2014,GHA,880049.006998181,14617570.1318398,0.0602048766697052,P20
Completed secondary education,Not P20,2015,GHA,13008746.4313562,39236569.0909811,0.331546481579257,Not P20
Completed secondary education,P20,2015,GHA,982008.567487547,15894715.7340959,0.0617820780135772,P20
Completed secondary education,Not P20,2016,GHA,13293119.3373075,40070220.8192489,0.331745597242173,Not P20
Completed secondary education,P20,2016,GHA,997207.244073466,16314279.1108826,0.0611248120309691,P20
Completed secondary education,Not P20,2017,GHA,13620585.290471,41040720.6541272,0.331879778750942,Not P20
Completed secondary education,P20,2017,GHA,1022131.8201803,16608217.9419533,0.0615437383922046,P20
Completed secondary education,Not P20,2018,GHA,13930306.5584881,41945760.6714153,0.332102847475147,Not P20
Completed secondary education,P20,2018,GHA,1025169.51892898,16980854.5050018,0.0603720807234416,P20
Completed secondary education,Not P20,2000,GIN,1979784.4759077,8871635.204206,0.223158913812089,Not P20
Completed secondary education,P20,2000,GIN,238591.320457028,7450392.01214873,0.0320239955250647,P20
Completed secondary education,Not P20,2001,GIN,2012716.19137905,8726916.71261165,0.230633138559738,Not P20
Completed secondary education,P20,2001,GIN,259593.26419226,7943255.26470397,0.0326809671276421,P20
Completed secondary education,Not P20,2002,GIN,2037595.71757839,8510554.03361049,0.239419867323722,Not P20
Completed secondary education,P20,2002,GIN,289010.202211678,8495308.31047127,0.0340199780454638,P20
Completed secondary education,Not P20,2003,GIN,2047001.16540506,8349010.11751976,0.24517890583335,Not P20
Completed secondary education,P20,2003,GIN,352272.261308549,8985431.18159245,0.0392048254768467,P20
Completed secondary education,Not P20,2004,GIN,2037064.13296853,8099350.14718926,0.251509577428932,Not P20
Completed secondary education,P20,2004,GIN,424131.354311656,9575151.61985088,0.044295001390094,P20
Completed secondary education,Not P20,2005,GIN,2094274.95301986,7884276.50326898,0.265626776553503,Not P20
Completed secondary education,P20,2005,GIN,481642.393516523,10148979.7787782,0.0474572226977583,P20
Completed secondary education,Not P20,2006,GIN,2170424.79880505,8140785.80161133,0.266611215636635,Not P20
Completed secondary education,P20,2006,GIN,464619.066052256,10283507.8902481,0.0451809898928417,P20
Completed secondary education,Not P20,2007,GIN,2193795.8754435,8354224.9398797,0.26259717582791,Not P20
Completed secondary education,P20,2007,GIN,459400.964698869,10490478.752868,0.0437921829423917,P20
Completed secondary education,Not P20,2008,GIN,2217978.62103901,8614720.11585461,0.257463805116202,Not P20
Completed secondary education,P20,2008,GIN,452435.267982422,10669200.6283758,0.0424057325137484,P20
Completed secondary education,Not P20,2009,GIN,2212143.33309686,8342724.7118073,0.265158375652268,Not P20
Completed secondary education,P20,2009,GIN,508313.64902746,11389507.5040989,0.0446299937766866,P20
Completed secondary education,Not P20,2010,GIN,2219144.15432931,8025124.39587537,0.276524580163501,Not P20
Completed secondary education,P20,2010,GIN,540812.455146184,12159961.5383833,0.0444748491546698,P20
Completed secondary education,Not P20,2011,GIN,2284960.39747346,8995044.20927723,0.254024365451902,Not P20
Completed secondary education,P20,2011,GIN,464704.350814541,11643061.1130906,0.0399125579004358,P20
Completed secondary education,Not P20,2012,GIN,2478712.26000223,10457097.1467095,0.237036361547257,Not P20
Completed secondary education,P20,2012,GIN,335938.563663201,10634657.1260826,0.0315890357047128,P20
Completed secondary education,Not P20,2013,GIN,1539882.54495148,6980053.6941511,0.22061184804951,Not P20
Completed secondary education,P20,2013,GIN,206340.30420399,8442817.45702901,0.024439744819095,P20
Completed secondary education,Not P20,2014,GIN,1568857.7609996,6879290.12313457,0.228055181990891,Not P20
Completed secondary education,P20,2014,GIN,217379.604703052,8675303.36715916,0.0250572914286726,P20
Completed secondary education,Not P20,2015,GIN,1586272.27871212,6811210.74072727,0.232891381443697,Not P20
Completed secondary education,P20,2015,GIN,244731.948905983,8935322.08681876,0.0273892699701343,P20
Completed secondary education,Not P20,2016,GIN,1658598.88900547,7261983.93406866,0.228394734009858,Not P20
Completed secondary education,P20,2016,GIN,222547.329420109,8656256.13014836,0.0257094205709802,P20
Completed secondary education,Not P20,2017,GIN,1730719.09788709,7710623.63454561,0.224459029504828,Not P20
Completed secondary education,P20,2017,GIN,201120.712906168,8353557.6859663,0.0240760548339834,P20
Completed secondary education,Not P20,2018,GIN,3204776.11631233,13475049.366286,0.237830380371782,Not P20
Completed secondary education,P20,2018,GIN,307193.089449298,11100836.4779395,0.0276729677137195,P20
Completed secondary education,Not P20,2000,GMB,139307.193892676,584212.027388157,0.238453142629532,Not P20
Completed secondary education,P20,2000,GMB,51107.9438994629,719879.437843452,0.0709951433709058,P20
Completed secondary education,Not P20,2001,GMB,139546.172009519,554607.894618812,0.251612307295825,Not P20
Completed secondary education,P20,2001,GMB,56991.8021147758,791416.889026222,0.0720123652970052,P20
Completed secondary education,Not P20,2002,GMB,139276.522366607,519744.477433702,0.267971144309797,Not P20
Completed secondary education,P20,2002,GMB,63646.7098117576,870010.865809506,0.0731562240346701,P20
Completed secondary education,Not P20,2003,GMB,151420.688318564,617547.165286487,0.245196961188088,Not P20
Completed secondary education,P20,2003,GMB,58101.2363209538,817400.480522881,0.0710805017924472,P20
Completed secondary education,Not P20,2004,GMB,162038.058924459,721561.233512082,0.22456591540508,Not P20
Completed secondary education,P20,2004,GMB,54218.1041977741,759507.025563494,0.0713859153015057,P20
Completed secondary education,Not P20,2005,GMB,177537.31662447,836094.658867364,0.212341168241614,Not P20
Completed secondary education,P20,2005,GMB,45541.522256807,691699.891671038,0.065840002008365,P20
Completed secondary education,Not P20,2006,GMB,184729.640226903,890653.634499572,0.207409067982636,Not P20
Completed secondary education,P20,2006,GMB,45242.6820366197,684352.145927059,0.0661102362371226,P20
Completed secondary education,Not P20,2007,GMB,191366.663562574,949918.964590814,0.201455777488353,Not P20
