handwashing,p20,sex,povcal_year,iso3,value,total,percentage,demographic
no soap and water,Not P20,Male,2003,BGD,31443757.3935699,44471714.1776755,0.707050716955598,Not P20 Male
no soap and water,P20,Male,2003,BGD,13937960.7110982,14562021.4597208,0.957144634737095,P20 Male
no soap and water,Not P20,Female,2003,BGD,30600426.446681,42776744.4675315,0.715351923751641,Not P20 Female
no soap and water,P20,Female,2003,BGD,14032523.813804,14457415.3130507,0.970610825652688,P20 Female
no soap and water,Not P20,Male,2004,BGD,31783719.3587988,45008188.792064,0.706176369496633,Not P20 Male
no soap and water,P20,Male,2004,BGD,14360804.7994086,15010650.455414,0.956707695117166,P20 Male
no soap and water,Not P20,Female,2004,BGD,30927279.0679067,43273282.2344638,0.714696863074452,Not P20 Female
no soap and water,P20,Female,2004,BGD,14430457.4343276,14890850.9024522,0.969082124914114,P20 Female
no soap and water,Not P20,Male,2005,BGD,32144576.996695,45556017.4759509,0.705605511141621,Not P20 Male
no soap and water,P20,Male,2005,BGD,14767370.4709543,15437780.1194968,0.956573442337356,P20 Male
no soap and water,Not P20,Female,2005,BGD,31485365.7914242,44016043.1726255,0.715315678602515,Not P20 Female
no soap and water,P20,Female,2005,BGD,14917627.3205991,15384907.4548784,0.969627367883118,P20 Female
no soap and water,Not P20,Male,2006,BGD,32603313.6065249,46196646.0685301,0.705750663330834,Not P20 Male
no soap and water,P20,Male,2006,BGD,14996342.9637114,15675845.0091829,0.956652923968466,P20 Male
no soap and water,Not P20,Female,2006,BGD,31586084.1723956,44286708.2314041,0.713218151309734,Not P20 Female
no soap and water,P20,Female,2006,BGD,15209080.2434389,15682697.8408903,0.969799992178858,P20 Female
no soap and water,Not P20,Male,2007,BGD,32970933.3974094,46732030.9060801,0.705531789612843,Not P20 Male
no soap and water,P20,Male,2007,BGD,15168238.5693171,15856126.8359517,0.956616879156463,P20 Male
no soap and water,Not P20,Female,2007,BGD,31854347.7924061,44711719.3446356,0.71243844475929,Not P20 Female
no soap and water,P20,Female,2007,BGD,15468593.7196241,15948056.5708837,0.969935969995559,P20 Female
no soap and water,Not P20,Male,2008,BGD,33289027.9952019,47208686.478329,0.70514624486498,Not P20 Male
no soap and water,P20,Male,2008,BGD,15381871.4719143,16077685.8675371,0.956721732135108,P20 Male
no soap and water,Not P20,Female,2008,BGD,32143087.8303579,45130760.0341613,0.712221283355908,Not P20 Female
no soap and water,P20,Female,2008,BGD,15701310.0448793,16204144.6865957,0.968968763767432,P20 Female
no soap and water,Not P20,Male,2009,BGD,32793403.3113961,46791950.039687,0.700834294864438,Not P20 Male
no soap and water,P20,Male,2009,BGD,16465722.6783094,17246790.1304641,0.954712300303635,P20 Male
no soap and water,Not P20,Female,2009,BGD,31412707.5885757,44505163.1204593,0.705821648233327,Not P20 Female
no soap and water,P20,Female,2009,BGD,16961796.2918154,17511354.8041942,0.968617019155638,P20 Female
no soap and water,Not P20,Male,2010,BGD,32386893.7930783,46472716.4680323,0.696901241298358,Not P20 Male
no soap and water,P20,Male,2010,BGD,17348245.4331803,18209217.0163219,0.952717814150389,P20 Male
no soap and water,Not P20,Female,2010,BGD,30771716.0627638,43969572.9360669,0.699841140315528,Not P20 Female
no soap and water,P20,Female,2010,BGD,18116710.1051106,18715179.353461,0.968022254179481,P20 Female
no soap and water,Not P20,Male,2011,BGD,30620342.179713,44703323.5763825,0.684967911331992,Not P20 Male
no soap and water,P20,Male,2011,BGD,19735940.0545011,20771765.6834633,0.950133000499477,P20 Male
no soap and water,Not P20,Female,2011,BGD,28761456.5926325,41934189.4969125,0.685871288742808,Not P20 Female
no soap and water,P20,Female,2011,BGD,20711441.4554415,21493807.4636247,0.963600399347241,P20 Female
no soap and water,Not P20,Male,2012,BGD,22773177.0346095,36940674.5516767,0.616479728943549,Not P20 Male
no soap and water,P20,Male,2012,BGD,16396593.137119,17523529.2706616,0.935690116064156,P20 Male
no soap and water,Not P20,Female,2012,BGD,21927482.4007692,35194902.3854856,0.623030067269405,Not P20 Female
no soap and water,P20,Female,2012,BGD,16569539.9488926,17419327.3630481,0.951215830758297,P20 Female
no soap and water,Not P20,Male,2013,BGD,15552851.7835077,29648841.8497454,0.524568610886272,Not P20 Male
no soap and water,P20,Male,2013,BGD,12864703.9288258,14241087.4282734,0.903351235895441,P20 Male
no soap and water,Not P20,Female,2013,BGD,15362843.294684,28699983.3220538,0.535291018196473,Not P20 Female
no soap and water,P20,Female,2013,BGD,12947353.4820648,13891664.5740631,0.932023186496932,P20 Female
no soap and water,Not P20,Male,2014,BGD,23803036.6585721,60090871.2467185,0.396117349685988,Not P20 Male
no soap and water,P20,Male,2014,BGD,17608712.8366722,21360983.1761563,0.824339998372711,P20 Male
no soap and water,Not P20,Female,2014,BGD,23174353.3305828,57614658.1013774,0.402230163195723,Not P20 Female
no soap and water,P20,Female,2014,BGD,16866582.4865569,19384459.9177831,0.870108455850435,P20 Female
no soap and water,Not P20,Male,2015,BGD,24480140.128998,61444318.6134033,0.39841177640886,Not P20 Male
no soap and water,P20,Male,2015,BGD,16897081.3763048,21167890.7674929,0.798241145605931,P20 Male
no soap and water,Not P20,Female,2015,BGD,23277484.6630139,58683118.7994043,0.396664068632463,Not P20 Female
no soap and water,P20,Female,2015,BGD,16145705.827202,18801165.6304695,0.85876089517748,P20 Female
no soap and water,Not P20,Male,2016,BGD,23530632.088269,62158925.3610142,0.378555966847962,Not P20 Male
no soap and water,P20,Male,2016,BGD,16594916.6733774,20313113.7124041,0.816955830028355,P20 Male
no soap and water,Not P20,Female,2016,BGD,24975379.6785951,61477928.4671233,0.406249532170741,Not P20 Female
no soap and water,P20,Female,2016,BGD,15354084.1935324,17938578.44316,0.855925358978875,P20 Female
no soap and water,Not P20,Male,2017,BGD,24574435.7691069,64253821.1587234,0.38245874449088,Not P20 Male
no soap and water,P20,Male,2017,BGD,15997508.0383942,19385210.8443116,0.825242921878692,P20 Male
no soap and water,Not P20,Female,2017,BGD,25719442.2575839,62998207.6352703,0.408256730199171,Not P20 Female
no soap and water,P20,Female,2017,BGD,14826529.9074619,17299940.3874033,0.857027803301427,P20 Female
no soap and water,Not P20,Male,2018,BGD,24642608.7693927,63787642.8585348,0.386322611482037,Not P20 Male
no soap and water,P20,Male,2018,BGD,16712812.0776046,19591991.4512082,0.85304304665639,P20 Male
no soap and water,Not P20,Female,2018,BGD,25685433.2560148,62184882.8385882,0.413049475749369,Not P20 Female
no soap and water,P20,Female,2018,BGD,18069458.7381398,20359581.2823115,0.887516225780073,P20 Female
no soap and water,Not P20,Male,2000,CIV,2725293.69783087,3646237.31617813,0.747426308687837,Not P20 Male
no soap and water,P20,Male,2000,CIV,521753.137019449,549191.052637709,0.950039397971838,P20 Male
no soap and water,Not P20,Female,2000,CIV,2720155.27089307,3778023.91977129,0.719994189729149,Not P20 Female
no soap and water,P20,Female,2000,CIV,530125.140607068,584607.548370507,0.906805158579803,P20 Female
no soap and water,Not P20,Male,2001,CIV,2783379.3463077,3726618.47726681,0.746891414639553,Not P20 Male
no soap and water,P20,Male,2001,CIV,542276.615328838,570378.78702263,0.950730685759748,P20 Male
no soap and water,Not P20,Female,2001,CIV,2777254.65367826,3860733.69100247,0.719359291771592,Not P20 Female
no soap and water,P20,Female,2001,CIV,551713.167629494,607514.562989148,0.90814805313457,P20 Female
no soap and water,Not P20,Male,2002,CIV,2827046.02268681,3791469.97073316,0.745633235792221,Not P20 Male
no soap and water,P20,Male,2002,CIV,573302.994962766,602036.331487985,0.952273085489372,P20 Male
no soap and water,Not P20,Female,2002,CIV,2825921.37518464,3933734.96826487,0.718381232590034,Not P20 Female
no soap and water,P20,Female,2002,CIV,577813.885332366,634868.560284763,0.910131516156973,P20 Female
no soap and water,Not P20,Male,2003,CIV,2779854.60893775,3748629.79697113,0.741565521136245,Not P20 Male
no soap and water,P20,Male,2003,CIV,693126.914913101,738723.158074505,0.938276954413813,P20 Male
no soap and water,Not P20,Female,2003,CIV,2807194.76029035,3926158.21663235,0.714997869519944,Not P20 Female
no soap and water,P20,Female,2003,CIV,669245.337622402,740032.095625723,0.904346367648463,P20 Female
no soap and water,Not P20,Male,2004,CIV,2733777.22947112,3684978.05043972,0.741870695578475,Not P20 Male
no soap and water,P20,Male,2004,CIV,812423.510336184,896979.630496893,0.905732396493923,P20 Male
no soap and water,Not P20,Female,2004,CIV,2766043.30704319,3892584.70034033,0.710592965851547,Not P20 Female
no soap and water,P20,Female,2004,CIV,783688.922296319,871980.680665107,0.898745740213599,P20 Female
no soap and water,Not P20,Male,2005,CIV,2692988.21870693,3644115.67141892,0.738996360578849,Not P20 Male
no soap and water,P20,Male,2005,CIV,928896.102676893,1035630.88086741,0.896937431895506,P20 Male
no soap and water,Not P20,Female,2005,CIV,2705842.05952442,3837524.45947699,0.705100928501495,Not P20 Female
no soap and water,P20,Female,2005,CIV,919649.121004232,1028727.03552704,0.893968068539266,P20 Female
no soap and water,Not P20,Male,2006,CIV,2661940.19615325,3618607.92397003,0.735625481423472,Not P20 Male
no soap and water,P20,Male,2006,CIV,1012947.22872996,1129622.61865173,0.896712948204746,P20 Male
no soap and water,Not P20,Female,2006,CIV,2687081.67846304,3828073.7253074,0.70194094243764,Not P20 Female
no soap and water,P20,Female,2006,CIV,991465.388788208,1109391.09645059,0.893702312881658,P20 Female
no soap and water,Not P20,Male,2007,CIV,2676462.47145262,3641882.51513515,0.73491181012282,Not P20 Male
no soap and water,P20,Male,2007,CIV,1079999.98195189,1211749.0907457,0.891273606227565,P20 Male
no soap and water,Not P20,Female,2007,CIV,2674288.0847025,3830536.26502761,0.69814978887381,Not P20 Female
no soap and water,P20,Female,2007,CIV,1085915.24768931,1216530.23620785,0.892633175377792,P20 Female
no soap and water,Not P20,Male,2008,CIV,2648687.59815021,3632481.19261235,0.729167601345617,Not P20 Male
no soap and water,P20,Male,2008,CIV,1192879.00634857,1331111.36793436,0.896152669930019,P20 Male
no soap and water,Not P20,Female,2008,CIV,2659418.61756199,3839101.06249002,0.692719096026378,Not P20 Female
no soap and water,P20,Female,2008,CIV,1185973.61702557,1322308.73790839,0.89689615066866,P20 Female
no soap and water,Not P20,Male,2009,CIV,2503229.25271244,3491391.91546377,0.71697171595814,Not P20 Male
no soap and water,P20,Male,2009,CIV,1427212.6145923,1587034.15929655,0.899295460171385,P20 Male
no soap and water,Not P20,Female,2009,CIV,2564809.15039458,3755102.30760073,0.68301977956849,Not P20 Female
no soap and water,P20,Female,2009,CIV,1369546.85356788,1525717.54075115,0.897641153744368,P20 Female
no soap and water,Not P20,Male,2010,CIV,2383477.64606985,3359537.80872298,0.709465938999463,Not P20 Male
no soap and water,P20,Male,2010,CIV,1639802.42357992,1838842.19575827,0.89175810048438,P20 Male
no soap and water,Not P20,Female,2010,CIV,2442209.92901777,3633006.54729535,0.672228331335081,Not P20 Female
no soap and water,P20,Female,2010,CIV,1585076.73035817,1772547.83172269,0.894236365298912,P20 Female
no soap and water,Not P20,Male,2011,CIV,2089885.988388,3036299.92776334,0.688300246388207,Not P20 Male
no soap and water,P20,Male,2011,CIV,2030523.8189237,2287578.99236915,0.887630034065301,P20 Male
no soap and water,Not P20,Female,2011,CIV,2129747.26054358,3298837.00284506,0.645605484207556,Not P20 Female
no soap and water,P20,Female,2011,CIV,1994765.86329489,2237217.88065242,0.891627892189548,P20 Female
no soap and water,Not P20,Male,2012,CIV,2171023.43916403,3143598.37462508,0.690617305533807,Not P20 Male
no soap and water,P20,Male,2012,CIV,2050989.08399492,2311558.88490159,0.88727529174851,P20 Male
no soap and water,Not P20,Female,2012,CIV,2205254.23499162,3405995.80254114,0.647462405369474,Not P20 Female
no soap and water,P20,Female,2012,CIV,2020962.78591699,2266569.34026225,0.891639514405129,P20 Female
no soap and water,Not P20,Male,2013,CIV,2162585.76799513,3155176.6980795,0.685408766270193,Not P20 Male
no soap and water,P20,Male,2013,CIV,2165297.88509853,2436774.01240679,0.888591996661961,P20 Male
no soap and water,Not P20,Female,2013,CIV,2212536.96600882,3438038.50267413,0.643546302430264,Not P20 Female
no soap and water,P20,Female,2013,CIV,2119656.6167642,2376771.80828132,0.891821675677379,P20 Female
no soap and water,Not P20,Male,2014,CIV,2238017.66199647,3257297.44407259,0.687078076357155,Not P20 Male
no soap and water,P20,Male,2014,CIV,2199628.7374564,2476474.97806012,0.888209554687049,P20 Male
no soap and water,Not P20,Female,2014,CIV,2282899.82826114,3541187.02944053,0.6446707867395,Not P20 Female
no soap and water,P20,Female,2014,CIV,2159165.80827308,2421097.10485398,0.8918129735252,P20 Female
no soap and water,Not P20,Male,2015,CIV,2307677.88404798,3352991.78991238,0.688244418310456,Not P20 Male
no soap and water,P20,Male,2015,CIV,2243313.48478774,2527230.84504373,0.887656736695505,P20 Male
no soap and water,Not P20,Female,2015,CIV,2350503.5482098,3640929.52554542,0.645577875572225,Not P20 Female
no soap and water,P20,Female,2015,CIV,2205019.93247164,2473641.39589301,0.891406465032739,P20 Female
no soap and water,Not P20,Male,2016,CIV,2426082.6962137,3505800.89298729,0.692019532845299,Not P20 Male
no soap and water,P20,Male,2016,CIV,2241802.35884008,2525457.16345737,0.887681799271158,P20 Male
no soap and water,Not P20,Female,2016,CIV,2464432.21993853,3794157.23424499,0.649533497899154,Not P20 Female
no soap and water,P20,Female,2016,CIV,2208101.35572052,2477468.42026615,0.891273260098028,P20 Female
no soap and water,Not P20,Male,2017,CIV,2556922.80505017,3675731.75462322,0.695622797238713,Not P20 Male
no soap and water,P20,Male,2017,CIV,2231418.9568683,2511165.41357376,0.888598952823527,P20 Male
no soap and water,Not P20,Female,2017,CIV,2607809.86889976,3988953.26290063,0.653757940248076,Not P20 Female
no soap and water,P20,Female,2017,CIV,2185300.37062321,2444514.28876961,0.893960972395512,P20 Female
no soap and water,Not P20,Male,2018,CIV,2691481.74079272,3846280.40144951,0.699762227366058,Not P20 Male
no soap and water,P20,Male,2018,CIV,2220648.73228523,2500561.07828728,0.888060184399187,P20 Male
no soap and water,Not P20,Female,2018,CIV,2754958.65369054,4179039.35307336,0.659232522341405,Not P20 Female
no soap and water,P20,Female,2018,CIV,2162063.57217279,2420746.8734336,0.893139053859897,P20 Female
no soap and water,Not P20,Male,2000,COD,946184.288855594,1976987.64007983,0.478598990541684,Not P20 Male
no soap and water,P20,Male,2000,COD,8178501.94209896,9508879.75275465,0.860091004908303,P20 Male
no soap and water,Not P20,Female,2000,COD,1122046.26206696,2106007.41160909,0.532783624540838,Not P20 Female
no soap and water,P20,Female,2000,COD,8237006.72907459,9556073.13950888,0.861965643086101,P20 Female
no soap and water,Not P20,Male,2001,COD,794600.79391197,1791599.23555914,0.443514809640999,Not P20 Male
no soap and water,P20,Male,2001,COD,8703694.17831936,10164555.0636406,0.856278914701656,P20 Male
no soap and water,Not P20,Female,2001,COD,949486.996864654,1856578.67436355,0.511417593003511,Not P20 Female
no soap and water,P20,Female,2001,COD,8792770.84308594,10283003.8012141,0.855078050447457,P20 Female
no soap and water,Not P20,Male,2002,COD,733997.43561832,1679084.09044998,0.437141558182245,Not P20 Male
no soap and water,P20,Male,2002,COD,9126029.54509036,10732407.0582536,0.85032458194661,P20 Male
no soap and water,Not P20,Female,2002,COD,792968.884585778,1682305.92289122,0.47135831467738,Not P20 Female
no soap and water,P20,Female,2002,COD,9320312.01854114,10919599.0604423,0.853539765237828,P20 Female
no soap and water,Not P20,Male,2003,COD,758267.99775302,1730703.19629911,0.438127114674823,Not P20 Male
no soap and water,P20,Male,2003,COD,9427793.3611051,11091189.7501371,0.850025432211955,P20 Male
no soap and water,Not P20,Female,2003,COD,804589.950609627,1668635.80266456,0.482184278513513,Not P20 Female
no soap and water,P20,Female,2003,COD,9643099.49488262,11349967.2549012,0.849614741462664,P20 Female
no soap and water,Not P20,Male,2004,COD,773455.437751645,1739390.23880152,0.444670448584658,Not P20 Male
no soap and water,P20,Male,2004,COD,9756566.72280044,11515469.722236,0.847257381430202,P20 Male
no soap and water,Not P20,Female,2004,COD,831759.176740974,1724981.94944293,0.482184278513513,Not P20 Female
no soap and water,P20,Female,2004,COD,9968725.67326707,11733230.5888494,0.849614741462664,P20 Female
no soap and water,Not P20,Male,2005,COD,803271.335724524,1806441.91283963,0.444670448584658,Not P20 Male
no soap and water,P20,Male,2005,COD,10132672.1631064,11959379.0330891,0.847257381430202,P20 Male
no soap and water,Not P20,Female,2005,COD,863822.622857281,1791478.19899954,0.482184278513513,Not P20 Female
no soap and water,P20,Female,2005,COD,10353009.6191628,12185534.3532993,0.849614741462664,P20 Female
no soap and water,Not P20,Male,2006,COD,914752.825470467,2092576.37410333,0.437141906403506,Not P20 Male
no soap and water,P20,Male,2006,COD,10378654.8166442,12123209.1671582,0.856097974846457,P20 Male
no soap and water,Not P20,Female,2006,COD,1044110.32398199,2102007.59486577,0.496720528761301,Not P20 Female
no soap and water,P20,Female,2006,COD,10539367.4962802,12331872.7913066,0.854644519501526,P20 Female
no soap and water,Not P20,Male,2007,COD,1183275.09703224,2482170.43264954,0.4767098509707,Not P20 Male
no soap and water,P20,Male,2007,COD,10314565.272115,11990948.5811304,0.860195938822268,P20 Male
no soap and water,Not P20,Female,2007,COD,1413868.76014197,2638993.65356207,0.535760576094435,Not P20 Female
no soap and water,P20,Female,2007,COD,10379292.6236964,12056168.1476195,0.860911402081418,P20 Female
no soap and water,Not P20,Male,2008,COD,439014.656473947,813265.452770892,0.53981717159898,Not P20 Male
no soap and water,P20,Male,2008,COD,2775637.49581795,3233237.34203831,0.858470072620193,P20 Male
no soap and water,Not P20,Female,2008,COD,468835.894403373,856929.205979073,0.547111583001434,Not P20 Female
no soap and water,P20,Female,2008,COD,2828384.31458563,3251653.97101538,0.869829428283976,P20 Female
no soap and water,Not P20,Male,2009,COD,453820.508961921,843343.521979132,0.538120584476548,Not P20 Male
no soap and water,P20,Male,2009,COD,2869246.39638003,3339628.34644441,0.859151408100492,P20 Male
no soap and water,Not P20,Female,2009,COD,484647.473791988,912493.274800462,0.531124433654558,Not P20 Female
no soap and water,P20,Female,2009,COD,2923772.11160679,3334652.64846249,0.876784606922961,P20 Female
no soap and water,Not P20,Male,2010,COD,474567.043666271,885095.076202163,0.536176345825559,Not P20 Male
no soap and water,P20,Male,2010,COD,2961059.94933328,3439563.88236757,0.86088238236037,P20 Male
no soap and water,Not P20,Female,2010,COD,512607.943172382,983828.446846181,0.521033870097606,Not P20 Female
no soap and water,P20,Female,2010,COD,3011262.8257971,3407178.2926551,0.883799603997396,P20 Female
no soap and water,Not P20,Male,2011,COD,559252.83028867,1004306.3180778,0.556854836240657,Not P20 Male
no soap and water,P20,Male,2011,COD,2992979.43838313,3467131.68579575,0.86324365776035,P20 Male
no soap and water,Not P20,Female,2011,COD,585783.200802959,1104572.34134761,0.530325791145818,Not P20 Female
no soap and water,P20,Female,2011,COD,3057687.84004887,3435465.28898715,0.890036016329638,P20 Female
no soap and water,Not P20,Male,2012,COD,629218.402285908,1129004.79661621,0.55732128346289,Not P20 Male
no soap and water,P20,Male,2012,COD,3043572.591111,3494188.72960552,0.87103840880816,P20 Male
no soap and water,Not P20,Female,2012,COD,665813.038104224,1227187.75004808,0.542551894017957,Not P20 Female
no soap and water,P20,Female,2012,COD,3101313.26767266,3466933.59596717,0.894540717849394,P20 Female
no soap and water,Not P20,Male,2013,COD,725201.368295621,1245235.95886337,0.582380683061523,Not P20 Male
no soap and water,P20,Male,2013,COD,3072004.47256768,3534567.0554579,0.869131756270981,P20 Male
no soap and water,Not P20,Female,2013,COD,716499.544876468,1296890.68037494,0.552474896858172,Not P20 Female
no soap and water,P20,Female,2013,COD,3178237.1927389,3556242.8153388,0.893706464314112,P20 Female
no soap and water,Not P20,Male,2014,COD,760802.756187424,1310247.92234858,0.580655571522454,Not P20 Male
no soap and water,P20,Male,2014,COD,3164573.69543926,3630892.21651872,0.871569164472044,P20 Male
no soap and water,Not P20,Female,2014,COD,769465.156150611,1379454.87934781,0.557803787329677,Not P20 Female
no soap and water,P20,Female,2014,COD,3256734.24304891,3637490.9326665,0.895324360482055,P20 Female
no soap and water,Not P20,Male,2015,COD,824461.749379571,1398669.01577185,0.589461652530132,Not P20 Male
no soap and water,P20,Male,2015,COD,3232728.10541661,3708393.67989164,0.871732718925104,P20 Male
no soap and water,Not P20,Female,2015,COD,848754.872377094,1483889.99329552,0.571979645534317,Not P20 Female
no soap and water,P20,Female,2015,COD,3312643.54561399,3701523.91576575,0.894940468033876,P20 Female
no soap and water,Not P20,Male,2016,COD,812594.002056232,1399442.35775719,0.580655571522454,Not P20 Male
no soap and water,P20,Male,2016,COD,3380000.37863346,3878063.28678563,0.871569164472044,P20 Male
no soap and water,Not P20,Female,2016,COD,821846.090322542,1473360.54180788,0.557803787329677,Not P20 Female
no soap and water,P20,Female,2016,COD,3478434.70685422,3885111.20705057,0.895324360482055,P20 Female
no soap and water,Not P20,Male,2017,COD,815548.961102237,1408750.76322122,0.578916428934113,Not P20 Male
no soap and water,P20,Male,2017,COD,3515911.65454193,4043555.32044447,0.869509967321396,P20 Male
no soap and water,Not P20,Female,2017,COD,805622.818827109,1467673.13962538,0.548911605095357,Not P20 Female
no soap and water,P20,Female,2017,COD,3637090.98028787,4068280.79074367,0.894011787132082,P20 Female
no soap and water,Not P20,Male,2018,COD,766395.499924774,1375141.27428045,0.55732128346289,Not P20 Male
no soap and water,P20,Male,2018,COD,3707107.62598129,4255963.44374034,0.87103840880816,P20 Male
no soap and water,Not P20,Female,2018,COD,810968.201725379,1494729.27966322,0.542551894017957,Not P20 Female
no soap and water,P20,Female,2018,COD,3777436.45698608,4222766.36670892,0.894540717849394,P20 Female
no soap and water,Not P20,Male,2000,COG,156154.398665686,156154.398665686,1,Not P20 Male
no soap and water,P20,Male,2000,COG,432512.305803143,432512.305803143,1,P20 Male
no soap and water,Not P20,Female,2000,COG,104725.107700824,104725.107700824,1,Not P20 Female
no soap and water,P20,Female,2000,COG,451712.237234452,451712.237234452,1,P20 Female
no soap and water,Not P20,Male,2001,COG,161857.455911318,161857.455911318,1,Not P20 Male
no soap and water,P20,Male,2001,COG,448308.482283042,448308.482283042,1,P20 Male
no soap and water,Not P20,Female,2001,COG,108549.868894721,108549.868894721,1,Not P20 Female
no soap and water,P20,Female,2001,COG,468209.631925305,468209.631925305,1,P20 Female
no soap and water,Not P20,Male,2002,COG,166057.856542323,166057.856542323,1,Not P20 Male
no soap and water,P20,Male,2002,COG,459942.640383847,459942.640383847,1,P20 Male
no soap and water,Not P20,Female,2002,COG,111366.871888087,111366.871888087,1,Not P20 Female
no soap and water,P20,Female,2002,COG,480360.249407263,480360.249407263,1,P20 Female
no soap and water,Not P20,Male,2003,COG,175764.427647919,175764.427647919,1,Not P20 Male
no soap and water,P20,Male,2003,COG,488812.777614991,488812.777614991,1,P20 Male
no soap and water,Not P20,Female,2003,COG,118229.753557187,118229.753557187,1,Not P20 Female
no soap and water,P20,Female,2003,COG,509962.010634193,509962.010634193,1,P20 Female
no soap and water,Not P20,Male,2004,COG,173222.325034255,173222.325034255,1,Not P20 Male
no soap and water,P20,Male,2004,COG,517316.641645104,517316.641645104,1,P20 Male
no soap and water,Not P20,Female,2004,COG,118668.588460824,118668.588460824,1,Not P20 Female
no soap and water,P20,Female,2004,COG,534063.536995674,534063.536995674,1,P20 Female
no soap and water,Not P20,Male,2005,COG,181898.731114302,181898.731114302,1,Not P20 Male
no soap and water,P20,Male,2005,COG,557067.902309827,557067.902309827,1,P20 Male
no soap and water,Not P20,Female,2005,COG,122818.895175359,122818.895175359,1,Not P20 Female
no soap and water,P20,Female,2005,COG,575689.49399761,575689.49399761,1,P20 Female
no soap and water,Not P20,Male,2006,COG,41422.1540194149,41422.1540194149,1,Not P20 Male
no soap and water,P20,Male,2006,COG,123704.433610348,123704.433610348,1,P20 Male
no soap and water,Not P20,Female,2006,COG,28376.8766382669,28376.8766382669,1,Not P20 Female
no soap and water,P20,Female,2006,COG,127709.070301497,127709.070301497,1,P20 Female
no soap and water,Not P20,Male,2007,COG,42870.8019846464,42870.8019846464,1,Not P20 Male
no soap and water,P20,Male,2007,COG,128030.721807619,128030.721807619,1,P20 Male
no soap and water,Not P20,Female,2007,COG,29369.2949606551,29369.2949606551,1,Not P20 Female
no soap and water,P20,Female,2007,COG,132175.411785022,132175.411785022,1,P20 Female
no soap and water,Not P20,Male,2008,COG,46777.7854139317,46777.7854139317,1,Not P20 Male
no soap and water,P20,Male,2008,COG,130092.189442707,130092.189442707,1,P20 Male
no soap and water,Not P20,Female,2008,COG,31465.5594163715,31465.5594163715,1,Not P20 Female
no soap and water,P20,Female,2008,COG,135720.827143068,135720.827143068,1,P20 Female
no soap and water,Not P20,Male,2009,COG,49498.6928898955,49498.6928898955,1,Not P20 Male
no soap and water,P20,Male,2009,COG,133275.272154713,133275.272154713,1,P20 Male
no soap and water,Not P20,Female,2009,COG,32983.5827011916,32983.5827011916,1,Not P20 Female
no soap and water,P20,Female,2009,COG,139783.552012982,139783.552012982,1,P20 Female
no soap and water,Not P20,Male,2010,COG,55512.8518037259,55512.8518037259,1,Not P20 Male
no soap and water,P20,Male,2010,COG,132919.737644184,132919.737644184,1,P20 Male
no soap and water,Not P20,Female,2010,COG,37081.9526937238,37081.9526937238,1,Not P20 Female
no soap and water,P20,Female,2010,COG,141033.998107814,141033.998107814,1,P20 Female
no soap and water,Not P20,Male,2011,COG,54671.3118000199,54671.3118000199,1,Not P20 Male
no soap and water,P20,Male,2011,COG,139101.257212772,139101.257212772,1,P20 Male
no soap and water,Not P20,Female,2011,COG,37226.9594515616,37226.9594515616,1,Not P20 Female
no soap and water,P20,Female,2011,COG,145936.608326671,145936.608326671,1,P20 Female
no soap and water,Not P20,Male,2012,COG,53854.7282209618,53854.7282209618,1,Not P20 Male
no soap and water,P20,Male,2012,COG,145003.900940018,145003.900940018,1,P20 Male
no soap and water,Not P20,Female,2012,COG,35886.2381695114,35886.2381695114,1,Not P20 Female
no soap and water,P20,Female,2012,COG,152084.929195303,152084.929195303,1,P20 Female
no soap and water,Not P20,Male,2013,COG,53905.8399001997,53905.8399001997,1,Not P20 Male
no soap and water,P20,Male,2013,COG,149915.791744096,149915.791744096,1,P20 Male
no soap and water,Not P20,Female,2013,COG,36260.3187230829,36260.3187230829,1,Not P20 Female
no soap and water,P20,Female,2013,COG,156402.127940797,156402.127940797,1,P20 Female
no soap and water,Not P20,Male,2014,COG,55237.6733418424,55237.6733418424,1,Not P20 Male
no soap and water,P20,Male,2014,COG,153619.710748879,153619.710748879,1,P20 Male
no soap and water,Not P20,Female,2014,COG,37156.1902125065,37156.1902125065,1,Not P20 Female
no soap and water,P20,Female,2014,COG,160266.302670683,160266.302670683,1,P20 Female
no soap and water,Not P20,Male,2015,COG,56626.738784497,56626.738784497,1,Not P20 Male
no soap and water,P20,Male,2015,COG,157482.795824735,157482.795824735,1,P20 Male
no soap and water,Not P20,Female,2015,COG,38090.5593972021,38090.5593972021,1,Not P20 Female
no soap and water,P20,Female,2015,COG,164296.530035333,164296.530035333,1,P20 Female
no soap and water,Not P20,Male,2016,COG,54059.2639430281,54059.2639430281,1,Not P20 Male
no soap and water,P20,Male,2016,COG,165557.39878269,165557.39878269,1,P20 Male
no soap and water,Not P20,Female,2016,COG,36501.0741460515,36501.0741460515,1,Not P20 Female
no soap and water,P20,Female,2016,COG,171091.629472054,171091.629472054,1,P20 Female
no soap and water,Not P20,Male,2017,COG,53401.8255400004,53401.8255400004,1,Not P20 Male
no soap and water,P20,Male,2017,COG,171933.557467636,171933.557467636,1,P20 Male
no soap and water,Not P20,Female,2017,COG,33004.9953134281,33004.9953134281,1,Not P20 Female
no soap and water,P20,Female,2017,COG,179993.330035856,179993.330035856,1,P20 Female
