handwashing,p20,sex,povcal_year,iso3,value,total,percentage,demographic
no soap and water,P20,Male,2004,RWA,672103.381282378,978147.573780794,0.687118589564684,P20 Male
no soap and water,Not P20,Female,2004,RWA,424219.935971568,1048688.36853465,0.404524307411112,Not P20 Female
no soap and water,P20,Female,2004,RWA,636508.426264658,865171.091609082,0.735702374290907,P20 Female
no soap and water,Not P20,Male,2005,RWA,342857.22344289,895832.059769235,0.38272488654984,Not P20 Male
no soap and water,P20,Male,2005,RWA,706637.30519162,1027981.67929581,0.687402625381106,P20 Male
no soap and water,Not P20,Female,2005,RWA,403304.155631289,1058026.79887316,0.381185198768899,Not P20 Female
no soap and water,P20,Female,2005,RWA,676245.412352632,916054.532770263,0.73821523518647,P20 Female
no soap and water,Not P20,Male,2006,RWA,355203.804561263,927659.821560347,0.382903081825621,Not P20 Male
no soap and water,P20,Male,2006,RWA,721478.285579586,1054428.31212521,0.684236450485135,P20 Male
no soap and water,Not P20,Female,2006,RWA,417348.764673107,1095308.64080472,0.381033024962244,Not P20 Female
no soap and water,P20,Female,2006,RWA,681883.200464212,930232.491119946,0.733024493310553,P20 Female
no soap and water,Not P20,Male,2007,RWA,353667.931305754,928878.872133844,0.380747094067604,Not P20 Male
no soap and water,P20,Male,2007,RWA,739182.150957052,1069218.62504275,0.691329288177611,P20 Male
no soap and water,Not P20,Female,2007,RWA,425931.956805452,1106858.56994311,0.384811545369653,Not P20 Female
no soap and water,P20,Female,2007,RWA,690478.508220607,939864.660517127,0.734657379117432,P20 Female
no soap and water,Not P20,Male,2008,RWA,362776.538952107,944429.985355738,0.384122216127499,Not P20 Male
no soap and water,P20,Male,2008,RWA,734513.27413542,1076259.8259783,0.682468356066123,P20 Male
no soap and water,Not P20,Female,2008,RWA,433985.945744926,1129850.27482297,0.384109253602583,Not P20 Female
no soap and water,P20,Female,2008,RWA,722422.0792139,966933.210530791,0.747127176257946,P20 Female
no soap and water,Not P20,Male,2009,RWA,369764.595232292,956969.473828327,0.386391212410423,Not P20 Male
no soap and water,P20,Male,2009,RWA,757906.665444426,1106556.26477646,0.684923749085214,P20 Male
no soap and water,Not P20,Female,2009,RWA,434780.556405823,1129405.66296371,0.384964030784917,Not P20 Female
no soap and water,P20,Female,2009,RWA,737985.736984125,1000051.55519051,0.737947691950281,P20 Female
no soap and water,Not P20,Male,2010,RWA,370535.343153135,967443.491070863,0.383004637038789,Not P20 Male
no soap and water,P20,Male,2010,RWA,786251.048534456,1133621.28405756,0.693574705760845,P20 Male
no soap and water,Not P20,Female,2010,RWA,422815.075632531,1124198.42627839,0.376103600351268,Not P20 Female
no soap and water,P20,Female,2010,RWA,770660.124465258,1052748.05749265,0.732046113958885,P20 Female
no soap and water,Not P20,Male,2011,RWA,350583.929655609,945076.283737943,0.370958340282319,Not P20 Male
no soap and water,P20,Male,2011,RWA,863921.99078167,1225397.239393,0.705013821648243,P20 Male
no soap and water,Not P20,Female,2011,RWA,428958.395751326,1116230.88322001,0.384291818296499,Not P20 Female
no soap and water,P20,Female,2011,RWA,805783.549042853,1110227.11767443,0.725782622505845,P20 Female
no soap and water,Not P20,Male,2012,RWA,173918.721077314,339086.391389674,0.512903866075382,Not P20 Male
no soap and water,P20,Male,2012,RWA,400188.443024693,480341.716566251,0.833132807796628,P20 Male
no soap and water,Not P20,Female,2012,RWA,156806.75202985,342225.398962356,0.458197294839293,Not P20 Female
no soap and water,P20,Female,2012,RWA,427434.169671762,502281.936356396,0.850984554157797,P20 Female
no soap and water,Not P20,Male,2013,RWA,165147.926943382,334326.013827466,0.493972709609756,Not P20 Male
no soap and water,P20,Male,2013,RWA,432417.568150687,514598.677754444,0.840300581489306,P20 Male
no soap and water,Not P20,Female,2013,RWA,151883.561642168,344219.066586328,0.441240989781361,Not P20 Female
no soap and water,P20,Female,2013,RWA,449084.829621602,527175.813467002,0.851869183201273,P20 Female
no soap and water,Not P20,Male,2014,RWA,166894.103373931,341116.736219306,0.489258032964508,Not P20 Male
no soap and water,P20,Male,2014,RWA,454440.518845156,538729.092176205,0.843541819895852,P20 Male
no soap and water,Not P20,Female,2014,RWA,153264.673863248,352813.275290051,0.434407332709484,Not P20 Female
no soap and water,P20,Female,2014,RWA,463607.854673947,543890.276008696,0.852392247340958,P20 Female
no soap and water,Not P20,Male,2015,RWA,653736.890312772,1101210.08552577,0.593653199244583,Not P20 Male
no soap and water,P20,Male,2015,RWA,1116908.10847653,1286094.35141073,0.86844958711729,P20 Male
no soap and water,Not P20,Female,2015,RWA,493708.919635787,989190.462958021,0.499104002842311,Not P20 Female
no soap and water,P20,Female,2015,RWA,1172590.18118616,1354077.22026242,0.865969948862233,P20 Female
no soap and water,Not P20,Male,2016,RWA,673976.711014083,1135856.48173025,0.593364321861699,Not P20 Male
no soap and water,P20,Male,2016,RWA,1147165.25889727,1321617.17586944,0.868001172989144,P20 Male
no soap and water,Not P20,Female,2016,RWA,495362.863841212,1006715.38272782,0.492058502671297,Not P20 Female
no soap and water,P20,Female,2016,RWA,1207586.79466315,1387984.82348188,0.870028817486496,P20 Female
no soap and water,Not P20,Male,2017,RWA,696425.971381493,1173115.34711435,0.593655153429349,Not P20 Male
no soap and water,P20,Male,2017,RWA,1178413.3911696,1358289.19771987,0.867571790416784,P20 Male
no soap and water,Not P20,Female,2017,RWA,485871.192920983,1013543.57039438,0.479378693835457,Not P20 Female
no soap and water,P20,Female,2017,RWA,1264907.30893826,1450976.41653867,0.871762831235896,P20 Female
no soap and water,Not P20,Male,2018,RWA,709114.408030625,1195260.26178962,0.593271968206231,Not P20 Male
no soap and water,P20,Male,2018,RWA,1231228.20064779,1414900.31759636,0.870187238871646,P20 Male
no soap and water,Not P20,Female,2018,RWA,495101.545980799,1033343.92920855,0.479125615379577,Not P20 Female
no soap and water,P20,Female,2018,RWA,1277320.21221459,1467232.54439436,0.870564258606899,P20 Female
no soap and water,Not P20,Male,2000,SEN,2852459.47422056,7035916.26112255,0.4054140737834,Not P20 Male
no soap and water,P20,Male,2000,SEN,1174045.62931585,2039007.18478047,0.575792786842116,P20 Male
no soap and water,Not P20,Female,2000,SEN,2807093.70167811,6820193.33857278,0.411585649017032,Not P20 Female
no soap and water,P20,Female,2000,SEN,1160469.74938418,1971698.70705489,0.588563427683918,P20 Female
no soap and water,Not P20,Male,2001,SEN,2903120.60844107,7149801.18935829,0.406042144607049,Not P20 Male
no soap and water,P20,Male,2001,SEN,1227542.06358591,2126488.09739466,0.577262607343008,P20 Male
no soap and water,Not P20,Female,2001,SEN,2863810.08024375,6970381.84542455,0.410854117285353,Not P20 Female
no soap and water,P20,Female,2001,SEN,1223261.09331672,2074623.80169804,0.58963031867055,P20 Female
no soap and water,Not P20,Male,2002,SEN,2963970.19034032,7339130.58503299,0.403858489230982,Not P20 Male
no soap and water,P20,Male,2002,SEN,1287597.09448524,2230373.66408747,0.577301066282112,P20 Male
no soap and water,Not P20,Female,2002,SEN,2924393.79225083,7113028.00170479,0.411132051153171,Not P20 Female
no soap and water,P20,Female,2002,SEN,1279997.56109032,2159865.51681172,0.592628360945262,P20 Female
no soap and water,Not P20,Male,2003,SEN,3005352.998385,7462858.80943302,0.40270800709592,Not P20 Male
no soap and water,P20,Male,2003,SEN,1307654.13522332,2264269.87703456,0.577516906657748,P20 Male
no soap and water,Not P20,Female,2003,SEN,3010063.0478946,7353729.83976419,0.409324671082984,Not P20 Female
no soap and water,P20,Female,2003,SEN,1304085.25144031,2211354.78804938,0.589722308915718,P20 Female
no soap and water,Not P20,Male,2004,SEN,3028716.28855083,7623200.01124848,0.397302482432807,Not P20 Male
no soap and water,P20,Male,2004,SEN,1333273.09635262,2335430.0295649,0.57088976311614,P20 Male
no soap and water,Not P20,Female,2004,SEN,3042874.58399956,7592773.12922273,0.400759318395578,Not P20 Female
no soap and water,P20,Female,2004,SEN,1326860.03373933,2265561.61827915,0.585664950815673,P20 Female
no soap and water,Not P20,Male,2005,SEN,3132722.9814236,7874858.13874829,0.39781325913784,Not P20 Male
no soap and water,P20,Male,2005,SEN,1398108.35995168,2450562.81422169,0.570525412300329,P20 Male
no soap and water,Not P20,Female,2005,SEN,3123320.01993641,7754649.46106997,0.402767402397253,Not P20 Female
no soap and water,P20,Female,2005,SEN,1369508.24301864,2337444.47496577,0.585899796844885,P20 Female
no soap and water,Not P20,Male,2006,SEN,3216249.19757744,8176227.86590229,0.393365895658354,Not P20 Male
no soap and water,P20,Male,2006,SEN,1460125.46135313,2567285.88986192,0.568742837375101,P20 Male
no soap and water,Not P20,Female,2006,SEN,3179057.27998595,7967903.16723006,0.398982921009959,Not P20 Female
no soap and water,P20,Female,2006,SEN,1468102.98673886,2510003.93919315,0.584900670399262,P20 Female
no soap and water,Not P20,Male,2007,SEN,3218307.40501672,8165115.57369604,0.39415331919912,Not P20 Male
no soap and water,P20,Male,2007,SEN,1554412.91440386,2704792.35319728,0.574688446071071,P20 Male
no soap and water,Not P20,Female,2007,SEN,3162251.30305893,7945210.67716957,0.398007231217368,Not P20 Female
no soap and water,P20,Female,2007,SEN,1570277.62927056,2690338.54723342,0.583672873023856,P20 Female
no soap and water,Not P20,Male,2008,SEN,3227329.16102864,8223339.2719756,0.392459687517343,Not P20 Male
no soap and water,P20,Male,2008,SEN,1647339.19839595,2889926.45199667,0.570028070180746,P20 Male
no soap and water,Not P20,Female,2008,SEN,3169331.47809801,7948595.20847362,0.398728504216612,Not P20 Female
no soap and water,P20,Female,2008,SEN,1693446.87037469,2894808.60336935,0.584994416696027,P20 Female
no soap and water,Not P20,Male,2009,SEN,3060048.95990556,7965938.91266163,0.384141655297118,Not P20 Male
no soap and water,P20,Male,2009,SEN,1938970.1135532,3315634.95410125,0.584796016568353,P20 Male
no soap and water,Not P20,Female,2009,SEN,3139067.80577997,7963107.32421147,0.394201368633545,Not P20 Female
no soap and water,P20,Female,2009,SEN,1880442.46421713,3304199.3300158,0.569106847500069,P20 Female
no soap and water,Not P20,Male,2010,SEN,3010546.04360394,7929805.44422775,0.379649420755382,Not P20 Male
no soap and water,P20,Male,2010,SEN,2126753.07003273,3621008.11875737,0.587337282956045,P20 Male
no soap and water,Not P20,Female,2010,SEN,3109890.31228158,7926652.76770395,0.392333359794993,Not P20 Female
no soap and water,P20,Female,2010,SEN,2045834.83243088,3604827.43685547,0.567526426234562,P20 Female
no soap and water,Not P20,Male,2011,SEN,2851759.50178276,7547255.25219297,0.377853856334611,Not P20 Male
no soap and water,P20,Male,2011,SEN,2561260.76002432,4492917.13232625,0.570066325416112,P20 Male
no soap and water,Not P20,Female,2011,SEN,2984651.02934684,7683196.44068843,0.388464755832719,Not P20 Female
no soap and water,P20,Female,2011,SEN,2332047.70722987,4085367.20249572,0.570829399571533,P20 Female
no soap and water,Not P20,Male,2012,SEN,2120462.06426764,5424237.02487568,0.390923562990177,Not P20 Male
no soap and water,P20,Male,2012,SEN,1930539.01801237,3299605.55278628,0.585081758145958,P20 Male
no soap and water,Not P20,Female,2012,SEN,2160902.10045264,5423113.25153866,0.398461547864512,Not P20 Female
no soap and water,P20,Female,2012,SEN,1787186.31856477,3045399.86079069,0.586847836165843,P20 Female
no soap and water,Not P20,Male,2013,SEN,2721182.55504782,6658846.59948528,0.408656741733345,Not P20 Male
no soap and water,P20,Male,2013,SEN,2567539.48538063,4338559.14352098,0.591795432641477,P20 Male
no soap and water,Not P20,Female,2013,SEN,2701774.71751818,6555896.97655165,0.41211366303979,Not P20 Female
no soap and water,P20,Female,2013,SEN,2404239.47846244,4083025.73289837,0.58883769923139,P20 Female
no soap and water,Not P20,Male,2014,SEN,2449062.58572447,5641213.1036933,0.43413757656506,Not P20 Male
no soap and water,P20,Male,2014,SEN,2255455.4302736,3594062.56635624,0.627550408105513,P20 Male
no soap and water,Not P20,Female,2014,SEN,2390343.75664873,5480854.89502695,0.436126079312483,Not P20 Female
no soap and water,P20,Female,2014,SEN,2188761.47761648,3421460.37588658,0.639715570883769,P20 Female
no soap and water,Not P20,Male,2015,SEN,3208426.05854503,7201719.81305368,0.44550831493465,Not P20 Male
no soap and water,P20,Male,2015,SEN,2765575.12613095,4406323.61997384,0.627637768954285,P20 Male
no soap and water,Not P20,Female,2015,SEN,3221881.44037466,7136768.91973506,0.451448194079159,Not P20 Female
no soap and water,P20,Female,2015,SEN,2780149.67229188,4354517.15920872,0.638451881263702,P20 Female
no soap and water,Not P20,Male,2016,SEN,2667092.41369462,5960785.09211826,0.4474397872893,Not P20 Male
no soap and water,P20,Male,2016,SEN,2225791.57106609,3607704.90244191,0.616954998054177,P20 Male
no soap and water,Not P20,Female,2016,SEN,2737123.31546833,5947659.75578163,0.460201731077104,Not P20 Female
no soap and water,P20,Female,2016,SEN,2216706.82018121,3484507.9599224,0.636160641811411,P20 Female
no soap and water,Not P20,Male,2017,SEN,3589014.89410011,8448540.51349766,0.424808863538759,Not P20 Male
no soap and water,P20,Male,2017,SEN,2918534.96322937,5101331.25609584,0.572112418644028,P20 Male
no soap and water,Not P20,Female,2017,SEN,3794718.09769705,8574628.69179333,0.442551885812726,Not P20 Female
no soap and water,P20,Female,2017,SEN,2879613.58789066,4890606.30726054,0.58880502886025,P20 Female
no soap and water,Not P20,Male,2018,SEN,3747703.08381259,8764514.25134731,0.427599633743134,Not P20 Male
no soap and water,P20,Male,2018,SEN,2941231.32406656,5195186.61712078,0.566145461334094,P20 Male
no soap and water,Not P20,Female,2018,SEN,3943606.32068739,8913905.03043187,0.442410627802744,Not P20 Female
no soap and water,P20,Female,2018,SEN,2940065.4258631,4931345.52116439,0.596199437505424,P20 Female
no soap and water,Not P20,Male,2000,SLE,221935.898202696,453991.183910096,0.488855083685163,Not P20 Male
no soap and water,P20,Male,2000,SLE,674482.369489668,763865.040407742,0.882986304923232,P20 Male
no soap and water,Not P20,Female,2000,SLE,180843.013409011,394698.052028811,0.458180658555189,Not P20 Female
no soap and water,P20,Female,2000,SLE,686915.113950472,785309.558576053,0.87470616707634,P20 Female
no soap and water,Not P20,Male,2001,SLE,254970.678868888,499236.378733694,0.51072135311056,Not P20 Male
no soap and water,P20,Male,2001,SLE,667167.440875286,753562.330625715,0.885351368773049,P20 Male
no soap and water,Not P20,Female,2001,SLE,199190.983169685,420697.908089776,0.473477474785014,Not P20 Female
no soap and water,P20,Female,2001,SLE,693464.685278398,793166.242769334,0.874299292992061,P20 Female
no soap and water,Not P20,Male,2002,SLE,270752.029197058,529316.09422259,0.511512935563982,Not P20 Male
no soap and water,P20,Male,2002,SLE,687596.27821705,772677.063785293,0.88988829932205,P20 Male
no soap and water,Not P20,Female,2002,SLE,216756.498530363,449057.394701973,0.48269219277464,Not P20 Female
no soap and water,P20,Female,2002,SLE,710951.651305326,812472.336580823,0.875047209973041,P20 Female
no soap and water,Not P20,Male,2003,SLE,283625.900666583,554860.005275356,0.511166596925345,Not P20 Male
no soap and water,P20,Male,2003,SLE,726933.203143776,818065.713635654,0.888600012232676,P20 Male
no soap and water,Not P20,Female,2003,SLE,227143.456709349,471655.147271363,0.481587995007427,Not P20 Female
no soap and water,P20,Female,2003,SLE,751106.214357707,858602.698245335,0.874800668449667,P20 Female
no soap and water,Not P20,Male,2004,SLE,298871.862369405,585278.777013244,0.510648726910257,Not P20 Male
no soap and water,P20,Male,2004,SLE,768217.821669561,864448.276137572,0.88867991628374,P20 Male
no soap and water,Not P20,Female,2004,SLE,236897.102596624,495086.753891494,0.478496143826428,Not P20 Female
no soap and water,P20,Female,2004,SLE,796075.762101907,909585.589082274,0.875207096129466,P20 Female
no soap and water,Not P20,Male,2005,SLE,315306.942879421,617463.485686578,0.510648726910257,Not P20 Male
no soap and water,P20,Male,2005,SLE,810462.419900634,911984.624666444,0.88867991628374,P20 Male
no soap and water,Not P20,Female,2005,SLE,249282.524990352,519703.73888382,0.479662750792868,Not P20 Female
no soap and water,P20,Female,2005,SLE,840493.921220975,962212.085172259,0.873501730203801,P20 Female
no soap and water,Not P20,Male,2006,SLE,344081.048761845,656854.970898744,0.523831079927819,Not P20 Male
no soap and water,P20,Male,2006,SLE,815192.026766152,918110.624514993,0.88790174625938,P20 Male
no soap and water,Not P20,Female,2006,SLE,274133.562967744,561084.939698324,0.488577652993388,Not P20 Female
no soap and water,P20,Female,2006,SLE,848075.420689063,964933.774103481,0.87889494952854,P20 Female
no soap and water,Not P20,Male,2007,SLE,354159.784292339,667232.439612754,0.530789217169785,Not P20 Male
no soap and water,P20,Male,2007,SLE,795848.691503218,895146.452855927,0.889070932431331,P20 Male
no soap and water,Not P20,Female,2007,SLE,279626.928639187,567807.809283297,0.492467563967004,Not P20 Female
no soap and water,P20,Female,2007,SLE,833613.661574175,946015.371933447,0.881184055043897,P20 Female
no soap and water,Not P20,Male,2008,SLE,370631.541377702,686539.393150264,0.539854733866059,Not P20 Male
no soap and water,P20,Male,2008,SLE,785312.372119001,883903.268218396,0.888459631676534,P20 Male
no soap and water,Not P20,Female,2008,SLE,294512.007755527,585068.827067649,0.503380105263195,Not P20 Female
no soap and water,P20,Female,2008,SLE,824474.253301718,936567.516722916,0.88031480761428,P20 Female
no soap and water,Not P20,Male,2009,SLE,148896.904873067,275809.204833256,0.539854733866059,Not P20 Male
no soap and water,P20,Male,2009,SLE,315490.098690451,355097.842875672,0.888459631676534,P20 Male
no soap and water,Not P20,Female,2009,SLE,118316.768831237,235044.586772801,0.503380105263195,Not P20 Female
no soap and water,P20,Female,2009,SLE,331222.928323456,376255.091313407,0.88031480761428,P20 Female
no soap and water,Not P20,Male,2010,SLE,152288.945362327,282092.451559591,0.539854733866059,Not P20 Male
no soap and water,P20,Male,2010,SLE,322677.321216205,363187.374768293,0.888459631676534,P20 Male
no soap and water,Not P20,Female,2010,SLE,121012.159113367,240399.169232353,0.503380105263195,Not P20 Female
no soap and water,P20,Female,2010,SLE,338768.562564828,384826.609338671,0.88031480761428,P20 Female
no soap and water,Not P20,Male,2011,SLE,153592.865815095,286202.297981226,0.536658394773513,Not P20 Male
no soap and water,P20,Male,2011,SLE,332301.061341424,373923.633041059,0.88868697236084,P20 Male
no soap and water,Not P20,Female,2011,SLE,121858.879502776,243619.14716578,0.500202389346072,Not P20 Female
no soap and water,P20,Female,2011,SLE,348500.125351179,395991.347907426,0.880070049996777,P20 Female
no soap and water,Not P20,Male,2012,SLE,201109.796476172,342198.529639596,0.587699183535304,Not P20 Male
no soap and water,P20,Male,2012,SLE,295840.237873666,332948.011121903,0.888547845283118,P20 Male
no soap and water,Not P20,Female,2012,SLE,167306.393597335,305758.698032376,0.547184412656086,Not P20 Female
no soap and water,P20,Female,2012,SLE,313755.234373235,348405.595308869,0.900545911425686,P20 Female
no soap and water,Not P20,Male,2013,SLE,231114.760898934,377726.422493094,0.61185754328097,Not P20 Male
no soap and water,P20,Male,2013,SLE,277043.739799471,312647.720158758,0.886121093922556,P20 Male
no soap and water,Not P20,Female,2013,SLE,194192.636785292,340159.263661155,0.570887397553677,Not P20 Female
no soap and water,P20,Female,2013,SLE,297719.102254793,328759.387183942,0.905583578327506,P20 Female
no soap and water,Not P20,Male,2014,SLE,178258.139886571,322462.799185865,0.55280218473767,Not P20 Male
no soap and water,P20,Male,2014,SLE,341239.494754674,383316.46777945,0.89022915381505,P20 Male
no soap and water,Not P20,Female,2014,SLE,148616.417057588,285234.7322589,0.521031979102366,Not P20 Female
no soap and water,P20,Female,2014,SLE,354271.922963026,398610.28145993,0.888767649608755,P20 Female
no soap and water,Not P20,Male,2015,SLE,145528.733818661,285599.320471803,0.509555602507216,Not P20 Male
no soap and water,P20,Male,2015,SLE,385426.931171316,435746.601125114,0.884520797583111,P20 Male
no soap and water,Not P20,Female,2015,SLE,113063.69799967,240604.63151347,0.469914886045493,Not P20 Female
no soap and water,P20,Female,2015,SLE,400916.338070646,458323.255347662,0.874745789991674,P20 Female
no soap and water,Not P20,Male,2016,SLE,150021.178383064,293156.558721679,0.511744233310819,Not P20 Male
no soap and water,P20,Male,2016,SLE,392551.9832435,443972.66526853,0.884180522704188,P20 Male
no soap and water,Not P20,Female,2016,SLE,117201.186234295,247532.760217392,0.473477474785014,Not P20 Female
no soap and water,P20,Female,2016,SLE,408024.913743132,466687.914554721,0.874299292992061,P20 Female
no soap and water,Not P20,Male,2017,SLE,153811.170902415,300891.210959626,0.511185323133463,Not P20 Male
no soap and water,P20,Male,2017,SLE,400577.080453717,452289.761512985,0.885664709972031,P20 Male
no soap and water,Not P20,Female,2017,SLE,121663.810965975,254833.489282486,0.477424734514033,Not P20 Female
no soap and water,P20,Female,2017,SLE,414999.628597031,474940.076704975,0.873793661457679,P20 Female
no soap and water,Not P20,Male,2018,SLE,158627.131831431,308883.568295068,0.513549920143046,Not P20 Male
no soap and water,P20,Male,2018,SLE,407733.898758971,460563.386518995,0.885293774306905,P20 Male
no soap and water,Not P20,Female,2018,SLE,125411.041044023,261456.702311619,0.479662750792868,Not P20 Female
no soap and water,P20,Female,2018,SLE,422842.385985843,484077.330776652,0.873501730203801,P20 Female
no soap and water,Not P20,Male,2000,TCD,177047.689005527,264395.438916449,0.669632160566416,Not P20 Male
no soap and water,P20,Male,2000,TCD,277612.845259125,300013.694048298,0.925333912306127,P20 Male
no soap and water,Not P20,Female,2000,TCD,193622.000722063,298367.103004993,0.648938836661301,Not P20 Female
no soap and water,P20,Female,2000,TCD,260304.339596724,282767.832425004,0.920558528048845,P20 Female
no soap and water,Not P20,Male,2001,TCD,183878.94886769,274596.949931666,0.669632160566416,Not P20 Male
no soap and water,P20,Male,2001,TCD,288324.340549979,311589.510246538,0.925333912306127,P20 Male
no soap and water,Not P20,Female,2001,TCD,201092.768679519,309879.386652389,0.648938836661301,Not P20 Female
no soap and water,P20,Female,2001,TCD,270347.998438146,293678.229249756,0.920558528048845,P20 Female
no soap and water,Not P20,Male,2002,TCD,191108.243502231,285392.869035113,0.669632160566416,Not P20 Male
no soap and water,P20,Male,2002,TCD,299659.959015177,323839.810721257,0.925333912306127,P20 Male
no soap and water,Not P20,Female,2002,TCD,208998.833417283,322062.452746013,0.648938836661301,Not P20 Female
no soap and water,P20,Female,2002,TCD,280976.867847087,305224.338579131,0.920558528048845,P20 Female
no soap and water,Not P20,Male,2003,TCD,237579.725932444,341451.536818338,0.695793400569299,Not P20 Male
no soap and water,P20,Male,2003,TCD,272488.026599192,291739.330353086,0.934011969758777,P20 Male
no soap and water,Not P20,Female,2003,TCD,258450.075755089,383324.324945825,0.674233433507294,Not P20 Female
no soap and water,P20,Female,2003,TCD,250794.010265672,268630.635059246,0.933601672833628,P20 Female
no soap and water,Not P20,Male,2004,TCD,287362.178319411,401149.961354979,0.716346020198475,Not P20 Male
no soap and water,P20,Male,2004,TCD,242340.74680912,256415.730341187,0.945108736061791,P20 Male
no soap and water,Not P20,Female,2004,TCD,306090.625954687,438733.08633403,0.697669347238708,Not P20 Female
no soap and water,P20,Female,2004,TCD,222756.925435796,238319.026160224,0.934700552552757,P20 Female
no soap and water,Not P20,Male,2005,TCD,333214.287595022,452124.328157214,0.736997031221809,Not P20 Male
no soap and water,P20,Male,2005,TCD,216179.039851773,229884.749455772,0.940380083339825,P20 Male
no soap and water,Not P20,Female,2005,TCD,362543.267793382,501560.771209738,0.722830190485088,Not P20 Female
no soap and water,P20,Female,2005,TCD,185962.889502252,200659.086926487,0.926760369294319,P20 Female
no soap and water,Not P20,Male,2006,TCD,335939.379361896,459094.993615071,0.731742632862525,Not P20 Male
no soap and water,P20,Male,2006,TCD,233069.531815101,247264.591181625,0.942591620989126,P20 Male
no soap and water,Not P20,Female,2006,TCD,368197.976290412,511422.11290108,0.719949268915616,Not P20 Female
no soap and water,P20,Female,2006,TCD,199892.089140702,215869.859758807,0.925984245156054,P20 Female
no soap and water,Not P20,Male,2007,TCD,333962.558471206,461044.612057534,0.724360614433404,Not P20 Male
no soap and water,P20,Male,2007,TCD,254684.191565097,269693.107124211,0.944348167740893,P20 Male
no soap and water,Not P20,Female,2007,TCD,360552.327694659,508395.515652914,0.709196514512161,Not P20 Female
no soap and water,P20,Female,2007,TCD,227143.865063059,243997.017441463,0.930928859069162,P20 Female
no soap and water,Not P20,Male,2008,TCD,332816.310765141,463793.899046771,0.717595275507447,Not P20 Male
no soap and water,P20,Male,2008,TCD,275722.062781174,291636.999182733,0.945428952958101,P20 Male
no soap and water,Not P20,Female,2008,TCD,357748.439100172,510302.059722277,0.701052312614356,Not P20 Female
no soap and water,P20,Female,2008,TCD,249807.255818874,267515.414559891,0.933805090184616,P20 Female
no soap and water,Not P20,Male,2009,TCD,349922.956621494,485310.649215421,0.721028803277238,Not P20 Male
no soap and water,P20,Male,2009,TCD,279105.317071734,295556.120185876,0.944339494293688,P20 Male
no soap and water,Not P20,Female,2009,TCD,379775.296323556,537465.500913869,0.706604043753157,Not P20 Female
no soap and water,P20,Female,2009,TCD,248237.211285926,266541.615753033,0.931326279330175,P20 Female
no soap and water,Not P20,Male,2010,TCD,366154.521199948,506438.150526166,0.722999483391072,Not P20 Male
no soap and water,P20,Male,2010,TCD,284203.253232046,300906.758302842,0.944489431992134,P20 Male
no soap and water,Not P20,Female,2010,TCD,396477.662144669,559820.051582021,0.70822340326011,Not P20 Female
no soap and water,P20,Female,2010,TCD,252829.90294508,271449.862491795,0.93140552964075,P20 Female
no soap and water,Not P20,Male,2011,TCD,359579.851840129,503409.691271616,0.714288695817173,Not P20 Male
no soap and water,P20,Male,2011,TCD,313025.052908141,331552.489316136,0.944119145519883,P20 Male
no soap and water,Not P20,Female,2011,TCD,381575.597825769,550002.021764011,0.693771263970902,Not P20 Female
no soap and water,P20,Female,2011,TCD,289943.172517136,309703.579301556,0.936195742945615,P20 Female
no soap and water,Not P20,Male,2012,TCD,373098.728952195,522537.165348667,0.714013765323739,Not P20 Male
no soap and water,P20,Male,2012,TCD,322564.502847497,341049.295109252,0.945800233201381,P20 Male
no soap and water,Not P20,Female,2012,TCD,397259.844892037,571460.284957506,0.695166147760516,Not P20 Female
no soap and water,P20,Female,2012,TCD,297280.017504206,317717.853071983,0.935673002413411,P20 Female
no soap and water,Not P20,Male,2013,TCD,374841.79427958,527689.772940394,0.710345004775981,Not P20 Male
no soap and water,P20,Male,2013,TCD,344527.992818502,365325.668731358,0.943070860623952,P20 Male
no soap and water,Not P20,Female,2013,TCD,397117.960535944,576789.545569394,0.688497153921051,Not P20 Female
no soap and water,P20,Female,2013,TCD,321090.17539006,342689.677433041,0.936970666275171,P20 Female
no soap and water,Not P20,Male,2014,TCD,378876.591737753,535796.70306331,0.707127516036591,Not P20 Male
no soap and water,P20,Male,2014,TCD,364605.729920923,387151.696715172,0.94176451508403,P20 Male
no soap and water,Not P20,Female,2014,TCD,401994.89066877,587610.381148095,0.684118088389346,Not P20 Female
no soap and water,P20,Female,2014,TCD,340286.84246664,362688.838662701,0.938233566054416,P20 Female
no soap and water,Not P20,Male,2015,TCD,383039.31315602,544352.71881238,0.703660145193544,Not P20 Male
no soap and water,P20,Male,2015,TCD,384788.487336337,408817.81278661,0.941222410817956,P20 Male
no soap and water,Not P20,Female,2015,TCD,413737.533406896,603909.070872124,0.685099054414607,Not P20 Female
no soap and water,P20,Female,2015,TCD,352850.365048436,377507.888887017,0.934683421023925,P20 Female
no soap and water,Not P20,Male,2016,TCD,361343.088223446,521045.700555126,0.693495959833213,Not P20 Male
no soap and water,P20,Male,2016,TCD,431008.395375974,462568.183119598,0.931772679368516,P20 Male
no soap and water,Not P20,Female,2016,TCD,388053.334045374,579657.826152538,0.669452419233372,Not P20 Female
no soap and water,P20,Female,2016,TCD,403018.646235824,433104.649491282,0.930534102345018,P20 Female
no soap and water,Not P20,Male,2017,TCD,325951.562523498,484202.310236179,0.673172258026834,Not P20 Male
no soap and water,P20,Male,2017,TCD,491163.894281081,530153.218230943,0.926456498594944,P20 Male
