educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,Not P20,Male,2007,STP,2179.64735387071,54265.4189121669,0.0401664153260965,Not P20 Male
Completed secondary education,P20,Male,2007,STP,113.595856871133,28303.1603517133,0.00401353967046498,P20 Male
Completed secondary education,Not P20,Female,2007,STP,1448.84080225551,56768.8958723815,0.0255217365071281,Not P20 Female
Completed secondary education,P20,Female,2007,STP,113.595856871133,26354.6660434697,0.00431027495031682,P20 Female
Completed secondary education,Not P20,Male,2008,STP,2242.82173899191,53961.1368102982,0.041563648795551,Not P20 Male
Completed secondary education,P20,Male,2008,STP,116.888292410031,31000.590692018,0.00377051823209704,P20 Male
Completed secondary education,Not P20,Female,2008,STP,1490.83366254939,55675.0176639583,0.0267774259461886,Not P20 Female
Completed secondary education,P20,Female,2008,STP,116.888292410031,29857.7779766938,0.00391483560837218,P20 Female
Completed secondary education,Not P20,Male,2009,STP,2305.15729410321,53072.379303452,0.0434342180312477,Not P20 Male
Completed secondary education,P20,Male,2009,STP,120.137010962522,34250.7201951301,0.00350757619921823,P20 Male
Completed secondary education,Not P20,Female,2009,STP,1532.26894129579,54409.9870048563,0.0281615384535753,Not P20 Female
Completed secondary education,P20,Female,2009,STP,120.137010962522,33500.0525352053,0.0035861738078252,P20 Female
Completed secondary education,Not P20,Male,2010,STP,2364.07199558036,51699.1401160478,0.0457274916038019,Not P20 Male
Completed secondary education,P20,Male,2010,STP,123.207446179814,37855.7438912001,0.0032546565861688,P20 Male
Completed secondary education,Not P20,Female,2010,STP,1571.43033279392,53140.1947250383,0.0295714071227048,Not P20 Female
Completed secondary education,P20,Female,2010,STP,123.207446179814,37016.6302077578,0.00332843496256428,P20 Female
Completed secondary education,Not P20,Male,2011,STP,2418.50419919205,49319.2075548005,0.0490377749177084,Not P20 Male
Completed secondary education,P20,Male,2011,STP,126.044268750985,42297.6566670169,0.00297993502910229,P20 Male
Completed secondary education,Not P20,Female,2011,STP,1607.61214789775,50969.3078902316,0.0315407882594744,Not P20 Female
Completed secondary education,P20,Female,2011,STP,126.044268750985,41263.3568058629,0.0030546295432047,P20 Female
Completed secondary education,Not P20,Male,2012,STP,2469.35826854273,46877.7350444301,0.0526765695100736,Not P20 Male
Completed secondary education,P20,Male,2012,STP,128.694611052008,46665.5638589498,0.00275780683677147,P20 Male
Completed secondary education,Not P20,Female,2012,STP,1641.41552921315,47034.6309234998,0.0348980208196565,Not P20 Female
Completed secondary education,P20,Female,2012,STP,128.694611052008,47137.4169369574,0.00273020074952615,P20 Female
Completed secondary education,Not P20,Male,2013,STP,2517.63031426917,46382.491511116,0.0542797558355784,Not P20 Male
Completed secondary education,P20,Male,2013,STP,131.210387004241,48989.4308283967,0.00267834071115978,P20 Male
Completed secondary education,Not P20,Female,2013,STP,1673.50260482775,46270.5371369448,0.0361677799389871,Not P20 Female
Completed secondary education,P20,Female,2013,STP,131.210387004241,49742.4252065917,0.00263779633701602,P20 Female
Completed secondary education,Not P20,Male,2014,STP,2565.33877108269,46926.3217741053,0.0546673737488261,Not P20 Male
Completed secondary education,P20,Male,2014,STP,133.696790606231,50252.874338832,0.00266048046734153,P20 Male
Completed secondary education,Not P20,Female,2014,STP,1705.21505534013,46786.3965278096,0.0364468132168838,Not P20 Female
Completed secondary education,P20,Female,2014,STP,133.696790606231,51045.9871348712,0.00261914399368914,P20 Female
Completed secondary education,Not P20,Male,2015,STP,2613.89916462503,46929.5678753037,0.0556983429204039,Not P20 Male
Completed secondary education,P20,Male,2015,STP,136.227594272542,52089.1747570124,0.00261527649282258,P20 Male
Completed secondary education,Not P20,Female,2015,STP,1737.49379961167,47353.9078205353,0.0366916666349171,Not P20 Female
Completed secondary education,P20,Female,2015,STP,136.227594272542,52330.3868277031,0.00260322161808337,P20 Female
Completed secondary education,Not P20,Male,2016,STP,2663.6391628688,45788.2052365109,0.0581730414876549,Not P20 Male
Completed secondary education,P20,Male,2016,STP,138.81987495099,55114.7692557356,0.00251874183318918,P20 Male
Completed secondary education,Not P20,Female,2016,STP,1770.55664293434,45425.7603808794,0.0389769291276322,Not P20 Female
Completed secondary education,P20,Female,2016,STP,138.81987495099,56155.4309448734,0.00247206499202663,P20 Female
Completed secondary education,Not P20,Male,2017,STP,2714.2573112792,45268.7792983223,0.0599587034011273,Not P20 Male
Completed secondary education,P20,Male,2017,STP,141.457921849585,57551.6928073764,0.00245792808081319,P20 Male
Completed secondary education,Not P20,Female,2017,STP,1804.20320443952,44524.7104906932,0.0405213910333373,Not P20 Female
Completed secondary education,P20,Female,2017,STP,141.457921849585,58986.8668610308,0.00239812570792835,P20 Female
Completed secondary education,Not P20,Male,2018,STP,2765.88467704526,44129.418004027,0.062676663372104,Not P20 Male
Completed secondary education,P20,Male,2018,STP,144.148565747453,60646.7825064848,0.00237685429943525,P20 Male
Completed secondary education,Not P20,Female,2018,STP,1838.52060624399,42978.3112337128,0.0427778698945674,Not P20 Female
Completed secondary education,P20,Female,2018,STP,144.148565747453,62502.1399026566,0.00230629808790476,P20 Female
Completed secondary education,Not P20,Male,2000,SWZ,79612.7585000482,245781.439740317,0.323916885604396,Not P20 Male
Completed secondary education,P20,Male,2000,SWZ,13627.2576969186,237718.271954267,0.0573252429646648,P20 Male
Completed secondary education,Not P20,Female,2000,SWZ,79321.7639375899,262687.776574578,0.301962142936141,Not P20 Female
Completed secondary education,P20,Female,2000,SWZ,16170.4036541253,226589.952368601,0.0713641689981925,P20 Female
Completed secondary education,Not P20,Male,2001,SWZ,81463.6974680928,251586.682905077,0.32379971995111,Not P20 Male
Completed secondary education,P20,Male,2001,SWZ,12534.3427606554,235843.791736284,0.0531467997032164,P20 Male
Completed secondary education,Not P20,Female,2001,SWZ,80888.214662516,269236.912040782,0.300435085402642,Not P20 Female
Completed secondary education,P20,Female,2001,SWZ,15380.2865339519,224018.554057342,0.0686563066111703,P20 Female
Completed secondary education,Not P20,Male,2002,SWZ,82531.572386357,256674.935935394,0.321541221333472,Not P20 Male
Completed secondary education,P20,Male,2002,SWZ,11971.8790209093,233376.367927882,0.051298591743483,P20 Male
Completed secondary education,Not P20,Female,2002,SWZ,81668.0108935496,277186.569973081,0.294631918499806,Not P20 Female
Completed secondary education,P20,Female,2002,SWZ,15118.1093567356,218721.045316926,0.0691205061443883,P20 Female
Completed secondary education,Not P20,Male,2003,SWZ,81532.4810919814,251908.213399969,0.323659478948897,Not P20 Male
Completed secondary education,P20,Male,2003,SWZ,13318.0811485315,239943.047119751,0.0555051763674763,P20 Male
Completed secondary education,Not P20,Female,2003,SWZ,80997.5213878064,269203.502333297,0.300878408660243,Not P20 Female
Completed secondary education,P20,Female,2003,SWZ,16144.0939300823,228525.579823722,0.0706445814185675,P20 Female
Completed secondary education,Not P20,Male,2004,SWZ,80721.9788044549,246996.81430634,0.326813845883611,Not P20 Male
Completed secondary education,P20,Male,2004,SWZ,14451.6756463255,246529.853371023,0.058620387951864,P20 Male
Completed secondary education,Not P20,Female,2004,SWZ,80582.4410583436,261824.510265944,0.307772717598109,Not P20 Female
Completed secondary education,P20,Female,2004,SWZ,16890.0705500955,237600.000842363,0.0710861552618484,P20 Female
Completed secondary education,Not P20,Male,2005,SWZ,80524.6042902481,241353.603037888,0.333637465016866,Not P20 Male
Completed secondary education,P20,Male,2005,SWZ,15047.1657916109,254237.508648589,0.059185467445755,P20 Male
Completed secondary education,Not P20,Female,2005,SWZ,80273.4868382973,255750.611233407,0.313874076199321,Not P20 Female
Completed secondary education,P20,Female,2005,SWZ,17606.7566229928,245763.014825496,0.0716411972545766,P20 Female
Completed secondary education,Not P20,Male,2006,SWZ,80417.463938782,240669.49995982,0.33414065327018,Not P20 Male
Completed secondary education,P20,Male,2006,SWZ,15665.5596893469,257572.736772605,0.0608199450207226,P20 Male
Completed secondary education,Not P20,Female,2006,SWZ,80702.9034409444,255357.175489774,0.316039301759022,Not P20 Female
Completed secondary education,P20,Female,2006,SWZ,17700.9425604732,248839.257632404,0.0711340434338612,P20 Female
Completed secondary education,Not P20,Male,2007,SWZ,80926.6258311993,240536.256844142,0.336442525933363,Not P20 Male
Completed secondary education,P20,Male,2007,SWZ,15764.7459310726,260860.592676496,0.0604336046672375,P20 Male
Completed secondary education,Not P20,Female,2007,SWZ,81213.8725890245,255458.512138348,0.317914137639076,Not P20 Female
Completed secondary education,P20,Female,2007,SWZ,17813.0157964374,251930.232671674,0.070706145933871,P20 Female
Completed secondary education,Not P20,Male,2008,SWZ,81118.7689123851,237589.938779229,0.341423417713666,Not P20 Male
Completed secondary education,P20,Male,2008,SWZ,16248.9264691407,267314.013037816,0.0607859134823657,P20 Male
Completed secondary education,Not P20,Female,2008,SWZ,81781.9363080714,255516.046762296,0.32006575455573,Not P20 Female
Completed secondary education,P20,Female,2008,SWZ,17937.611849774,255421.711636056,0.0702274357762226,P20 Female
Completed secondary education,Not P20,Male,2009,SWZ,82076.5089769557,242646.830969299,0.338255021296118,Not P20 Male
Completed secondary education,P20,Male,2009,SWZ,15988.7465669212,265874.346060084,0.0601364772639931,P20 Male
Completed secondary education,Not P20,Female,2009,SWZ,82367.8372123182,258809.201181389,0.318256989459157,Not P20 Female
Completed secondary education,P20,Female,2009,SWZ,18066.1202157684,255789.009734639,0.0706289931475575,P20 Female
Completed secondary education,Not P20,Male,2010,SWZ,82648.5399445038,246525.267741401,0.335253828955172,Not P20 Male
Completed secondary education,P20,Male,2010,SWZ,16100.1798903235,265540.039813763,0.0606318350393236,P20 Male
Completed secondary education,Not P20,Female,2010,SWZ,82941.898587524,261999.671022769,0.316572529514038,Not P20 Female
Completed secondary education,P20,Female,2010,SWZ,18192.0317628807,256185.024213292,0.0710113005970816,P20 Female
Completed secondary education,Not P20,Male,2011,SWZ,81630.2549270613,239690.349865786,0.340565462784672,Not P20 Male
Completed secondary education,P20,Male,2011,SWZ,17785.7003994061,275834.933148401,0.0644795066252077,P20 Male
Completed secondary education,Not P20,Female,2011,SWZ,83502.3289260051,259480.822874468,0.321805395870823,Not P20 Female
Completed secondary education,P20,Female,2011,SWZ,18314.9535514116,262205.195927757,0.0698496972442063,P20 Female
Completed secondary education,Not P20,Male,2012,SWZ,85460.6164456181,263835.015226691,0.323916885604397,Not P20 Male
Completed secondary education,P20,Male,2012,SWZ,14628.231268249,255179.577298361,0.0573252429646647,P20 Male
Completed secondary education,Not P20,Female,2012,SWZ,85148.2472329623,282460.018222081,0.301452388797962,Not P20 Female
Completed secondary education,P20,Female,2012,SWZ,17358.1809058303,242757.008751942,0.0715043450035569,P20 Female
Completed secondary education,Not P20,Male,2013,SWZ,86392.1760448844,266350.681757026,0.324355002491393,Not P20 Male
Completed secondary education,P20,Male,2013,SWZ,14396.9211752195,256295.08167714,0.0561732245543266,P20 Male
Completed secondary education,Not P20,Female,2013,SWZ,85743.968129383,284690.194365089,0.301183426147176,Not P20 Female
Completed secondary education,P20,Female,2013,SWZ,17479.6235828729,244201.397480109,0.071578720528398,P20 Female
Completed secondary education,Not P20,Male,2014,SWZ,86128.2936261753,263539.30444198,0.326813845883611,Not P20 Male
Completed secondary education,P20,Male,2014,SWZ,15419.5695136784,263041.069027728,0.058620387951864,P20 Male
Completed secondary education,Not P20,Female,2014,SWZ,86389.4704965547,279770.138132843,0.308787317592611,Not P20 Female
Completed secondary education,P20,Female,2014,SWZ,17611.2146282394,253103.083930333,0.0695811933808238,P20 Female
Completed secondary education,Not P20,Male,2015,SWZ,86264.81445772,260627.024500276,0.330989522760057,Not P20 Male
Completed secondary education,P20,Male,2015,SWZ,16119.8055745686,270292.384211512,0.0596384009175572,P20 Male
Completed secondary education,Not P20,Female,2015,SWZ,86687.8828667816,276299.597742172,0.31374596117825,Not P20 Female
Completed secondary education,P20,Female,2015,SWZ,18169.7704639931,260964.512790428,0.0696254455048632,P20 Female
Completed secondary education,Not P20,Male,2016,SWZ,86463.1404821002,258762.708565688,0.33414065327018,Not P20 Male
Completed secondary education,P20,Male,2016,SWZ,16843.2753510088,276936.707937995,0.0608199450207225,P20 Male
Completed secondary education,Not P20,Female,2016,SWZ,86770.0389412881,274554.583744302,0.316039301759022,Not P20 Female
Completed secondary education,P20,Female,2016,SWZ,19031.675562871,267546.657607988,0.0711340434338611,P20 Female
Completed secondary education,Not P20,Male,2017,SWZ,86898.4362900075,256664.11638709,0.338568700265646,Not P20 Male
Completed secondary education,P20,Male,2017,SWZ,17406.6534846543,284213.962481877,0.0612448921673378,P20 Male
Completed secondary education,Not P20,Female,2017,SWZ,87608.8539955067,274521.848828617,0.319132536697291,Not P20 Female
Completed secondary education,P20,Female,2017,SWZ,19215.6567638008,272819.942000257,0.0704334757309739,P20 Female
Completed secondary education,Not P20,Male,2018,SWZ,86918.3334539683,254697.404664659,0.341261166631859,Not P20 Male
Completed secondary education,P20,Male,2018,SWZ,18447.4706436094,291681.049367657,0.0632453520158478,P20 Male
Completed secondary education,Not P20,Female,2018,SWZ,88499.7785558329,275269.629602642,0.3215021529385,Not P20 Female
Completed secondary education,P20,Female,2018,SWZ,19411.0673846787,277638.26809903,0.0699149563119846,P20 Female
Completed secondary education,Not P20,Male,2000,TCD,174762.317463194,1517535.92429771,0.115161898090861,Not P20 Male
Completed secondary education,P20,Male,2000,TCD,70533.9520879917,2672858.85422559,0.0263889550233761,P20 Male
Completed secondary education,Not P20,Female,2000,TCD,172358.838596102,1416840.37949583,0.121650145697736,Not P20 Female
Completed secondary education,P20,Female,2000,TCD,57927.4900928999,2680540.93754738,0.0216103732203777,P20 Female
Completed secondary education,Not P20,Male,2001,TCD,181505.397880738,1577071.0130884,0.115090187045727,Not P20 Male
Completed secondary education,P20,Male,2001,TCD,73255.4547437158,2775007.18428059,0.0263982937264744,P20 Male
Completed secondary education,Not P20,Female,2001,TCD,179009.182481437,1472490.2019079,0.121569014346917,Not P20 Female
Completed secondary education,P20,Female,2001,TCD,60162.5813285448,2782985.67535415,0.0216179989215679,P20 Female
Completed secondary education,Not P20,Male,2002,TCD,188641.375147955,1640038.22150224,0.115022548056937,Not P20 Male
Completed secondary education,P20,Male,2002,TCD,76135.5302998944,2883144.14931938,0.0264071188802224,P20 Male
Completed secondary education,Not P20,Female,2002,TCD,186047.01976741,1531495.70096189,0.121480602035356,Not P20 Female
Completed secondary education,P20,Female,2002,TCD,62527.9038903545,2891286.38028029,0.0216263267163085,P20 Female
Completed secondary education,Not P20,Male,2003,TCD,211871.846237417,2053747.72006773,0.103163521092274,Not P20 Male
Completed secondary education,P20,Male,2003,TCD,63317.4598164442,2647309.63112418,0.0239176630765161,P20 Male
Completed secondary education,Not P20,Female,2003,TCD,206549.295522817,1935564.2893543,0.106712702160734,Not P20 Female
Completed secondary education,P20,Female,2003,TCD,51800.8828209842,2661144.51236636,0.0194656406595978,P20 Female
Completed secondary education,Not P20,Male,2004,TCD,235546.662740669,2538176.99754068,0.0928015118602439,Not P20 Male
Completed secondary education,P20,Male,2004,TCD,50236.1174043657,2343848.61133937,0.0214331749761171,P20 Male
Completed secondary education,Not P20,Female,2004,TCD,228117.305547457,2375156.9489923,0.0960430449214058,Not P20 Female
Completed secondary education,P20,Female,2004,TCD,40178.1208874883,2398503.18958796,0.0167513310225743,P20 Female
Completed secondary education,Not P20,Male,2005,TCD,253607.207479183,3018528.21094842,0.084016841903061,Not P20 Male
Completed secondary education,P20,Male,2005,TCD,42798.844031254,2044974.68228604,0.0209287891933263,P20 Male
Completed secondary education,Not P20,Female,2005,TCD,248895.7301436,2855116.9032803,0.0871753201620708,Not P20 Female
Completed secondary education,P20,Female,2005,TCD,29372.9183296642,2095992.30004979,0.0140138483948469,P20 Female
Completed secondary education,Not P20,Male,2006,TCD,257250.817922318,3012323.45553189,0.0853994671289027,Not P20 Male
Completed secondary education,P20,Male,2006,TCD,49738.139187941,2231967.15391303,0.0222844404769763,P20 Male
Completed secondary education,Not P20,Female,2006,TCD,251491.245384481,2866070.01367141,0.0877477675649391,Not P20 Female
Completed secondary education,P20,Female,2006,TCD,36712.7293858547,2261813.99248827,0.0162315422522726,P20 Female
Completed secondary education,Not P20,Male,2007,TCD,264163.790684466,2999651.44263873,0.0880648287762684,Not P20 Male
Completed secondary education,P20,Male,2007,TCD,53420.0790060676,2425631.99819544,0.0220231589316968,P20 Male
Completed secondary education,Not P20,Female,2007,TCD,257158.809636381,2825254.84311962,0.0910214560865696,Not P20 Female
Completed secondary education,P20,Female,2007,TCD,40991.7636915137,2479604.52814265,0.0165315731707502,P20 Female
Completed secondary education,Not P20,Male,2008,TCD,270602.966754787,2971253.09964299,0.0910736842941118,Not P20 Male
Completed secondary education,P20,Male,2008,TCD,57712.7361928699,2637362.18772481,0.0218827495372023,P20 Male
Completed secondary education,Not P20,Female,2008,TCD,263320.2473387,2789396.44959581,0.0944004382657244,Not P20 Female
Completed secondary education,P20,Female,2008,TCD,44905.466901069,2694725.38320251,0.0166642089694875,P20 Female
Completed secondary education,Not P20,Male,2009,TCD,280808.921567711,3119436.83526608,0.0900191080624201,Not P20 Male
Completed secondary education,P20,Male,2009,TCD,58561.3939771073,2678024.33626662,0.0218673867836267,P20 Male
Completed secondary education,Not P20,Female,2009,TCD,272611.160126179,2937144.91914919,0.0928150185402314,Not P20 Female
Completed secondary education,P20,Female,2009,TCD,45992.7231527586,2731631.01868561,0.016837092139512,P20 Female
Completed secondary education,Not P20,Male,2010,TCD,291143.189418811,3288806.621458,0.0885254814069127,Not P20 Male
Completed secondary education,P20,Male,2010,TCD,59734.7160052791,2705238.64257526,0.0220811262508118,P20 Male
Completed secondary education,Not P20,Female,2010,TCD,284118.15932116,3093120.01874694,0.0918548771464291,Not P20 Female
Completed secondary education,P20,Female,2010,TCD,45289.1521151029,2767876.46880025,0.0163624181301464,P20 Female
Completed secondary education,Not P20,Male,2011,TCD,293709.327387358,3128343.59651974,0.0938865307871255,Not P20 Male
Completed secondary education,P20,Male,2011,TCD,69171.2430220002,3070743.12523586,0.0225258968923645,P20 Male
Completed secondary education,Not P20,Female,2011,TCD,285544.516328617,2925050.55644511,0.0976203695691491,Not P20 Female
Completed secondary education,P20,Female,2011,TCD,55131.0041961851,3136436.11937664,0.0175775951104473,P20 Female
Completed secondary education,Not P20,Male,2012,TCD,305205.456909794,3301038.17416007,0.092457415154689,Not P20 Male
Completed secondary education,P20,Male,2012,TCD,70115.431454482,3110566.42851088,0.022541049376672,P20 Male
Completed secondary education,Not P20,Female,2012,TCD,295333.589822973,3085387.20099739,0.0957201059651452,Not P20 Female
Completed secondary education,P20,Female,2012,TCD,57021.0123071202,3183900.13343127,0.0179091711163908,P20 Female
Completed secondary education,Not P20,Male,2013,TCD,311326.156191829,3256552.49094025,0.0955999195646133,Not P20 Male
Completed secondary education,P20,Male,2013,TCD,76784.7791203513,3373544.41104543,0.0227608620977236,P20 Male
Completed secondary education,Not P20,Female,2013,TCD,298263.215907272,3032529.97920591,0.0983545811426321,Not P20 Female
Completed secondary education,P20,Female,2013,TCD,66098.7965302912,3450399.81910666,0.019156851378286,P20 Female
Completed secondary education,Not P20,Male,2014,TCD,319153.524734431,3317976.25299411,0.0961892130621581,Not P20 Male
Completed secondary education,P20,Male,2014,TCD,81966.4895089207,3534354.67043153,0.0231913594282582,P20 Male
Completed secondary education,Not P20,Female,2014,TCD,307198.944008462,3088328.71558601,0.0994709347026779,Not P20 Female
Completed secondary education,P20,Female,2014,TCD,69376.1079187215,3611902.2143828,0.0192076373614053,P20 Female
Completed secondary education,Not P20,Male,2015,TCD,329604.271382693,3368866.93598033,0.097838317050293,Not P20 Male
Completed secondary education,P20,Male,2015,TCD,84650.4987681572,3707844.94795753,0.0228301075034939,P20 Male
Completed secondary education,Not P20,Female,2015,TCD,317258.235495584,3142239.04526594,0.10096565885831,Not P20 Female
Completed secondary education,P20,Female,2015,TCD,71647.8425890633,3777392.30019951,0.0189675408046125,P20 Female
Completed secondary education,Not P20,Male,2016,TCD,323802.690437405,3110670.06580092,0.104094193079919,Not P20 Male
Completed secondary education,P20,Male,2016,TCD,103682.979535326,4192065.20459208,0.0247331504819507,P20 Male
Completed secondary education,Not P20,Female,2016,TCD,318705.230103922,2915558.11826985,0.109311911193541,Not P20 Female
Completed secondary education,P20,Female,2016,TCD,82622.1349037084,4225079.61199319,0.0195551664089783,P20 Female
Completed secondary education,Not P20,Male,2017,TCD,316970.811649775,2852352.93460813,0.111126083944209,Not P20 Male
Completed secondary education,P20,Male,2017,TCD,123875.398305419,4678620.3643664,0.0264769074338424,P20 Male
Completed secondary education,Not P20,Female,2017,TCD,312145.666941002,2670050.57377915,0.116906275111934,Not P20 Female
Completed secondary education,P20,Female,2017,TCD,101724.692330233,4693759.02538315,0.0216723295295137,P20 Female
Completed secondary education,Not P20,Male,2018,TCD,307621.794562718,2572130.49225551,0.119598051299864,Not P20 Male
Completed secondary education,P20,Male,2018,TCD,146757.309854736,5190025.16589931,0.0282768012030066,P20 Male
Completed secondary education,Not P20,Female,2018,TCD,311733.248388767,2407032.49722447,0.129509364226791,Not P20 Female
Completed secondary education,P20,Female,2018,TCD,114841.91307107,5182827.94664346,0.0221581565611192,P20 Female
Completed secondary education,Not P20,Male,2000,TJK,3619178.68043362,4231588.81988951,0.855276548473374,Not P20 Male
Completed secondary education,P20,Male,2000,TJK,1605308.43214978,2057585.65021983,0.780190332284963,P20 Male
Completed secondary education,Not P20,Female,2000,TJK,3539453.45925345,4133268.34349863,0.856332849721888,Not P20 Female
Completed secondary education,P20,Female,2000,TJK,1563126.44150349,1994218.11294987,0.78382922677966,P20 Female
Completed secondary education,Not P20,Male,2001,TJK,3838251.75838215,4493503.16416695,0.854178047317283,Not P20 Male
Completed secondary education,P20,Male,2001,TJK,1403013.87363023,1838061.50883546,0.763311710128317,P20 Male
Completed secondary education,Not P20,Female,2001,TJK,3760838.12941624,4416673.54224843,0.851509194293241,Not P20 Female
Completed secondary education,P20,Female,2001,TJK,1479614.28912527,1872137.48940721,0.790334202213841,P20 Female
Completed secondary education,Not P20,Male,2002,TJK,4066485.53102551,4792563.81964071,0.848498983855026,Not P20 Male
Completed secondary education,P20,Male,2002,TJK,1242527.42809257,1649912.33972124,0.753086935698962,P20 Male
Completed secondary education,Not P20,Female,2002,TJK,3953425.15553918,4666244.80468265,0.847239122896395,Not P20 Female
Completed secondary education,P20,Female,2002,TJK,1365419.28449027,1727834.56622966,0.790248853204604,P20 Female
Completed secondary education,Not P20,Male,2003,TJK,4259005.49045625,5096260.42972167,0.835711900753245,Not P20 Male
Completed secondary education,P20,Male,2003,TJK,1080991.42815892,1453780.75971152,0.74357252353059,P20 Male
Completed secondary education,Not P20,Female,2003,TJK,4202413.48058223,4974600.04548491,0.844774141068177,Not P20 Female
Completed secondary education,P20,Female,2003,TJK,1194185.42540411,1540413.44430782,0.77523695331075,P20 Female
Completed secondary education,Not P20,Male,2004,TJK,4516592.16694914,5370778.33402351,0.840956726576638,Not P20 Male
Completed secondary education,P20,Male,2004,TJK,978790.935326652,1346984.95196669,0.72665320714797,P20 Male
Completed secondary education,Not P20,Female,2004,TJK,4403125.23758549,5220615.04817135,0.843411206717452,Not P20 Female
Completed secondary education,P20,Female,2004,TJK,1052078.69454983,1367160.02215928,0.76953588277705,P20 Female
Completed secondary education,Not P20,Male,2005,TJK,4743794.20530376,5682729.61918267,0.83477387157231,Not P20 Male
Completed secondary education,P20,Male,2005,TJK,826044.903700936,1154761.1647488,0.715338313165933,P20 Male
Completed secondary education,Not P20,Female,2005,TJK,4596035.35832728,5493898.83853362,0.836570802158055,Not P20 Female
Completed secondary education,P20,Female,2005,TJK,959687.636314845,1226967.85684751,0.782162002825897,P20 Female
Completed secondary education,Not P20,Male,2006,TJK,4885439.64015206,5864792.25123511,0.833011542586729,Not P20 Male
Completed secondary education,P20,Male,2006,TJK,754469.5598002,1048801.17035684,0.719363766102112,P20 Male
Completed secondary education,Not P20,Female,2006,TJK,4806545.81859665,5747982.63829038,0.836214393999328,Not P20 Female
Completed secondary education,P20,Female,2006,TJK,898678.74915101,1162462.90202303,0.773081659283099,P20 Female
Completed secondary education,Not P20,Male,2007,TJK,5062129.71667644,6063140.59540134,0.834902248599656,Not P20 Male
Completed secondary education,P20,Male,2007,TJK,738454.0709552,1010752.76606086,0.730598120283288,P20 Male
Completed secondary education,Not P20,Female,2007,TJK,4990466.64518282,5966090.67579454,0.836471806476224,Not P20 Female
Completed secondary education,P20,Female,2007,TJK,798356.679512641,1063693.2937253,0.750551577435081,P20 Female
Completed secondary education,Not P20,Male,2008,TJK,5254345.73402953,6311599.27028235,0.832490389364418,Not P20 Male
Completed secondary education,P20,Male,2008,TJK,670542.895335072,906510.040992596,0.739697151728018,P20 Male
Completed secondary education,Not P20,Female,2008,TJK,5170544.41280284,6181933.47659263,0.836395996880372,Not P20 Female
Completed secondary education,P20,Female,2008,TJK,757164.950877833,997512.55352848,0.759053054720493,P20 Female
Completed secondary education,Not P20,Male,2009,TJK,5396386.83416493,6493603.05704404,0.831031214375064,Not P20 Male
Completed secondary education,P20,Male,2009,TJK,620038.657475159,850328.917357353,0.72917508133454,P20 Male
Completed secondary education,Not P20,Female,2009,TJK,5314444.3482,6351131.43031365,0.836771275561139,Not P20 Female
Completed secondary education,P20,Female,2009,TJK,765460.707077538,1011555.68951453,0.756716328138988,P20 Female
Completed secondary education,Not P20,Male,2010,TJK,5565368.63202379,6695485.69774376,0.831212085763876,Not P20 Male
Completed secondary education,P20,Male,2010,TJK,572535.007833412,813638.342613439,0.703672599787279,P20 Male
Completed secondary education,Not P20,Female,2010,TJK,5448760.61423539,6510643.07529848,0.836900525987687,Not P20 Female
Completed secondary education,P20,Female,2010,TJK,761283.826207861,1011666.14361315,0.752504994868118,P20 Female
Completed secondary education,Not P20,Male,2011,TJK,5538816.30387964,6658398.2306119,0.831854165528129,Not P20 Male
Completed secondary education,P20,Male,2011,TJK,770143.178411861,1036627.05534679,0.742931775164039,P20 Male
Completed secondary education,Not P20,Female,2011,TJK,5458969.56411925,6523482.71843638,0.836818276331345,Not P20 Female
Completed secondary education,P20,Female,2011,TJK,873048.788306879,1153081.11105103,0.757144297950641,P20 Female
Completed secondary education,Not P20,Male,2012,TJK,5605002.50570577,6713511.87601267,0.834883829688661,Not P20 Male
Completed secondary education,P20,Male,2012,TJK,827365.127090259,1155996.0148957,0.71571624506414,P20 Male
Completed secondary education,Not P20,Female,2012,TJK,5509317.39250133,6585727.99852881,0.836554044402087,Not P20 Female
Completed secondary education,P20,Female,2012,TJK,963441.522691476,1270663.85456096,0.758219035847496,P20 Female
Completed secondary education,Not P20,Male,2013,TJK,3921553.03021476,4650456.00109747,0.843262043397315,Not P20 Male
Completed secondary education,P20,Male,2013,TJK,547495.478330365,751060.955374127,0.728962775142053,P20 Male
Completed secondary education,Not P20,Female,2013,TJK,3844824.42804128,4557455.17344918,0.843634063685465,Not P20 Female
Completed secondary education,P20,Female,2013,TJK,605251.899560443,762591.160497531,0.793678095043173,P20 Female
Completed secondary education,Not P20,Male,2014,TJK,4020832.75140085,4750984.78525805,0.846315644680066,Not P20 Male
Completed secondary education,P20,Male,2014,TJK,597668.10626436,821035.38145279,0.727944397727184,P20 Male
Completed secondary education,Not P20,Female,2014,TJK,3955631.30940404,4677598.77916742,0.845654254704615,Not P20 Female
Completed secondary education,P20,Female,2014,TJK,654216.574893693,821203.041996252,0.796656297452779,P20 Female
Completed secondary education,Not P20,Male,2015,TJK,4126443.22877198,4868830.13590737,0.847522528736354,Not P20 Male
Completed secondary education,P20,Male,2015,TJK,648012.474810695,884763.813610752,0.732412950034804,P20 Male
Completed secondary education,Not P20,Female,2015,TJK,4074633.9100898,4810237.80687111,0.847075357536264,Not P20 Female
Completed secondary education,P20,Female,2015,TJK,701571.7179971,874988.922702736,0.801806399822788,P20 Female
